Location,n,Percentage,95% CI
Less than H.S.,34,*,
H.S. or G.E.D.,153,5.8,3.4-8.2
Some post-H.S.,142,4.3,2.8-5.8
College graduate,115,2.7,1.6-3.7
Tennessee,,,
Less than H.S.,41,11.7,7.6-15.9
H.S. or G.E.D.,100,6.1,4.7-7.5
Some post-H.S.,109,5.6,4.2-6.9
College graduate,64,2.6,1.8-3.4
Texas,,,
Less than H.S.,93,6.0,4.0-8.0
H.S. or G.E.D.,141,3.3,2.4-4.2
Some post-H.S.,160,3.6,2.7-4.4
College graduate,155,2.4,1.8-2.9
Utah,,,
Less than H.S.,31,3.9,1.9-5.9
H.S. or G.E.D.,108,3.1,2.4-3.8
Some post-H.S.,110,2.3,1.8-2.8
College graduate,136,2.2,1.8-2.7
Vermont,,,
Less than H.S.,23,10.7,4.8-16.7
H.S. or G.E.D.,104,5.1,3.8-6.4
Some post-H.S.,79,4.3,3.0-5.6
College graduate,105,2.3,1.7-2.9
Virginia,,,
Less than H.S.,53,9.4,6.4-12.3
H.S. or G.E.D.,132,4.1,3.1-5.0
Some post-H.S.,145,3.6,2.8-4.4
College graduate,152,2.2,1.7-2.6
Washington,,,
Less than H.S.,37,4.0,2.4-5.7
H.S. or G.E.D.,165,4.4,3.6-5.3
Some post-H.S.,210,3.5,2.9-4.1
College graduate,167,1.6,1.3-2.0
West Virginia,,,
Less than H.S.,76,12.5,9.5-15.6
H.S. or G.E.D.,237,7.7,6.6-8.8
Some post-H.S.,136,6.2,5.0-7.3
College graduate,111,3.9,3.1-4.7
Wisconsin,,,
Less than H.S.,22,7.7,3.8-11.7
H.S. or G.E.D.,112,4.5,3.2-5.7
Some post-H.S.,93,3.2,2.3-4.1
College graduate,71,1.6,1.0-2.1
Wyoming,,,
Less than H.S.,18,9.8,4.1-15.4
H.S. or G.E.D.,83,3.5,2.4-4.6
Some post-H.S.,81,3.3,2.3-4.3
College graduate,86,3.6,2.5-4.7
Guam,,,
Less than H.S.,9,*,
H.S. or G.E.D.,29,*,
Some post-H.S.,12,*,
College graduate,18,1.3,0.6-2.0
Puerto Rico,,,
Less than H.S.,54,9.9,6.9-12.9
H.S. or G.E.D.,53,5.5,3.7-7.3
Some post-H.S.,41,3.3,2.1-4.5
College graduate,65,3.5,2.4-4.6
Virgin Islands,,,
Less than H.S.,9,*,
H.S. or G.E.D.,10,*,
Some post-H.S.,5,*,
College graduate,7,*,
Virgin Islands,,,
Less than H.S.,15,*,
H.S. or G.E.D.,20,*,
Some post-H.S.,13,*,
College graduate,12,*,
