Location,n,Percentage,95% CI
H.S. or G.E.D.,417,17.1,14.8-19.4
Some post-H.S.,334,13.7,11.6-15.7
College graduate,320,9.7,8.2-11.3
Maryland,,,
Less than H.S.,222,35.4,30.8-40.0
H.S. or G.E.D.,483,16.6,14.8-18.4
Some post-H.S.,358,12.5,10.8-14.2
College graduate,619,10.4,9.3-11.4
Massachusetts,,,
Less than H.S.,88,23.2,17.9-28.5
H.S. or G.E.D.,205,14.0,11.9-16.1
Some post-H.S.,193,12.2,10.2-14.2
College graduate,316,9.3,8.2-10.5
Michigan,,,
Less than H.S.,82,25.5,19.9-31.1
H.S. or G.E.D.,358,16.6,14.8-18.5
Some post-H.S.,353,13.0,11.5-14.5
College graduate,319,10.2,8.9-11.5
Minnesota,,,
Less than H.S.,249,39.6,35.1-44.2
H.S. or G.E.D.,871,28.3,26.4-30.1
Some post-H.S.,"1,009",23.3,21.9-24.8
College graduate,"1,206",20.9,19.7-22.1
Mississippi,,,
Less than H.S.,114,26.3,21.1-31.5
H.S. or G.E.D.,325,30.2,26.9-33.5
Some post-H.S.,271,26.5,23.3-29.7
College graduate,230,20.4,17.7-23.1
Missouri,,,
Less than H.S.,112,31.4,25.7-37.2
H.S. or G.E.D.,420,23.9,21.3-26.4
Some post-H.S.,323,19.5,16.9-22.0
College graduate,291,16.0,13.9-18.2
Montana,,,
Less than H.S.,93,33.9,27.3-40.4
H.S. or G.E.D.,486,32.0,29.4-34.7
Some post-H.S.,453,25.4,23.0-27.7
College graduate,439,21.7,19.6-23.7
Nebraska,,,
Less than H.S.,368,42.9,38.5-47.3
H.S. or G.E.D.,789,22.5,20.7-24.4
Some post-H.S.,669,17.5,15.8-19.1
College graduate,544,14.2,12.7-15.6
Nevada,,,
Less than H.S.,127,49.7,42.4-56.9
H.S. or G.E.D.,230,39.2,34.3-44.1
Some post-H.S.,215,28.2,24.1-32.2
College graduate,209,23.5,19.8-27.2
New Hampshire,,,
Less than H.S.,40,21.4,13.9-29.0
H.S. or G.E.D.,165,14.6,11.9-17.2
Some post-H.S.,126,10.8,8.4-13.3
College graduate,154,7.6,6.0-9.2
New Mexico,,,
Less than H.S.,215,35.0,30.1-39.9
H.S. or G.E.D.,433,36.5,33.0-40.0
Some post-H.S.,359,28.7,25.4-32.0
College graduate,399,22.1,19.6-24.6
New York,,,
Less than H.S.,285,32.2,28.5-36.0
H.S. or G.E.D.,575,23.4,21.1-25.7
Some post-H.S.,462,18.1,16.2-20.1
College graduate,733,16.0,14.6-17.3
North Carolina,,,
Less than H.S.,167,42.2,36.5-48.0
H.S. or G.E.D.,239,27.7,24.3-31.1
Some post-H.S.,227,20.7,18.1-23.4
College graduate,218,15.4,13.4-17.4
North Dakota,,,
Less than H.S.,54,38.8,28.9-48.7
H.S. or G.E.D.,369,35.7,32.1-39.3
Some post-H.S.,362,29.7,26.5-32.9
College graduate,353,24.1,21.4-26.9
Ohio,,,
Less than H.S.,152,26.3,21.2-31.4
H.S. or G.E.D.,743,22.8,20.7-24.9
Some post-H.S.,463,19.2,17.0-21.4
College graduate,450,16.0,14.1-17.9
Oklahoma,,,
Less than H.S.,140,35.5,30.2-40.7
H.S. or G.E.D.,396,28.5,25.8-31.2
Some post-H.S.,315,21.5,19.1-23.8
College graduate,255,16.3,14.1-18.4
Oregon,,,
Less than H.S.,141,42.6,36.5-48.7
H.S. or G.E.D.,396,29.8,27.0-32.6
Some post-H.S.,402,22.4,20.2-24.6
College graduate,378,17.1,15.3-18.8
Pennsylvania,,,
Less than H.S.,65,22.7,17.1-28.4
H.S. or G.E.D.,303,17.6,15.4-19.8
Some post-H.S.,215,15.0,12.8-17.3
College graduate,379,13.1,11.6-14.6
Rhode Island,,,
Less than H.S.,71,25.8,19.3-32.3
H.S. or G.E.D.,168,16.7,13.7-19.8
Some post-H.S.,152,12.8,10.1-15.6
College graduate,181,9.6,7.6-11.5
South Carolina,,,
Less than H.S.,148,37.1,31.6-42.6
H.S. or G.E.D.,377,27.8,25.0-30.6
Some post-H.S.,338,22.5,20.0-25.0
College graduate,352,17.3,15.4-19.3
South Dakota,,,
Less than H.S.,107,36.3,25.0-47.7
H.S. or G.E.D.,413,26.6,22.4-30.9
Some post-H.S.,431,23.9,20.1-27.8
College graduate,354,17.7,14.6-20.8
Tennessee,,,
Less than H.S.,123,27.1,21.6-32.6
H.S. or G.E.D.,446,27.9,24.9-30.9
Some post-H.S.,308,25.5,22.3-28.6
College graduate,336,22.6,19.8-25.4
Texas,,,
Less than H.S.,525,47.4,42.0-52.7
H.S. or G.E.D.,823,38.6,35.1-42.1
Some post-H.S.,692,26.8,23.9-29.8
College graduate,691,21.0,18.7-23.2
Utah,,,
Less than H.S.,217,43.5,38.4-48.5
H.S. or G.E.D.,712,30.3,28.1-32.5
Some post-H.S.,766,25.0,23.2-26.8
College graduate,888,22.2,20.8-23.7
Vermont,,,
Less than H.S.,23,13.2,7.1-19.4
H.S. or G.E.D.,200,15.7,13.0-18.4
Some post-H.S.,156,13.8,10.9-16.6
College graduate,270,12.5,10.5-14.4
Virginia,,,
Less than H.S.,200,34.4,29.4-39.4
H.S. or G.E.D.,503,28.0,25.4-30.6
Some post-H.S.,417,19.1,16.9-21.2
College graduate,559,15.5,13.9-17.1
Washington,,,
Less than H.S.,255,38.6,34.3-42.9
H.S. or G.E.D.,656,27.8,25.7-30.0
Some post-H.S.,717,23.2,21.4-25.0
College graduate,855,19.3,17.9-20.7
West Virginia,,,
Less than H.S.,77,17.2,12.7-21.7
H.S. or G.E.D.,259,19.6,17.0-22.2
Some post-H.S.,177,19.9,16.8-23.0
College graduate,157,14.2,11.8-16.6
Wisconsin,,,
Less than H.S.,38,27.9,19.5-36.3
H.S. or G.E.D.,236,20.2,17.5-22.9
Some post-H.S.,183,16.0,13.4-18.6
College graduate,205,13.9,11.7-16.1
Wyoming,,,
Less than H.S.,79,52.3,43.4-61.3
H.S. or G.E.D.,326,37.5,33.5-41.5
Some post-H.S.,330,28.2,24.8-31.5
College graduate,285,28.5,25.2-31.9
Guam,,,
Less than H.S.,63,46.2,35.5-56.9
H.S. or G.E.D.,250,33.4,28.8-38.0
Some post-H.S.,160,28.1,23.4-32.9
College graduate,131,21.0,16.9-25.1
Puerto Rico,,,
Less than H.S.,80,10.7,8.1-13.4
H.S. or G.E.D.,188,15.5,13.0-18.1
Some post-H.S.,237,19.2,16.6-21.8
College graduate,346,21.1,18.7-23.4
