Location,n,Percentage,95% CI
H.S. or G.E.D.,348,18.2,16.0-20.3
Some post-H.S.,285,11.9,10.2-13.6
College graduate,356,10.5,9.2-11.8
Idaho,,,
Less than H.S.,117,35.1,28.2-42.0
H.S. or G.E.D.,453,31.6,28.4-34.9
Some post-H.S.,425,24.3,21.5-27.1
College graduate,305,17.4,15.0-19.9
Illinois,,,
Less than H.S.,23,19.2,10.3-28.0
H.S. or G.E.D.,190,24.4,21.0-27.8
Some post-H.S.,160,19.2,16.2-22.3
College graduate,274,19.0,16.6-21.3
Indiana,,,
Less than H.S.,163,33.0,28.4-37.6
H.S. or G.E.D.,482,23.5,21.4-25.5
Some post-H.S.,311,18.2,16.1-20.2
College graduate,357,15.0,13.4-16.6
Iowa,,,
Less than H.S.,149,31.2,26.2-36.2
H.S. or G.E.D.,460,19.1,17.3-20.8
Some post-H.S.,417,17.3,15.6-19.0
College graduate,365,13.4,11.9-14.8
Kansas,,,
Less than H.S.,100,31.2,25.5-36.9
H.S. or G.E.D.,585,27.5,25.3-29.7
Some post-H.S.,560,21.7,19.8-23.5
College graduate,527,15.7,14.2-17.1
Kentucky,,,
Less than H.S.,50,21.4,15.4-27.5
H.S. or G.E.D.,217,23.2,20.1-26.3
Some post-H.S.,180,20.0,17.0-22.9
College graduate,162,16.1,13.4-18.7
Louisiana,,,
Less than H.S.,80,28.8,22.6-35.0
H.S. or G.E.D.,233,21.6,18.5-24.6
Some post-H.S.,212,22.1,18.8-25.4
College graduate,233,15.7,13.4-17.9
Maine,,,
Less than H.S.,69,23.4,16.3-30.6
H.S. or G.E.D.,392,17.5,15.2-19.8
Some post-H.S.,308,12.0,10.2-13.8
College graduate,320,9.3,8.0-10.6
Maryland,,,
Less than H.S.,246,37.0,32.5-41.5
H.S. or G.E.D.,505,17.1,15.3-19.0
Some post-H.S.,372,14.2,12.5-15.8
College graduate,590,11.6,10.4-12.7
Massachusetts,,,
Less than H.S.,60,21.4,15.8-26.9
H.S. or G.E.D.,178,14.7,12.3-17.2
Some post-H.S.,179,12.0,10.0-14.0
College graduate,325,9.7,8.5-11.0
Michigan,,,
Less than H.S.,50,22.9,16.4-29.4
H.S. or G.E.D.,222,16.4,14.2-18.6
Some post-H.S.,234,13.0,11.2-14.8
College graduate,268,11.3,9.8-12.8
Minnesota,,,
Less than H.S.,257,34.0,29.8-38.3
H.S. or G.E.D.,957,27.5,25.8-29.2
Some post-H.S.,994,22.2,20.8-23.6
College graduate,"1,088",19.0,17.8-20.1
Mississippi,,,
Less than H.S.,142,28.5,23.9-33.1
H.S. or G.E.D.,347,26.7,23.8-29.6
Some post-H.S.,298,22.4,19.8-25.0
College graduate,242,18.7,16.2-21.2
Missouri,,,
Less than H.S.,135,30.8,25.3-36.2
H.S. or G.E.D.,631,28.0,25.8-30.3
Some post-H.S.,414,20.3,18.2-22.5
College graduate,450,17.4,15.7-19.2
Montana,,,
Less than H.S.,80,33.5,26.7-40.3
H.S. or G.E.D.,478,31.9,29.2-34.6
Some post-H.S.,457,27.5,25.0-30.0
College graduate,436,20.6,18.6-22.5
Nebraska,,,
Less than H.S.,299,39.9,34.9-44.8
H.S. or G.E.D.,782,24.0,21.9-26.0
Some post-H.S.,640,17.6,15.8-19.3
College graduate,588,14.5,13.0-16.0
Nevada,,,
Less than H.S.,85,53.8,44.7-63.0
H.S. or G.E.D.,226,38.8,33.8-43.8
Some post-H.S.,190,26.1,21.9-30.3
College graduate,170,24.0,19.9-28.2
New Hampshire,,,
Less than H.S.,38,19.6,12.4-26.8
H.S. or G.E.D.,198,15.7,13.0-18.3
Some post-H.S.,152,11.2,9.0-13.4
College graduate,185,8.2,6.7-9.7
New Jersey,,,
Less than H.S.,229,36.5,32.0-41.0
H.S. or G.E.D.,479,18.6,16.8-20.5
Some post-H.S.,445,16.9,15.2-18.6
College graduate,796,15.2,14.0-16.4
New Mexico,,,
Less than H.S.,182,34.8,29.1-40.5
H.S. or G.E.D.,528,33.4,29.9-37.0
Some post-H.S.,434,27.9,24.5-31.3
College graduate,423,22.5,19.7-25.2
New York,,,
Less than H.S.,293,32.3,28.6-36.0
H.S. or G.E.D.,632,21.3,19.4-23.2
Some post-H.S.,531,17.7,15.9-19.5
College graduate,968,16.8,15.6-17.9
North Carolina,,,
Less than H.S.,185,37.1,31.8-42.4
H.S. or G.E.D.,367,27.4,24.6-30.3
Some post-H.S.,277,20.6,18.1-23.1
College graduate,288,14.3,12.6-16.1
North Dakota,,,
Less than H.S.,55,45.8,35.3-56.2
H.S. or G.E.D.,286,35.2,31.2-39.2
Some post-H.S.,317,29.3,26.0-32.6
College graduate,329,25.1,22.2-28.0
Ohio,,,
Less than H.S.,192,25.1,20.7-29.4
H.S. or G.E.D.,937,24.7,22.9-26.6
Some post-H.S.,635,19.7,17.9-21.5
College graduate,558,15.4,13.8-17.0
Oklahoma,,,
Less than H.S.,117,37.8,31.6-43.8
H.S. or G.E.D.,343,29.2,26.2-32.3
Some post-H.S.,256,20.3,17.8-22.8
College graduate,203,16.7,14.2-19.1
Oregon,,,
Less than H.S.,100,37.4,31.0-43.8
H.S. or G.E.D.,326,27.8,25.0-30.8
Some post-H.S.,317,19.3,17.2-21.4
College graduate,322,16.5,14.7-18.3
Pennsylvania,,,
Less than H.S.,54,19.4,13.3-25.5
H.S. or G.E.D.,247,15.8,13.4-18.2
Some post-H.S.,201,14.8,12.3-17.2
College graduate,337,12.7,11.1-14.3
Rhode Island,,,
Less than H.S.,75,26.7,20.6-32.9
H.S. or G.E.D.,172,13.7,11.0-16.5
Some post-H.S.,117,11.0,8.3-13.7
College graduate,180,10.3,8.2-12.5
South Carolina,,,
Less than H.S.,78,31.8,25.1-38.4
H.S. or G.E.D.,227,26.2,22.8-29.7
Some post-H.S.,190,20.9,17.8-24.0
College graduate,195,16.2,13.6-18.8
South Dakota,,,
Less than H.S.,82,30.9,18.9-43.0
H.S. or G.E.D.,451,26.2,21.8-30.5
Some post-H.S.,431,20.5,16.6-24.4
College graduate,366,16.8,13.3-20.2
Tennessee,,,
Less than H.S.,87,31.8,24.4-39.2
H.S. or G.E.D.,331,25.8,22.7-28.9
Some post-H.S.,214,21.8,18.5-25.0
College graduate,238,16.3,13.9-18.7
Texas,,,
Less than H.S.,606,49.6,44.1-55.1
H.S. or G.E.D.,977,39.8,36.2-43.4
Some post-H.S.,779,27.3,24.3-30.4
College graduate,768,23.2,20.7-25.6
Utah,,,
Less than H.S.,148,42.3,36.4-48.3
H.S. or G.E.D.,700,30.9,28.6-33.1
Some post-H.S.,715,23.4,21.6-25.1
College graduate,760,21.6,20.0-23.2
Vermont,,,
Less than H.S.,40,21.6,14.3-29.0
H.S. or G.E.D.,222,17.3,14.3-20.2
Some post-H.S.,147,15.8,12.4-19.2
College graduate,253,11.3,9.4-13.2
Virginia,,,
Less than H.S.,190,36.0,31.1-40.9
H.S. or G.E.D.,534,28.3,25.7-30.9
Some post-H.S.,430,22.5,20.1-24.9
College graduate,602,17.8,16.1-19.5
Washington,,,
Less than H.S.,255,44.4,39.8-49.1
H.S. or G.E.D.,698,30.2,28.0-32.5
Some post-H.S.,693,21.4,19.7-23.1
College graduate,848,18.4,17.0-19.8
West Virginia,,,
Less than H.S.,89,23.7,18.8-28.6
H.S. or G.E.D.,298,20.4,18.0-22.7
Some post-H.S.,194,16.5,14.1-18.9
College graduate,166,13.0,11.0-15.1
Wisconsin,,,
Less than H.S.,43,24.6,16.2-32.9
H.S. or G.E.D.,240,20.0,17.0-23.0
Some post-H.S.,198,14.7,12.1-17.3
College graduate,225,15.2,13.0-17.4
Wyoming,,,
Less than H.S.,56,42.0,32.7-51.3
H.S. or G.E.D.,310,34.6,30.8-38.4
Some post-H.S.,305,28.3,24.9-31.6
College graduate,277,22.9,19.9-26.0
Guam,,,
Less than H.S.,44,36.2,25.0-47.4
H.S. or G.E.D.,228,37.7,31.8-43.6
Some post-H.S.,114,24.5,19.0-30.0
College graduate,166,23.6,19.9-27.3
Puerto Rico,,,
Less than H.S.,45,6.8,4.5-9.2
H.S. or G.E.D.,180,16.3,13.6-19.0
Some post-H.S.,187,17.1,14.3-19.8
College graduate,310,18.1,15.9-20.3
