Location,n,Percentage,95% CI
H.S. or G.E.D.,166,11.4,9.4-13.4
Some post-H.S.,155,8.6,7.0-10.3
College graduate,258,5.9,5.0-6.7
Michigan,,,
Less than H.S.,39,14.0,9.3-18.6
H.S. or G.E.D.,271,13.7,11.9-15.5
Some post-H.S.,225,10.7,9.2-12.2
College graduate,241,7.4,6.3-8.4
Minnesota,,,
Less than H.S.,170,31.9,27.1-36.8
H.S. or G.E.D.,672,23.1,21.4-24.9
Some post-H.S.,679,16.1,14.8-17.3
College graduate,837,12.6,11.7-13.5
Mississippi,,,
Less than H.S.,52,17.9,12.6-23.1
H.S. or G.E.D.,176,18.5,15.5-21.4
Some post-H.S.,163,17.0,14.2-19.9
College graduate,126,11.9,9.7-14.1
Missouri,,,
Less than H.S.,166,27.2,22.3-32.1
H.S. or G.E.D.,544,17.7,15.7-19.8
Some post-H.S.,466,16.6,14.7-18.6
College graduate,333,9.0,7.7-10.3
Montana,,,
Less than H.S.,61,26.6,19.5-33.7
H.S. or G.E.D.,327,24.8,22.0-27.5
Some post-H.S.,315,18.9,16.7-21.1
College graduate,308,14.3,12.6-16.0
Nebraska,,,
Less than H.S.,192,34.2,29.3-39.0
H.S. or G.E.D.,467,16.6,14.8-18.4
Some post-H.S.,433,11.7,10.3-13.0
College graduate,402,9.4,8.2-10.5
Nevada,,,
Less than H.S.,60,46.4,36.6-56.2
H.S. or G.E.D.,167,28.8,24.2-33.4
Some post-H.S.,150,20.0,16.3-23.7
College graduate,133,17.0,13.1-21.0
New Hampshire,,,
Less than H.S.,38,24.8,16.3-33.3
H.S. or G.E.D.,125,10.7,8.4-13.0
Some post-H.S.,81,6.8,5.0-8.5
College graduate,146,6.5,5.2-7.8
New Jersey,,,
Less than H.S.,221,37.3,32.4-42.2
H.S. or G.E.D.,324,16.9,14.8-19.1
Some post-H.S.,257,12.7,10.8-14.7
College graduate,367,9.6,8.4-10.8
New Mexico,,,
Less than H.S.,172,32.3,27.3-37.4
H.S. or G.E.D.,434,31.0,27.9-34.1
Some post-H.S.,387,25.8,22.9-28.7
College graduate,341,16.7,14.6-18.8
New York,,,
Less than H.S.,585,27.2,24.6-29.8
H.S. or G.E.D.,"1,162",14.1,12.9-15.3
Some post-H.S.,825,11.4,10.2-12.5
College graduate,"1,157",10.3,9.4-11.2
North Carolina,,,
Less than H.S.,158,31.4,26.0-36.7
H.S. or G.E.D.,207,18.0,15.3-20.7
Some post-H.S.,180,15.5,12.9-18.1
College graduate,212,10.6,9.1-12.2
North Dakota,,,
Less than H.S.,46,24.4,17.3-31.5
H.S. or G.E.D.,273,23.6,20.8-26.5
Some post-H.S.,240,15.6,13.3-17.8
College graduate,205,12.3,10.4-14.2
Ohio,,,
Less than H.S.,117,22.4,17.8-27.0
H.S. or G.E.D.,559,16.7,15.0-18.4
Some post-H.S.,369,12.8,11.2-14.5
College graduate,391,8.7,7.6-9.7
Oklahoma,,,
Less than H.S.,103,33.3,27.4-39.3
H.S. or G.E.D.,281,25.9,22.9-28.9
Some post-H.S.,200,15.2,12.9-17.6
College graduate,189,13.3,11.2-15.4
Oregon,,,
Less than H.S.,96,36.5,29.8-43.2
H.S. or G.E.D.,266,25.4,22.4-28.3
Some post-H.S.,353,21.0,18.7-23.2
College graduate,363,16.7,15.0-18.5
Pennsylvania,,,
Less than H.S.,42,16.5,10.5-22.6
H.S. or G.E.D.,178,10.6,8.8-12.4
Some post-H.S.,159,10.5,8.7-12.3
College graduate,245,9.0,7.6-10.3
Rhode Island,,,
Less than H.S.,60,22.1,16.4-27.8
H.S. or G.E.D.,109,10.7,8.1-13.3
Some post-H.S.,96,8.7,6.7-10.7
College graduate,145,5.9,4.8-6.9
South Carolina,,,
Less than H.S.,129,24.9,20.4-29.5
H.S. or G.E.D.,316,18.8,16.4-21.2
Some post-H.S.,243,14.2,12.1-16.3
College graduate,311,11.2,9.7-12.7
South Dakota,,,
Less than H.S.,59,23.0,10.4-35.6
H.S. or G.E.D.,315,19.8,15.5-24.0
Some post-H.S.,278,15.3,11.5-19.2
College graduate,257,11.2,8.2-14.2
Tennessee,,,
Less than H.S.,53,21.1,15.2-27.0
H.S. or G.E.D.,207,18.4,15.6-21.3
Some post-H.S.,194,18.4,15.7-21.2
College graduate,194,12.5,10.5-14.5
Texas,,,
Less than H.S.,382,43.5,38.3-48.8
H.S. or G.E.D.,640,30.6,27.4-33.9
Some post-H.S.,508,22.1,19.4-24.8
College graduate,548,14.4,12.6-16.2
Utah,,,
Less than H.S.,166,37.5,32.0-42.9
H.S. or G.E.D.,510,24.4,22.2-26.7
Some post-H.S.,477,17.6,15.9-19.3
College graduate,539,15.0,13.7-16.4
Vermont,,,
Less than H.S.,32,18.1,10.9-25.3
H.S. or G.E.D.,147,12.0,9.2-14.7
Some post-H.S.,122,9.6,7.4-11.7
College graduate,180,6.6,5.4-7.8
Virginia,,,
Less than H.S.,72,25.3,19.5-31.1
H.S. or G.E.D.,281,19.8,17.2-22.3
Some post-H.S.,260,14.9,12.8-16.9
College graduate,420,11.6,10.3-13.0
Washington,,,
Less than H.S.,180,33.7,29.0-38.4
H.S. or G.E.D.,401,19.6,17.6-21.7
Some post-H.S.,381,13.4,11.9-14.9
College graduate,538,11.6,10.5-12.7
West Virginia,,,
Less than H.S.,54,15.0,10.9-19.1
H.S. or G.E.D.,234,14.2,12.3-16.1
Some post-H.S.,139,11.7,9.6-13.8
College graduate,157,9.3,7.8-10.8
Wisconsin,,,
Less than H.S.,37,27.9,18.4-37.4
H.S. or G.E.D.,216,16.2,13.6-18.7
Some post-H.S.,156,11.6,9.4-13.9
College graduate,176,8.7,7.1-10.3
Wyoming,,,
Less than H.S.,37,43.9,32.0-55.8
H.S. or G.E.D.,227,30.0,26.0-33.9
Some post-H.S.,229,22.8,19.6-25.9
College graduate,182,15.7,13.1-18.3
Guam,,,
Less than H.S.,22,23.4,13.3-33.6
H.S. or G.E.D.,144,26.4,20.7-32.2
Some post-H.S.,77,27.9,20.0-35.7
College graduate,93,19.5,13.2-25.9
Puerto Rico,,,
Less than H.S.,39,9.5,5.8-13.3
H.S. or G.E.D.,112,15.0,11.8-18.1
Some post-H.S.,143,17.9,14.2-21.6
College graduate,248,18.4,15.8-20.9
Virgin Islands,,,
Less than H.S.,47,18.4,10.6-26.3
H.S. or G.E.D.,124,32.8,21.7-43.9
Some post-H.S.,54,22.2,11.6-32.8
College graduate,67,13.2,7.9-18.6
