Location,n,Percentage,95% CI
College graduate,258,10.9,9.4-12.3
Pennsylvania,,,
Less than H.S.,36,18.4,11.7-25.1
H.S. or G.E.D.,152,12.4,9.9-14.9
Some post-H.S.,100,8.9,6.6-11.2
College graduate,197,10.5,8.6-12.4
Rhode Island,,,
Less than H.S.,78,21.1,16.3-25.8
H.S. or G.E.D.,144,15.8,12.7-18.9
Some post-H.S.,98,8.6,6.6-10.6
College graduate,148,6.6,5.3-7.8
South Carolina,,,
Less than H.S.,155,34.3,29.1-39.5
H.S. or G.E.D.,400,21.5,19.2-23.8
Some post-H.S.,283,16.2,14.0-18.4
College graduate,363,12.1,10.6-13.6
South Dakota,,,
Less than H.S.,65,24.5,11.2-37.7
H.S. or G.E.D.,289,18.3,13.5-23.2
Some post-H.S.,262,15.7,9.9-21.5
College graduate,204,12.5,8.3-16.7
Tennessee,,,
Less than H.S.,80,27.7,20.9-34.5
H.S. or G.E.D.,256,20.6,17.8-23.3
Some post-H.S.,221,17.9,15.3-20.5
College graduate,227,13.8,11.8-15.8
Texas,,,
Less than H.S.,452,44.3,39.5-49.2
H.S. or G.E.D.,871,31.8,28.8-34.7
Some post-H.S.,681,22.9,20.2-25.7
College graduate,792,16.4,14.8-18.0
Utah,,,
Less than H.S.,182,40.4,34.9-45.8
H.S. or G.E.D.,497,24.7,22.4-27.0
Some post-H.S.,410,17.2,15.4-19.1
College graduate,540,14.7,13.3-16.1
Vermont,,,
Less than H.S.,34,17.0,10.3-23.6
H.S. or G.E.D.,195,13.6,11.4-15.8
Some post-H.S.,140,10.3,8.3-12.3
College graduate,280,7.5,6.5-8.4
Virginia,,,
Less than H.S.,106,32.6,26.8-38.5
H.S. or G.E.D.,297,19.4,17.0-21.8
Some post-H.S.,257,13.3,11.4-15.3
College graduate,446,10.9,9.7-12.2
Washington,,,
Less than H.S.,330,34.3,30.8-37.8
H.S. or G.E.D.,851,19.9,18.5-21.4
Some post-H.S.,827,14.6,13.5-15.8
College graduate,"1,093",10.5,9.8-11.2
West Virginia,,,
Less than H.S.,44,14.9,10.5-19.3
H.S. or G.E.D.,165,13.4,11.3-15.6
Some post-H.S.,130,13.8,11.2-16.4
College graduate,103,9.1,7.1-11.0
Wisconsin,,,
Less than H.S.,115,31.1,25.4-36.7
H.S. or G.E.D.,408,16.3,14.5-18.2
Some post-H.S.,354,12.2,10.7-13.7
College graduate,347,10.9,9.6-12.3
Wyoming,,,
Less than H.S.,51,43.0,33.5-52.5
H.S. or G.E.D.,243,32.9,29.1-36.7
Some post-H.S.,233,22.5,19.5-25.4
College graduate,217,18.4,15.9-20.9
Guam,,,
Less than H.S.,38,32.0,16.7-47.4
H.S. or G.E.D.,185,24.0,18.3-29.6
Some post-H.S.,95,17.2,11.8-22.7
College graduate,129,19.1,10.9-27.3
Puerto Rico,,,
Less than H.S.,33,6.0,3.1-8.8
H.S. or G.E.D.,160,16.0,12.9-19.0
Some post-H.S.,205,18.9,15.8-22.0
College graduate,321,19.0,16.3-21.7
Virgin Islands,,,
Less than H.S.,39,21.2,8.8-33.6
H.S. or G.E.D.,112,24.4,15.4-33.5
Some post-H.S.,61,*,
College graduate,70,17.3,9.7-24.9
