Location,n,Percentage,95% CI
Some post-H.S.,238,17.8,15.2-20.4
College graduate,274,10.1,8.6-11.6
Hawaii,,,
Less than H.S.,59,24.5,17.2-31.8
H.S. or G.E.D.,290,16.4,14.1-18.7
Some post-H.S.,246,11.9,10.0-13.7
College graduate,283,8.7,7.3-10.0
Idaho,,,
Less than H.S.,132,33.8,28.0-39.7
H.S. or G.E.D.,448,22.0,19.7-24.4
Some post-H.S.,295,13.9,12.0-15.8
College graduate,234,10.9,9.2-12.7
Illinois,,,
Less than H.S.,172,35.8,29.8-41.8
H.S. or G.E.D.,245,19.6,16.8-22.4
Some post-H.S.,180,13.2,11.0-15.5
College graduate,294,11.0,9.5-12.4
Indiana,,,
Less than H.S.,156,25.4,21.3-29.5
H.S. or G.E.D.,397,14.9,13.3-16.5
Some post-H.S.,259,11.2,9.7-12.7
College graduate,319,9.4,8.3-10.5
Iowa,,,
Less than H.S.,205,35.1,29.7-40.5
H.S. or G.E.D.,490,20.1,18.1-22.1
Some post-H.S.,367,15.2,13.5-17.0
College graduate,341,13.3,11.7-14.9
Kansas,,,
Less than H.S.,94,29.0,23.0-34.9
H.S. or G.E.D.,381,18.4,16.3-20.6
Some post-H.S.,362,13.4,11.8-15.0
College graduate,343,10.0,8.8-11.2
Louisiana,,,
Less than H.S.,74,19.3,14.4-24.2
H.S. or G.E.D.,214,16.5,14.0-18.9
Some post-H.S.,145,11.3,9.3-13.4
College graduate,154,9.5,7.7-11.2
Maine,,,
Less than H.S.,59,19.8,13.9-25.7
H.S. or G.E.D.,303,12.2,10.4-13.9
Some post-H.S.,210,8.7,7.1-10.2
College graduate,246,6.1,5.1-7.1
Maryland,,,
Less than H.S.,250,30.7,26.6-34.9
H.S. or G.E.D.,415,12.5,10.8-14.2
Some post-H.S.,249,8.3,6.8-9.8
College graduate,482,6.7,5.9-7.4
Massachusetts,,,
Less than H.S.,91,21.6,16.1-27.1
H.S. or G.E.D.,176,11.1,8.9-13.4
Some post-H.S.,133,6.3,4.8-7.9
College graduate,367,6.5,5.6-7.4
Michigan,,,
Less than H.S.,54,18.0,12.7-23.3
H.S. or G.E.D.,287,16.0,13.9-18.0
Some post-H.S.,198,10.6,8.9-12.3
College graduate,244,7.7,6.5-8.8
Minnesota,,,
Less than H.S.,261,39.8,34.7-44.8
H.S. or G.E.D.,606,20.0,18.0-22.0
Some post-H.S.,566,14.7,13.2-16.3
College graduate,753,11.6,10.5-12.6
Mississippi,,,
Less than H.S.,57,22.0,16.0-28.0
H.S. or G.E.D.,188,20.6,17.5-23.8
Some post-H.S.,183,17.7,14.9-20.5
College graduate,141,10.4,8.5-12.4
Missouri,,,
Less than H.S.,82,24.5,18.8-30.3
H.S. or G.E.D.,350,18.8,16.4-21.2
Some post-H.S.,256,15.6,13.2-17.9
College graduate,236,11.2,9.5-13.0
Montana,,,
Less than H.S.,70,29.7,22.5-36.9
H.S. or G.E.D.,375,24.4,21.8-27.0
Some post-H.S.,298,17.5,15.3-19.7
College graduate,380,14.3,12.7-15.8
Nebraska,,,
Less than H.S.,404,43.5,39.2-47.8
H.S. or G.E.D.,680,23.1,21.1-25.0
Some post-H.S.,517,16.8,15.1-18.5
College graduate,510,12.8,11.4-14.1
Nevada,,,
Less than H.S.,52,51.1,39.1-63.1
H.S. or G.E.D.,172,32.1,25.8-38.4
Some post-H.S.,130,20.9,16.5-25.3
College graduate,128,13.7,10.6-16.8
New Hampshire,,,
Less than H.S.,19,11.3,5.3-17.3
H.S. or G.E.D.,92,9.2,6.8-11.6
Some post-H.S.,79,7.1,5.1-9.2
College graduate,138,7.2,5.6-8.8
New Jersey,,,
Less than H.S.,197,39.3,34.0-44.6
H.S. or G.E.D.,330,17.7,15.5-19.9
Some post-H.S.,203,11.1,9.2-13.0
College graduate,398,8.8,7.7-9.9
New Mexico,,,
Less than H.S.,85,30.9,23.7-38.0
H.S. or G.E.D.,227,38.8,33.4-44.1
Some post-H.S.,174,22.2,18.0-26.5
College graduate,162,16.7,13.3-20.1
New York,,,
Less than H.S.,387,27.9,24.8-31.0
H.S. or G.E.D.,566,14.7,13.1-16.3
Some post-H.S.,394,9.9,8.7-11.0
College graduate,741,8.7,7.8-9.5
North Carolina,,,
Less than H.S.,108,28.6,22.4-34.7
H.S. or G.E.D.,168,22.4,18.6-26.3
Some post-H.S.,144,14.8,12.0-17.7
College graduate,163,9.8,8.1-11.5
North Dakota,,,
Less than H.S.,34,25.0,16.5-33.5
H.S. or G.E.D.,213,20.2,17.4-22.9
Some post-H.S.,218,15.1,13.0-17.2
College graduate,202,11.3,9.7-13.0
Ohio,,,
Less than H.S.,92,19.7,15.0-24.4
H.S. or G.E.D.,450,16.0,14.1-17.8
Some post-H.S.,264,9.9,8.5-11.4
College graduate,329,8.9,7.7-10.1
Oklahoma,,,
Less than H.S.,109,30.4,25.1-35.7
H.S. or G.E.D.,327,23.4,20.9-25.8
Some post-H.S.,234,14.4,12.5-16.3
College graduate,227,11.3,9.7-12.8
Oregon,,,
Less than H.S.,94,32.0,25.4-38.6
H.S. or G.E.D.,269,22.2,19.2-25.2
Some post-H.S.,210,12.1,10.2-14.0
College graduate,275,10.4,9.0-11.8
Rhode Island,,,
Less than H.S.,95,29.6,23.3-35.9
H.S. or G.E.D.,129,13.4,10.5-16.3
Some post-H.S.,95,8.9,6.6-11.1
College graduate,129,5.7,4.3-7.1
South Carolina,,,
Less than H.S.,156,29.6,24.9-34.4
H.S. or G.E.D.,388,21.5,19.1-24.0
Some post-H.S.,291,15.1,13.2-17.0
College graduate,328,10.3,9.0-11.6
South Dakota,,,
Less than H.S.,52,25.3,12.1-38.5
H.S. or G.E.D.,221,16.5,12.5-20.5
Some post-H.S.,200,12.6,9.1-16.0
College graduate,173,8.4,5.2-11.6
Tennessee,,,
Less than H.S.,79,23.9,17.7-30.1
H.S. or G.E.D.,298,21.0,18.3-23.8
Some post-H.S.,215,16.4,13.8-18.9
College graduate,194,9.9,8.3-11.5
Texas,,,
Less than H.S.,320,44.3,38.8-49.9
H.S. or G.E.D.,554,30.9,27.6-34.3
Some post-H.S.,475,22.3,19.3-25.3
College graduate,517,13.7,12.0-15.3
Utah,,,
Less than H.S.,223,39.3,34.2-44.5
H.S. or G.E.D.,661,27.7,25.4-30.0
Some post-H.S.,461,16.9,15.1-18.7
College graduate,663,16.9,15.5-18.4
Vermont,,,
Less than H.S.,15,10.7,4.6-16.7
H.S. or G.E.D.,132,11.1,8.4-13.8
Some post-H.S.,98,7.6,5.8-9.5
College graduate,212,6.4,5.4-7.4
Virginia,,,
Less than H.S.,89,41.4,34.1-48.8
H.S. or G.E.D.,161,18.9,15.5-22.3
Some post-H.S.,170,12.7,10.4-15.0
College graduate,250,9.4,8.0-10.8
Washington,,,
Less than H.S.,370,32.2,29.0-35.4
H.S. or G.E.D.,872,20.2,18.8-21.6
Some post-H.S.,764,12.7,11.7-13.7
College graduate,"1,006",9.6,9.0-10.3
West Virginia,,,
Less than H.S.,33,19.0,12.8-25.3
H.S. or G.E.D.,140,14.7,12.2-17.1
Some post-H.S.,84,9.3,7.1-11.4
College graduate,111,10.2,8.2-12.2
Wisconsin,,,
Less than H.S.,130,31.1,25.7-36.5
H.S. or G.E.D.,405,17.8,15.8-19.8
Some post-H.S.,326,12.2,10.6-13.9
College graduate,371,10.5,9.2-11.8
Wyoming,,,
Less than H.S.,46,38.7,29.5-48.0
H.S. or G.E.D.,244,31.1,27.5-34.7
Some post-H.S.,221,20.0,17.3-22.8
College graduate,223,15.9,13.7-18.1
Guam,,,
Less than H.S.,29,37.2,22.4-52.1
H.S. or G.E.D.,151,32.6,25.7-39.5
Some post-H.S.,105,30.0,22.2-37.7
College graduate,79,14.8,10.4-19.2
Puerto Rico,,,
Less than H.S.,25,*,
H.S. or G.E.D.,124,13.2,10.7-15.7
Some post-H.S.,140,13.0,10.4-15.6
College graduate,247,16.6,13.9-19.3
Virgin Islands,,,
Less than H.S.,48,26.3,17.6-35.1
H.S. or G.E.D.,120,24.8,19.5-30.2
Some post-H.S.,67,20.5,13.9-27.1
College graduate,80,11.1,7.4-14.8
