Location,n,Percentage,95% CI
Less than H.S.,36,12.8,7.3-18.3
H.S. or G.E.D.,144,18.6,15.0-22.3
Some post-H.S.,194,15.9,13.2-18.5
College graduate,207,12.4,10.3-14.4
North Dakota,,,
Less than H.S.,29,24.3,15.9-32.7
H.S. or G.E.D.,170,14.8,12.4-17.3
Some post-H.S.,201,13.9,11.8-16.0
College graduate,150,7.8,6.4-9.2
Ohio,,,
Less than H.S.,153,25.8,20.7-30.8
H.S. or G.E.D.,693,19.5,17.6-21.4
Some post-H.S.,574,17.5,15.7-19.4
College graduate,504,11.2,9.9-12.4
Oklahoma,,,
Less than H.S.,90,24.0,19.0-29.0
H.S. or G.E.D.,296,18.2,16.0-20.4
Some post-H.S.,346,18.5,16.5-20.6
College graduate,253,10.7,9.3-12.2
Oregon,,,
Less than H.S.,75,22.0,16.6-27.4
H.S. or G.E.D.,280,23.1,20.0-26.1
Some post-H.S.,322,18.8,16.4-21.1
College graduate,314,10.1,8.8-11.5
Rhode Island,,,
Less than H.S.,69,18.9,12.3-25.5
H.S. or G.E.D.,218,18.8,15.8-21.8
Some post-H.S.,199,17.1,13.7-20.5
College graduate,268,12.6,10.6-14.6
South Carolina,,,
Less than H.S.,115,19.3,15.3-23.3
H.S. or G.E.D.,402,18.7,16.5-21.0
Some post-H.S.,401,18.1,16.0-20.2
College graduate,335,9.2,8.1-10.4
South Dakota,,,
Less than H.S.,49,18.6,9.1-28.2
H.S. or G.E.D.,207,18.4,13.6-23.1
Some post-H.S.,224,13.1,9.9-16.3
College graduate,195,9.9,7.0-12.8
Tennessee,,,
Less than H.S.,100,23.5,18.0-29.1
H.S. or G.E.D.,346,22.2,19.5-24.9
Some post-H.S.,316,21.7,18.8-24.6
College graduate,229,12.7,10.7-14.7
Texas,,,
Less than H.S.,187,20.4,15.4-25.3
H.S. or G.E.D.,400,18.7,16.1-21.4
Some post-H.S.,427,16.7,14.1-19.2
College graduate,434,10.9,9.3-12.6
Utah,,,
Less than H.S.,107,20.8,16.2-25.3
H.S. or G.E.D.,500,19.7,17.7-21.7
Some post-H.S.,493,17.5,15.6-19.3
College graduate,477,10.7,9.6-11.9
Vermont,,,
Less than H.S.,38,20.8,13.4-28.2
H.S. or G.E.D.,269,19.4,16.2-22.6
Some post-H.S.,249,17.3,14.7-19.9
College graduate,401,11.3,9.9-12.7
Virginia,,,
Less than H.S.,77,17.7,12.9-22.6
H.S. or G.E.D.,237,19.6,16.2-22.9
Some post-H.S.,288,18.8,16.0-21.5
College graduate,296,9.4,8.1-10.7
Washington,,,
Less than H.S.,237,20.3,17.4-23.2
H.S. or G.E.D.,915,19.5,18.1-20.9
Some post-H.S.,"1,172",18.3,17.1-19.5
College graduate,"1,283",11.0,10.3-11.7
West Virginia,,,
Less than H.S.,75,26.9,20.9-33.0
H.S. or G.E.D.,301,23.6,20.9-26.3
Some post-H.S.,253,24.2,21.2-27.2
College graduate,188,13.7,11.7-15.7
Wisconsin,,,
Less than H.S.,102,16.8,12.7-21.0
H.S. or G.E.D.,456,19.1,17.0-21.2
Some post-H.S.,492,13.8,12.3-15.4
College graduate,445,10.6,9.3-11.8
Wyoming,,,
Less than H.S.,31,23.8,15.9-31.7
H.S. or G.E.D.,134,14.3,11.7-17.0
Some post-H.S.,187,15.2,12.7-17.6
College graduate,150,10.4,8.4-12.4
Guam,,,
Less than H.S.,13,*,
H.S. or G.E.D.,79,18.0,12.7-23.3
Some post-H.S.,75,19.7,13.3-26.1
College graduate,67,15.4,10.6-20.1
Puerto Rico,,,
Less than H.S.,75,14.4,10.6-18.1
H.S. or G.E.D.,155,13.2,10.8-15.6
Some post-H.S.,183,16.4,13.5-19.3
College graduate,221,13.3,11.1-15.6
Virgin Islands,,,
Less than H.S.,26,14.3,7.1-21.6
H.S. or G.E.D.,65,11.3,7.4-15.2
Some post-H.S.,56,12.2,7.7-16.7
College graduate,56,12.3,6.4-18.2
