Location,n,Percentage,95% CI
H.S. or G.E.D.,593,17.1,15.2-19.1
Some post-H.S.,585,18.0,16.0-20.0
College graduate,401,10.0,8.6-11.3
Montana,,,
Less than H.S.,56,25.3,18.3-32.2
H.S. or G.E.D.,231,16.9,14.4-19.3
Some post-H.S.,252,15.7,13.5-17.9
College graduate,219,9.6,8.1-11.0
Nebraska,,,
Less than H.S.,96,15.2,11.5-18.9
H.S. or G.E.D.,486,14.7,13.1-16.3
Some post-H.S.,515,14.4,12.9-16.0
College graduate,405,9.5,8.4-10.7
Nevada,,,
Less than H.S.,36,22.9,14.9-30.9
H.S. or G.E.D.,137,18.0,14.3-21.7
Some post-H.S.,147,18.7,15.0-22.5
College graduate,115,12.2,9.5-14.9
New Hampshire,,,
Less than H.S.,47,27.2,18.3-36.1
H.S. or G.E.D.,216,17.3,14.5-20.2
Some post-H.S.,212,15.6,13.0-18.2
College graduate,216,8.7,7.2-10.1
New Jersey,,,
Less than H.S.,74,14.0,10.1-17.8
H.S. or G.E.D.,252,14.4,12.4-16.5
Some post-H.S.,256,17.0,14.5-19.5
College graduate,375,10.0,8.8-11.2
New Mexico,,,
Less than H.S.,96,13.9,10.5-17.3
H.S. or G.E.D.,254,15.6,13.3-17.9
Some post-H.S.,279,15.7,13.5-17.9
College graduate,256,12.2,10.3-14.1
New York,,,
Less than H.S.,448,15.0,12.9-17.0
H.S. or G.E.D.,"1,404",13.8,12.6-15.0
Some post-H.S.,"1,357",13.6,12.4-14.8
College graduate,"1,495",11.2,10.3-12.1
North Carolina,,,
Less than H.S.,74,18.4,14.0-22.9
H.S. or G.E.D.,164,15.7,12.8-18.6
Some post-H.S.,199,14.4,12.2-16.7
College graduate,186,9.7,8.2-11.3
North Dakota,,,
Less than H.S.,41,28.2,19.9-36.5
H.S. or G.E.D.,150,12.6,10.3-14.9
Some post-H.S.,199,13.0,10.9-15.0
College graduate,123,7.7,6.1-9.3
Ohio,,,
Less than H.S.,162,25.2,20.5-29.9
H.S. or G.E.D.,684,17.0,15.4-18.6
Some post-H.S.,676,18.8,17.0-20.6
College graduate,456,9.7,8.6-10.8
Oklahoma,,,
Less than H.S.,66,22.4,17.0-27.9
H.S. or G.E.D.,225,18.1,15.6-20.7
Some post-H.S.,299,20.1,17.6-22.5
College graduate,186,10.4,8.7-12.1
Oregon,,,
Less than H.S.,55,20.5,14.9-26.1
H.S. or G.E.D.,185,18.5,15.7-21.4
Some post-H.S.,314,17.9,15.9-20.0
College graduate,271,12.1,10.6-13.6
Pennsylvania,,,
Less than H.S.,53,16.5,11.1-21.8
H.S. or G.E.D.,292,15.2,13.2-17.2
Some post-H.S.,254,15.7,13.5-17.9
College graduate,289,10.4,8.9-11.8
Rhode Island,,,
Less than H.S.,62,19.1,13.4-24.8
H.S. or G.E.D.,168,15.9,12.9-18.9
Some post-H.S.,202,16.2,13.6-18.8
College graduate,244,9.8,8.3-11.2
South Carolina,,,
Less than H.S.,127,21.0,16.9-25.1
H.S. or G.E.D.,381,18.6,16.2-21.0
Some post-H.S.,401,17.9,15.8-20.0
College graduate,361,11.4,9.8-12.9
South Dakota,,,
Less than H.S.,50,15.5,6.6-24.4
H.S. or G.E.D.,197,13.8,9.9-17.7
Some post-H.S.,254,12.5,9.6-15.4
College graduate,179,6.2,4.3-8.0
Tennessee,,,
Less than H.S.,90,27.3,21.2-33.4
H.S. or G.E.D.,237,17.1,14.6-19.7
Some post-H.S.,250,20.8,17.9-23.7
College graduate,194,11.8,9.9-13.8
Texas,,,
Less than H.S.,177,14.3,11.1-17.5
H.S. or G.E.D.,396,14.5,12.3-16.7
Some post-H.S.,507,17.8,15.4-20.2
College graduate,425,9.1,7.7-10.6
Utah,,,
Less than H.S.,104,21.2,16.6-25.7
H.S. or G.E.D.,461,21.5,19.4-23.7
Some post-H.S.,509,18.3,16.6-20.0
College graduate,411,11.1,9.9-12.3
Vermont,,,
Less than H.S.,52,25.4,17.0-33.8
H.S. or G.E.D.,230,19.9,16.6-23.2
Some post-H.S.,238,16.7,13.8-19.5
College graduate,279,9.2,7.8-10.6
Virginia,,,
Less than H.S.,78,20.7,15.6-25.8
H.S. or G.E.D.,314,17.7,15.3-20.0
Some post-H.S.,380,17.0,14.9-19.0
College graduate,414,9.3,8.2-10.4
Washington,,,
Less than H.S.,110,18.8,14.9-22.8
H.S. or G.E.D.,396,18.4,16.4-20.5
Some post-H.S.,578,17.3,15.7-18.9
College graduate,622,10.8,9.8-11.7
West Virginia,,,
Less than H.S.,128,29.3,24.4-34.2
H.S. or G.E.D.,405,19.0,17.1-21.0
Some post-H.S.,316,19.9,17.6-22.2
College graduate,262,13.4,11.7-15.1
Wisconsin,,,
Less than H.S.,33,18.2,10.4-26.1
H.S. or G.E.D.,192,14.3,11.6-17.0
Some post-H.S.,236,15.8,13.2-18.3
College graduate,182,9.0,7.2-10.7
Wyoming,,,
Less than H.S.,17,19.4,9.6-29.3
H.S. or G.E.D.,149,17.0,13.7-20.3
Some post-H.S.,173,16.3,13.4-19.2
College graduate,116,9.9,7.7-12.1
Guam,,,
Less than H.S.,11,*,
H.S. or G.E.D.,69,13.0,8.2-17.9
Some post-H.S.,39,12.5,6.1-18.8
College graduate,46,8.2,5.2-11.2
Puerto Rico,,,
Less than H.S.,64,11.8,8.0-15.6
H.S. or G.E.D.,110,11.7,9.0-14.5
Some post-H.S.,140,14.5,11.5-17.5
College graduate,156,9.8,8.0-11.6
Virgin Islands,,,
Less than H.S.,16,*,
H.S. or G.E.D.,42,8.6,4.2-13.0
Some post-H.S.,30,14.9,6.1-23.6
College graduate,37,7.6,4.3-10.9
