Location,n,Percentage,95% CI
H.S. or G.E.D.,238,15.3,12.9-17.7
Some post-H.S.,256,13.9,11.8-16.1
College graduate,138,6.8,5.3-8.4
Illinois,,,
Less than H.S.,17,11.7,5.4-18.1
H.S. or G.E.D.,66,8.1,5.9-10.2
Some post-H.S.,106,11.3,8.9-13.7
College graduate,148,9.6,7.9-11.4
Indiana,,,
Less than H.S.,137,25.2,21.0-29.5
H.S. or G.E.D.,396,16.0,14.3-17.7
Some post-H.S.,315,15.4,13.6-17.3
College graduate,251,9.3,8.0-10.6
Iowa,,,
Less than H.S.,93,18.6,14.6-22.6
H.S. or G.E.D.,354,13.6,12.1-15.2
Some post-H.S.,376,14.4,12.8-16.0
College graduate,260,8.5,7.4-9.6
Kansas,,,
Less than H.S.,87,22.7,17.9-27.5
H.S. or G.E.D.,355,15.1,13.4-16.8
Some post-H.S.,409,15.0,13.5-16.6
College graduate,331,8.9,7.9-10.0
Kentucky,,,
Less than H.S.,81,22.1,16.4-27.7
H.S. or G.E.D.,196,18.0,15.2-20.9
Some post-H.S.,215,19.6,16.8-22.4
College graduate,143,10.6,8.6-12.5
Louisiana,,,
Less than H.S.,85,25.4,19.4-31.4
H.S. or G.E.D.,215,15.4,12.9-17.8
Some post-H.S.,225,21.6,18.3-24.8
College graduate,181,10.8,9.0-12.7
Maine,,,
Less than H.S.,65,19.8,13.4-26.3
H.S. or G.E.D.,370,14.3,12.3-16.3
Some post-H.S.,392,13.9,12.0-15.8
College graduate,351,7.9,6.7-9.1
Maryland,,,
Less than H.S.,139,17.3,13.5-21.1
H.S. or G.E.D.,467,12.4,10.8-14.0
Some post-H.S.,466,15.2,13.4-17.0
College graduate,526,8.8,7.8-9.7
Massachusetts,,,
Less than H.S.,40,14.3,9.5-19.1
H.S. or G.E.D.,192,14.3,11.8-16.9
Some post-H.S.,261,16.1,13.7-18.4
College graduate,330,9.9,8.6-11.2
Michigan,,,
Less than H.S.,65,21.8,16.1-27.4
H.S. or G.E.D.,273,17.3,15.0-19.6
Some post-H.S.,343,16.7,14.8-18.7
College graduate,310,10.8,9.4-12.2
Minnesota,,,
Less than H.S.,101,16.4,12.8-20.0
H.S. or G.E.D.,458,12.3,11.0-13.5
Some post-H.S.,654,14.2,13.0-15.4
College graduate,578,9.1,8.3-9.9
Mississippi,,,
Less than H.S.,115,20.0,15.8-24.2
H.S. or G.E.D.,225,12.9,11.0-14.9
Some post-H.S.,243,16.0,13.7-18.4
College graduate,167,9.3,7.6-10.9
Missouri,,,
Less than H.S.,118,23.8,18.8-28.8
H.S. or G.E.D.,412,14.8,13.1-16.5
Some post-H.S.,394,17.1,15.2-19.0
College graduate,298,10.2,8.8-11.6
Montana,,,
Less than H.S.,52,23.7,17.1-30.2
H.S. or G.E.D.,201,13.1,11.1-15.1
Some post-H.S.,227,14.2,12.3-16.2
College graduate,197,8.1,6.9-9.4
Nebraska,,,
Less than H.S.,102,11.2,8.2-14.2
H.S. or G.E.D.,471,13.4,11.8-15.1
Some post-H.S.,505,14.3,12.6-15.9
College graduate,336,7.9,6.8-9.1
Nevada,,,
Less than H.S.,33,21.4,13.8-29.1
H.S. or G.E.D.,119,19.0,15.1-23.0
Some post-H.S.,135,19.6,15.2-23.9
College graduate,81,8.9,6.6-11.3
New Hampshire,,,
Less than H.S.,48,22.4,15.4-29.3
H.S. or G.E.D.,228,16.1,13.6-18.7
Some post-H.S.,240,14.7,12.4-17.0
College graduate,231,9.3,7.8-10.8
New Jersey,,,
Less than H.S.,88,12.9,9.3-16.6
H.S. or G.E.D.,328,12.8,11.1-14.6
Some post-H.S.,361,14.3,12.5-16.1
College graduate,541,10.5,9.5-11.6
New Mexico,,,
Less than H.S.,99,15.6,11.0-20.1
H.S. or G.E.D.,227,12.3,9.9-14.7
Some post-H.S.,258,14.4,11.8-17.0
College graduate,239,11.0,8.9-13.0
New York,,,
Less than H.S.,147,15.1,12.1-18.1
H.S. or G.E.D.,403,12.2,10.7-13.7
Some post-H.S.,483,14.9,13.1-16.6
College graduate,680,10.6,9.7-11.6
North Carolina,,,
Less than H.S.,71,13.3,9.7-17.0
H.S. or G.E.D.,189,13.1,10.9-15.2
Some post-H.S.,247,15.9,13.8-18.1
College graduate,206,9.0,7.6-10.4
North Dakota,,,
Less than H.S.,19,13.0,6.1-19.9
H.S. or G.E.D.,121,14.3,11.2-17.4
Some post-H.S.,132,11.6,9.3-13.9
College graduate,108,7.6,5.8-9.4
Ohio,,,
Less than H.S.,191,21.0,16.9-25.1
H.S. or G.E.D.,726,15.0,13.5-16.5
Some post-H.S.,653,17.8,16.0-19.6
College graduate,480,10.4,9.2-11.6
Oklahoma,,,
Less than H.S.,74,18.2,13.8-22.7
H.S. or G.E.D.,216,16.1,13.8-18.5
Some post-H.S.,252,18.4,16.0-20.8
College graduate,166,11.4,9.4-13.4
Oregon,,,
Less than H.S.,54,17.0,12.4-21.6
H.S. or G.E.D.,169,14.2,12.0-16.5
Some post-H.S.,263,15.6,13.6-17.5
College graduate,223,10.7,9.2-12.1
Pennsylvania,,,
Less than H.S.,56,21.1,15.1-27.0
H.S. or G.E.D.,221,13.2,11.2-15.2
Some post-H.S.,216,17.2,14.4-19.9
College graduate,260,10.6,9.1-12.2
Rhode Island,,,
Less than H.S.,65,17.4,12.2-22.5
H.S. or G.E.D.,181,14.6,11.7-17.4
Some post-H.S.,184,14.0,10.9-17.2
College graduate,208,10.0,8.0-12.0
South Carolina,,,
Less than H.S.,55,18.6,13.0-24.4
H.S. or G.E.D.,154,15.3,12.5-18.1
Some post-H.S.,160,16.6,13.8-19.5
College graduate,126,10.0,7.8-12.2
South Dakota,,,
Less than H.S.,39,15.0,6.9-23.1
H.S. or G.E.D.,173,12.2,8.7-15.6
Some post-H.S.,195,8.7,6.3-11.2
College graduate,137,5.2,3.3-7.2
Tennessee,,,
Less than H.S.,81,20.9,14.5-27.2
H.S. or G.E.D.,227,15.2,12.7-17.6
Some post-H.S.,212,18.9,15.9-21.9
College graduate,189,12.0,9.8-14.2
Texas,,,
Less than H.S.,220,14.0,10.3-17.7
H.S. or G.E.D.,446,16.4,13.6-19.3
Some post-H.S.,478,13.8,11.7-16.0
College graduate,347,9.0,7.4-10.6
Utah,,,
Less than H.S.,89,21.9,17.0-26.8
H.S. or G.E.D.,431,18.6,16.7-20.6
Some post-H.S.,486,14.7,13.2-16.2
College graduate,384,10.5,9.3-11.7
Vermont,,,
Less than H.S.,47,20.3,13.7-27.0
H.S. or G.E.D.,256,16.0,13.4-18.6
Some post-H.S.,216,17.1,14.0-20.2
College graduate,245,8.7,7.2-10.2
Virginia,,,
Less than H.S.,94,15.2,11.6-18.8
H.S. or G.E.D.,293,13.5,11.6-15.4
Some post-H.S.,317,13.9,12.0-15.7
College graduate,345,9.3,8.0-10.5
Washington,,,
Less than H.S.,103,16.0,12.6-19.4
H.S. or G.E.D.,405,15.1,13.4-16.8
Some post-H.S.,591,16.5,15.0-18.0
College graduate,493,9.5,8.5-10.5
West Virginia,,,
Less than H.S.,140,27.2,22.5-31.9
H.S. or G.E.D.,320,16.6,14.6-18.7
Some post-H.S.,271,17.8,15.5-20.1
College graduate,206,12.4,10.5-14.2
Wisconsin,,,
Less than H.S.,39,17.8,11.1-24.4
H.S. or G.E.D.,151,12.0,9.6-14.4
Some post-H.S.,184,13.8,11.3-16.2
College graduate,172,9.9,8.1-11.7
Wyoming,,,
Less than H.S.,28,18.7,10.7-26.7
H.S. or G.E.D.,131,12.5,9.8-15.2
Some post-H.S.,133,11.6,9.1-14.0
College graduate,136,10.6,8.3-12.9
Guam,,,
Less than H.S.,18,15.8,7.6-23.9
H.S. or G.E.D.,72,11.2,6.5-15.9
Some post-H.S.,55,11.2,6.8-15.5
College graduate,69,9.2,6.7-11.8
Puerto Rico,,,
Less than H.S.,60,8.3,5.8-10.9
H.S. or G.E.D.,154,12.5,9.9-15.2
Some post-H.S.,144,11.3,9.0-13.6
College graduate,215,11.6,9.8-13.4
