Location,n,Percentage,95% CI
College graduate,346,8.6,7.5-9.7
Minnesota,,,
Less than H.S.,60,9.3,6.6-11.9
H.S. or G.E.D.,327,9.6,8.5-10.7
Some post-H.S.,462,9.6,8.6-10.5
College graduate,584,9.2,8.4-10.0
Mississippi,,,
Less than H.S.,34,8.3,5.0-11.6
H.S. or G.E.D.,112,8.3,6.5-10.1
Some post-H.S.,93,7.7,5.9-9.6
College graduate,109,9.4,7.4-11.4
Missouri,,,
Less than H.S.,41,8.5,5.4-11.6
H.S. or G.E.D.,191,9.3,7.7-11.0
Some post-H.S.,167,9.4,7.6-11.3
College graduate,211,9.7,8.0-11.3
Montana,,,
Less than H.S.,23,8.2,4.5-12.0
H.S. or G.E.D.,205,11.6,9.9-13.4
Some post-H.S.,265,12.9,11.2-14.6
College graduate,324,13.6,12.0-15.2
Nebraska,,,
Less than H.S.,80,9.6,7.0-12.2
H.S. or G.E.D.,603,11.0,9.8-12.1
Some post-H.S.,667,12.2,10.9-13.4
College graduate,586,11.3,10.1-12.5
Nevada,,,
Less than H.S.,26,8.7,4.8-12.5
H.S. or G.E.D.,52,8.5,5.8-11.2
Some post-H.S.,75,8.7,6.3-11.1
College graduate,107,10.9,8.2-13.6
New Hampshire,,,
Less than H.S.,16,*,
H.S. or G.E.D.,132,10.7,8.5-12.8
Some post-H.S.,125,8.9,7.0-10.8
College graduate,228,8.1,6.8-9.4
New Mexico,,,
Less than H.S.,56,10.2,6.8-13.5
H.S. or G.E.D.,117,7.2,5.3-9.1
Some post-H.S.,142,9.5,7.5-11.5
College graduate,235,10.8,9.1-12.6
New York,,,
Less than H.S.,98,11.8,8.9-14.7
H.S. or G.E.D.,282,9.7,8.2-11.1
Some post-H.S.,267,7.8,6.6-9.0
College graduate,679,12.9,11.7-14.2
North Carolina,,,
Less than H.S.,27,7.6,4.5-10.8
H.S. or G.E.D.,78,9.0,6.8-11.2
Some post-H.S.,91,7.7,6.1-9.4
College graduate,147,9.7,8.1-11.3
North Dakota,,,
Less than H.S.,22,10.3,4.3-16.4
H.S. or G.E.D.,197,13.1,10.8-15.5
Some post-H.S.,255,13.2,11.1-15.2
College graduate,248,12.3,10.4-14.1
Ohio,,,
Less than H.S.,43,9.3,5.6-13.1
H.S. or G.E.D.,254,7.2,5.9-8.5
Some post-H.S.,235,8.1,6.7-9.5
College graduate,333,8.9,7.6-10.3
Oklahoma,,,
Less than H.S.,30,6.9,4.3-9.5
H.S. or G.E.D.,122,6.9,5.5-8.3
Some post-H.S.,156,8.6,7.0-10.1
College graduate,219,11.3,9.6-13.0
Oregon,,,
Less than H.S.,30,10.5,6.5-14.5
H.S. or G.E.D.,111,7.8,6.2-9.3
Some post-H.S.,192,10.1,8.5-11.6
College graduate,258,10.7,9.2-12.3
Pennsylvania,,,
Less than H.S.,27,13.0,7.8-18.1
H.S. or G.E.D.,135,8.0,6.5-9.5
Some post-H.S.,119,7.5,5.9-9.1
College graduate,243,9.4,8.0-10.7
Rhode Island,,,
Less than H.S.,19,6.9,3.2-10.5
H.S. or G.E.D.,84,7.4,5.3-9.5
Some post-H.S.,96,7.1,5.3-9.0
College graduate,245,8.2,6.9-9.5
South Carolina,,,
Less than H.S.,48,11.7,7.7-15.7
H.S. or G.E.D.,103,6.6,4.9-8.3
Some post-H.S.,154,9.3,7.6-10.9
College graduate,204,8.5,7.2-9.9
South Dakota,,,
Less than H.S.,37,*,
H.S. or G.E.D.,243,15.6,12.1-19.0
Some post-H.S.,287,12.0,9.3-14.7
College graduate,251,10.1,7.4-12.7
Tennessee,,,
Less than H.S.,39,8.5,5.1-11.9
H.S. or G.E.D.,160,9.5,7.5-11.5
Some post-H.S.,147,11.5,9.1-13.8
College graduate,194,9.7,7.9-11.4
Texas,,,
Less than H.S.,116,11.0,7.6-14.4
H.S. or G.E.D.,213,9.9,7.7-12.2
Some post-H.S.,265,9.0,7.2-10.9
College graduate,387,9.2,7.6-10.8
Utah,,,
Less than H.S.,44,10.8,7.3-14.2
H.S. or G.E.D.,234,9.1,7.8-10.5
Some post-H.S.,359,9.6,8.5-10.7
College graduate,468,10.2,9.2-11.2
Vermont,,,
Less than H.S.,16,*,
H.S. or G.E.D.,187,11.9,9.5-14.2
Some post-H.S.,201,11.8,9.5-14.1
College graduate,405,12.2,10.7-13.7
Virginia,,,
Less than H.S.,37,7.9,4.7-11.0
H.S. or G.E.D.,154,8.2,6.5-10.0
Some post-H.S.,205,9.0,7.4-10.6
College graduate,355,9.1,7.8-10.4
Washington,,,
Less than H.S.,65,10.7,7.9-13.5
H.S. or G.E.D.,221,7.8,6.6-9.1
Some post-H.S.,314,8.3,7.2-9.4
College graduate,547,10.7,9.6-11.8
West Virginia,,,
Less than H.S.,18,5.5,2.3-8.7
H.S. or G.E.D.,81,5.1,3.8-6.4
Some post-H.S.,61,5.4,3.9-6.9
College graduate,112,6.7,5.2-8.2
Wisconsin,,,
Less than H.S.,17,11.6,5.5-17.7
H.S. or G.E.D.,104,7.2,5.6-8.9
Some post-H.S.,104,6.7,5.2-8.1
College graduate,155,9.0,7.4-10.7
Wyoming,,,
Less than H.S.,18,10.7,4.9-16.4
H.S. or G.E.D.,126,10.1,7.8-12.4
Some post-H.S.,170,10.5,8.4-12.6
College graduate,200,12.8,10.6-15.0
Guam,,,
Less than H.S.,8,*,
H.S. or G.E.D.,47,4.6,2.9-6.2
Some post-H.S.,44,5.6,3.7-7.5
College graduate,71,8.1,5.6-10.6
Puerto Rico,,,
Less than H.S.,71,9.6,7.0-12.3
H.S. or G.E.D.,142,11.0,8.9-13.0
Some post-H.S.,168,11.9,9.9-14.0
College graduate,231,13.4,
Puerto Rico,,,
Less than H.S.,45,8.0,5.3-10.6
H.S. or G.E.D.,261,24.1,20.9-27.3
Some post-H.S.,449,39.9,36.4-43.4
College graduate,945,51.7,
Virgin Islands,,,
Less than H.S.,43,16.7,8.0-25.4
H.S. or G.E.D.,168,38.0,25.7-50.3
Some post-H.S.,129,43.1,25.1-61.1
College graduate,252,67.7,59.5-75.8
