Location,n,Percentage,95% CI
Some post-H.S.,260,8.8,7.7-10.0
College graduate,270,8.3,7.2-9.4
Kansas,,,
Less than H.S.,29,8.3,4.8-11.8
H.S. or G.E.D.,237,8.8,7.4-10.1
Some post-H.S.,289,7.9,6.8-9.0
College graduate,345,7.9,7.0-8.9
Kentucky,,,
Less than H.S.,25,8.9,4.9-13.0
H.S. or G.E.D.,88,8.0,6.1-9.9
Some post-H.S.,77,7.2,5.5-9.0
College graduate,112,9.9,7.8-11.9
Louisiana,,,
Less than H.S.,17,6.2,2.9-9.5
H.S. or G.E.D.,106,8.6,6.7-10.5
Some post-H.S.,98,8.1,6.2-9.9
College graduate,169,10.6,8.8-12.3
Maine,,,
Less than H.S.,40,12.5,7.0-18.0
H.S. or G.E.D.,282,11.0,9.2-12.8
Some post-H.S.,304,10.4,8.7-12.0
College graduate,462,10.2,8.9-11.5
Maryland,,,
Less than H.S.,86,11.9,8.9-14.8
H.S. or G.E.D.,272,7.6,6.3-8.9
Some post-H.S.,257,8.0,6.7-9.3
College graduate,491,7.7,6.8-8.6
Massachusetts,,,
Less than H.S.,13,*,
H.S. or G.E.D.,86,8.0,6.1-9.9
Some post-H.S.,117,6.8,5.2-8.4
College graduate,340,9.2,7.9-10.4
Michigan,,,
Less than H.S.,14,*,
H.S. or G.E.D.,111,7.2,5.8-8.7
Some post-H.S.,152,7.9,6.5-9.3
College graduate,219,7.2,6.1-8.3
Minnesota,,,
Less than H.S.,70,10.4,7.6-13.1
H.S. or G.E.D.,360,9.4,8.4-10.5
Some post-H.S.,443,8.8,7.9-9.7
College graduate,533,8.2,7.4-8.9
Mississippi,,,
Less than H.S.,50,9.6,6.6-12.6
H.S. or G.E.D.,126,8.0,6.4-9.7
Some post-H.S.,120,7.3,5.8-8.7
College graduate,124,7.0,5.5-8.5
Missouri,,,
Less than H.S.,52,12.4,8.5-16.4
H.S. or G.E.D.,232,8.8,7.4-10.2
Some post-H.S.,199,8.1,6.7-9.4
College graduate,269,8.2,7.0-9.4
Montana,,,
Less than H.S.,19,7.3,3.4-11.2
H.S. or G.E.D.,209,12.1,10.2-14.0
Some post-H.S.,267,14.0,12.2-15.8
College graduate,390,15.5,13.8-17.1
Nebraska,,,
Less than H.S.,48,6.9,4.1-9.7
H.S. or G.E.D.,529,11.0,9.6-12.3
Some post-H.S.,556,10.3,9.0-11.5
College graduate,586,10.2,9.1-11.4
Nevada,,,
Less than H.S.,16,15.6,8.0-23.2
H.S. or G.E.D.,51,8.1,5.0-11.1
Some post-H.S.,67,9.2,6.2-12.1
College graduate,102,13.5,10.2-16.9
New Hampshire,,,
Less than H.S.,15,*,
H.S. or G.E.D.,128,10.5,8.2-12.8
Some post-H.S.,143,8.3,6.6-10.0
College graduate,263,9.7,8.2-11.2
New Jersey,,,
Less than H.S.,61,9.6,7.0-12.1
H.S. or G.E.D.,164,6.6,5.4-7.8
Some post-H.S.,186,7.6,6.3-8.9
College graduate,472,8.6,7.6-9.5
New Mexico,,,
Less than H.S.,56,9.8,6.1-13.5
H.S. or G.E.D.,137,7.9,5.9-9.9
Some post-H.S.,157,8.9,6.9-11.0
College graduate,255,10.1,8.4-11.8
New York,,,
Less than H.S.,80,9.0,6.6-11.3
H.S. or G.E.D.,270,8.2,7.0-9.4
Some post-H.S.,266,7.7,6.6-8.8
College graduate,650,10.0,9.1-10.9
North Carolina,,,
Less than H.S.,34,6.5,4.1-9.0
H.S. or G.E.D.,112,8.0,6.3-9.7
Some post-H.S.,132,8.0,6.5-9.5
College graduate,193,9.1,7.6-10.5
North Dakota,,,
Less than H.S.,16,*,
H.S. or G.E.D.,144,10.9,8.7-13.1
Some post-H.S.,188,12.1,10.0-14.2
College graduate,168,9.0,7.3-10.8
Ohio,,,
Less than H.S.,82,10.0,7.2-12.8
H.S. or G.E.D.,333,7.9,6.8-8.9
Some post-H.S.,257,7.1,5.9-8.2
College graduate,356,7.7,6.7-8.7
Oklahoma,,,
Less than H.S.,22,6.6,3.6-9.5
H.S. or G.E.D.,104,8.1,6.4-9.9
Some post-H.S.,126,8.5,6.8-10.2
College graduate,145,9.6,7.8-11.4
Oregon,,,
Less than H.S.,20,8.1,4.1-12.0
H.S. or G.E.D.,118,10.3,8.3-12.2
Some post-H.S.,175,11.2,9.4-12.9
College graduate,217,10.6,9.1-12.1
Pennsylvania,,,
Less than H.S.,23,9.8,4.8-14.8
H.S. or G.E.D.,106,7.0,5.4-8.7
Some post-H.S.,98,6.9,5.3-8.5
College graduate,173,7.2,5.9-8.4
Rhode Island,,,
Less than H.S.,18,6.6,2.8-10.4
H.S. or G.E.D.,79,6.9,4.8-8.9
Some post-H.S.,86,6.2,4.4-8.1
College graduate,196,7.3,6.0-8.6
South Carolina,,,
Less than H.S.,21,8.7,4.6-12.7
H.S. or G.E.D.,82,8.8,6.6-11.0
Some post-H.S.,91,9.0,6.9-11.2
College graduate,122,7.8,6.2-9.4
South Dakota,,,
Less than H.S.,29,7.4,3.1-11.7
H.S. or G.E.D.,267,14.0,10.5-17.4
Some post-H.S.,244,12.6,9.3-15.9
College graduate,252,8.0,6.1-10.0
Tennessee,,,
Less than H.S.,27,8.1,4.6-11.7
H.S. or G.E.D.,128,9.4,7.4-11.4
Some post-H.S.,97,8.7,6.5-10.8
College graduate,115,8.5,6.6-10.4
Texas,,,
Less than H.S.,112,11.2,7.6-14.8
H.S. or G.E.D.,248,9.6,7.5-11.7
Some post-H.S.,223,7.6,5.9-9.2
College graduate,325,9.1,7.6-10.6
Utah,,,
Less than H.S.,43,10.5,6.7-14.2
H.S. or G.E.D.,213,7.8,6.6-9.1
Some post-H.S.,320,9.0,7.8-10.2
College graduate,429,10.8,9.7-12.0
Vermont,,,
Less than H.S.,29,15.1,8.7-21.4
H.S. or G.E.D.,209,12.2,10.1-14.3
Some post-H.S.,178,10.8,8.6-12.9
College graduate,358,11.7,10.1-13.3
Virginia,,,
Less than H.S.,41,7.8,4.7-10.9
H.S. or G.E.D.,161,7.8,6.4-9.3
Some post-H.S.,146,5.7,4.5-7.0
College graduate,315,7.8,6.7-9.0
Washington,,,
Less than H.S.,48,7.8,5.4-10.3
H.S. or G.E.D.,195,7.2,6.1-8.4
Some post-H.S.,301,8.4,7.2-9.7
College graduate,456,8.8,7.7-9.8
West Virginia,,,
Less than H.S.,15,4.2,2.0-6.4
H.S. or G.E.D.,91,4.8,3.7-5.9
Some post-H.S.,85,5.9,4.5-7.4
College graduate,114,6.5,5.2-7.9
Wisconsin,,,
Less than H.S.,21,14.1,7.4-20.7
H.S. or G.E.D.,132,8.7,6.9-10.6
Some post-H.S.,115,7.5,5.8-9.2
College graduate,150,7.7,6.2-9.2
Wyoming,,,
Less than H.S.,13,*,
H.S. or G.E.D.,139,10.8,8.5-13.1
Some post-H.S.,167,9.4,7.4-11.3
College graduate,213,11.6,9.5-13.8
Guam,,,
Less than H.S.,6,*,
H.S. or G.E.D.,37,4.8,2.7-6.8
Some post-H.S.,22,*,
College graduate,56,7.3,5.1-9.5
Puerto Rico,,,
Less than H.S.,60,8.5,5.9-11.1
H.S. or G.E.D.,138,12.6,10.2-15.0
Some post-H.S.,163,13.4,11.0-15.9
College graduate,266,15.0,
Virgin Islands,,,
Less than H.S.,43,16.7,8.0-25.4
H.S. or G.E.D.,168,38.0,25.7-50.3
Some post-H.S.,129,43.1,25.1-61.1
College graduate,252,67.7,59.5-75.8
