Location,n,Percentage,95% CI
Some post-H.S.,776,45.5,42.4-48.6
College graduate,887,54.8,51.6-57.9
Illinois,,,
Less than H.S.,28,22.7,14.2-31.3
H.S. or G.E.D.,279,39.7,35.6-43.7
Some post-H.S.,359,45.3,41.4-49.2
College graduate,920,64.6,61.9-67.3
Indiana,,,
Less than H.S.,142,31.2,26.6-35.8
H.S. or G.E.D.,958,43.5,41.2-45.8
Some post-H.S.,924,50.8,48.3-53.3
College graduate,"1,436",60.7,58.6-62.7
Iowa,,,
Less than H.S.,174,35.5,30.4-40.5
H.S. or G.E.D.,"1,133",45.5,43.4-47.6
Some post-H.S.,"1,394",52.8,50.7-54.9
College graduate,"1,723",61.4,59.4-63.3
Kansas,,,
Less than H.S.,123,37.3,31.4-43.1
H.S. or G.E.D.,"1,068",46.6,44.3-48.9
Some post-H.S.,"1,348",50.6,48.4-52.7
College graduate,"2,118",60.5,58.8-62.2
Kentucky,,,
Less than H.S.,54,23.7,17.4-30.1
H.S. or G.E.D.,372,38.8,35.3-42.3
Some post-H.S.,404,44.2,40.6-47.8
College graduate,624,58.4,55.1-61.7
Louisiana,,,
Less than H.S.,73,22.8,17.4-28.2
H.S. or G.E.D.,468,40.7,37.3-44.0
Some post-H.S.,485,46.8,43.2-50.4
College graduate,841,57.0,54.2-59.8
Maine,,,
Less than H.S.,64,23.4,16.2-30.7
H.S. or G.E.D.,873,40.4,37.5-43.2
Some post-H.S.,"1,050",47.0,44.3-49.7
College graduate,"1,780",56.3,54.1-58.4
Maryland,,,
Less than H.S.,225,31.9,27.4-36.4
H.S. or G.E.D.,"1,357",46.5,44.0-48.9
Some post-H.S.,"1,381",48.1,45.6-50.6
College graduate,"3,303",62.7,61.1-64.3
Massachusetts,,,
Less than H.S.,63,24.5,18.4-30.6
H.S. or G.E.D.,502,40.8,37.4-44.1
Some post-H.S.,731,44.7,41.6-47.7
College graduate,"2,010",61.0,59.0-63.0
Michigan,,,
Less than H.S.,46,18.6,13.2-23.9
H.S. or G.E.D.,502,36.3,33.5-39.2
Some post-H.S.,753,42.8,40.2-45.4
College graduate,"1,439",59.3,57.2-61.4
Minnesota,,,
Less than H.S.,238,36.6,32.1-41.2
H.S. or G.E.D.,"1,533",44.6,42.7-46.5
Some post-H.S.,"2,241",51.1,49.4-52.8
College graduate,"3,756",65.1,63.8-66.4
Mississippi,,,
Less than H.S.,118,23.6,19.2-28.1
H.S. or G.E.D.,581,41.6,38.7-44.6
Some post-H.S.,688,50.7,47.7-53.6
College graduate,861,59.5,56.8-62.2
Missouri,,,
Less than H.S.,114,27.4,22.1-32.8
H.S. or G.E.D.,"1,013",45.4,42.9-47.8
Some post-H.S.,996,49.1,46.6-51.6
College graduate,"1,593",63.5,61.4-65.6
Montana,,,
Less than H.S.,86,36.4,29.4-43.3
H.S. or G.E.D.,688,46.9,44.0-49.8
Some post-H.S.,747,44.2,41.5-46.8
College graduate,"1,053",49.6,47.3-51.9
Nebraska,,,
Less than H.S.,334,40.2,35.3-45.1
H.S. or G.E.D.,"1,647",45.9,43.7-48.2
Some post-H.S.,"1,913",49.8,47.6-51.9
College graduate,"2,529",62.7,60.9-64.6
Nevada,,,
Less than H.S.,67,37.8,28.7-46.9
H.S. or G.E.D.,269,46.9,41.7-52.1
Some post-H.S.,303,46.0,41.1-50.9
College graduate,370,53.3,48.5-58.1
New Hampshire,,,
Less than H.S.,55,36.4,27.6-45.2
H.S. or G.E.D.,594,46.4,42.9-49.9
Some post-H.S.,641,48.6,45.2-51.9
College graduate,"1,287",60.0,57.6-62.3
New Jersey,,,
Less than H.S.,180,31.9,27.2-36.5
H.S. or G.E.D.,889,39.8,37.2-42.3
Some post-H.S.,"1,093",45.2,42.8-47.7
College graduate,"2,965",61.9,60.3-63.5
New Mexico,,,
Less than H.S.,156,33.5,27.7-39.2
H.S. or G.E.D.,624,40.5,37.0-44.1
Some post-H.S.,673,45.0,41.4-48.7
College graduate,908,50.4,47.3-53.5
New York,,,
Less than H.S.,259,30.2,26.4-34.0
H.S. or G.E.D.,"1,079",37.0,34.7-39.3
Some post-H.S.,"1,353",43.2,40.9-45.5
College graduate,"3,446",59.2,57.7-60.8
North Carolina,,,
Less than H.S.,180,33.6,28.5-38.7
H.S. or G.E.D.,555,43.8,40.7-47.0
Some post-H.S.,651,47.7,44.7-50.6
College graduate,"1,165",61.6,59.2-64.0
North Dakota,,,
Less than H.S.,37,34.6,24.3-44.8
H.S. or G.E.D.,377,47.9,44.0-51.9
Some post-H.S.,546,50.6,47.1-54.0
College graduate,794,63.5,60.6-66.4
Ohio,,,
Less than H.S.,165,28.3,23.6-33.1
H.S. or G.E.D.,"1,678",42.8,40.7-44.8
Some post-H.S.,"1,686",49.2,47.0-51.4
College graduate,"2,533",62.6,60.8-64.5
Oklahoma,,,
Less than H.S.,94,32.2,26.2-38.3
H.S. or G.E.D.,487,43.0,39.8-46.1
Some post-H.S.,613,47.4,44.3-50.5
College graduate,764,59.8,57.0-62.7
Oregon,,,
Less than H.S.,118,43.9,37.3-50.4
H.S. or G.E.D.,469,42.0,38.7-45.3
Some post-H.S.,665,42.5,39.8-45.1
College graduate,"1,048",57.2,54.9-59.6
Pennsylvania,,,
Less than H.S.,62,28.6,21.0-36.2
H.S. or G.E.D.,540,38.0,34.9-41.0
Some post-H.S.,581,48.3,44.9-51.8
College graduate,"1,417",64.2,61.9-66.6
Rhode Island,,,
Less than H.S.,89,31.1,24.8-37.5
H.S. or G.E.D.,462,42.1,38.1-46.0
Some post-H.S.,543,49.7,45.6-53.7
College graduate,"1,229",62.8,60.1-65.6
South Carolina,,,
Less than H.S.,69,30.6,23.7-37.5
H.S. or G.E.D.,342,39.3,35.6-43.1
Some post-H.S.,350,40.0,36.2-43.7
College graduate,677,57.1,53.9-60.3
South Dakota,,,
Less than H.S.,76,45.1,32.7-57.5
H.S. or G.E.D.,694,50.1,45.1-55.1
Some post-H.S.,900,54.4,50.0-58.8
College graduate,"1,232",64.3,60.6-68.0
Tennessee,,,
Less than H.S.,68,25.4,18.3-32.5
H.S. or G.E.D.,515,41.0,37.5-44.4
Some post-H.S.,492,47.0,43.3-50.8
College graduate,866,59.9,56.8-63.0
Texas,,,
Less than H.S.,424,34.2,28.8-39.6
H.S. or G.E.D.,"1,085",47.0,43.4-50.7
Some post-H.S.,"1,188",46.0,42.6-49.4
College graduate,"1,900",59.9,57.1-62.6
Utah,,,
Less than H.S.,173,49.7,43.8-55.7
H.S. or G.E.D.,"1,213",55.5,53.1-57.8
Some post-H.S.,"1,504",51.1,49.1-53.2
College graduate,"2,101",59.9,58.1-61.7
Vermont,,,
Less than H.S.,54,27.4,19.5-35.4
H.S. or G.E.D.,681,44.0,40.6-47.5
Some post-H.S.,602,45.6,41.6-49.5
College graduate,"1,371",59.4,56.9-61.9
Virginia,,,
Less than H.S.,172,36.8,31.6-42.0
H.S. or G.E.D.,871,45.6,42.8-48.4
Some post-H.S.,967,49.5,46.7-52.3
College graduate,"2,105",64.4,62.5-66.4
Washington,,,
Less than H.S.,225,37.8,33.2-42.3
H.S. or G.E.D.,"1,033",44.0,41.6-46.3
Some post-H.S.,"1,394",44.4,42.4-46.5
College graduate,"2,557",58.9,57.2-60.6
West Virginia,,,
Less than H.S.,88,24.5,19.6-29.4
H.S. or G.E.D.,625,40.2,37.5-42.9
Some post-H.S.,602,46.1,43.1-49.0
College graduate,823,59.1,56.4-61.8
Wisconsin,,,
Less than H.S.,40,21.1,13.7-28.6
H.S. or G.E.D.,528,44.8,41.3-48.3
Some post-H.S.,603,49.0,45.5-52.6
College graduate,"1,000",63.1,60.4-65.8
Wyoming,,,
Less than H.S.,61,44.2,35.0-53.4
H.S. or G.E.D.,434,50.6,46.8-54.5
Some post-H.S.,542,50.4,46.7-54.0
College graduate,609,54.0,50.7-57.4
Guam,,,
Less than H.S.,30,23.0,13.7-32.2
H.S. or G.E.D.,326,48.6,42.8-54.4
Some post-H.S.,244,48.7,41.1-56.3
College graduate,471,68.1,64.2-72.0
Puerto Rico,,,
Less than H.S.,45,8.0,5.3-10.6
H.S. or G.E.D.,261,24.1,20.9-27.3
Some post-H.S.,449,39.9,36.4-43.4
College graduate,945,51.7,
Virgin Islands,,,
Less than H.S.,43,16.7,8.0-25.4
H.S. or G.E.D.,168,38.0,25.7-50.3
Some post-H.S.,129,43.1,25.1-61.1
College graduate,252,67.7,59.5-75.8
