Location,n,Percentage,95% CI
Massachusetts,,,
Less than H.S.,72,15.3,11.4-19.2
H.S. or G.E.D.,133,7.6,6.1-9.0
Some post-H.S.,115,4.6,3.5-5.6
College graduate,72,1.2,0.9-1.6
Michigan,,,
Less than H.S.,102,22.8,17.9-27.8
H.S. or G.E.D.,301,10.5,9.1-11.8
Some post-H.S.,246,5.7,4.8-6.6
College graduate,103,2.2,1.7-2.8
Minnesota,,,
Less than H.S.,79,12.0,9.0-15.1
H.S. or G.E.D.,206,4.9,4.1-5.7
Some post-H.S.,222,3.9,3.3-4.6
College graduate,100,1.4,1.1-1.7
Mississippi,,,
Less than H.S.,239,31.3,26.7-35.9
H.S. or G.E.D.,287,14.0,12.1-15.9
Some post-H.S.,147,8.1,6.5-9.7
College graduate,76,3.7,2.7-4.7
Missouri,,,
Less than H.S.,128,21.6,17.1-26.0
H.S. or G.E.D.,238,8.8,7.3-10.2
Some post-H.S.,149,5.9,4.7-7.1
College graduate,72,2.2,1.6-2.9
Montana,,,
Less than H.S.,48,16.7,11.5-21.8
H.S. or G.E.D.,119,5.8,4.6-7.0
Some post-H.S.,127,5.6,4.4-6.8
College graduate,73,2.8,2.0-3.5
Nebraska,,,
Less than H.S.,134,12.8,9.8-15.8
H.S. or G.E.D.,379,7.2,6.2-8.2
Some post-H.S.,258,4.0,3.3-4.7
College graduate,73,1.3,0.9-1.6
Nevada,,,
Less than H.S.,38,10.8,6.8-14.9
H.S. or G.E.D.,60,10.7,6.9-14.4
Some post-H.S.,59,6.5,4.4-8.7
College graduate,24,*,
New Hampshire,,,
Less than H.S.,52,19.3,12.8-25.7
H.S. or G.E.D.,159,8.0,6.5-9.6
Some post-H.S.,105,5.3,4.1-6.6
College graduate,60,2.2,1.5-2.9
New Mexico,,,
Less than H.S.,134,17.4,13.8-21.0
H.S. or G.E.D.,158,8.4,6.8-10.1
Some post-H.S.,125,6.0,4.6-7.3
College graduate,71,2.9,1.9-3.9
New York,,,
Less than H.S.,205,16.1,13.3-18.9
H.S. or G.E.D.,365,8.0,6.9-9.2
Some post-H.S.,276,6.0,5.0-7.0
College graduate,161,1.7,1.4-2.1
North Carolina,,,
Less than H.S.,76,17.3,13.1-21.4
H.S. or G.E.D.,139,12.2,9.9-14.5
Some post-H.S.,120,7.5,5.9-9.0
College graduate,46,2.5,1.6-3.4
North Dakota,,,
Less than H.S.,27,7.2,3.8-10.6
H.S. or G.E.D.,82,4.3,3.1-5.5
Some post-H.S.,58,3.2,2.1-4.2
College graduate,27,1.1,0.6-1.5
Ohio,,,
Less than H.S.,254,23.8,19.3-28.3
H.S. or G.E.D.,544,8.8,7.7-10.0
Some post-H.S.,317,6.5,5.4-7.5
College graduate,124,2.4,1.8-3.0
Oklahoma,,,
Less than H.S.,89,16.7,12.9-20.5
H.S. or G.E.D.,215,11.1,9.4-12.7
Some post-H.S.,193,8.5,7.1-9.8
College graduate,80,3.5,2.6-4.4
Oregon,,,
Less than H.S.,53,13.2,8.7-17.6
H.S. or G.E.D.,125,8.3,6.6-10.0
Some post-H.S.,136,5.6,4.5-6.7
College graduate,57,1.9,1.3-2.4
Pennsylvania,,,
Less than H.S.,55,12.6,8.9-16.3
H.S. or G.E.D.,210,8.9,7.5-10.3
Some post-H.S.,113,5.2,3.9-6.4
College graduate,79,2.2,1.7-2.8
Rhode Island,,,
Less than H.S.,113,21.8,16.4-27.2
H.S. or G.E.D.,198,10.6,8.7-12.5
Some post-H.S.,127,6.1,4.4-7.8
College graduate,81,2.2,1.5-2.8
South Carolina,,,
Less than H.S.,172,23.4,19.1-27.6
H.S. or G.E.D.,270,12.7,10.9-14.6
Some post-H.S.,146,6.4,5.1-7.7
College graduate,65,2.0,1.4-2.6
South Dakota,,,
Less than H.S.,61,10.6,5.7-15.4
H.S. or G.E.D.,116,4.5,2.9-6.1
Some post-H.S.,87,2.5,1.6-3.5
College graduate,62,2.7,1.4-3.9
Tennessee,,,
Less than H.S.,205,26.6,22.1-31.1
H.S. or G.E.D.,313,11.9,10.2-13.7
Some post-H.S.,185,7.8,6.3-9.3
College graduate,58,2.3,1.5-3.2
Texas,,,
Less than H.S.,274,12.1,9.6-14.5
H.S. or G.E.D.,338,8.2,6.6-9.8
Some post-H.S.,238,5.3,4.2-6.4
College graduate,101,1.3,0.7-1.8
Utah,,,
Less than H.S.,52,6.4,4.2-8.6
H.S. or G.E.D.,146,4.0,3.2-4.8
Some post-H.S.,163,3.3,2.7-3.9
College graduate,81,1.3,0.9-1.6
Vermont,,,
Less than H.S.,63,26.0,19.1-32.9
H.S. or G.E.D.,194,9.4,7.8-11.1
Some post-H.S.,84,3.9,2.8-5.1
College graduate,69,1.8,1.2-2.4
Virginia,,,
Less than H.S.,164,19.1,15.5-22.7
H.S. or G.E.D.,262,9.4,7.9-10.8
Some post-H.S.,199,5.2,4.3-6.1
College graduate,86,1.6,1.1-2.0
Washington,,,
Less than H.S.,121,12.9,10.2-15.7
H.S. or G.E.D.,213,7.2,6.0-8.3
Some post-H.S.,245,5.3,4.5-6.2
College graduate,90,1.3,1.0-1.7
West Virginia,,,
Less than H.S.,198,35.8,30.7-40.9
H.S. or G.E.D.,344,16.4,14.4-18.4
Some post-H.S.,176,10.3,8.5-12.0
College graduate,62,2.9,2.0-3.7
Wisconsin,,,
Less than H.S.,40,16.8,10.6-22.9
H.S. or G.E.D.,110,6.8,5.3-8.3
Some post-H.S.,85,5.3,3.7-7.0
College graduate,35,1.6,0.9-2.3
Wyoming,,,
Less than H.S.,29,14.3,8.0-20.6
H.S. or G.E.D.,67,5.8,3.9-7.7
Some post-H.S.,94,5.5,4.1-7.0
College graduate,38,2.2,1.4-3.1
Guam,,,
Less than H.S.,12,*,
H.S. or G.E.D.,51,4.2,2.7-5.7
Some post-H.S.,25,2.5,1.3-3.7
College graduate,8,*,
Puerto Rico,,,
Less than H.S.,98,11.3,8.8-13.8
H.S. or G.E.D.,142,8.3,6.7-9.8
Some post-H.S.,121,7.0,5.6-8.4
College graduate,81,3.6,
Puerto Rico,,,
Less than H.S.,45,8.0,5.3-10.6
H.S. or G.E.D.,261,24.1,20.9-27.3
Some post-H.S.,449,39.9,36.4-43.4
College graduate,945,51.7,
Virgin Islands,,,
Less than H.S.,43,16.7,8.0-25.4
H.S. or G.E.D.,168,38.0,25.7-50.3
Some post-H.S.,129,43.1,25.1-61.1
College graduate,252,67.7,59.5-75.8
