Location,n,Percentage,95% CI
Less than H.S.,75,13.7,10.2-17.2
H.S. or G.E.D.,159,4.6,3.8-5.4
Some post-H.S.,133,4.3,3.5-5.2
College graduate,54,1.5,1.0-1.9
Kansas,,,
Less than H.S.,76,17.0,13.0-21.0
H.S. or G.E.D.,177,6.4,5.3-7.5
Some post-H.S.,204,5.5,4.6-6.4
College graduate,96,1.8,1.4-2.3
Kentucky,,,
Less than H.S.,102,24.6,19.4-29.8
H.S. or G.E.D.,177,12.2,10.1-14.3
Some post-H.S.,109,8.2,6.4-10.0
College graduate,38,2.4,1.5-3.4
Louisiana,,,
Less than H.S.,115,28.7,22.9-34.4
H.S. or G.E.D.,183,11.6,9.6-13.7
Some post-H.S.,88,6.6,4.9-8.3
College graduate,56,2.9,1.9-3.9
Maine,,,
Less than H.S.,81,18.2,12.9-23.6
H.S. or G.E.D.,314,9.7,8.1-11.2
Some post-H.S.,245,6.4,5.2-7.5
College graduate,112,2.2,1.6-2.8
Maryland,,,
Less than H.S.,145,14.0,11.0-17.1
H.S. or G.E.D.,338,6.5,5.5-7.6
Some post-H.S.,183,3.7,3.0-4.4
College graduate,86,0.9,0.6-1.2
Massachusetts,,,
Less than H.S.,58,20.6,14.5-26.8
H.S. or G.E.D.,124,7.4,5.8-9.0
Some post-H.S.,102,5.7,4.0-7.4
College graduate,51,1.2,0.8-1.6
Michigan,,,
Less than H.S.,74,26.9,20.4-33.4
H.S. or G.E.D.,190,11.0,9.3-12.8
Some post-H.S.,139,5.8,4.6-7.0
College graduate,72,2.2,1.5-2.8
Minnesota,,,
Less than H.S.,83,13.8,10.3-17.2
H.S. or G.E.D.,263,6.0,5.2-6.9
Some post-H.S.,244,4.2,3.5-4.9
College graduate,103,1.2,0.9-1.4
Mississippi,,,
Less than H.S.,264,31.7,27.4-36.0
H.S. or G.E.D.,326,14.0,12.2-15.8
Some post-H.S.,198,9.1,7.5-10.8
College graduate,75,3.2,2.3-4.2
Missouri,,,
Less than H.S.,119,16.4,12.7-20.1
H.S. or G.E.D.,287,7.8,6.6-9.0
Some post-H.S.,167,5.3,4.3-6.4
College graduate,67,1.4,1.0-1.9
Montana,,,
Less than H.S.,39,13.4,8.8-17.9
H.S. or G.E.D.,104,5.8,4.5-7.1
Some post-H.S.,92,4.4,3.4-5.4
College graduate,56,2.1,1.4-2.7
Nebraska,,,
Less than H.S.,112,12.4,9.2-15.7
H.S. or G.E.D.,265,5.9,4.9-6.9
Some post-H.S.,194,4.9,3.9-5.9
College graduate,62,0.9,0.6-1.2
Nevada,,,
Less than H.S.,14,*,
H.S. or G.E.D.,42,6.2,4.0-8.4
Some post-H.S.,40,4.1,2.1-6.0
College graduate,13,*,
New Hampshire,,,
Less than H.S.,64,21.2,15.3-27.0
H.S. or G.E.D.,143,8.2,6.5-10.0
Some post-H.S.,105,5.2,3.9-6.5
College graduate,56,1.6,1.1-2.1
New Jersey,,,
Less than H.S.,107,15.2,11.8-18.5
H.S. or G.E.D.,204,7.2,6.0-8.4
Some post-H.S.,126,3.6,2.8-4.3
College graduate,91,1.4,1.0-1.8
New Mexico,,,
Less than H.S.,112,15.1,11.2-18.9
H.S. or G.E.D.,170,8.2,6.2-10.2
Some post-H.S.,120,5.2,3.6-6.7
College graduate,56,2.6,1.5-3.7
New York,,,
Less than H.S.,209,18.2,15.2-21.2
H.S. or G.E.D.,353,8.8,7.5-10.2
Some post-H.S.,273,6.8,5.6-8.0
College graduate,136,1.7,1.3-2.1
North Carolina,,,
Less than H.S.,102,16.6,12.7-20.5
H.S. or G.E.D.,153,8.5,6.8-10.2
Some post-H.S.,127,6.7,5.4-8.1
College graduate,43,1.8,1.2-2.5
North Dakota,,,
Less than H.S.,18,11.6,5.2-18.1
H.S. or G.E.D.,73,5.6,3.8-7.4
Some post-H.S.,54,4.0,2.6-5.4
College graduate,28,1.6,0.8-2.4
Ohio,,,
Less than H.S.,228,17.8,14.5-21.0
H.S. or G.E.D.,524,7.8,6.9-8.8
Some post-H.S.,337,5.9,5.0-6.8
College graduate,108,1.4,1.0-1.7
Oklahoma,,,
Less than H.S.,88,19.9,15.3-24.4
H.S. or G.E.D.,170,10.3,8.4-12.2
Some post-H.S.,146,8.4,6.9-9.9
College graduate,50,2.7,1.8-3.6
Oregon,,,
Less than H.S.,39,10.8,7.2-14.5
H.S. or G.E.D.,88,6.3,4.8-7.8
Some post-H.S.,97,5.1,4.0-6.2
College graduate,45,1.8,1.2-2.3
Pennsylvania,,,
Less than H.S.,54,15.5,10.7-20.2
H.S. or G.E.D.,137,6.5,5.2-7.8
Some post-H.S.,88,5.3,4.0-6.6
College graduate,50,1.5,1.0-2.0
Rhode Island,,,
Less than H.S.,91,21.6,16.5-26.6
H.S. or G.E.D.,138,9.9,7.6-12.2
Some post-H.S.,101,5.8,4.2-7.5
College graduate,57,1.9,1.2-2.6
South Carolina,,,
Less than H.S.,94,23.1,17.7-28.4
H.S. or G.E.D.,158,13.5,10.8-16.2
Some post-H.S.,97,7.7,5.9-9.6
College graduate,36,2.2,1.3-3.0
South Dakota,,,
Less than H.S.,49,*,
H.S. or G.E.D.,111,2.4,1.6-3.2
Some post-H.S.,117,4.6,2.9-6.2
College graduate,54,*,
Tennessee,,,
Less than H.S.,94,20.4,15.1-25.7
H.S. or G.E.D.,167,9.4,7.6-11.2
Some post-H.S.,97,7.4,5.5-9.4
College graduate,54,3.2,2.0-4.4
Texas,,,
Less than H.S.,292,11.2,8.5-14.0
H.S. or G.E.D.,304,6.9,5.3-8.6
Some post-H.S.,244,6.5,4.8-8.2
College graduate,75,1.3,0.7-2.0
Utah,,,
Less than H.S.,54,10.0,6.8-13.2
H.S. or G.E.D.,120,3.9,3.0-4.8
Some post-H.S.,150,3.2,2.6-3.8
College graduate,56,1.1,0.7-1.4
Vermont,,,
Less than H.S.,39,13.6,8.6-18.8
H.S. or G.E.D.,171,8.5,6.7-10.2
Some post-H.S.,92,4.8,3.5-6.2
College graduate,48,1.2,0.8-1.6
Virginia,,,
Less than H.S.,135,16.1,12.9-19.3
H.S. or G.E.D.,233,8.4,7.0-9.8
Some post-H.S.,160,5.5,4.3-6.7
College graduate,82,1.6,1.1-2.1
Washington,,,
Less than H.S.,117,13.8,10.9-16.8
H.S. or G.E.D.,217,6.3,5.2-7.4
Some post-H.S.,263,5.6,4.8-6.5
College graduate,104,1.2,0.9-1.5
West Virginia,,,
Less than H.S.,165,25.6,21.5-29.8
H.S. or G.E.D.,280,11.0,9.5-12.5
Some post-H.S.,150,8.7,7.2-10.3
College graduate,59,2.7,1.9-3.4
Wisconsin,,,
Less than H.S.,31,19.1,11.3-26.9
H.S. or G.E.D.,90,5.1,3.6-6.5
Some post-H.S.,74,3.7,2.5-5.0
College graduate,22,0.9,0.4-1.4
Wyoming,,,
Less than H.S.,20,*,
H.S. or G.E.D.,63,4.2,2.8-5.7
Some post-H.S.,46,3.2,2.1-4.4
College graduate,26,2.0,1.0-3.0
Guam,,,
Less than H.S.,18,*,
H.S. or G.E.D.,41,*,
Some post-H.S.,20,*,
College graduate,17,*,
Puerto Rico,,,
Less than H.S.,47,7.1,4.8-9.5
H.S. or G.E.D.,104,9.9,6.6-13.3
Some post-H.S.,66,5.4,3.4-7.5
College graduate,56,2.4,1.7-3.2
Virgin Islands,,,
Less than H.S.,43,16.7,8.0-25.4
H.S. or G.E.D.,168,38.0,25.7-50.3
Some post-H.S.,129,43.1,25.1-61.1
College graduate,252,67.7,59.5-75.8
