Location,n,Percentage,95% CI
Some post-H.S.,147,7.0,5.7-8.2
College graduate,63,2.4,1.8-3.1
Wisconsin,,,
Less than H.S.,33,19.7,12.1-27.3
H.S. or G.E.D.,90,5.9,4.2-7.5
Some post-H.S.,86,3.9,2.8-5.1
College graduate,42,1.3,0.7-1.8
Wyoming,,,
Less than H.S.,16,11.1,4.8-17.4
H.S. or G.E.D.,59,4.3,2.7-5.9
Some post-H.S.,73,4.5,3.2-5.7
College graduate,31,2.2,1.2-3.0
Guam,,,
Less than H.S.,16,21.1,9.9-32.3
H.S. or G.E.D.,36,8.7,4.2-13.1
Some post-H.S.,18,*,
College graduate,14,*,
Puerto Rico,,,
Less than H.S.,70,12.5,9.2-15.8
H.S. or G.E.D.,81,9.6,6.8-12.4
Some post-H.S.,72,5.9,4.1-7.6
College graduate,47,2.8,1.8-3.7
Virgin Islands,,,
Less than H.S.,30,*,
H.S. or G.E.D.,31,*,
Some post-H.S.,5,*,
College graduate,3,*,
Virgin Islands,,,
Less than H.S.,43,16.7,8.0-25.4
H.S. or G.E.D.,168,38.0,25.7-50.3
Some post-H.S.,129,43.1,25.1-61.1
College graduate,252,67.7,59.5-75.8
