Location,n,Percentage,95% CI
Some post-H.S.,"1,142",50.6,48.1-53.0
College graduate,"1,530",61.1,59.0-63.3
Kansas,,,
Less than H.S.,119,35.2,29.3-41.1
H.S. or G.E.D.,"1,097",49.9,47.3-52.5
Some post-H.S.,"1,425",51.4,49.2-53.7
College graduate,"2,226",59.5,57.7-61.4
Kentucky,,,
Less than H.S.,60,26.4,19.3-33.5
H.S. or G.E.D.,469,44.9,41.1-48.7
Some post-H.S.,479,46.2,42.2-50.3
College graduate,656,61.9,58.3-65.6
Louisiana,,,
Less than H.S.,71,22.4,17.2-27.5
H.S. or G.E.D.,511,40.4,37.2-43.6
Some post-H.S.,620,48.5,45.4-51.6
College graduate,979,60.2,57.6-62.7
Maine,,,
Less than H.S.,76,25.9,19.5-32.3
H.S. or G.E.D.,843,39.1,36.4-41.7
Some post-H.S.,"1,014",45.7,43.2-48.2
College graduate,"1,992",56.3,54.4-58.2
Maryland,,,
Less than H.S.,305,39.2,34.7-43.8
H.S. or G.E.D.,"1,364",45.2,42.5-47.8
Some post-H.S.,"1,361",46.7,44.1-49.4
College graduate,"4,069",64.8,63.2-66.4
Massachusetts,,,
Less than H.S.,198,34.3,29.2-39.3
H.S. or G.E.D.,846,44.3,41.3-47.2
Some post-H.S.,"1,031",47.3,44.6-49.9
College graduate,"3,323",61.9,60.3-63.6
Michigan,,,
Less than H.S.,80,30.0,23.8-36.1
H.S. or G.E.D.,778,41.0,38.6-43.5
Some post-H.S.,957,44.7,42.4-47.0
College graduate,"2,040",59.7,58.0-61.4
Minnesota,,,
Less than H.S.,189,37.3,32.1-42.6
H.S. or G.E.D.,"1,367",49.0,46.7-51.3
Some post-H.S.,"2,203",51.7,49.9-53.5
College graduate,"4,541",64.5,63.3-65.8
Mississippi,,,
Less than H.S.,95,30.0,23.7-36.3
H.S. or G.E.D.,430,42.4,38.7-46.0
Some post-H.S.,598,48.3,45.0-51.6
College graduate,816,61.5,58.2-64.9
Missouri,,,
Less than H.S.,111,28.2,22.5-33.9
H.S. or G.E.D.,831,47.0,44.1-49.9
Some post-H.S.,926,51.4,48.6-54.2
College graduate,"1,372",59.4,57.0-61.8
Montana,,,
Less than H.S.,83,34.5,27.7-41.3
H.S. or G.E.D.,714,48.8,46.0-51.7
Some post-H.S.,758,43.7,41.1-46.4
College graduate,"1,158",50.0,47.7-52.2
Nebraska,,,
Less than H.S.,212,51.9,45.7-58.0
H.S. or G.E.D.,723,46.2,43.2-49.2
Some post-H.S.,862,47.6,44.8-50.5
College graduate,"1,152",61.5,59.1-64.0
Nevada,,,
Less than H.S.,80,39.5,31.6-47.5
H.S. or G.E.D.,291,46.1,41.1-51.1
Some post-H.S.,330,49.3,44.5-54.1
College graduate,513,49.2,44.8-53.7
New Hampshire,,,
Less than H.S.,40,28.9,20.0-37.8
H.S. or G.E.D.,445,47.0,43.2-50.8
Some post-H.S.,551,48.9,45.4-52.3
College graduate,"1,269",58.1,55.8-60.4
New Jersey,,,
Less than H.S.,141,34.2,28.5-40.0
H.S. or G.E.D.,649,43.9,40.6-47.2
Some post-H.S.,729,46.2,42.9-49.5
College graduate,"2,358",63.5,61.6-65.4
New Mexico,,,
Less than H.S.,109,32.5,26.4-38.6
H.S. or G.E.D.,387,46.5,42.3-50.6
Some post-H.S.,434,49.8,45.9-53.7
College graduate,722,50.8,47.7-53.9
New York,,,
Less than H.S.,359,29.5,26.2-32.8
H.S. or G.E.D.,"1,345",38.5,36.3-40.7
Some post-H.S.,"1,564",46.6,44.4-48.8
College graduate,"4,052",57.5,56.0-59.1
North Carolina,,,
Less than H.S.,134,31.5,25.3-37.6
H.S. or G.E.D.,420,44.1,40.1-48.1
Some post-H.S.,574,47.4,43.7-51.1
College graduate,"1,031",59.9,57.2-62.6
North Dakota,,,
Less than H.S.,52,41.5,32.3-50.7
H.S. or G.E.D.,420,53.4,49.9-57.0
Some post-H.S.,563,53.7,50.6-56.8
College graduate,825,63.5,60.8-66.1
Ohio,,,
Less than H.S.,143,26.3,21.4-31.3
H.S. or G.E.D.,"1,729",44.1,42.1-46.2
Some post-H.S.,"1,885",47.8,45.7-49.9
College graduate,"3,060",61.1,59.5-62.8
Oklahoma,,,
Less than H.S.,115,36.2,30.6-41.7
H.S. or G.E.D.,489,40.4,37.4-43.4
Some post-H.S.,728,47.6,44.9-50.3
College graduate,912,56.9,54.3-59.4
Oregon,,,
Less than H.S.,127,44.5,37.6-51.5
H.S. or G.E.D.,525,47.3,43.9-50.6
Some post-H.S.,721,44.6,41.8-47.3
College graduate,"1,272",56.0,53.7-58.4
Pennsylvania,,,
Less than H.S.,49,25.0,16.7-33.2
H.S. or G.E.D.,529,43.0,39.2-46.7
Some post-H.S.,540,51.4,47.4-55.3
College graduate,"1,144",64.1,61.1-67.1
Rhode Island,,,
Less than H.S.,122,36.4,30.3-42.5
H.S. or G.E.D.,417,42.7,38.7-46.8
Some post-H.S.,566,45.6,42.0-49.2
College graduate,"1,399",60.9,58.6-63.2
South Carolina,,,
Less than H.S.,141,31.7,26.6-36.7
H.S. or G.E.D.,763,43.1,40.4-45.8
Some post-H.S.,863,45.3,42.7-48.0
College graduate,"1,660",55.3,53.3-57.2
South Dakota,,,
Less than H.S.,93,35.9,22.1-49.8
H.S. or G.E.D.,812,44.7,38.5-51.0
Some post-H.S.,"1,052",53.8,47.6-60.1
College graduate,"1,440",60.6,55.9-65.3
Tennessee,,,
Less than H.S.,65,22.8,16.9-28.8
H.S. or G.E.D.,549,45.4,42.1-48.8
Some post-H.S.,594,48.6,45.3-52.0
College graduate,949,58.7,55.9-61.5
Texas,,,
Less than H.S.,320,29.5,25.3-33.8
H.S. or G.E.D.,"1,211",44.8,41.6-47.9
Some post-H.S.,"1,485",50.1,47.1-53.1
College graduate,"2,775",60.1,57.9-62.3
Utah,,,
Less than H.S.,213,48.8,43.2-54.5
H.S. or G.E.D.,"1,081",54.2,51.5-56.9
Some post-H.S.,"1,204",49.1,46.7-51.4
College graduate,"2,087",60.5,58.6-62.3
Vermont,,,
Less than H.S.,64,33.3,24.9-41.6
H.S. or G.E.D.,735,47.3,44.1-50.4
Some post-H.S.,720,45.5,42.4-48.5
College graduate,"2,345",58.5,56.8-60.2
Virginia,,,
Less than H.S.,98,28.1,22.4-33.8
H.S. or G.E.D.,748,47.4,44.3-50.4
Some post-H.S.,"1,029",51.8,49.1-54.5
College graduate,"2,415",63.5,61.8-65.3
Washington,,,
Less than H.S.,402,39.4,35.7-43.0
H.S. or G.E.D.,"1,970",47.6,45.9-49.3
Some post-H.S.,"2,624",46.0,44.5-47.6
College graduate,"5,835",58.5,57.4-59.6
West Virginia,,,
Less than H.S.,52,18.8,13.8-23.8
H.S. or G.E.D.,503,40.9,37.9-43.8
Some post-H.S.,481,46.3,43.0-49.7
College graduate,811,62.4,59.7-65.0
Wisconsin,,,
Less than H.S.,136,36.6,30.7-42.4
H.S. or G.E.D.,"1,040",46.3,43.9-48.8
Some post-H.S.,"1,310",49.8,47.5-52.1
College graduate,"2,106",61.7,59.9-63.5
Wyoming,,,
Less than H.S.,45,41.4,31.9-51.0
H.S. or G.E.D.,362,48.4,44.5-52.2
Some post-H.S.,510,49.1,45.9-52.4
College graduate,638,54.5,51.6-57.4
Guam,,,
Less than H.S.,45,25.7,13.9-37.5
H.S. or G.E.D.,346,49.0,42.5-55.5
Some post-H.S.,278,57.8,49.1-66.5
College graduate,476,69.8,63.7-75.8
Puerto Rico,,,
Less than H.S.,50,8.5,5.4-11.7
H.S. or G.E.D.,292,25.8,22.3-29.2
Some post-H.S.,489,36.6,33.0-40.2
College graduate,"1,015",53.7,50.6-56.8
Virgin Islands,,,
Less than H.S.,43,16.7,8.0-25.4
H.S. or G.E.D.,168,38.0,25.7-50.3
Some post-H.S.,129,43.1,25.1-61.1
College graduate,252,67.7,59.5-75.8
