Location,n,Percentage,95% CI
Less than H.S.,109,41.6,34.8-48.5
H.S. or G.E.D.,458,43.7,40.2-47.1
Some post-H.S.,736,44.5,41.8-47.2
College graduate,"1,147",55.6,53.2-57.9
Pennsylvania,,,
Less than H.S.,66,28.8,21.4-36.2
H.S. or G.E.D.,661,41.0,38.1-43.8
Some post-H.S.,695,49.7,46.6-52.8
College graduate,"1,659",63.9,61.7-66.1
Rhode Island,,,
Less than H.S.,101,33.0,26.7-39.3
H.S. or G.E.D.,469,44.1,40.4-47.9
Some post-H.S.,582,48.7,45.3-52.1
College graduate,"1,509",65.0,62.9-67.1
South Carolina,,,
Less than H.S.,127,27.2,22.5-31.9
H.S. or G.E.D.,787,46.4,43.5-49.3
Some post-H.S.,868,44.6,41.8-47.3
College graduate,"1,646",55.8,53.7-57.9
South Dakota,,,
Less than H.S.,86,33.7,18.3-49.1
H.S. or G.E.D.,726,47.4,42.4-52.4
Some post-H.S.,961,53.0,48.3-57.6
College graduate,"1,274",60.8,56.6-64.9
Tennessee,,,
Less than H.S.,56,21.6,15.9-27.3
H.S. or G.E.D.,456,42.3,38.8-45.9
Some post-H.S.,560,49.6,46.2-53.0
College graduate,948,61.8,59.0-64.5
Texas,,,
Less than H.S.,279,35.6,30.5-40.6
H.S. or G.E.D.,950,43.9,40.4-47.4
Some post-H.S.,"1,194",49.0,45.8-52.2
College graduate,"2,209",58.6,56.1-61.1
Utah,,,
Less than H.S.,226,54.0,48.4-59.5
H.S. or G.E.D.,"1,168",55.7,53.2-58.2
Some post-H.S.,"1,444",51.5,49.3-53.6
College graduate,"2,164",58.7,57.0-60.5
Vermont,,,
Less than H.S.,61,33.4,24.8-42.0
H.S. or G.E.D.,640,49.7,46.1-53.3
Some post-H.S.,653,49.2,45.6-52.7
College graduate,"1,621",59.6,57.4-61.8
Virginia,,,
Less than H.S.,81,29.9,23.7-36.0
H.S. or G.E.D.,792,51.6,48.6-54.5
Some post-H.S.,980,49.2,46.5-51.8
College graduate,"2,397",64.7,63.0-66.4
Washington,,,
Less than H.S.,229,41.9,37.0-46.8
H.S. or G.E.D.,909,46.2,43.7-48.8
Some post-H.S.,"1,339",47.6,45.5-49.7
College graduate,"2,782",59.3,57.7-60.8
West Virginia,,,
Less than H.S.,71,19.9,15.2-24.5
H.S. or G.E.D.,754,41.5,39.1-43.9
Some post-H.S.,666,47.1,44.3-49.9
College graduate,"1,139",61.6,59.3-63.8
Wisconsin,,,
Less than H.S.,55,32.5,23.2-41.8
H.S. or G.E.D.,631,47.3,43.9-50.7
Some post-H.S.,721,49.4,46.1-52.6
College graduate,"1,198",62.2,59.7-64.7
Wyoming,,,
Less than H.S.,29,37.0,25.1-48.9
H.S. or G.E.D.,363,50.9,46.8-55.1
Some post-H.S.,448,49.1,45.5-52.7
College graduate,592,52.6,49.3-55.8
Guam,,,
Less than H.S.,27,23.7,14.2-33.3
H.S. or G.E.D.,270,47.1,40.5-53.6
Some post-H.S.,187,51.5,43.4-59.6
College graduate,366,70.0,63.1-76.8
Puerto Rico,,,
Less than H.S.,56,11.7,8.2-15.3
H.S. or G.E.D.,207,27.3,23.4-31.3
Some post-H.S.,344,43.6,39.2-48.1
College graduate,765,58.2,55.0-61.4
Virgin Islands,,,
Less than H.S.,40,21.3,11.4-31.2
H.S. or G.E.D.,175,39.8,29.5-50.2
Some post-H.S.,100,50.8,39.0-62.5
College graduate,241,69.4,60.4-78.5
Virgin Islands,,,
Less than H.S.,43,16.7,8.0-25.4
H.S. or G.E.D.,168,38.0,25.7-50.3
Some post-H.S.,129,43.1,25.1-61.1
College graduate,252,67.7,59.5-75.8
