Location,n,Percentage,95% CI
Less than H.S.,104,38.7,31.1-46.3
H.S. or G.E.D.,580,48.9,44.9-52.8
Some post-H.S.,677,46.6,42.9-50.2
College graduate,795,56.2,52.7-59.7
Illinois,,,
Less than H.S.,140,38.9,33.3-44.5
H.S. or G.E.D.,463,41.7,38.6-44.9
Some post-H.S.,625,50.2,47.2-53.2
College graduate,"1,332",62.6,60.5-64.7
Indiana,,,
Less than H.S.,143,32.6,27.8-37.4
H.S. or G.E.D.,931,45.2,42.9-47.6
Some post-H.S.,888,49.2,46.7-51.7
College graduate,"1,517",62.0,59.9-64.0
Iowa,,,
Less than H.S.,172,35.0,30.3-39.6
H.S. or G.E.D.,"1,112",45.6,43.5-47.7
Some post-H.S.,"1,434",53.6,51.5-55.6
College graduate,"1,716",64.0,62.2-65.8
Kansas,,,
Less than H.S.,130,33.8,28.4-39.2
H.S. or G.E.D.,"1,108",48.2,45.9-50.4
Some post-H.S.,"1,600",53.2,51.2-55.1
College graduate,"2,194",60.8,59.1-62.5
Kentucky,,,
Less than H.S.,95,23.8,18.0-29.6
H.S. or G.E.D.,771,43.1,40.1-46.1
Some post-H.S.,875,49.7,46.5-53.0
College graduate,"1,265",60.2,57.3-63.1
Louisiana,,,
Less than H.S.,100,25.4,20.6-30.3
H.S. or G.E.D.,548,42.1,38.9-45.3
Some post-H.S.,513,49.0,45.6-52.5
College graduate,805,59.8,56.9-62.6
Maine,,,
Less than H.S.,69,17.5,11.6-23.5
H.S. or G.E.D.,924,40.5,37.8-43.3
Some post-H.S.,"1,070",46.9,44.0-49.8
College graduate,"1,694",58.4,56.3-60.6
Maryland,,,
Less than H.S.,237,37.8,33.1-42.5
H.S. or G.E.D.,"1,477",49.5,47.2-51.9
Some post-H.S.,"1,489",50.0,47.6-52.4
College graduate,"3,860",63.9,62.4-65.4
Massachusetts,,,
Less than H.S.,104,30.5,24.8-36.2
H.S. or G.E.D.,582,45.7,42.6-48.8
Some post-H.S.,784,49.1,46.2-52.0
College graduate,"2,050",63.3,61.5-65.1
Michigan,,,
Less than H.S.,98,31.9,26.0-37.8
H.S. or G.E.D.,845,40.9,38.5-43.3
Some post-H.S.,"1,261",48.1,45.9-50.3
College graduate,"1,929",58.3,56.5-60.2
Minnesota,,,
Less than H.S.,230,39.5,34.9-44.0
H.S. or G.E.D.,"1,475",48.2,46.2-50.2
Some post-H.S.,"2,301",53.7,52.0-55.3
College graduate,"3,635",64.5,63.2-65.8
Mississippi,,,
Less than H.S.,105,24.6,19.5-29.8
H.S. or G.E.D.,473,41.2,37.9-44.5
Some post-H.S.,611,49.5,46.1-52.8
College graduate,705,60.2,57.1-63.2
Missouri,,,
Less than H.S.,90,26.5,20.7-32.2
H.S. or G.E.D.,746,46.4,43.5-49.2
Some post-H.S.,774,50.9,47.8-53.9
College graduate,"1,105",61.4,58.9-63.9
Montana,,,
Less than H.S.,80,31.0,24.5-37.4
H.S. or G.E.D.,694,48.1,45.4-50.9
Some post-H.S.,766,45.9,43.3-48.5
College graduate,"1,029",52.5,50.2-54.9
Nebraska,,,
Less than H.S.,354,41.9,37.5-46.4
H.S. or G.E.D.,"1,679",45.7,43.6-47.8
Some post-H.S.,"2,091",51.0,49.0-53.0
College graduate,"2,468",62.8,61.0-64.6
Nevada,,,
Less than H.S.,107,42.2,34.9-49.4
H.S. or G.E.D.,287,44.1,39.2-49.0
Some post-H.S.,377,48.2,43.6-52.7
College graduate,436,53.8,49.1-58.5
New Hampshire,,,
Less than H.S.,48,30.7,22.1-39.3
H.S. or G.E.D.,545,49.7,46.2-53.2
Some post-H.S.,568,49.9,46.4-53.5
College graduate,"1,162",61.6,59.2-64.1
New Mexico,,,
Less than H.S.,185,36.0,31.0-41.1
H.S. or G.E.D.,563,47.7,44.2-51.2
Some post-H.S.,575,43.4,39.9-46.8
College graduate,850,52.0,49.1-54.9
New York,,,
Less than H.S.,284,31.0,27.3-34.8
H.S. or G.E.D.,"1,121",39.1,36.6-41.5
Some post-H.S.,"1,342",45.4,42.9-47.8
College graduate,"2,862",59.0,57.2-60.7
North Carolina,,,
Less than H.S.,153,40.7,34.9-46.4
H.S. or G.E.D.,407,45.4,41.8-49.1
Some post-H.S.,519,45.4,42.2-48.6
College graduate,858,61.1,58.5-63.8
North Dakota,,,
Less than H.S.,52,38.7,29.1-48.4
H.S. or G.E.D.,517,50.7,47.1-54.2
Some post-H.S.,698,53.6,50.4-56.8
College graduate,921,62.1,59.3-64.8
Ohio,,,
Less than H.S.,105,23.3,18.2-28.4
H.S. or G.E.D.,"1,448",45.3,42.9-47.6
Some post-H.S.,"1,352",49.3,46.8-51.8
College graduate,"1,918",60.9,58.7-63.0
Oklahoma,,,
Less than H.S.,124,32.9,27.8-38.1
H.S. or G.E.D.,633,44.8,41.9-47.7
Some post-H.S.,747,49.3,46.5-52.1
College graduate,921,58.5,56.0-61.1
Oregon,,,
Less than H.S.,141,36.8,31.1-42.5
H.S. or G.E.D.,595,45.7,42.6-48.7
Some post-H.S.,765,44.9,42.2-47.6
College graduate,"1,119",55.6,53.2-58.0
Pennsylvania,,,
Less than H.S.,84,33.0,26.5-39.5
H.S. or G.E.D.,732,43.4,40.6-46.1
Some post-H.S.,691,47.5,44.4-50.6
College graduate,"1,586",62.2,60.0-64.3
Rhode Island,,,
Less than H.S.,89,30.6,23.8-37.4
H.S. or G.E.D.,510,46.8,43.1-50.4
Some post-H.S.,587,51.4,47.7-55.1
College graduate,"1,313",62.9,60.4-65.4
South Carolina,,,
Less than H.S.,106,26.6,21.6-31.5
H.S. or G.E.D.,590,43.1,40.1-46.2
Some post-H.S.,718,46.8,44.0-49.6
College graduate,"1,118",57.0,54.6-59.4
South Dakota,,,
Less than H.S.,73,34.5,23.0-45.9
H.S. or G.E.D.,634,46.8,42.2-51.4
Some post-H.S.,856,52.5,48.2-56.7
College graduate,"1,137",59.9,56.0-63.8
Tennessee,,,
Less than H.S.,100,27.7,21.8-33.6
H.S. or G.E.D.,615,39.5,36.3-42.6
Some post-H.S.,645,46.7,43.4-50.1
College graduate,"1,030",60.5,57.7-63.3
Texas,,,
Less than H.S.,363,34.3,29.1-39.6
H.S. or G.E.D.,991,47.7,44.2-51.3
Some post-H.S.,"1,240",50.1,47.0-53.3
College graduate,"1,961",60.3,57.9-62.8
Utah,,,
Less than H.S.,227,48.7,43.5-53.9
H.S. or G.E.D.,"1,294",57.5,55.2-59.8
Some post-H.S.,"1,704",53.4,51.4-55.3
College graduate,"2,436",59.9,58.3-61.6
Vermont,,,
Less than H.S.,40,18.7,12.4-25.0
H.S. or G.E.D.,570,44.0,40.3-47.7
Some post-H.S.,611,47.4,43.6-51.2
College graduate,"1,422",59.3,56.7-61.9
Virginia,,,
Less than H.S.,171,31.1,26.3-36.0
H.S. or G.E.D.,876,45.7,42.9-48.6
Some post-H.S.,"1,052",49.6,47.0-52.2
College graduate,"2,151",62.3,60.3-64.3
Washington,,,
Less than H.S.,258,40.3,35.9-44.7
H.S. or G.E.D.,"1,049",47.8,45.4-50.2
Some post-H.S.,"1,444",46.8,44.8-48.9
College graduate,"2,435",57.2,55.6-58.9
West Virginia,,,
Less than H.S.,76,20.1,15.6-24.7
H.S. or G.E.D.,514,37.4,34.5-40.3
Some post-H.S.,490,45.5,42.0-49.0
College graduate,699,60.3,57.3-63.3
Wisconsin,,,
Less than H.S.,49,33.9,25.1-42.6
H.S. or G.E.D.,505,44.6,41.2-47.9
Some post-H.S.,585,54.1,50.7-57.4
College graduate,931,63.3,60.6-66.0
Wyoming,,,
Less than H.S.,56,42.7,33.4-51.9
H.S. or G.E.D.,436,52.7,48.7-56.6
Some post-H.S.,539,48.8,45.2-52.3
College graduate,602,55.0,51.7-58.3
Guam,,,
Less than H.S.,49,33.0,23.2-42.7
H.S. or G.E.D.,410,55.0,50.0-60.0
Some post-H.S.,344,64.5,59.6-69.3
College graduate,467,68.3,64.0-72.6
Puerto Rico,,,
Less than H.S.,66,8.7,6.1-11.2
H.S. or G.E.D.,324,25.6,22.6-28.6
Some post-H.S.,500,40.2,37.0-43.4
College graduate,927,53.1,50.5-55.8
Puerto Rico,,,
Less than H.S.,45,8.0,5.3-10.6
H.S. or G.E.D.,261,24.1,20.9-27.3
Some post-H.S.,449,39.9,36.4-43.4
College graduate,945,51.7,
Virgin Islands,,,
Less than H.S.,43,16.7,8.0-25.4
H.S. or G.E.D.,168,38.0,25.7-50.3
Some post-H.S.,129,43.1,25.1-61.1
College graduate,252,67.7,59.5-75.8
