Location,n,Percentage,95% CI
H.S. or G.E.D.,151,9.6,7.9-11.2
Some post-H.S.,206,10.6,9.1-12.1
College graduate,247,11.8,10.2-13.4
Illinois,,,
Less than H.S.,18,5.4,2.7-8.1
H.S. or G.E.D.,86,10.4,7.9-13.0
Some post-H.S.,109,11.3,8.9-13.7
College graduate,156,9.6,7.7-11.5
Indiana,,,
Less than H.S.,55,11.8,8.5-15.1
H.S. or G.E.D.,181,6.8,5.7-8.0
Some post-H.S.,188,7.8,6.6-9.1
College graduate,290,8.0,7.0-9.1
Iowa,,,
Less than H.S.,54,10.4,7.0-13.8
H.S. or G.E.D.,257,9.2,7.9-10.6
Some post-H.S.,258,10.1,8.6-11.6
College graduate,275,9.9,8.6-11.3
Kansas,,,
Less than H.S.,38,7.6,4.8-10.4
H.S. or G.E.D.,217,7.9,6.5-9.3
Some post-H.S.,286,8.7,7.4-10.0
College graduate,426,10.1,8.9-11.3
Kentucky,,,
Less than H.S.,20,6.0,2.6-9.4
H.S. or G.E.D.,73,5.7,4.0-7.4
Some post-H.S.,88,9.9,7.3-12.6
College graduate,94,8.6,6.4-10.7
Louisiana,,,
Less than H.S.,30,10.0,6.1-13.9
H.S. or G.E.D.,112,8.8,7.0-10.6
Some post-H.S.,127,9.6,7.7-11.6
College graduate,201,10.5,8.8-12.1
Maine,,,
Less than H.S.,31,9.7,4.8-14.5
H.S. or G.E.D.,246,10.2,8.5-11.9
Some post-H.S.,297,11.1,9.5-12.6
College graduate,422,9.5,8.3-10.7
Maryland,,,
Less than H.S.,82,11.1,8.0-14.2
H.S. or G.E.D.,279,8.1,6.6-9.5
Some post-H.S.,255,8.1,6.7-9.4
College graduate,619,8.5,7.5-9.5
Massachusetts,,,
Less than H.S.,47,7.5,4.8-10.3
H.S. or G.E.D.,170,8.2,6.6-9.8
Some post-H.S.,181,7.8,6.4-9.2
College graduate,505,8.6,7.7-9.6
Michigan,,,
Less than H.S.,29,10.1,5.7-14.5
H.S. or G.E.D.,171,8.6,7.2-10.1
Some post-H.S.,206,9.4,7.9-10.8
College graduate,318,7.7,6.7-8.6
Minnesota,,,
Less than H.S.,54,11.2,7.7-14.7
H.S. or G.E.D.,265,9.0,7.7-10.3
Some post-H.S.,396,9.0,8.0-10.0
College graduate,634,8.1,7.4-8.8
Mississippi,,,
Less than H.S.,27,6.1,3.5-8.7
H.S. or G.E.D.,87,8.8,6.6-11.1
Some post-H.S.,89,8.3,6.3-10.3
College graduate,113,7.8,6.1-9.4
Missouri,,,
Less than H.S.,36,10.9,6.9-14.9
H.S. or G.E.D.,178,10.1,8.2-11.9
Some post-H.S.,180,9.7,8.0-11.5
College graduate,225,9.4,7.9-10.9
Montana,,,
Less than H.S.,51,17.3,11.8-22.8
H.S. or G.E.D.,231,12.9,11.0-14.8
Some post-H.S.,317,14.9,13.0-16.8
College graduate,407,15.2,13.6-16.9
Nebraska,,,
Less than H.S.,36,9.3,5.2-13.4
H.S. or G.E.D.,250,11.6,9.7-13.4
Some post-H.S.,304,12.1,10.4-13.9
College graduate,263,9.4,8.0-10.8
Nevada,,,
Less than H.S.,21,13.7,7.7-19.6
H.S. or G.E.D.,62,7.2,4.6-9.8
Some post-H.S.,80,9.6,6.9-12.4
College graduate,120,12.7,9.5-15.9
New Hampshire,,,
Less than H.S.,14,*,
H.S. or G.E.D.,100,7.9,5.9-9.8
Some post-H.S.,113,7.2,5.6-8.9
College graduate,282,9.9,8.4-11.4
New Jersey,,,
Less than H.S.,48,12.0,8.3-15.6
H.S. or G.E.D.,141,9.0,7.1-10.9
Some post-H.S.,133,7.0,5.6-8.4
College graduate,354,8.3,7.2-9.3
New Mexico,,,
Less than H.S.,32,8.1,4.6-11.6
H.S. or G.E.D.,73,7.1,4.9-9.2
Some post-H.S.,86,6.1,4.5-7.8
College graduate,166,10.2,8.2-12.1
New York,,,
Less than H.S.,163,12.1,9.9-14.2
H.S. or G.E.D.,325,9.4,8.0-10.8
Some post-H.S.,348,8.9,7.6-10.1
College graduate,812,10.9,9.9-11.9
North Carolina,,,
Less than H.S.,36,10.7,6.5-14.9
H.S. or G.E.D.,81,9.0,6.7-11.2
Some post-H.S.,112,9.3,7.2-11.3
College graduate,156,8.7,7.1-10.3
North Dakota,,,
Less than H.S.,14,*,
H.S. or G.E.D.,128,11.6,9.4-13.8
Some post-H.S.,148,11.2,9.2-13.2
College graduate,149,9.0,7.4-10.5
Ohio,,,
Less than H.S.,80,14.9,11.0-18.7
H.S. or G.E.D.,328,7.9,6.7-9.1
Some post-H.S.,330,8.4,7.1-9.6
College graduate,457,8.3,7.3-9.3
Oklahoma,,,
Less than H.S.,37,11.1,7.1-15.1
H.S. or G.E.D.,119,9.4,7.6-11.2
Some post-H.S.,171,10.0,8.5-11.6
College graduate,197,10.6,9.1-12.2
Oregon,,,
Less than H.S.,27,9.0,5.4-12.7
H.S. or G.E.D.,114,9.6,7.6-11.7
Some post-H.S.,147,8.2,6.8-9.6
College graduate,263,11.1,9.6-12.6
Pennsylvania,,,
Less than H.S.,17,10.0,4.9-15.1
H.S. or G.E.D.,101,8.4,6.3-10.4
Some post-H.S.,64,6.7,4.4-8.9
College graduate,132,6.5,5.1-7.9
Rhode Island,,,
Less than H.S.,37,11.5,7.4-15.5
H.S. or G.E.D.,77,7.7,5.5-10.0
Some post-H.S.,102,8.9,6.7-11.2
College graduate,259,8.9,7.6-10.3
South Carolina,,,
Less than H.S.,42,9.9,6.2-13.5
H.S. or G.E.D.,183,9.1,7.4-10.7
Some post-H.S.,174,8.1,6.7-9.5
College graduate,321,8.9,7.7-10.1
South Dakota,,,
Less than H.S.,37,*,
H.S. or G.E.D.,242,14.4,9.2-19.7
Some post-H.S.,273,11.3,7.2-15.5
College graduate,286,10.3,6.9-13.7
Tennessee,,,
Less than H.S.,30,11.4,6.8-16.0
H.S. or G.E.D.,103,7.3,5.5-9.0
Some post-H.S.,118,8.6,6.8-10.4
College graduate,184,10.2,8.4-12.0
Texas,,,
Less than H.S.,121,12.3,9.1-15.5
H.S. or G.E.D.,257,8.9,7.2-10.7
Some post-H.S.,341,9.4,7.8-11.0
College graduate,576,11.5,10.0-13.0
Utah,,,
Less than H.S.,46,10.2,6.9-13.5
H.S. or G.E.D.,216,10.1,8.4-11.7
Some post-H.S.,290,10.2,8.9-11.6
College graduate,409,9.7,8.6-10.8
Vermont,,,
Less than H.S.,22,7.8,3.9-11.6
H.S. or G.E.D.,195,11.6,9.6-13.7
Some post-H.S.,213,11.8,9.9-13.6
College graduate,560,12.1,10.9-13.2
Virginia,,,
Less than H.S.,37,9.6,5.9-13.2
H.S. or G.E.D.,133,7.6,6.0-9.1
Some post-H.S.,161,7.3,5.8-8.9
College graduate,354,7.9,6.8-9.0
Washington,,,
Less than H.S.,100,10.4,8.0-12.7
H.S. or G.E.D.,413,8.7,7.7-9.7
Some post-H.S.,541,8.1,7.3-8.9
College graduate,"1,027",8.5,7.9-9.1
West Virginia,,,
Less than H.S.,23,9.1,4.9-13.3
H.S. or G.E.D.,80,5.8,4.4-7.3
Some post-H.S.,80,7.1,5.4-8.9
College graduate,104,6.5,5.1-7.9
Wisconsin,,,
Less than H.S.,39,9.9,6.4-13.4
H.S. or G.E.D.,215,7.7,6.4-8.9
Some post-H.S.,253,7.9,6.8-9.0
College graduate,308,7.2,6.2-8.1
Wyoming,,,
Less than H.S.,11,*,
H.S. or G.E.D.,104,10.6,8.3-13.0
Some post-H.S.,156,12.3,10.2-14.3
College graduate,176,11.4,9.6-13.3
Guam,,,
Less than H.S.,4,*,
H.S. or G.E.D.,40,3.2,1.9-4.6
Some post-H.S.,33,*,
College graduate,54,4.9,3.0-6.9
Puerto Rico,,,
Less than H.S.,71,12.4,8.8-16.0
H.S. or G.E.D.,153,13.4,10.8-16.1
Some post-H.S.,193,15.6,12.8-18.3
College graduate,269,15.4,13.0-17.8
Virgin Islands,,,
Less than H.S.,32,*,
H.S. or G.E.D.,59,15.1,6.9-23.3
Some post-H.S.,49,*,
College graduate,62,10.2,4.5-15.9
