Location,n,Percentage,95% CI
Less than H.S.,163,38.3,32.3-44.3
H.S. or G.E.D.,451,43.3,39.6-47.0
Some post-H.S.,512,45.7,41.9-49.6
College graduate,"1,347",59.9,57.4-62.3
Indiana,,,
Less than H.S.,184,35.1,30.4-39.8
H.S. or G.E.D.,"1,205",45.5,43.3-47.6
Some post-H.S.,"1,226",52.1,49.9-54.4
College graduate,"2,106",61.1,59.4-62.8
Iowa,,,
Less than H.S.,261,40.1,34.6-45.7
H.S. or G.E.D.,"1,098",45.2,42.8-47.6
Some post-H.S.,"1,162",51.2,48.7-53.6
College graduate,"1,582",63.3,61.2-65.4
Kansas,,,
Less than H.S.,132,39.1,32.7-45.4
H.S. or G.E.D.,"1,015",49.8,47.1-52.5
Some post-H.S.,"1,360",50.8,48.5-53.2
College graduate,"2,081",59.7,57.8-61.6
Louisiana,,,
Less than H.S.,77,20.9,15.7-26.0
H.S. or G.E.D.,515,39.7,36.6-42.9
Some post-H.S.,580,47.4,44.1-50.7
College graduate,958,61.0,58.3-63.7
Maine,,,
Less than H.S.,77,27.4,20.9-33.9
H.S. or G.E.D.,947,40.9,38.4-43.5
Some post-H.S.,"1,018",42.3,39.8-44.8
College graduate,"2,022",54.8,52.9-56.6
Maryland,,,
Less than H.S.,294,37.5,32.9-42.2
H.S. or G.E.D.,"1,410",43.3,40.6-46.0
Some post-H.S.,"1,361",46.9,44.2-49.6
College graduate,"4,121",63.0,61.4-64.6
Massachusetts,,,
Less than H.S.,133,31.8,25.7-37.9
H.S. or G.E.D.,625,42.4,38.9-45.8
Some post-H.S.,838,43.9,40.8-47.0
College graduate,"2,992",63.3,61.6-65.1
Michigan,,,
Less than H.S.,85,30.1,23.8-36.3
H.S. or G.E.D.,765,41.6,38.9-44.2
Some post-H.S.,908,42.6,40.1-45.1
College graduate,"2,041",59.7,57.8-61.5
Minnesota,,,
Less than H.S.,213,34.7,29.7-39.8
H.S. or G.E.D.,"1,298",47.3,44.8-49.8
Some post-H.S.,"1,839",48.0,45.8-50.2
College graduate,"3,905",61.8,60.2-63.3
Mississippi,,,
Less than H.S.,62,24.1,17.8-30.3
H.S. or G.E.D.,421,43.2,39.4-47.0
Some post-H.S.,542,44.9,41.5-48.3
College graduate,779,56.7,53.6-59.9
Missouri,,,
Less than H.S.,102,32.0,25.7-38.4
H.S. or G.E.D.,825,47.5,44.6-50.5
Some post-H.S.,857,49.1,46.1-52.1
College graduate,"1,280",60.0,57.5-62.4
Montana,,,
Less than H.S.,75,31.3,24.4-38.2
H.S. or G.E.D.,623,42.8,39.9-45.8
Some post-H.S.,692,41.4,38.7-44.2
College graduate,"1,220",50.6,48.4-52.8
Nebraska,,,
Less than H.S.,348,43.4,38.9-47.9
H.S. or G.E.D.,"1,433",49.5,47.3-51.8
Some post-H.S.,"1,626",51.3,49.1-53.5
College graduate,"2,394",62.4,60.6-64.2
Nevada,,,
Less than H.S.,40,37.1,25.3-48.9
H.S. or G.E.D.,279,48.6,42.7-54.5
Some post-H.S.,299,48.2,42.8-53.6
College graduate,430,52.6,47.8-57.5
New Hampshire,,,
Less than H.S.,30,24.0,15.2-32.7
H.S. or G.E.D.,475,48.6,44.8-52.3
Some post-H.S.,505,49.2,45.6-52.8
College graduate,"1,279",58.9,56.6-61.2
New Jersey,,,
Less than H.S.,151,30.4,25.2-35.6
H.S. or G.E.D.,685,39.4,36.4-42.5
Some post-H.S.,751,44.5,41.3-47.8
College graduate,"2,435",59.7,57.7-61.6
New Mexico,,,
Less than H.S.,78,36.8,28.6-45.0
H.S. or G.E.D.,285,43.5,38.2-48.8
Some post-H.S.,298,42.7,37.6-47.8
College graduate,470,50.3,46.1-54.4
New York,,,
Less than H.S.,401,32.1,28.7-35.5
H.S. or G.E.D.,"1,400",39.9,37.5-42.3
Some post-H.S.,"1,573",46.3,43.8-48.7
College graduate,"4,379",58.0,56.3-59.6
North Carolina,,,
Less than H.S.,110,29.8,23.5-36.0
H.S. or G.E.D.,360,49.1,44.5-53.7
Some post-H.S.,491,49.9,45.8-53.9
College graduate,907,58.6,55.6-61.5
North Dakota,,,
Less than H.S.,49,38.2,28.9-47.4
H.S. or G.E.D.,560,51.0,47.8-54.3
Some post-H.S.,711,49.4,46.6-52.3
College graduate,"1,178",62.0,59.7-64.2
Ohio,,,
Less than H.S.,113,25.2,20.1-30.2
H.S. or G.E.D.,"1,383",42.8,40.6-45.0
Some post-H.S.,"1,339",47.3,45.0-49.6
College graduate,"2,532",62.0,60.3-63.8
Oklahoma,,,
Less than H.S.,114,33.9,28.5-39.4
H.S. or G.E.D.,680,46.0,43.2-48.7
Some post-H.S.,797,44.6,42.1-47.1
College graduate,"1,223",57.6,55.4-59.8
Oregon,,,
Less than H.S.,96,35.9,29.1-42.7
H.S. or G.E.D.,594,47.4,43.9-50.9
Some post-H.S.,685,42.3,39.3-45.3
College graduate,"1,303",54.0,51.6-56.3
Rhode Island,,,
Less than H.S.,126,33.5,27.2-39.7
H.S. or G.E.D.,427,38.0,34.2-41.7
Some post-H.S.,524,45.7,41.8-49.7
College graduate,"1,379",60.0,57.5-62.5
South Carolina,,,
Less than H.S.,130,23.7,19.4-28.0
H.S. or G.E.D.,730,40.2,37.4-43.0
Some post-H.S.,889,44.4,41.8-47.0
College graduate,"1,691",54.5,52.5-56.5
South Dakota,,,
Less than H.S.,72,30.9,17.5-44.2
H.S. or G.E.D.,572,47.7,42.1-53.3
Some post-H.S.,731,54.5,49.1-59.9
College graduate,"1,085",58.4,53.7-63.0
Tennessee,,,
Less than H.S.,76,25.6,19.3-31.9
H.S. or G.E.D.,590,41.2,37.9-44.4
Some post-H.S.,588,45.5,42.1-48.8
College graduate,"1,076",59.0,56.2-61.7
Texas,,,
Less than H.S.,245,33.1,27.7-38.5
H.S. or G.E.D.,837,48.5,44.9-52.2
Some post-H.S.,"1,037",48.8,45.3-52.3
College graduate,"2,050",59.4,56.8-62.1
Utah,,,
Less than H.S.,243,50.8,45.3-56.2
H.S. or G.E.D.,"1,274",54.8,52.3-57.3
Some post-H.S.,"1,289",51.0,48.6-53.3
College graduate,"2,295",59.5,57.7-61.3
Vermont,,,
Less than H.S.,46,30.6,21.6-39.7
H.S. or G.E.D.,628,48.1,44.5-51.8
Some post-H.S.,605,41.4,38.2-44.7
College graduate,"2,022",56.3,54.3-58.2
Virginia,,,
Less than H.S.,73,26.7,20.4-33.0
H.S. or G.E.D.,447,43.5,39.6-47.3
Some post-H.S.,592,45.3,41.9-48.8
College graduate,"1,517",63.6,61.3-65.9
Washington,,,
Less than H.S.,464,42.1,38.6-45.6
H.S. or G.E.D.,"2,193",49.5,47.7-51.2
Some post-H.S.,"2,763",45.1,43.7-46.6
College graduate,"5,984",58.3,57.2-59.4
West Virginia,,,
Less than H.S.,40,20.6,14.6-26.7
H.S. or G.E.D.,424,39.5,36.4-42.5
Some post-H.S.,403,45.3,41.9-48.6
College graduate,717,59.3,56.6-62.0
Wisconsin,,,
Less than H.S.,157,32.1,26.8-37.3
H.S. or G.E.D.,"1,057",46.1,43.7-48.5
Some post-H.S.,"1,261",45.6,43.4-47.8
College graduate,"2,139",60.4,58.6-62.2
Wyoming,,,
Less than H.S.,50,39.0,29.7-48.2
H.S. or G.E.D.,357,47.5,43.8-51.2
Some post-H.S.,448,46.4,43.1-49.7
College graduate,657,55.2,52.3-58.0
Guam,,,
Less than H.S.,20,30.8,16.2-45.4
H.S. or G.E.D.,239,53.6,46.6-60.5
Some post-H.S.,205,58.7,51.3-66.0
College graduate,299,64.3,58.5-70.1
Puerto Rico,,,
Less than H.S.,38,7.0,4.4-9.5
H.S. or G.E.D.,286,30.8,27.1-34.4
Some post-H.S.,477,41.9,38.0-45.7
College graduate,840,55.5,52.4-58.6
Virgin Islands,,,
Less than H.S.,53,31.4,21.7-41.1
H.S. or G.E.D.,242,41.7,35.5-47.9
Some post-H.S.,158,55.8,47.6-64.1
College graduate,344,63.4,57.7-69.2
