Location,n,Percentage,95% CI
Some post-H.S.,147,6.3,4.8-7.8
College graduate,95,1.6,1.1-2.1
Michigan,,,
Less than H.S.,88,22.2,16.8-27.6
H.S. or G.E.D.,259,8.7,7.3-10.1
Some post-H.S.,194,6.7,5.6-7.9
College graduate,96,2.0,1.4-2.5
Minnesota,,,
Less than H.S.,94,15.7,11.9-19.4
H.S. or G.E.D.,219,5.5,4.4-6.7
Some post-H.S.,230,4.2,3.5-5.0
College graduate,122,1.3,1.0-1.6
Mississippi,,,
Less than H.S.,89,25.9,19.9-31.8
H.S. or G.E.D.,158,13.4,10.9-16.0
Some post-H.S.,105,6.9,5.4-8.5
College graduate,59,3.7,2.3-5.0
Missouri,,,
Less than H.S.,102,16.4,12.4-20.4
H.S. or G.E.D.,236,7.9,6.6-9.2
Some post-H.S.,123,5.6,4.3-6.9
College graduate,60,1.3,0.9-1.7
Montana,,,
Less than H.S.,51,14.0,9.5-18.5
H.S. or G.E.D.,146,6.9,5.5-8.2
Some post-H.S.,114,5.1,4.0-6.2
College graduate,46,1.5,1.0-2.0
Nebraska,,,
Less than H.S.,110,10.5,7.9-13.1
H.S. or G.E.D.,259,6.8,5.7-8.0
Some post-H.S.,231,5.3,4.4-6.2
College graduate,67,1.1,0.8-1.5
Nevada,,,
Less than H.S.,15,*,
H.S. or G.E.D.,42,5.0,3.0-7.0
Some post-H.S.,47,7.1,3.9-10.3
College graduate,18,*,
New Hampshire,,,
Less than H.S.,37,20.0,12.5-27.5
H.S. or G.E.D.,118,6.6,4.9-8.4
Some post-H.S.,76,4.4,3.1-5.8
College graduate,68,2.1,1.4-2.7
New Jersey,,,
Less than H.S.,76,13.7,10.0-17.4
H.S. or G.E.D.,136,5.9,4.4-7.3
Some post-H.S.,93,4.4,3.0-5.8
College graduate,80,1.5,1.0-1.9
New Mexico,,,
Less than H.S.,60,15.6,10.6-20.7
H.S. or G.E.D.,84,8.5,6.0-11.0
Some post-H.S.,75,7.9,5.4-10.3
College graduate,39,3.4,1.6-5.1
New York,,,
Less than H.S.,257,17.4,14.7-20.2
H.S. or G.E.D.,340,8.1,6.8-9.4
Some post-H.S.,250,6.2,5.1-7.4
College graduate,165,1.5,1.2-1.9
North Carolina,,,
Less than H.S.,52,17.8,11.4-24.2
H.S. or G.E.D.,98,7.7,5.5-9.9
Some post-H.S.,98,6.5,4.8-8.2
College graduate,40,1.8,1.1-2.5
North Dakota,,,
Less than H.S.,23,17.0,9.7-24.2
H.S. or G.E.D.,72,4.6,3.3-5.9
Some post-H.S.,80,4.2,3.1-5.3
College graduate,40,1.3,0.8-1.7
Ohio,,,
Less than H.S.,181,23.2,18.6-27.7
H.S. or G.E.D.,411,8.0,6.9-9.0
Some post-H.S.,262,6.3,5.3-7.4
College graduate,118,1.9,1.4-2.4
Oklahoma,,,
Less than H.S.,70,16.9,12.7-21.2
H.S. or G.E.D.,186,9.4,7.9-10.9
Some post-H.S.,138,5.9,4.8-7.0
College graduate,70,2.2,1.6-2.8
Oregon,,,
Less than H.S.,49,12.1,8.3-15.9
H.S. or G.E.D.,98,5.9,4.3-7.5
Some post-H.S.,131,6.6,5.0-8.2
College graduate,48,1.4,0.9-1.9
Rhode Island,,,
Less than H.S.,82,15.6,11.3-20.0
H.S. or G.E.D.,135,10.4,7.9-12.9
Some post-H.S.,111,7.1,5.3-8.9
College graduate,53,1.9,1.1-2.6
South Carolina,,,
Less than H.S.,157,22.2,18.1-26.2
H.S. or G.E.D.,293,9.1,7.7-10.4
Some post-H.S.,212,7.3,6.1-8.5
College graduate,80,1.8,1.3-2.3
South Dakota,,,
Less than H.S.,51,*,
H.S. or G.E.D.,110,6.0,3.0-9.1
Some post-H.S.,92,3.7,1.7-5.7
College graduate,45,1.1,0.5-1.7
Tennessee,,,
Less than H.S.,137,31.8,25.4-38.1
H.S. or G.E.D.,234,10.4,8.6-12.3
Some post-H.S.,152,9.2,7.2-11.2
College graduate,58,2.4,1.5-3.2
Texas,,,
Less than H.S.,241,18.6,14.8-22.3
H.S. or G.E.D.,224,6.7,5.3-8.1
Some post-H.S.,179,4.6,3.4-5.8
College graduate,77,1.8,1.1-2.5
Utah,,,
Less than H.S.,67,9.7,6.9-12.4
H.S. or G.E.D.,149,4.5,3.4-5.6
Some post-H.S.,129,3.2,2.5-3.9
College graduate,90,1.6,1.2-2.1
Vermont,,,
Less than H.S.,34,15.7,8.1-23.3
H.S. or G.E.D.,135,5.5,4.4-6.7
Some post-H.S.,100,5.9,4.3-7.6
College graduate,61,1.5,0.9-2.1
Virginia,,,
Less than H.S.,79,19.5,13.8-25.3
H.S. or G.E.D.,171,9.6,7.7-11.4
Some post-H.S.,142,5.9,4.6-7.3
College graduate,46,0.9,0.5-1.2
Washington,,,
Less than H.S.,165,12.2,9.9-14.5
H.S. or G.E.D.,382,5.8,5.1-6.6
Some post-H.S.,418,4.8,4.2-5.4
College graduate,200,1.3,1.1-1.6
West Virginia,,,
Less than H.S.,101,30.1,24.1-36.0
H.S. or G.E.D.,210,14.0,11.9-16.1
Some post-H.S.,104,7.6,6.0-9.2
College graduate,51,2.8,2.0-3.6
Wisconsin,,,
Less than H.S.,104,12.7,9.6-15.8
H.S. or G.E.D.,255,6.6,5.6-7.7
Some post-H.S.,268,5.8,4.9-6.6
College graduate,91,1.5,1.0-1.9
Wyoming,,,
Less than H.S.,27,16.0,9.8-22.2
H.S. or G.E.D.,78,6.1,4.6-7.6
Some post-H.S.,72,4.2,3.1-5.4
College graduate,40,2.2,1.3-3.2
Guam,,,
Less than H.S.,9,*,
H.S. or G.E.D.,39,6.5,3.6-9.5
Some post-H.S.,19,*,
College graduate,9,*,
Puerto Rico,,,
Less than H.S.,45,9.5,5.8-13.3
H.S. or G.E.D.,93,7.2,5.4-8.9
Some post-H.S.,90,7.4,5.6-9.2
College graduate,58,2.9,2.0-3.8
Virgin Islands,,,
Less than H.S.,45,16.9,10.4-23.4
H.S. or G.E.D.,44,4.9,3.0-6.9
Some post-H.S.,18,*,
College graduate,6,*,
