Location,n,Percentage,95% CI
College graduate,803,72.6,69.5-75.6
Utah,,,
Less than H.S.,78,24.8,15.2-34.3
H.S. or G.E.D.,911,40.0,36.8-43.2
Some post-H.S.,142,63.8,55.9-71.7
College graduate,186,77.5,71.5-83.5
Vermont,,,
Less than H.S.,672,25.0,21.8-28.3
H.S. or G.E.D.,193,43.4,36.4-50.4
Some post-H.S.,841,62.2,58.9-65.5
College graduate,726,83.2,80.4-85.9
Virginia,,,
Less than H.S.,462,26.9,22.8-30.9
H.S. or G.E.D.,640,36.4,32.7-40.2
Some post-H.S.,95,59.8,49.9-69.6
College graduate,424,76.4,72.4-80.5
Washington,,,
Less than H.S.,420,24.3,20.2-28.4
H.S. or G.E.D.,640,41.1,37.3-45.0
Some post-H.S.,509,64.4,60.3-68.6
College graduate,571,74.8,71.2-78.3
West Virginia,,,
Less than H.S.,287,22.5,17.6-27.3
H.S. or G.E.D.,596,34.5,30.6-38.3
Some post-H.S.,911,61.7,58.5-64.8
College graduate,995,77.6,75.0-80.2
Wisconsin,,,
Less than H.S.,41,25.6,12.3-39.0
H.S. or G.E.D.,726,35.3,31.8-38.7
Some post-H.S.,768,63.5,60.1-66.9
College graduate,147,76.2,69.3-83.0
Wyoming,,,
Less than H.S.,728,22.3,19.3-25.4
H.S. or G.E.D.,936,39.5,36.3-42.6
Some post-H.S.,579,63.2,59.2-67.1
College graduate,798,71.6,68.4-74.7
Guam,,,
Less than H.S.,303,26.1,21.1-31.0
H.S. or G.E.D.,817,40.7,37.3-44.1
Some post-H.S.,686,66.2,62.7-69.8
College graduate,378,78.2,74.0-82.3
Puerto Rico,,,
Less than H.S.,144,20.9,14.2-27.5
H.S. or G.E.D.,330,36.2,31.0-41.4
Some post-H.S.,475,64.5,60.2-68.8
College graduate,191,76.5,70.5-82.6
