Location,n,Percentage,95% CI
H.S. or G.E.D.,974,23.1,20.4-25.7
Some post-H.S.,417,30.8,26.4-35.2
College graduate,110,55.0,45.7-64.3
Kentucky,,,
Less than H.S.,595,16.1,13.1-19.0
H.S. or G.E.D.,330,17.1,13.0-21.1
Some post-H.S.,879,32.1,29.0-35.2
College graduate,673,56.6,52.9-60.4
Louisiana,,,
Less than H.S.,663,14.9,12.2-17.6
H.S. or G.E.D.,936,23.7,21.0-26.4
Some post-H.S.,912,23.1,20.4-25.9
College graduate,400,54.5,49.6-59.3
Maine,,,
Less than H.S.,621,15.3,12.4-18.1
H.S. or G.E.D.,226,18.1,13.1-23.1
Some post-H.S.,751,31.3,28.0-34.6
College graduate,101,46.0,36.3-55.8
Maryland,,,
Less than H.S.,76,15.3,6.5-22.2
H.S. or G.E.D.,707,21.1,17.1-23.0
Some post-H.S.,263,36.4,29.7-41.2
College graduate,821,51.4,47.0-53.9
Massachusetts,,,
Less than H.S.,326,13.6,9.0-16.2
H.S. or G.E.D.,111,18.5,10.4-24.6
Some post-H.S.,905,34.7,30.7-36.8
College graduate,268,54.0,47.0-59.0
Michigan,,,
Less than H.S.,917,13.4,11.2-15.6
H.S. or G.E.D.,133,20.5,13.7-27.4
Some post-H.S.,419,31.3,26.9-35.7
College graduate,314,54.9,49.4-60.4
Minnesota,,,
Less than H.S.,494,12.9,9.9-15.8
H.S. or G.E.D.,680,18.0,15.1-20.9
Some post-H.S.,884,29.8,26.8-32.8
College graduate,403,47.6,42.7-52.5
Mississippi,,,
Less than H.S.,196,15.9,10.8-21.0
H.S. or G.E.D.,409,19.8,15.9-23.6
Some post-H.S.,393,31.0,26.4-35.6
College graduate,244,51.3,45.0-57.6
Missouri,,,
Less than H.S.,716,10.8,8.5-13.0
H.S. or G.E.D.,303,17.7,13.4-22.0
Some post-H.S.,748,30.0,26.7-33.3
College graduate,989,49.6,46.5-52.7
Montana,,,
Less than H.S.,729,14.5,12.0-17.1
H.S. or G.E.D.,693,20.2,17.2-23.2
Some post-H.S.,103,36.7,27.4-46.0
College graduate,653,52.5,48.7-56.4
Nebraska,,,
Less than H.S.,680,15.8,13.0-18.5
H.S. or G.E.D.,205,18.8,13.4-24.1
Some post-H.S.,576,25.2,21.7-28.8
College graduate,776,51.9,48.4-55.4
Nevada,,,
Less than H.S.,280,15.2,11.0-19.4
H.S. or G.E.D.,197,26.4,20.2-32.5
Some post-H.S.,503,30.4,26.4-34.4
College graduate,418,52.9,48.1-57.7
New Hampshire,,,
Less than H.S.,306,14.9,10.9-18.9
H.S. or G.E.D.,977,15.5,13.2-17.8
Some post-H.S.,685,34.4,30.9-38.0
College graduate,734,54.3,50.7-57.9
New Mexico,,,
Less than H.S.,600,17.4,14.3-20.4
H.S. or G.E.D.,254,16.3,11.7-20.8
Some post-H.S.,731,35.2,31.7-38.7
College graduate,362,47.8,42.6-52.9
New York,,,
Less than H.S.,893,16.8,14.3-19.2
H.S. or G.E.D.,816,25.6,22.6-28.6
Some post-H.S.,824,28.0,25.0-31.1
College graduate,87,50.3,39.8-60.8
North Carolina,,,
Less than H.S.,264,15.3,11.0-19.6
H.S. or G.E.D.,871,17.5,15.0-20.0
Some post-H.S.,62,26.3,15.4-37.3
College graduate,854,52.2,48.9-55.6
North Dakota,,,
Less than H.S.,353,11.8,8.4-15.2
H.S. or G.E.D.,440,20.4,16.7-24.2
Some post-H.S.,304,28.2,23.2-33.3
College graduate,97,56.6,46.8-66.5
Ohio,,,
Less than H.S.,246,12.7,8.5-16.8
H.S. or G.E.D.,965,18.0,15.6-20.5
Some post-H.S.,995,33.4,30.5-36.4
College graduate,610,48.3,44.3-52.3
Oklahoma,,,
Less than H.S.,927,15.7,13.3-18.0
H.S. or G.E.D.,765,22.9,19.9-25.9
Some post-H.S.,352,26.2,21.6-30.8
College graduate,247,52.6,46.3-58.8
Oregon,,,
Less than H.S.,701,15.8,13.1-18.5
H.S. or G.E.D.,541,21.3,17.9-24.8
Some post-H.S.,435,27.3,23.1-31.5
College graduate,935,48.0,44.8-51.2
Pennsylvania,,,
Less than H.S.,966,16.6,14.2-18.9
H.S. or G.E.D.,688,19.9,16.9-22.9
Some post-H.S.,499,31.8,27.7-35.8
College graduate,176,53.0,45.7-60.4
Rhode Island,,,
Less than H.S.,301,13.0,9.2-16.8
H.S. or G.E.D.,172,19.7,13.8-25.6
Some post-H.S.,282,31.9,26.4-37.3
College graduate,792,49.9,46.4-53.3
South Carolina,,,
Less than H.S.,604,20.6,17.4-23.8
H.S. or G.E.D.,581,20.4,17.1-23.7
Some post-H.S.,299,27.4,22.4-32.5
College graduate,794,54.0,50.5-57.4
South Dakota,,,
Less than H.S.,628,12.1,9.5-14.6
H.S. or G.E.D.,468,21.4,17.6-25.1
Some post-H.S.,949,34.5,31.5-37.5
College graduate,627,49.5,45.6-53.5
Tennessee,,,
Less than H.S.,438,17.9,14.3-21.5
H.S. or G.E.D.,400,20.2,16.3-24.2
Some post-H.S.,254,33.5,27.7-39.3
College graduate,171,57.7,50.3-65.1
Texas,,,
Less than H.S.,551,14.3,11.3-17.2
H.S. or G.E.D.,535,16.7,13.6-19.9
Some post-H.S.,123,28.3,20.4-36.3
College graduate,803,49.6,46.1-53.0
Utah,,,
Less than H.S.,78,14.8,6.9-22.6
H.S. or G.E.D.,911,20.0,17.4-22.6
Some post-H.S.,142,31.8,24.2-39.5
College graduate,186,54.5,47.3-61.6
Vermont,,,
Less than H.S.,672,15.0,12.3-17.7
H.S. or G.E.D.,193,23.4,17.4-29.3
Some post-H.S.,841,30.2,27.1-33.3
College graduate,726,60.2,56.6-63.7
Virginia,,,
Less than H.S.,462,16.9,13.5-20.3
H.S. or G.E.D.,640,16.4,13.6-19.3
Some post-H.S.,95,27.8,18.8-36.8
College graduate,424,53.4,48.7-58.2
Washington,,,
Less than H.S.,420,14.3,11.0-17.7
H.S. or G.E.D.,640,21.1,18.0-24.3
Some post-H.S.,509,32.4,28.4-36.5
College graduate,571,51.8,47.7-55.9
West Virginia,,,
Less than H.S.,287,12.5,8.6-16.3
H.S. or G.E.D.,596,14.5,11.6-17.3
Some post-H.S.,911,29.7,26.7-32.6
College graduate,995,54.6,51.5-57.7
Wisconsin,,,
Less than H.S.,41,15.6,4.5-26.8
H.S. or G.E.D.,726,15.3,12.6-17.9
Some post-H.S.,768,31.5,28.2-34.8
College graduate,147,53.2,45.1-61.2
Wyoming,,,
Less than H.S.,728,12.3,10.0-14.7
H.S. or G.E.D.,936,19.5,16.9-22.0
Some post-H.S.,579,31.2,27.4-34.9
College graduate,798,48.6,45.1-52.0
Guam,,,
Less than H.S.,303,16.1,11.9-20.2
H.S. or G.E.D.,817,20.7,17.9-23.5
Some post-H.S.,686,34.2,30.7-37.8
College graduate,378,55.2,50.1-60.2
Puerto Rico,,,
Less than H.S.,144,10.9,5.8-16.0
H.S. or G.E.D.,330,16.2,12.2-20.2
Some post-H.S.,475,32.5,28.3-36.8
College graduate,191,53.5,46.5-60.6
