Location,n,Percentage,95% CI
Less than H.S.,264,13.3,9.2-17.4
H.S. or G.E.D.,871,12.5,10.3-14.7
Some post-H.S.,62,15.3,6.4-24.3
College graduate,854,31.2,28.1-34.3
North Dakota,,,
Less than H.S.,353,9.8,6.7-12.9
H.S. or G.E.D.,440,15.4,12.0-18.8
Some post-H.S.,304,17.2,13.0-21.5
College graduate,97,35.6,26.1-45.2
Ohio,,,
Less than H.S.,246,10.7,6.8-14.5
H.S. or G.E.D.,965,13.0,10.9-15.2
Some post-H.S.,995,22.4,19.8-25.0
College graduate,610,27.3,23.8-30.8
Oklahoma,,,
Less than H.S.,927,13.7,11.5-15.9
H.S. or G.E.D.,765,17.9,15.2-20.6
Some post-H.S.,352,15.2,11.4-18.9
College graduate,247,31.6,25.8-37.3
Oregon,,,
Less than H.S.,701,13.8,11.2-16.3
H.S. or G.E.D.,541,16.3,13.2-19.5
Some post-H.S.,435,16.3,12.8-19.8
College graduate,935,27.0,24.2-29.9
Pennsylvania,,,
Less than H.S.,966,14.6,12.3-16.8
H.S. or G.E.D.,688,14.9,12.2-17.6
Some post-H.S.,499,20.8,17.2-24.3
College graduate,176,32.0,25.1-38.9
Rhode Island,,,
Less than H.S.,301,11.0,7.4-14.5
H.S. or G.E.D.,172,14.7,9.4-20.0
Some post-H.S.,282,20.9,16.1-25.6
College graduate,792,28.9,25.7-32.0
South Carolina,,,
Less than H.S.,604,18.6,15.5-21.7
H.S. or G.E.D.,581,15.4,12.5-18.4
Some post-H.S.,299,16.4,12.2-20.6
College graduate,794,33.0,29.7-36.2
South Dakota,,,
Less than H.S.,628,10.1,7.7-12.4
H.S. or G.E.D.,468,16.4,13.0-19.7
Some post-H.S.,949,23.5,20.8-26.2
College graduate,627,28.5,25.0-32.1
Tennessee,,,
Less than H.S.,438,15.9,12.5-19.3
H.S. or G.E.D.,400,15.2,11.7-18.8
Some post-H.S.,254,22.5,17.3-27.6
College graduate,171,36.7,29.5-43.9
Texas,,,
Less than H.S.,551,12.3,9.5-15.0
H.S. or G.E.D.,535,11.7,9.0-14.5
Some post-H.S.,123,17.3,10.6-24.0
College graduate,803,28.6,25.4-31.7
Utah,,,
Less than H.S.,78,12.8,5.4-20.2
H.S. or G.E.D.,911,15.0,12.7-17.3
Some post-H.S.,142,20.8,14.2-27.5
College graduate,186,33.5,26.7-40.3
Vermont,,,
Less than H.S.,672,13.0,10.5-15.6
H.S. or G.E.D.,193,18.4,12.9-23.8
Some post-H.S.,841,19.2,16.5-21.9
College graduate,726,39.2,35.6-42.7
Virginia,,,
Less than H.S.,462,14.9,11.6-18.1
H.S. or G.E.D.,640,11.4,9.0-13.9
Some post-H.S.,95,16.8,9.3-24.3
College graduate,424,32.4,28.0-36.9
Washington,,,
Less than H.S.,420,12.3,9.2-15.5
H.S. or G.E.D.,640,16.1,13.3-19.0
Some post-H.S.,509,21.4,17.9-25.0
College graduate,571,30.8,27.0-34.6
West Virginia,,,
Less than H.S.,287,10.5,6.9-14.0
H.S. or G.E.D.,596,9.5,7.1-11.8
Some post-H.S.,911,18.7,16.1-21.2
College graduate,995,33.6,30.6-36.5
Wisconsin,,,
Less than H.S.,41,13.6,3.1-24.1
H.S. or G.E.D.,726,10.3,8.1-12.5
Some post-H.S.,768,20.5,17.7-23.4
College graduate,147,32.2,24.6-39.7
Wyoming,,,
Less than H.S.,728,10.3,8.1-12.6
H.S. or G.E.D.,936,14.5,12.2-16.7
Some post-H.S.,579,20.2,16.9-23.4
College graduate,798,27.6,24.5-30.7
Guam,,,
Less than H.S.,303,14.1,10.2-18.0
H.S. or G.E.D.,817,15.7,13.2-18.2
Some post-H.S.,686,23.2,20.1-26.4
College graduate,378,34.2,29.4-38.9
Puerto Rico,,,
Less than H.S.,144,8.9,4.2-13.5
H.S. or G.E.D.,330,11.2,7.8-14.6
Some post-H.S.,475,21.5,17.8-25.2
College graduate,191,32.5,25.9-39.2
