Location,n,Percentage,95% CI
College graduate,97,54.6,44.7-64.6
Ohio,,,
Less than H.S.,246,13.7,9.4-17.9
H.S. or G.E.D.,965,17.0,14.7-19.4
Some post-H.S.,995,32.4,29.5-35.3
College graduate,610,46.3,42.4-50.3
Oklahoma,,,
Less than H.S.,927,16.7,14.3-19.1
H.S. or G.E.D.,765,21.9,19.0-24.9
Some post-H.S.,352,25.2,20.6-29.7
College graduate,247,50.6,44.3-56.8
Oregon,,,
Less than H.S.,701,16.8,14.0-19.5
H.S. or G.E.D.,541,20.3,17.0-23.7
Some post-H.S.,435,26.3,22.2-30.4
College graduate,935,46.0,42.8-49.2
Pennsylvania,,,
Less than H.S.,966,17.6,15.2-20.0
H.S. or G.E.D.,688,18.9,16.0-21.8
Some post-H.S.,499,30.8,26.7-34.8
College graduate,176,51.0,43.7-58.4
Rhode Island,,,
Less than H.S.,301,14.0,10.0-17.9
H.S. or G.E.D.,172,18.7,12.9-24.5
Some post-H.S.,282,30.9,25.5-36.3
College graduate,792,47.9,44.4-51.3
South Carolina,,,
Less than H.S.,604,21.6,18.3-24.9
H.S. or G.E.D.,581,19.4,16.2-22.6
Some post-H.S.,299,26.4,21.4-31.4
College graduate,794,52.0,48.5-55.4
South Dakota,,,
Less than H.S.,628,13.1,10.4-15.7
H.S. or G.E.D.,468,20.4,16.7-24.0
Some post-H.S.,949,33.5,30.5-36.5
College graduate,627,47.5,43.6-51.4
Tennessee,,,
Less than H.S.,438,18.9,15.2-22.6
H.S. or G.E.D.,400,19.2,15.4-23.1
Some post-H.S.,254,32.5,26.7-38.2
College graduate,171,55.7,48.2-63.1
Texas,,,
Less than H.S.,551,15.3,12.3-18.3
H.S. or G.E.D.,535,15.7,12.7-18.8
Some post-H.S.,123,27.3,19.5-35.2
College graduate,803,47.6,44.1-51.0
Utah,,,
Less than H.S.,78,15.8,7.7-23.9
H.S. or G.E.D.,911,19.0,16.5-21.6
Some post-H.S.,142,30.8,23.2-38.4
College graduate,186,52.5,45.3-59.7
Vermont,,,
Less than H.S.,672,16.0,13.3-18.8
H.S. or G.E.D.,193,22.4,16.5-28.2
Some post-H.S.,841,29.2,26.1-32.3
College graduate,726,58.2,54.6-61.7
Virginia,,,
Less than H.S.,462,17.9,14.4-21.4
H.S. or G.E.D.,640,15.4,12.6-18.2
Some post-H.S.,95,26.8,17.9-35.7
College graduate,424,51.4,46.7-56.2
Washington,,,
Less than H.S.,420,15.3,11.9-18.8
H.S. or G.E.D.,640,20.1,17.0-23.2
Some post-H.S.,509,31.4,27.4-35.5
College graduate,571,49.8,45.7-53.9
West Virginia,,,
Less than H.S.,287,13.5,9.5-17.4
H.S. or G.E.D.,596,13.5,10.7-16.2
Some post-H.S.,911,28.7,25.7-31.6
College graduate,995,52.6,49.5-55.7
Wisconsin,,,
Less than H.S.,41,16.6,5.2-28.0
H.S. or G.E.D.,726,14.3,11.7-16.8
Some post-H.S.,768,30.5,27.3-33.8
College graduate,147,51.2,43.1-59.2
Wyoming,,,
Less than H.S.,728,13.3,10.9-15.8
H.S. or G.E.D.,936,18.5,16.0-20.9
Some post-H.S.,579,30.2,26.4-33.9
College graduate,798,46.6,43.1-50.0
Guam,,,
Less than H.S.,303,17.1,12.8-21.3
H.S. or G.E.D.,817,19.7,17.0-22.4
Some post-H.S.,686,33.2,29.7-36.8
College graduate,378,53.2,48.1-58.2
Puerto Rico,,,
Less than H.S.,144,11.9,6.6-17.1
H.S. or G.E.D.,330,15.2,11.3-19.1
Some post-H.S.,475,31.5,27.4-35.7
College graduate,191,51.5,44.5-58.6
