Location,n,Percentage,95% CI
Less than H.S.,382,20.5,16.4-24.5
H.S. or G.E.D.,648,35.1,31.4-38.7
Some post-H.S.,300,48.0,42.3-53.6
College graduate,856,74.9,72.0-77.8
Iowa,,,
Less than H.S.,74,21.6,12.2-30.9
H.S. or G.E.D.,777,35.4,32.1-38.8
Some post-H.S.,500,43.7,39.3-48.0
College graduate,579,68.4,64.6-72.2
Kansas,,,
Less than H.S.,157,25.4,18.6-32.2
H.S. or G.E.D.,974,40.1,37.0-43.1
Some post-H.S.,417,46.8,42.0-51.6
College graduate,110,75.0,66.9-83.1
Kentucky,,,
Less than H.S.,595,24.1,20.6-27.5
H.S. or G.E.D.,330,34.1,29.0-39.2
Some post-H.S.,879,48.1,44.8-51.4
College graduate,673,76.6,73.4-79.8
Louisiana,,,
Less than H.S.,663,22.9,19.7-26.1
H.S. or G.E.D.,936,40.7,37.5-43.8
Some post-H.S.,912,39.1,36.0-42.3
College graduate,400,74.5,70.2-78.7
Maine,,,
Less than H.S.,621,23.3,19.9-26.6
H.S. or G.E.D.,226,35.1,28.9-41.3
Some post-H.S.,751,47.3,43.7-50.8
College graduate,101,66.0,56.8-75.3
Maryland,,,
Less than H.S.,76,23.3,13.0-31.7
H.S. or G.E.D.,707,38.1,33.5-40.6
Some post-H.S.,263,52.4,45.4-57.5
College graduate,821,71.4,67.3-73.6
Massachusetts,,,
Less than H.S.,326,21.6,16.2-25.0
H.S. or G.E.D.,111,35.5,25.7-43.3
Some post-H.S.,905,50.7,46.5-53.0
College graduate,268,74.0,67.7-78.3
Michigan,,,
Less than H.S.,917,21.4,18.8-24.1
H.S. or G.E.D.,133,37.5,29.3-45.8
Some post-H.S.,419,47.3,42.5-52.1
College graduate,314,74.9,70.1-79.7
Minnesota,,,
Less than H.S.,494,20.9,17.3-24.5
H.S. or G.E.D.,680,35.0,31.4-38.6
Some post-H.S.,884,45.8,42.5-49.1
College graduate,403,67.6,63.0-72.2
Mississippi,,,
Less than H.S.,196,23.9,17.9-29.9
H.S. or G.E.D.,409,36.8,32.1-41.5
Some post-H.S.,393,47.0,42.1-51.9
College graduate,244,71.3,65.6-77.0
Missouri,,,
Less than H.S.,716,18.8,15.9-21.6
H.S. or G.E.D.,303,34.7,29.4-40.1
Some post-H.S.,748,46.0,42.4-49.5
College graduate,989,69.6,66.7-72.5
Montana,,,
Less than H.S.,729,22.5,19.5-25.5
H.S. or G.E.D.,693,37.2,33.6-40.8
Some post-H.S.,103,52.7,43.0-62.3
College graduate,653,72.5,69.1-75.9
Nebraska,,,
Less than H.S.,680,23.8,20.6-27.0
H.S. or G.E.D.,205,35.8,29.2-42.3
Some post-H.S.,576,41.2,37.2-45.3
College graduate,776,71.9,68.8-75.1
Nevada,,,
Less than H.S.,280,23.2,18.2-28.1
H.S. or G.E.D.,197,43.4,36.5-50.3
Some post-H.S.,503,46.4,42.1-50.8
College graduate,418,72.9,68.6-77.2
New Hampshire,,,
Less than H.S.,306,22.9,18.2-27.6
H.S. or G.E.D.,977,32.5,29.6-35.4
Some post-H.S.,685,50.4,46.7-54.2
College graduate,734,74.3,71.1-77.4
New Mexico,,,
Less than H.S.,600,25.4,21.9-28.9
H.S. or G.E.D.,254,33.3,27.5-39.1
Some post-H.S.,731,51.2,47.6-54.8
College graduate,362,67.8,63.0-72.6
New York,,,
Less than H.S.,893,24.8,21.9-27.6
H.S. or G.E.D.,816,42.6,39.2-46.0
Some post-H.S.,824,44.0,40.6-47.4
College graduate,87,70.3,60.7-79.9
North Carolina,,,
Less than H.S.,264,23.3,18.2-28.4
H.S. or G.E.D.,871,34.5,31.3-37.6
Some post-H.S.,62,42.3,30.0-54.6
College graduate,854,72.2,69.2-75.2
North Dakota,,,
Less than H.S.,353,19.8,15.7-24.0
H.S. or G.E.D.,440,37.4,32.9-41.9
Some post-H.S.,304,44.2,38.7-49.8
College graduate,97,76.6,68.2-85.1
Ohio,,,
Less than H.S.,246,20.7,15.6-25.7
H.S. or G.E.D.,965,35.0,32.0-38.0
Some post-H.S.,995,49.4,46.3-52.5
College graduate,610,68.3,64.6-72.0
Oklahoma,,,
Less than H.S.,927,23.7,20.9-26.4
H.S. or G.E.D.,765,39.9,36.5-43.4
Some post-H.S.,352,42.2,37.0-47.3
College graduate,247,72.6,67.0-78.1
Oregon,,,
Less than H.S.,701,23.8,20.6-26.9
H.S. or G.E.D.,541,38.3,34.2-42.4
Some post-H.S.,435,43.3,38.6-47.9
College graduate,935,68.0,65.0-71.0
Pennsylvania,,,
Less than H.S.,966,24.6,21.9-27.3
H.S. or G.E.D.,688,36.9,33.3-40.5
Some post-H.S.,499,47.8,43.4-52.1
College graduate,176,73.0,66.5-79.6
Rhode Island,,,
Less than H.S.,301,21.0,16.4-25.6
H.S. or G.E.D.,172,36.7,29.5-43.9
Some post-H.S.,282,47.9,42.0-53.7
College graduate,792,69.9,66.7-73.1
South Carolina,,,
Less than H.S.,604,28.6,25.0-32.2
H.S. or G.E.D.,581,37.4,33.5-41.4
Some post-H.S.,299,43.4,37.8-49.0
College graduate,794,74.0,70.9-77.0
South Dakota,,,
Less than H.S.,628,20.1,16.9-23.2
H.S. or G.E.D.,468,38.4,34.0-42.8
Some post-H.S.,949,50.5,47.3-53.7
College graduate,627,69.5,65.9-73.1
Tennessee,,,
Less than H.S.,438,25.9,21.8-30.0
H.S. or G.E.D.,400,37.2,32.5-42.0
Some post-H.S.,254,49.5,43.3-55.6
College graduate,171,77.7,71.5-83.9
Texas,,,
Less than H.S.,551,22.3,18.8-25.7
H.S. or G.E.D.,535,33.7,29.7-37.7
Some post-H.S.,123,44.3,35.6-53.1
College graduate,803,69.6,66.4-72.7
Utah,,,
Less than H.S.,78,22.8,13.5-32.1
H.S. or G.E.D.,911,37.0,33.9-40.2
Some post-H.S.,142,47.8,39.6-56.0
College graduate,186,74.5,68.2-80.7
Vermont,,,
Less than H.S.,672,23.0,19.9-26.2
H.S. or G.E.D.,193,40.4,33.4-47.3
Some post-H.S.,841,46.2,42.8-49.6
College graduate,726,80.2,77.3-83.1
Virginia,,,
Less than H.S.,462,24.9,20.9-28.8
H.S. or G.E.D.,640,33.4,29.8-37.1
Some post-H.S.,95,43.8,33.8-53.8
College graduate,424,73.4,69.2-77.7
Washington,,,
Less than H.S.,420,22.3,18.3-26.3
H.S. or G.E.D.,640,38.1,34.4-41.9
Some post-H.S.,509,48.4,44.1-52.8
College graduate,571,71.8,68.1-75.5
West Virginia,,,
Less than H.S.,287,20.5,15.8-25.1
H.S. or G.E.D.,596,31.5,27.7-35.2
Some post-H.S.,911,45.7,42.4-48.9
College graduate,995,74.6,71.9-77.3
Wisconsin,,,
Less than H.S.,41,23.6,10.6-36.6
H.S. or G.E.D.,726,32.3,28.9-35.7
Some post-H.S.,768,47.5,44.0-51.1
College graduate,147,73.2,66.0-80.3
Wyoming,,,
Less than H.S.,728,20.3,17.4-23.3
H.S. or G.E.D.,936,36.5,33.4-39.5
Some post-H.S.,579,47.2,43.1-51.2
College graduate,798,68.6,65.4-71.8
Guam,,,
Less than H.S.,303,24.1,19.3-28.9
H.S. or G.E.D.,817,37.7,34.4-41.0
Some post-H.S.,686,50.2,46.5-54.0
College graduate,378,75.2,70.8-79.5
Puerto Rico,,,
Less than H.S.,144,18.9,12.5-25.3
H.S. or G.E.D.,330,33.2,28.1-38.3
Some post-H.S.,475,48.5,44.1-53.0
College graduate,191,73.5,67.3-79.8
