Location,n,Percentage,95% CI
H.S. or G.E.D.,400,38.2,33.5-43.0
Some post-H.S.,254,66.5,60.7-72.3
College graduate,171,76.7,70.4-83.0
Texas,,,
Less than H.S.,551,18.3,15.0-21.5
H.S. or G.E.D.,535,34.7,30.7-38.8
Some post-H.S.,123,61.3,52.7-69.9
College graduate,803,68.6,65.3-71.8
Utah,,,
Less than H.S.,78,18.8,10.1-27.4
H.S. or G.E.D.,911,38.0,34.9-41.2
Some post-H.S.,142,64.8,57.0-72.7
College graduate,186,73.5,67.1-79.8
Vermont,,,
Less than H.S.,672,19.0,16.1-22.0
H.S. or G.E.D.,193,41.4,34.4-48.3
Some post-H.S.,841,63.2,59.9-66.5
College graduate,726,79.2,76.2-82.1
Virginia,,,
Less than H.S.,462,20.9,17.2-24.6
H.S. or G.E.D.,640,34.4,30.7-38.1
Some post-H.S.,95,60.8,51.0-70.6
College graduate,424,72.4,68.2-76.7
Washington,,,
Less than H.S.,420,18.3,14.6-22.0
H.S. or G.E.D.,640,39.1,35.4-42.9
Some post-H.S.,509,65.4,61.3-69.6
College graduate,571,70.8,67.1-74.5
West Virginia,,,
Less than H.S.,287,16.5,12.2-20.7
H.S. or G.E.D.,596,32.5,28.7-36.2
Some post-H.S.,911,62.7,59.5-65.8
College graduate,995,73.6,70.8-76.3
Wisconsin,,,
Less than H.S.,41,19.6,7.5-31.8
H.S. or G.E.D.,726,33.3,29.8-36.7
Some post-H.S.,768,64.5,61.1-67.9
College graduate,147,72.2,64.9-79.4
Wyoming,,,
Less than H.S.,728,16.3,13.7-19.0
H.S. or G.E.D.,936,37.5,34.4-40.6
Some post-H.S.,579,64.2,60.3-68.1
College graduate,798,67.6,64.3-70.8
Guam,,,
Less than H.S.,303,20.1,15.6-24.6
H.S. or G.E.D.,817,38.7,35.3-42.0
Some post-H.S.,686,67.2,63.7-70.8
College graduate,378,74.2,69.7-78.6
Puerto Rico,,,
Less than H.S.,144,14.9,9.1-20.7
H.S. or G.E.D.,330,34.2,29.1-39.3
Some post-H.S.,475,65.5,61.3-69.8
College graduate,191,72.5,66.2-78.9
