Location,n,Percentage,95% CI
Some post-H.S.,419,63.3,58.7-67.9
College graduate,314,75.9,71.2-80.6
Minnesota,,,
Less than H.S.,494,18.9,15.4-22.3
H.S. or G.E.D.,680,34.0,30.5-37.6
Some post-H.S.,884,61.8,58.6-65.0
College graduate,403,68.6,64.1-73.1
Mississippi,,,
Less than H.S.,196,21.9,16.1-27.7
H.S. or G.E.D.,409,35.8,31.1-40.4
Some post-H.S.,393,63.0,58.2-67.8
College graduate,244,72.3,66.7-77.9
Missouri,,,
Less than H.S.,716,16.8,14.0-19.5
H.S. or G.E.D.,303,33.7,28.4-39.1
Some post-H.S.,748,62.0,58.5-65.5
College graduate,989,70.6,67.8-73.4
Montana,,,
Less than H.S.,729,20.5,17.6-23.4
H.S. or G.E.D.,693,36.2,32.6-39.8
Some post-H.S.,103,68.7,59.7-77.6
College graduate,653,73.5,70.1-76.9
Nebraska,,,
Less than H.S.,680,21.8,18.7-24.9
H.S. or G.E.D.,205,34.8,28.3-41.3
Some post-H.S.,576,57.2,53.2-61.3
College graduate,776,72.9,69.8-76.0
Nevada,,,
Less than H.S.,280,21.2,16.4-26.0
H.S. or G.E.D.,197,42.4,35.5-49.3
Some post-H.S.,503,62.4,58.2-66.7
College graduate,418,73.9,69.7-78.1
New Hampshire,,,
Less than H.S.,306,20.9,16.3-25.5
H.S. or G.E.D.,977,31.5,28.6-34.4
Some post-H.S.,685,66.4,62.9-70.0
College graduate,734,75.3,72.1-78.4
New Mexico,,,
Less than H.S.,600,23.4,20.0-26.8
H.S. or G.E.D.,254,32.3,26.5-38.0
Some post-H.S.,731,67.2,63.8-70.6
College graduate,362,68.8,64.0-73.6
New York,,,
Less than H.S.,893,22.8,20.0-25.5
H.S. or G.E.D.,816,41.6,38.2-45.0
Some post-H.S.,824,60.0,56.7-63.4
College graduate,87,71.3,61.8-80.8
North Carolina,,,
Less than H.S.,264,21.3,16.4-26.2
H.S. or G.E.D.,871,33.5,30.4-36.6
Some post-H.S.,62,58.3,46.1-70.6
College graduate,854,73.2,70.2-76.2
North Dakota,,,
Less than H.S.,353,17.8,13.8-21.8
H.S. or G.E.D.,440,36.4,31.9-40.9
Some post-H.S.,304,60.2,54.7-65.7
College graduate,97,77.6,69.4-85.9
Ohio,,,
Less than H.S.,246,18.7,13.8-23.5
H.S. or G.E.D.,965,34.0,31.0-37.0
Some post-H.S.,995,65.4,62.5-68.4
College graduate,610,69.3,65.6-73.0
Oklahoma,,,
Less than H.S.,927,21.7,19.0-24.3
H.S. or G.E.D.,765,38.9,35.5-42.4
Some post-H.S.,352,58.2,53.0-63.3
College graduate,247,73.6,68.1-79.1
Oregon,,,
Less than H.S.,701,21.8,18.7-24.8
H.S. or G.E.D.,541,37.3,33.3-41.4
Some post-H.S.,435,59.3,54.7-63.9
College graduate,935,69.0,66.1-72.0
Pennsylvania,,,
Less than H.S.,966,22.6,19.9-25.2
H.S. or G.E.D.,688,35.9,32.3-39.5
Some post-H.S.,499,63.8,59.5-68.0
College graduate,176,74.0,67.6-80.5
Rhode Island,,,
Less than H.S.,301,19.0,14.5-23.4
H.S. or G.E.D.,172,35.7,28.5-42.9
Some post-H.S.,282,63.9,58.3-69.5
College graduate,792,70.9,67.7-74.0
South Carolina,,,
Less than H.S.,604,26.6,23.1-30.1
H.S. or G.E.D.,581,36.4,32.5-40.3
Some post-H.S.,299,59.4,53.9-65.0
College graduate,794,75.0,72.0-78.0
South Dakota,,,
Less than H.S.,628,18.1,15.1-21.1
H.S. or G.E.D.,468,37.4,33.0-41.7
Some post-H.S.,949,66.5,63.5-69.5
College graduate,627,70.5,67.0-74.1
Tennessee,,,
Less than H.S.,438,23.9,19.9-27.9
H.S. or G.E.D.,400,36.2,31.5-40.9
Some post-H.S.,254,65.5,59.6-71.3
College graduate,171,78.7,72.6-84.8
Texas,,,
Less than H.S.,551,20.3,16.9-23.6
H.S. or G.E.D.,535,32.7,28.8-36.7
Some post-H.S.,123,60.3,51.7-69.0
College graduate,803,70.6,67.4-73.7
Utah,,,
Less than H.S.,78,20.8,11.8-29.8
H.S. or G.E.D.,911,36.0,32.9-39.1
Some post-H.S.,142,63.8,55.9-71.7
College graduate,186,75.5,69.3-81.7
Vermont,,,
Less than H.S.,672,21.0,18.0-24.1
H.S. or G.E.D.,193,39.4,32.5-46.3
Some post-H.S.,841,62.2,58.9-65.5
College graduate,726,81.2,78.3-84.0
Virginia,,,
Less than H.S.,462,22.9,19.0-26.7
H.S. or G.E.D.,640,32.4,28.8-36.1
Some post-H.S.,95,59.8,49.9-69.6
College graduate,424,74.4,70.3-78.6
Washington,,,
Less than H.S.,420,20.3,16.5-24.2
H.S. or G.E.D.,640,37.1,33.4-40.9
Some post-H.S.,509,64.4,60.3-68.6
College graduate,571,72.8,69.1-76.4
West Virginia,,,
Less than H.S.,287,18.5,14.0-22.9
H.S. or G.E.D.,596,30.5,26.8-34.2
Some post-H.S.,911,61.7,58.5-64.8
College graduate,995,75.6,72.9-78.2
Wisconsin,,,
Less than H.S.,41,21.6,9.0-34.2
H.S. or G.E.D.,726,31.3,27.9-34.6
Some post-H.S.,768,63.5,60.1-66.9
College graduate,147,74.2,67.1-81.2
Wyoming,,,
Less than H.S.,728,18.3,15.5-21.2
H.S. or G.E.D.,936,35.5,32.4-38.5
Some post-H.S.,579,63.2,59.2-67.1
College graduate,798,69.6,66.4-72.8
Guam,,,
Less than H.S.,303,22.1,17.4-26.7
H.S. or G.E.D.,817,36.7,33.4-40.0
Some post-H.S.,686,66.2,62.7-69.8
College graduate,378,76.2,71.9-80.5
Puerto Rico,,,
Less than H.S.,144,16.9,10.8-23.0
H.S. or G.E.D.,330,32.2,27.1-37.2
Some post-H.S.,475,64.5,60.2-68.8
College graduate,191,74.5,68.4-80.7
