Location,n,Percentage,95% CI
Minnesota,,,
Less than H.S.,494,22.9,19.2-26.6
H.S. or G.E.D.,680,40.0,36.3-43.7
Some post-H.S.,884,66.8,63.7-69.9
College graduate,403,72.6,68.3-77.0
Mississippi,,,
Less than H.S.,196,25.9,19.8-32.0
H.S. or G.E.D.,409,41.8,37.0-46.6
Some post-H.S.,393,68.0,63.4-72.6
College graduate,244,76.3,71.0-81.6
Missouri,,,
Less than H.S.,716,20.8,17.8-23.7
H.S. or G.E.D.,303,39.7,34.2-45.2
Some post-H.S.,748,67.0,63.6-70.3
College graduate,989,74.6,71.9-77.3
Montana,,,
Less than H.S.,729,24.5,21.4-27.6
H.S. or G.E.D.,693,42.2,38.5-45.9
Some post-H.S.,103,73.7,65.2-82.2
College graduate,653,77.5,74.3-80.7
Nebraska,,,
Less than H.S.,680,25.8,22.5-29.1
H.S. or G.E.D.,205,40.8,34.0-47.5
Some post-H.S.,576,62.2,58.3-66.2
College graduate,776,76.9,74.0-79.9
Nevada,,,
Less than H.S.,280,25.2,20.1-30.3
H.S. or G.E.D.,197,48.4,41.4-55.4
Some post-H.S.,503,67.4,63.3-71.5
College graduate,418,77.9,73.9-81.9
New Hampshire,,,
Less than H.S.,306,24.9,20.1-29.7
H.S. or G.E.D.,977,37.5,34.5-40.5
Some post-H.S.,685,71.4,68.0-74.8
College graduate,734,79.3,76.3-82.2
New Mexico,,,
Less than H.S.,600,27.4,23.8-30.9
H.S. or G.E.D.,254,38.3,32.3-44.2
Some post-H.S.,731,72.2,69.0-75.5
College graduate,362,72.8,68.2-77.4
New York,,,
Less than H.S.,893,26.8,23.9-29.7
H.S. or G.E.D.,816,47.6,44.1-51.0
Some post-H.S.,824,65.0,61.8-68.3
College graduate,87,75.3,66.2-84.4
North Carolina,,,
Less than H.S.,264,25.3,20.1-30.5
H.S. or G.E.D.,871,39.5,36.2-42.7
Some post-H.S.,62,63.3,51.4-75.3
College graduate,854,77.2,74.4-80.0
North Dakota,,,
Less than H.S.,353,21.8,17.5-26.1
H.S. or G.E.D.,440,42.4,37.8-47.0
Some post-H.S.,304,65.2,59.9-70.6
College graduate,97,81.6,73.9-89.4
Ohio,,,
Less than H.S.,246,22.7,17.4-27.9
H.S. or G.E.D.,965,40.0,36.9-43.1
Some post-H.S.,995,70.4,67.6-73.3
College graduate,610,73.3,69.8-76.8
Oklahoma,,,
Less than H.S.,927,25.7,22.9-28.5
H.S. or G.E.D.,765,44.9,41.4-48.4
Some post-H.S.,352,63.2,58.1-68.2
College graduate,247,77.6,72.4-82.8
Oregon,,,
Less than H.S.,701,25.8,22.5-29.0
H.S. or G.E.D.,541,43.3,39.2-47.5
Some post-H.S.,435,64.3,59.8-68.8
College graduate,935,73.0,70.2-75.9
Pennsylvania,,,
Less than H.S.,966,26.6,23.8-29.4
H.S. or G.E.D.,688,41.9,38.2-45.6
Some post-H.S.,499,68.8,64.7-72.8
College graduate,176,78.0,71.9-84.2
Rhode Island,,,
Less than H.S.,301,23.0,18.2-27.7
H.S. or G.E.D.,172,41.7,34.3-49.1
Some post-H.S.,282,68.9,63.5-74.3
College graduate,792,74.9,71.8-77.9
South Carolina,,,
Less than H.S.,604,30.6,26.9-34.3
H.S. or G.E.D.,581,42.4,38.4-46.4
Some post-H.S.,299,64.4,59.0-69.9
College graduate,794,79.0,76.1-81.8
South Dakota,,,
Less than H.S.,628,22.1,18.8-25.3
H.S. or G.E.D.,468,43.4,38.9-47.9
Some post-H.S.,949,71.5,68.6-74.3
College graduate,627,74.5,71.1-77.9
Tennessee,,,
Less than H.S.,438,27.9,23.7-32.1
H.S. or G.E.D.,400,42.2,37.4-47.1
Some post-H.S.,254,70.5,64.9-76.1
College graduate,171,82.7,77.0-88.4
Texas,,,
Less than H.S.,551,24.3,20.7-27.8
H.S. or G.E.D.,535,38.7,34.6-42.9
Some post-H.S.,123,65.3,56.9-73.7
College graduate,803,74.6,71.5-77.6
Utah,,,
Less than H.S.,78,24.8,15.2-34.3
H.S. or G.E.D.,911,42.0,38.8-45.2
Some post-H.S.,142,68.8,61.2-76.4
College graduate,186,79.5,73.7-85.3
Vermont,,,
Less than H.S.,672,25.0,21.8-28.3
H.S. or G.E.D.,193,45.4,38.3-52.4
Some post-H.S.,841,67.2,64.0-70.4
College graduate,726,85.2,82.6-87.7
Virginia,,,
Less than H.S.,462,26.9,22.8-30.9
H.S. or G.E.D.,640,38.4,34.7-42.2
Some post-H.S.,95,64.8,55.2-74.4
College graduate,424,78.4,74.5-82.4
Washington,,,
Less than H.S.,420,24.3,20.2-28.4
H.S. or G.E.D.,640,43.1,39.3-47.0
Some post-H.S.,509,69.4,65.4-73.4
College graduate,571,76.8,73.3-80.2
West Virginia,,,
Less than H.S.,287,22.5,17.6-27.3
H.S. or G.E.D.,596,36.5,32.6-40.3
Some post-H.S.,911,66.7,63.6-69.7
College graduate,995,79.6,77.1-82.1
Wisconsin,,,
Less than H.S.,41,25.6,12.3-39.0
H.S. or G.E.D.,726,37.3,33.7-40.8
Some post-H.S.,768,68.5,65.2-71.8
College graduate,147,78.2,71.5-84.8
Wyoming,,,
Less than H.S.,728,22.3,19.3-25.4
H.S. or G.E.D.,936,41.5,38.3-44.6
Some post-H.S.,579,68.2,64.4-72.0
College graduate,798,73.6,70.5-76.6
Guam,,,
Less than H.S.,303,26.1,21.1-31.0
H.S. or G.E.D.,817,42.7,39.3-46.1
Some post-H.S.,686,71.2,67.9-74.6
College graduate,378,80.2,76.1-84.2
Puerto Rico,,,
Less than H.S.,144,20.9,14.2-27.5
H.S. or G.E.D.,330,38.2,32.9-43.4
Some post-H.S.,475,69.5,65.4-73.7
College graduate,191,78.5,72.7-84.4
