Location,n,Percentage,95% CI
H.S. or G.E.D.,133,17.5,11.1-24.0
Some post-H.S.,419,27.3,23.0-31.6
College graduate,314,50.9,45.4-56.4
Minnesota,,,
Less than H.S.,494,14.9,11.8-18.0
H.S. or G.E.D.,680,15.0,12.3-17.7
Some post-H.S.,884,25.8,22.9-28.7
College graduate,403,43.6,38.8-48.5
Mississippi,,,
Less than H.S.,196,17.9,12.5-23.3
H.S. or G.E.D.,409,16.8,13.2-20.4
Some post-H.S.,393,27.0,22.6-31.4
College graduate,244,47.3,41.0-53.6
Missouri,,,
Less than H.S.,716,12.8,10.3-15.2
H.S. or G.E.D.,303,14.7,10.7-18.7
Some post-H.S.,748,26.0,22.8-29.1
College graduate,989,45.6,42.5-48.7
Montana,,,
Less than H.S.,729,16.5,13.8-19.2
H.S. or G.E.D.,693,17.2,14.4-20.0
Some post-H.S.,103,32.7,23.6-41.7
College graduate,653,48.5,44.7-52.4
Nebraska,,,
Less than H.S.,680,17.8,14.9-20.6
H.S. or G.E.D.,205,15.8,10.8-20.8
Some post-H.S.,576,21.2,17.9-24.6
College graduate,776,47.9,44.4-51.4
Nevada,,,
Less than H.S.,280,17.2,12.8-21.6
H.S. or G.E.D.,197,23.4,17.5-29.3
Some post-H.S.,503,26.4,22.6-30.3
College graduate,418,48.9,44.1-53.7
New Hampshire,,,
Less than H.S.,306,16.9,12.7-21.1
H.S. or G.E.D.,977,12.5,10.4-14.6
Some post-H.S.,685,30.4,27.0-33.9
College graduate,734,50.3,46.6-53.9
New Mexico,,,
Less than H.S.,600,19.4,16.2-22.5
H.S. or G.E.D.,254,13.3,9.1-17.4
Some post-H.S.,731,31.2,27.8-34.6
College graduate,362,43.8,38.7-48.9
New York,,,
Less than H.S.,893,18.8,16.2-21.3
H.S. or G.E.D.,816,22.6,19.7-25.4
Some post-H.S.,824,24.0,21.1-26.9
College graduate,87,46.3,35.8-56.8
North Carolina,,,
Less than H.S.,264,17.3,12.7-21.9
H.S. or G.E.D.,871,14.5,12.2-16.8
Some post-H.S.,62,22.3,12.0-32.7
College graduate,854,48.2,44.9-51.6
North Dakota,,,
Less than H.S.,353,13.8,10.2-17.4
H.S. or G.E.D.,440,17.4,13.9-21.0
Some post-H.S.,304,24.2,19.4-29.1
College graduate,97,52.6,42.7-62.6
Ohio,,,
Less than H.S.,246,14.7,10.2-19.1
H.S. or G.E.D.,965,15.0,12.8-17.3
Some post-H.S.,995,29.4,26.6-32.3
College graduate,610,44.3,40.4-48.2
Oklahoma,,,
Less than H.S.,927,17.7,15.2-20.1
H.S. or G.E.D.,765,19.9,17.1-22.8
Some post-H.S.,352,22.2,17.8-26.5
College graduate,247,48.6,42.3-54.8
Oregon,,,
Less than H.S.,701,17.8,14.9-20.6
H.S. or G.E.D.,541,18.3,15.1-21.6
Some post-H.S.,435,23.3,19.3-27.3
College graduate,935,44.0,40.9-47.2
Pennsylvania,,,
Less than H.S.,966,18.6,16.1-21.0
H.S. or G.E.D.,688,16.9,14.1-19.7
Some post-H.S.,499,27.8,23.8-31.7
College graduate,176,49.0,41.7-56.4
Rhode Island,,,
Less than H.S.,301,15.0,10.9-19.0
H.S. or G.E.D.,172,16.7,11.1-22.3
Some post-H.S.,282,27.9,22.6-33.1
College graduate,792,45.9,42.4-49.3
South Carolina,,,
Less than H.S.,604,22.6,19.3-25.9
H.S. or G.E.D.,581,17.4,14.3-20.5
Some post-H.S.,299,23.4,18.6-28.2
College graduate,794,50.0,46.5-53.4
South Dakota,,,
Less than H.S.,628,14.1,11.4-16.8
H.S. or G.E.D.,468,18.4,14.9-21.9
Some post-H.S.,949,30.5,27.5-33.4
College graduate,627,45.5,41.6-49.4
Tennessee,,,
Less than H.S.,438,19.9,16.2-23.6
H.S. or G.E.D.,400,17.2,13.5-20.9
Some post-H.S.,254,29.5,23.9-35.1
College graduate,171,53.7,46.2-61.2
Texas,,,
Less than H.S.,551,16.3,13.2-19.3
H.S. or G.E.D.,535,13.7,10.8-16.7
Some post-H.S.,123,24.3,16.7-31.9
College graduate,803,45.6,42.1-49.0
Utah,,,
Less than H.S.,78,16.8,8.5-25.1
H.S. or G.E.D.,911,17.0,14.6-19.5
Some post-H.S.,142,27.8,20.5-35.2
College graduate,186,50.5,43.3-57.7
Vermont,,,
Less than H.S.,672,17.0,14.2-19.9
H.S. or G.E.D.,193,20.4,14.7-26.0
Some post-H.S.,841,26.2,23.2-29.2
College graduate,726,56.2,52.6-59.8
Virginia,,,
Less than H.S.,462,18.9,15.3-22.4
H.S. or G.E.D.,640,13.4,10.8-16.1
Some post-H.S.,95,23.8,15.2-32.3
College graduate,424,49.4,44.7-54.2
Washington,,,
Less than H.S.,420,16.3,12.8-19.9
H.S. or G.E.D.,640,18.1,15.2-21.1
Some post-H.S.,509,28.4,24.5-32.3
College graduate,571,47.8,43.7-51.9
West Virginia,,,
Less than H.S.,287,14.5,10.4-18.5
H.S. or G.E.D.,596,11.5,8.9-14.0
Some post-H.S.,911,25.7,22.8-28.5
College graduate,995,50.6,47.5-53.7
Wisconsin,,,
Less than H.S.,41,17.6,6.0-29.3
H.S. or G.E.D.,726,12.3,9.9-14.6
Some post-H.S.,768,27.5,24.4-30.7
College graduate,147,49.2,41.1-57.2
Wyoming,,,
Less than H.S.,728,14.3,11.8-16.9
H.S. or G.E.D.,936,16.5,14.1-18.8
Some post-H.S.,579,27.2,23.6-30.8
College graduate,798,44.6,41.1-48.0
Guam,,,
Less than H.S.,303,18.1,13.7-22.4
H.S. or G.E.D.,817,17.7,15.1-20.3
Some post-H.S.,686,30.2,26.8-33.7
College graduate,378,51.2,46.1-56.2
Puerto Rico,,,
Less than H.S.,144,12.9,7.4-18.3
H.S. or G.E.D.,330,13.2,9.5-16.8
Some post-H.S.,475,28.5,24.5-32.6
College graduate,191,49.5,42.5-56.6
