Location,n,Percentage,95% CI
Less than H.S.,27,12.7,7.2-18.2
H.S. or G.E.D.,149,7.3,5.8-8.9
Some post-H.S.,180,9.0,7.5-10.6
College graduate,312,11.9,10.4-13.5
Maryland,,,
Less than H.S.,133,18.0,14.2-21.7
H.S. or G.E.D.,290,10.2,8.6-11.9
Some post-H.S.,249,10.5,8.8-12.3
College graduate,793,13.8,12.6-15.0
Massachusetts,,,
Less than H.S.,61,10.0,6.8-13.2
H.S. or G.E.D.,168,9.4,7.6-11.2
Some post-H.S.,186,8.5,7.0-9.9
College graduate,603,12.9,11.7-14.1
Michigan,,,
Less than H.S.,26,10.4,6.2-14.6
H.S. or G.E.D.,159,9.7,8.2-11.3
Some post-H.S.,176,9.5,8.0-11.0
College graduate,384,12.8,11.4-14.1
Minnesota,,,
Less than H.S.,66,12.1,8.8-15.5
H.S. or G.E.D.,259,10.8,9.2-12.3
Some post-H.S.,349,9.5,8.3-10.7
College graduate,886,14.1,13.1-15.1
Mississippi,,,
Less than H.S.,28,6.8,4.1-9.5
H.S. or G.E.D.,134,11.7,9.5-13.9
Some post-H.S.,140,11.8,9.5-14.0
College graduate,161,13.1,10.7-15.6
Missouri,,,
Less than H.S.,34,9.9,6.0-13.7
H.S. or G.E.D.,159,8.5,6.9-10.2
Some post-H.S.,177,10.0,8.3-11.7
College graduate,264,13.6,11.8-15.5
Montana,,,
Less than H.S.,34,12.6,8.0-17.3
H.S. or G.E.D.,119,8.7,7.0-10.5
Some post-H.S.,147,9.2,7.5-10.9
College graduate,271,12.4,10.8-13.9
Nebraska,,,
Less than H.S.,69,14.8,10.7-18.9
H.S. or G.E.D.,130,8.9,7.0-10.8
Some post-H.S.,178,11.9,9.8-13.9
College graduate,248,14.8,12.7-17.0
Nevada,,,
Less than H.S.,26,14.9,9.0-20.7
H.S. or G.E.D.,79,11.8,8.7-14.9
Some post-H.S.,68,11.3,8.1-14.5
College graduate,87,10.6,7.4-13.8
New Hampshire,,,
Less than H.S.,13,13.7,6.3-21.1
H.S. or G.E.D.,71,9.1,6.7-11.4
Some post-H.S.,82,10.6,8.0-13.2
College graduate,189,12.3,10.5-14.1
New Jersey,,,
Less than H.S.,48,11.0,7.5-14.5
H.S. or G.E.D.,125,8.8,6.8-10.9
Some post-H.S.,132,8.7,6.8-10.5
College graduate,484,13.3,11.9-14.6
New Mexico,,,
Less than H.S.,35,9.6,5.7-13.5
H.S. or G.E.D.,101,11.6,8.9-14.3
Some post-H.S.,97,10.0,7.7-12.2
College graduate,103,9.0,6.9-11.1
New York,,,
Less than H.S.,164,12.5,10.3-14.7
H.S. or G.E.D.,311,10.0,8.6-11.4
Some post-H.S.,299,10.1,8.7-11.6
College graduate,695,10.9,9.9-11.8
North Carolina,,,
Less than H.S.,38,8.3,5.0-11.6
H.S. or G.E.D.,104,10.7,8.3-13.1
Some post-H.S.,155,13.3,11.0-15.6
College graduate,191,12.8,10.8-14.8
North Dakota,,,
Less than H.S.,11,*,
H.S. or G.E.D.,64,9.5,7.1-11.9
Some post-H.S.,83,9.8,7.7-12.0
College graduate,149,13.2,11.1-15.3
Ohio,,,
Less than H.S.,57,11.8,8.0-15.6
H.S. or G.E.D.,324,8.9,7.7-10.2
Some post-H.S.,372,10.7,9.2-12.1
College graduate,594,13.9,12.6-15.2
Oklahoma,,,
Less than H.S.,43,12.8,8.9-16.6
H.S. or G.E.D.,122,10.5,8.5-12.5
Some post-H.S.,143,8.8,7.3-10.3
College graduate,213,13.2,11.4-15.0
Oregon,,,
Less than H.S.,27,9.5,5.7-13.3
H.S. or G.E.D.,93,8.8,6.8-10.8
Some post-H.S.,132,9.1,7.4-10.8
College graduate,282,13.0,11.4-14.6
Pennsylvania,,,
Less than H.S.,10,*,
H.S. or G.E.D.,119,10.8,8.4-13.2
Some post-H.S.,96,10.1,7.6-12.6
College graduate,200,12.8,10.6-15.0
Rhode Island,,,
Less than H.S.,36,14.7,9.4-20.1
H.S. or G.E.D.,67,7.1,5.0-9.2
Some post-H.S.,89,8.9,6.7-11.1
College graduate,250,11.9,10.2-13.7
South Carolina,,,
Less than H.S.,31,9.0,5.7-12.3
H.S. or G.E.D.,166,9.5,7.8-11.3
Some post-H.S.,145,8.1,6.6-9.6
College graduate,354,12.7,11.2-14.1
South Dakota,,,
Less than H.S.,27,*,
H.S. or G.E.D.,147,11.3,6.3-16.3
Some post-H.S.,182,13.1,7.9-18.3
College graduate,272,12.0,8.0-16.1
Tennessee,,,
Less than H.S.,34,11.1,6.8-15.5
H.S. or G.E.D.,118,11.8,9.4-14.2
Some post-H.S.,115,10.1,7.9-12.2
College graduate,184,13.6,11.4-15.9
Texas,,,
Less than H.S.,133,12.8,9.5-16.1
H.S. or G.E.D.,298,11.4,9.4-13.3
Some post-H.S.,369,14.2,11.7-16.7
College graduate,580,14.1,12.5-15.7
Utah,,,
Less than H.S.,49,13.2,9.2-17.2
H.S. or G.E.D.,262,14.7,12.7-16.7
Some post-H.S.,305,13.7,12.0-15.5
College graduate,466,14.2,12.8-15.6
Vermont,,,
Less than H.S.,17,9.2,4.2-14.1
H.S. or G.E.D.,126,8.2,6.6-9.9
Some post-H.S.,120,8.6,6.9-10.3
College graduate,480,12.8,11.6-14.0
Virginia,,,
Less than H.S.,32,11.8,7.3-16.4
H.S. or G.E.D.,151,10.5,8.5-12.6
Some post-H.S.,211,12.2,10.3-14.2
College graduate,418,13.0,11.5-14.4
Washington,,,
Less than H.S.,120,12.2,9.8-14.6
H.S. or G.E.D.,404,11.1,9.9-12.3
Some post-H.S.,531,10.1,9.1-11.0
College graduate,"1,238",13.9,13.1-14.7
West Virginia,,,
Less than H.S.,21,8.2,4.4-12.1
H.S. or G.E.D.,110,8.5,6.7-10.3
Some post-H.S.,116,11.6,9.4-13.8
College graduate,162,13.1,11.1-15.2
Wisconsin,,,
Less than H.S.,39,10.9,6.6-15.1
H.S. or G.E.D.,182,8.9,7.4-10.5
Some post-H.S.,219,9.0,7.6-10.4
College graduate,406,12.8,11.4-14.2
Wyoming,,,
Less than H.S.,12,11.7,5.3-18.1
H.S. or G.E.D.,62,9.6,7.2-12.1
Some post-H.S.,87,10.3,7.9-12.7
College graduate,137,13.6,11.3-15.8
Guam,,,
Less than H.S.,16,*,
H.S. or G.E.D.,83,14.7,9.8-19.6
Some post-H.S.,56,16.1,7.7-24.4
College graduate,94,19.1,13.7-24.4
Puerto Rico,,,
Less than H.S.,39,5.2,2.9-7.5
H.S. or G.E.D.,87,8.7,6.2-11.1
Some post-H.S.,149,11.3,8.9-13.7
College graduate,168,10.4,8.4-12.4
Virgin Islands,,,
Less than H.S.,8,*,
H.S. or G.E.D.,28,*,
Some post-H.S.,13,*,
College graduate,37,15.9,8.1-23.6
