Location,n,Percentage,95% CI
H.S. or G.E.D.,118,10.8,8.7-12.9
Some post-H.S.,146,9.8,8.2-11.5
College graduate,214,11.7,10.1-13.3
Pennsylvania,,,
Less than H.S.,31,12.9,7.3-18.4
H.S. or G.E.D.,174,12.8,10.6-15.0
Some post-H.S.,179,16.2,13.5-18.9
College graduate,312,14.2,12.4-15.9
Rhode Island,,,
Less than H.S.,45,15.2,10.2-20.2
H.S. or G.E.D.,150,14.0,11.0-17.0
Some post-H.S.,151,16.1,13.0-19.3
College graduate,260,14.7,12.3-17.1
South Carolina,,,
Less than H.S.,29,10.3,6.2-14.4
H.S. or G.E.D.,144,16.3,13.4-19.3
Some post-H.S.,154,18.2,15.2-21.3
College graduate,156,13.8,11.4-16.2
South Dakota,,,
Less than H.S.,40,19.4,9.6-29.2
H.S. or G.E.D.,148,9.1,6.2-12.0
Some post-H.S.,194,9.7,6.9-12.5
College graduate,255,14.3,10.8-17.8
Tennessee,,,
Less than H.S.,48,15.0,9.9-20.2
H.S. or G.E.D.,183,15.6,13.0-18.2
Some post-H.S.,165,18.2,15.0-21.5
College graduate,179,13.4,11.1-15.8
Texas,,,
Less than H.S.,189,15.3,11.2-19.3
H.S. or G.E.D.,371,16.5,13.6-19.4
Some post-H.S.,382,16.7,13.8-19.6
College graduate,410,13.8,11.6-15.9
Utah,,,
Less than H.S.,45,14.5,9.7-19.3
H.S. or G.E.D.,356,16.8,15.0-18.7
Some post-H.S.,413,14.1,12.6-15.6
College graduate,463,14.0,12.6-15.4
Vermont,,,
Less than H.S.,20,13.8,6.2-21.3
H.S. or G.E.D.,162,12.4,9.8-15.0
Some post-H.S.,161,13.7,11.0-16.5
College graduate,287,12.6,10.7-14.5
Virginia,,,
Less than H.S.,70,14.0,10.0-17.9
H.S. or G.E.D.,289,17.3,15.0-19.6
Some post-H.S.,281,14.5,12.4-16.6
College graduate,453,15.0,13.3-16.8
Washington,,,
Less than H.S.,91,15.8,12.2-19.4
H.S. or G.E.D.,287,13.4,11.7-15.2
Some post-H.S.,370,12.4,11.0-13.8
College graduate,518,12.4,11.2-13.6
West Virginia,,,
Less than H.S.,57,12.7,9.3-16.1
H.S. or G.E.D.,226,14.6,12.6-16.6
Some post-H.S.,199,16.0,13.7-18.3
College graduate,189,13.9,11.8-15.9
Wisconsin,,,
Less than H.S.,20,13.0,5.7-20.2
H.S. or G.E.D.,132,13.2,10.6-15.9
Some post-H.S.,140,13.0,10.4-15.6
College graduate,201,13.0,11.0-15.1
Wyoming,,,
Less than H.S.,14,11.3,5.0-17.7
H.S. or G.E.D.,90,12.0,9.2-14.8
Some post-H.S.,104,11.0,8.5-13.4
College graduate,116,11.0,8.8-13.3
Guam,,,
Less than H.S.,14,*,
H.S. or G.E.D.,131,23.4,17.7-29.1
Some post-H.S.,71,17.9,12.6-23.2
College graduate,116,17.5,14.1-20.9
Puerto Rico,,,
Less than H.S.,31,6.0,3.4-8.5
H.S. or G.E.D.,167,15.5,12.8-18.2
Some post-H.S.,216,20.2,17.3-23.2
College graduate,299,18.3,
Virgin Islands,,,
Less than H.S.,167,83.0,73.3-92.6
H.S. or G.E.D.,339,73.9,64.5-83.4
Some post-H.S.,251,69.9,54.7-85.2
College graduate,382,60.8,
