Location,n,Percentage,95% CI
H.S. or G.E.D.,92,9.5,7.1-11.9
Some post-H.S.,94,10.5,8.1-13.0
College graduate,182,11.9,9.9-13.9
New Mexico,,,
Less than H.S.,70,11.5,8.4-14.6
H.S. or G.E.D.,139,13.4,10.7-16.0
Some post-H.S.,131,10.8,8.5-13.1
College graduate,161,11.8,9.7-13.9
New York,,,
Less than H.S.,110,12.6,10.0-15.2
H.S. or G.E.D.,261,11.4,9.7-13.1
Some post-H.S.,270,11.9,10.2-13.6
College graduate,530,11.9,10.7-13.2
North Carolina,,,
Less than H.S.,52,13.1,9.3-16.8
H.S. or G.E.D.,96,10.4,8.2-12.6
Some post-H.S.,119,11.0,8.9-13.1
College graduate,169,13.0,11.0-14.9
North Dakota,,,
Less than H.S.,15,15.2,7.2-23.2
H.S. or G.E.D.,93,12.5,9.8-15.2
Some post-H.S.,105,10.4,8.2-12.6
College graduate,189,16.9,14.4-19.5
Ohio,,,
Less than H.S.,47,10.4,6.5-14.4
H.S. or G.E.D.,279,10.2,8.6-11.8
Some post-H.S.,258,11.5,9.7-13.3
College graduate,343,13.5,11.8-15.2
Oklahoma,,,
Less than H.S.,44,11.4,7.9-14.9
H.S. or G.E.D.,157,11.6,9.6-13.6
Some post-H.S.,172,12.0,10.1-13.9
College graduate,220,16.1,13.9-18.4
Oregon,,,
Less than H.S.,42,13.9,8.9-19.0
H.S. or G.E.D.,118,9.4,7.7-11.1
Some post-H.S.,161,10.6,8.8-12.3
College graduate,215,11.4,9.8-13.0
Pennsylvania,,,
Less than H.S.,44,17.6,12.0-23.2
H.S. or G.E.D.,140,9.0,7.3-10.8
Some post-H.S.,149,11.8,9.6-14.1
College graduate,311,14.4,12.6-16.2
Rhode Island,,,
Less than H.S.,29,10.8,6.2-15.3
H.S. or G.E.D.,91,9.6,7.2-11.9
Some post-H.S.,120,13.1,10.3-15.9
College graduate,207,12.9,10.8-14.9
South Carolina,,,
Less than H.S.,51,10.9,7.4-14.3
H.S. or G.E.D.,120,9.7,7.8-11.6
Some post-H.S.,136,10.1,8.2-12.0
College graduate,248,15.4,13.4-17.4
South Dakota,,,
Less than H.S.,22,6.7,2.8-10.5
H.S. or G.E.D.,122,9.8,6.8-12.9
Some post-H.S.,171,7.9,5.5-10.4
College graduate,234,13.9,10.7-17.1
Tennessee,,,
Less than H.S.,41,8.6,5.4-11.7
H.S. or G.E.D.,160,10.8,8.8-12.9
Some post-H.S.,152,11.8,9.4-14.1
College graduate,189,11.4,9.4-13.3
Texas,,,
Less than H.S.,152,15.7,11.2-20.2
H.S. or G.E.D.,258,13.4,10.7-16.1
Some post-H.S.,308,13.7,11.4-16.1
College graduate,410,13.9,11.9-15.9
Utah,,,
Less than H.S.,76,16.6,12.6-20.6
H.S. or G.E.D.,306,13.9,12.2-15.6
Some post-H.S.,417,13.3,11.9-14.8
College graduate,561,14.9,13.6-16.2
Vermont,,,
Less than H.S.,19,15.1,7.9-22.4
H.S. or G.E.D.,98,9.9,7.1-12.8
Some post-H.S.,102,8.8,6.7-10.9
College graduate,284,14.1,12.0-16.2
Virginia,,,
Less than H.S.,61,11.5,8.2-14.9
H.S. or G.E.D.,188,12.2,10.2-14.2
Some post-H.S.,230,11.9,10.0-13.7
College graduate,419,14.9,13.2-16.5
Washington,,,
Less than H.S.,89,14.4,11.3-17.5
H.S. or G.E.D.,239,12.0,10.3-13.7
Some post-H.S.,307,11.6,10.1-13.0
College graduate,508,13.5,12.2-14.8
West Virginia,,,
Less than H.S.,34,10.2,6.2-14.2
H.S. or G.E.D.,128,10.7,8.7-12.7
Some post-H.S.,103,10.4,8.2-12.7
College graduate,141,12.6,10.4-14.8
Wisconsin,,,
Less than H.S.,12,10.8,4.5-17.0
H.S. or G.E.D.,97,10.3,8.0-12.6
Some post-H.S.,113,11.4,9.1-13.8
College graduate,181,14.2,12.0-16.3
Wyoming,,,
Less than H.S.,17,14.2,7.0-21.4
H.S. or G.E.D.,74,11.9,9.1-14.8
Some post-H.S.,82,10.3,7.8-12.7
College graduate,120,13.0,10.5-15.6
Guam,,,
Less than H.S.,25,12.4,6.6-18.1
H.S. or G.E.D.,103,13.7,10.7-16.7
Some post-H.S.,72,14.8,11.1-18.4
College graduate,90,14.8,11.5-18.1
Puerto Rico,,,
Less than H.S.,38,3.8,2.5-5.2
H.S. or G.E.D.,159,11.4,9.3-13.4
Some post-H.S.,173,13.7,11.4-15.9
College graduate,200,12.3,
Puerto Rico,,,
Less than H.S.,512,88.1,84.7-91.5
H.S. or G.E.D.,869,71.4,68.0-74.8
Some post-H.S.,829,64.1,60.6-67.5
College graduate,"1,359",65.7,
Virgin Islands,,,
Less than H.S.,167,83.0,73.3-92.6
H.S. or G.E.D.,339,73.9,64.5-83.4
Some post-H.S.,251,69.9,54.7-85.2
College graduate,382,60.8,
