Location,n,Percentage,95% CI
Less than H.S.,121,13.8,11.0-16.7
H.S. or G.E.D.,348,14.6,12.7-16.5
Some post-H.S.,417,15.6,13.6-17.6
College graduate,644,14.2,12.9-15.6
North Carolina,,,
Less than H.S.,53,15.1,10.7-19.5
H.S. or G.E.D.,126,14.4,11.7-17.1
Some post-H.S.,167,14.7,12.4-17.0
College graduate,198,13.9,11.9-15.9
North Dakota,,,
Less than H.S.,16,12.7,5.5-20.0
H.S. or G.E.D.,99,12.8,10.0-15.7
Some post-H.S.,130,12.4,10.0-14.8
College graduate,168,12.5,10.3-14.7
Ohio,,,
Less than H.S.,81,14.2,10.0-18.5
H.S. or G.E.D.,414,13.3,11.6-15.1
Some post-H.S.,323,12.0,10.3-13.7
College graduate,409,14.6,12.8-16.4
Oklahoma,,,
Less than H.S.,59,14.3,10.2-18.4
H.S. or G.E.D.,201,16.3,13.9-18.7
Some post-H.S.,206,14.6,12.5-16.7
College graduate,220,13.8,11.9-15.8
Oregon,,,
Less than H.S.,52,13.0,9.3-16.8
H.S. or G.E.D.,156,12.0,9.9-14.0
Some post-H.S.,194,11.4,9.6-13.2
College graduate,265,13.2,11.5-14.9
Pennsylvania,,,
Less than H.S.,37,12.1,7.9-16.2
H.S. or G.E.D.,215,13.4,11.4-15.3
Some post-H.S.,203,14.8,12.6-17.0
College graduate,302,12.6,11.0-14.2
Rhode Island,,,
Less than H.S.,37,12.4,7.3-17.4
H.S. or G.E.D.,149,17.4,14.1-20.7
Some post-H.S.,127,13.9,10.9-16.9
College graduate,248,11.5,9.8-13.3
South Carolina,,,
Less than H.S.,64,12.8,9.2-16.4
H.S. or G.E.D.,200,14.9,12.6-17.1
Some post-H.S.,196,12.6,10.7-14.5
College graduate,199,11.3,9.5-13.0
South Dakota,,,
Less than H.S.,41,*,
H.S. or G.E.D.,126,10.6,7.6-13.6
Some post-H.S.,182,10.4,7.7-13.1
College graduate,235,14.4,11.4-17.4
Tennessee,,,
Less than H.S.,70,15.7,11.0-20.3
H.S. or G.E.D.,236,15.9,13.3-18.5
Some post-H.S.,213,15.6,13.1-18.1
College graduate,254,14.6,12.4-16.8
Texas,,,
Less than H.S.,166,17.3,13.1-21.4
H.S. or G.E.D.,389,17.4,14.5-20.3
Some post-H.S.,374,15.1,12.6-17.6
College graduate,455,13.6,11.7-15.5
Utah,,,
Less than H.S.,61,14.2,10.4-18.0
H.S. or G.E.D.,330,14.8,13.1-16.5
Some post-H.S.,448,13.8,12.3-15.2
College graduate,517,12.1,10.9-13.3
Vermont,,,
Less than H.S.,17,10.9,4.7-17.1
H.S. or G.E.D.,147,12.4,9.9-14.8
Some post-H.S.,132,12.5,9.9-15.1
College graduate,262,11.7,9.8-13.6
Virginia,,,
Less than H.S.,92,16.7,12.8-20.6
H.S. or G.E.D.,254,13.3,11.4-15.3
Some post-H.S.,333,17.2,15.1-19.3
College graduate,451,14.3,12.7-16.0
Washington,,,
Less than H.S.,108,18.8,15.1-22.6
H.S. or G.E.D.,292,14.4,12.6-16.1
Some post-H.S.,356,12.8,11.3-14.2
College graduate,523,13.6,12.3-14.8
West Virginia,,,
Less than H.S.,53,16.3,11.5-21.2
H.S. or G.E.D.,177,13.7,11.5-16.0
Some post-H.S.,182,18.7,15.7-21.6
College graduate,167,13.8,11.5-16.1
Wisconsin,,,
Less than H.S.,18,11.2,5.6-16.8
H.S. or G.E.D.,117,13.0,10.4-15.5
Some post-H.S.,115,12.0,9.6-14.4
College graduate,172,15.7,13.0-18.3
Wyoming,,,
Less than H.S.,23,17.1,9.6-24.7
H.S. or G.E.D.,92,14.0,11.0-17.1
Some post-H.S.,120,13.5,10.8-16.2
College graduate,117,12.4,9.9-14.9
Guam,,,
Less than H.S.,20,19.6,10.2-29.0
H.S. or G.E.D.,133,18.8,14.9-22.8
Some post-H.S.,80,11.4,8.5-14.4
College graduate,106,15.8,12.5-19.1
Puerto Rico,,,
Less than H.S.,72,8.7,6.2-11.2
H.S. or G.E.D.,202,16.0,13.5-18.4
Some post-H.S.,252,19.6,17.0-22.3
College graduate,309,18.7,
Puerto Rico,,,
Less than H.S.,512,88.1,84.7-91.5
H.S. or G.E.D.,869,71.4,68.0-74.8
Some post-H.S.,829,64.1,60.6-67.5
College graduate,"1,359",65.7,
Virgin Islands,,,
Less than H.S.,167,83.0,73.3-92.6
H.S. or G.E.D.,339,73.9,64.5-83.4
Some post-H.S.,251,69.9,54.7-85.2
College graduate,382,60.8,
