Location,n,Percentage,95% CI
Some post-H.S.,678,69.5,64.7-74.3
College graduate,975,75.7,71.8-79.5
New York,,,
Less than H.S.,803,55.1,51.5-58.8
H.S. or G.E.D.,"2,627",66.1,63.8-68.5
Some post-H.S.,"2,766",71.4,69.2-73.6
College graduate,"6,058",72.5,71.0-73.9
North Carolina,,,
Less than H.S.,202,60.6,53.1-68.2
H.S. or G.E.D.,619,68.6,64.3-72.9
Some post-H.S.,795,69.3,65.5-73.0
College graduate,"1,232",67.3,64.3-70.3
North Dakota,,,
Less than H.S.,126,62.8,53.1-72.4
H.S. or G.E.D.,"1,145",72.0,68.8-75.2
Some post-H.S.,"1,350",68.9,66.1-71.7
College graduate,"1,624",63.3,60.9-65.7
Ohio,,,
Less than H.S.,483,62.4,56.6-68.2
H.S. or G.E.D.,"3,352",72.3,70.1-74.4
Some post-H.S.,"2,646",69.4,67.2-71.7
College graduate,"3,670",68.7,66.8-70.6
Oklahoma,,,
Less than H.S.,231,54.6,48.9-60.3
H.S. or G.E.D.,"1,239",66.0,63.3-68.7
Some post-H.S.,"1,409",66.1,63.6-68.5
College graduate,"1,720",64.4,62.1-66.6
Oregon,,,
Less than H.S.,193,59.6,52.8-66.4
H.S. or G.E.D.,989,70.0,66.7-73.4
Some post-H.S.,"1,385",73.4,70.8-76.1
College graduate,"2,089",70.6,68.4-72.9
Rhode Island,,,
Less than H.S.,258,57.4,50.5-64.4
H.S. or G.E.D.,896,69.7,66.2-73.2
Some post-H.S.,"1,055",72.8,69.1-76.6
College graduate,"2,144",73.1,70.7-75.5
South Carolina,,,
Less than H.S.,445,57.6,52.4-62.8
H.S. or G.E.D.,"1,981",68.0,65.3-70.7
Some post-H.S.,"1,998",69.2,66.7-71.7
College graduate,"3,068",67.9,65.8-69.9
South Dakota,,,
Less than H.S.,167,50.4,36.0-64.8
H.S. or G.E.D.,"1,187",73.7,68.9-78.4
Some post-H.S.,"1,330",69.6,64.3-74.9
College graduate,"1,633",67.4,62.9-72.0
Tennessee,,,
Less than H.S.,307,68.4,61.8-74.9
H.S. or G.E.D.,"1,205",68.4,65.3-71.5
Some post-H.S.,"1,056",66.0,62.7-69.3
College graduate,"1,433",67.4,64.7-70.1
Texas,,,
Less than H.S.,624,52.0,46.6-57.4
H.S. or G.E.D.,"1,473",58.5,54.7-62.3
Some post-H.S.,"1,845",63.2,59.7-66.7
College graduate,"2,993",67.4,64.8-70.0
Utah,,,
Less than H.S.,305,49.0,43.4-54.5
H.S. or G.E.D.,"1,774",58.3,55.8-60.8
Some post-H.S.,"2,096",60.6,58.2-62.9
College graduate,"2,820",55.9,54.0-57.7
Vermont,,,
Less than H.S.,141,75.7,67.4-84.0
H.S. or G.E.D.,"1,299",76.6,73.6-79.7
Some post-H.S.,"1,307",76.3,73.5-79.2
College graduate,"3,250",71.0,69.3-72.8
Virginia,,,
Less than H.S.,292,60.6,53.1-68.1
H.S. or G.E.D.,"1,158",66.8,62.9-70.7
Some post-H.S.,"1,399",70.8,67.6-73.9
College graduate,"2,506",64.6,62.0-67.2
Washington,,,
Less than H.S.,745,55.9,52.4-59.4
H.S. or G.E.D.,"3,894",65.9,64.2-67.6
Some post-H.S.,"5,480",70.3,68.8-71.7
College graduate,"9,117",68.8,67.7-69.8
West Virginia,,,
Less than H.S.,224,72.0,65.3-78.6
H.S. or G.E.D.,"1,076",70.4,67.5-73.4
Some post-H.S.,880,68.3,65.0-71.6
College graduate,"1,108",66.9,64.1-69.8
Wisconsin,,,
Less than H.S.,422,61.9,56.2-67.7
H.S. or G.E.D.,"2,758",71.1,68.7-73.6
Some post-H.S.,"3,050",74.0,71.9-76.1
College graduate,"3,814",67.1,65.1-69.1
Wyoming,,,
Less than H.S.,115,61.1,51.6-70.6
H.S. or G.E.D.,893,69.5,65.9-73.1
Some post-H.S.,"1,165",71.3,68.0-74.5
College graduate,"1,406",69.2,66.3-72.1
Guam,,,
Less than H.S.,54,58.6,43.1-74.0
H.S. or G.E.D.,315,51.0,43.9-58.1
Some post-H.S.,261,58.4,50.9-66.0
College graduate,366,60.3,53.9-66.7
Puerto Rico,,,
Less than H.S.,468,92.1,89.1-95.0
H.S. or G.E.D.,878,75.4,72.1-78.6
Some post-H.S.,875,69.1,65.5-72.8
College graduate,"1,254",72.7,69.9-75.5
Virgin Islands,,,
Less than H.S.,227,86.1,79.9-92.3
H.S. or G.E.D.,515,66.9,60.7-73.1
Some post-H.S.,305,66.4,57.9-74.9
College graduate,553,70.8,64.9-76.7
