Location,n,Percentage,95% CI
College graduate,"2,198",63.3,60.5-66.1
Hawaii,,,
Less than H.S.,158,66.4,58.3-74.4
H.S. or G.E.D.,"1,339",64.6,61.9-67.3
Some post-H.S.,"1,731",71.9,69.4-74.4
College graduate,"2,477",70.7,68.6-72.8
Idaho,,,
Less than H.S.,249,61.8,54.9-68.7
H.S. or G.E.D.,"1,089",62.4,59.0-65.8
Some post-H.S.,"1,454",66.1,63.1-69.1
College graduate,"1,250",61.0,57.9-64.2
Illinois,,,
Less than H.S.,113,64.8,53.6-76.1
H.S. or G.E.D.,736,76.1,72.5-79.7
Some post-H.S.,737,72.6,69.0-76.2
College graduate,"1,229",70.3,67.5-73.1
Indiana,,,
Less than H.S.,402,57.7,53.0-62.5
H.S. or G.E.D.,"2,077",67.6,65.3-69.8
Some post-H.S.,"1,581",62.7,60.2-65.2
College graduate,"2,027",64.0,61.8-66.2
Iowa,,,
Less than H.S.,300,56.8,51.5-62.1
H.S. or G.E.D.,"2,201",69.6,67.5-71.6
Some post-H.S.,"2,092",66.3,64.2-68.3
College graduate,"2,190",64.0,62.0-66.0
Kansas,,,
Less than H.S.,262,54.6,48.6-60.7
H.S. or G.E.D.,"2,078",69.0,66.7-71.3
Some post-H.S.,"2,333",66.2,64.1-68.3
College graduate,"2,938",63.0,61.2-64.9
Kentucky,,,
Less than H.S.,281,69.0,62.4-75.5
H.S. or G.E.D.,906,71.0,67.6-74.4
Some post-H.S.,794,64.5,61.0-68.0
College graduate,878,63.2,59.8-66.5
Louisiana,,,
Less than H.S.,288,69.2,63.0-75.4
H.S. or G.E.D.,978,65.5,62.3-68.8
Some post-H.S.,845,62.3,58.6-66.0
College graduate,"1,194",63.3,60.4-66.2
Maine,,,
Less than H.S.,342,70.0,62.6-77.5
H.S. or G.E.D.,"2,467",76.0,73.5-78.6
Some post-H.S.,"2,518",72.4,69.8-75.0
College graduate,"3,597",72.8,70.6-75.0
Maryland,,,
Less than H.S.,509,49.6,45.0-54.3
H.S. or G.E.D.,"2,779",66.7,64.3-69.1
Some post-H.S.,"2,272",63.8,61.3-66.3
College graduate,"4,541",64.5,62.8-66.2
Massachusetts,,,
Less than H.S.,205,70.8,64.5-77.2
H.S. or G.E.D.,990,70.3,67.0-73.6
Some post-H.S.,"1,303",72.0,69.2-74.9
College graduate,"2,675",67.2,65.2-69.3
Michigan,,,
Less than H.S.,196,60.6,53.3-67.8
H.S. or G.E.D.,"1,337",67.4,64.6-70.3
Some post-H.S.,"1,657",68.7,66.2-71.2
College graduate,"2,267",66.6,64.4-68.8
Minnesota,,,
Less than H.S.,376,56.9,52.3-61.5
H.S. or G.E.D.,"2,735",67.4,65.5-69.3
Some post-H.S.,"3,355",65.6,63.9-67.2
College graduate,"4,348",62.4,60.9-63.8
Mississippi,,,
Less than H.S.,644,78.2,74.1-82.4
H.S. or G.E.D.,"1,528",65.1,62.2-68.0
Some post-H.S.,"1,329",65.0,62.0-67.9
College graduate,"1,366",63.2,60.3-66.0
Missouri,,,
Less than H.S.,449,68.0,62.6-73.5
H.S. or G.E.D.,"2,220",68.2,65.8-70.6
Some post-H.S.,"1,938",68.8,66.4-71.2
College graduate,"2,216",65.7,63.5-67.9
Montana,,,
Less than H.S.,183,56.6,49.3-63.8
H.S. or G.E.D.,"1,248",67.2,64.3-70.1
Some post-H.S.,"1,363",68.2,65.6-70.8
College graduate,"1,788",69.3,67.1-71.5
Nebraska,,,
Less than H.S.,528,51.4,46.3-56.4
H.S. or G.E.D.,"3,424",69.2,67.0-71.4
Some post-H.S.,"3,304",65.4,63.2-67.6
College graduate,"3,421",61.9,59.9-64.0
Nevada,,,
Less than H.S.,103,52.6,43.4-61.9
H.S. or G.E.D.,460,65.6,60.6-70.8
Some post-H.S.,582,65.2,60.2-70.3
College graduate,629,66.9,62.2-71.7
New Hampshire,,,
Less than H.S.,183,67.3,58.8-75.8
H.S. or G.E.D.,"1,276",69.8,66.2-73.3
Some post-H.S.,"1,358",70.1,66.8-73.4
College graduate,"2,218",72.0,69.5-74.4
New Jersey,,,
Less than H.S.,377,58.3,53.6-63.1
H.S. or G.E.D.,"1,772",67.0,64.5-69.6
Some post-H.S.,"1,904",70.0,67.7-72.3
College graduate,"3,696",65.1,63.4-66.8
New Mexico,,,
Less than H.S.,455,59.3,53.5-65.0
H.S. or G.E.D.,"1,376",61.6,58.0-65.2
Some post-H.S.,"1,371",64.5,61.0-68.1
College graduate,"1,900",71.1,68.1-74.2
New York,,,
Less than H.S.,651,56.5,52.4-60.6
H.S. or G.E.D.,"2,491",65.5,63.2-67.8
Some post-H.S.,"2,557",67.5,65.2-69.7
College graduate,"4,777",69.7,68.2-71.2
North Carolina,,,
Less than H.S.,334,60.9,55.5-66.3
H.S. or G.E.D.,"1,017",65.8,62.7-68.9
Some post-H.S.,"1,095",64.2,61.3-67.2
College graduate,"1,488",65.0,62.5-67.4
North Dakota,,,
Less than H.S.,154,63.7,53.1-74.2
H.S. or G.E.D.,962,71.2,67.3-75.1
Some post-H.S.,"1,136",66.7,63.2-70.2
College graduate,"1,228",63.0,59.8-66.2
Ohio,,,
Less than H.S.,648,59.6,54.7-64.6
H.S. or G.E.D.,"3,660",68.4,66.4-70.4
Some post-H.S.,"2,880",66.7,64.6-68.9
College graduate,"3,267",65.8,63.9-67.8
Oklahoma,,,
Less than H.S.,231,51.5,45.4-57.6
H.S. or G.E.D.,"1,010",61.8,58.7-65.0
Some post-H.S.,"1,120",65.1,62.2-68.1
College graduate,"1,105",63.2,60.1-66.2
Oregon,,,
Less than H.S.,183,59.4,52.8-66.0
H.S. or G.E.D.,933,73.3,70.3-76.2
Some post-H.S.,"1,388",76.2,73.9-78.5
College graduate,"1,549",70.4,68.2-72.7
Pennsylvania,,,
Less than H.S.,178,62.4,54.9-70.0
H.S. or G.E.D.,"1,139",72.2,69.3-75.1
Some post-H.S.,910,66.0,62.6-69.4
College graduate,"1,614",64.6,62.1-67.1
Rhode Island,,,
Less than H.S.,263,66.6,60.2-73.0
H.S. or G.E.D.,961,68.8,64.8-72.7
Some post-H.S.,975,69.4,65.5-73.3
College graduate,"1,743",67.6,64.7-70.6
South Carolina,,,
Less than H.S.,252,70.6,63.6-77.5
H.S. or G.E.D.,785,64.7,60.9-68.4
Some post-H.S.,795,62.7,59.0-66.5
College graduate,"1,082",66.1,62.8-69.3
South Dakota,,,
Less than H.S.,207,64.3,53.1-75.4
H.S. or G.E.D.,"1,525",67.7,62.5-73.0
Some post-H.S.,"1,534",69.1,64.8-73.3
College graduate,"1,681",63.6,59.4-67.8
Tennessee,,,
Less than H.S.,267,66.1,58.8-73.4
H.S. or G.E.D.,981,64.0,60.6-67.4
Some post-H.S.,811,62.4,58.6-66.3
College graduate,"1,083",66.1,62.9-69.2
Texas,,,
Less than H.S.,905,51.6,46.1-57.1
H.S. or G.E.D.,"1,822",59.4,55.8-63.1
Some post-H.S.,"1,953",62.4,59.0-65.8
College graduate,"2,523",63.8,60.9-66.6
Utah,,,
Less than H.S.,249,51.6,45.6-57.6
H.S. or G.E.D.,"1,707",56.8,54.4-59.2
Some post-H.S.,"2,337",57.7,55.7-59.8
College graduate,"2,498",53.1,51.3-55.0
Vermont,,,
Less than H.S.,206,73.9,65.6-82.2
H.S. or G.E.D.,"1,442",72.8,69.6-76.1
Some post-H.S.,"1,168",71.6,68.1-75.1
College graduate,"2,179",68.7,66.1-71.2
Virginia,,,
Less than H.S.,447,61.1,56.0-66.2
H.S. or G.E.D.,"1,715",64.0,61.2-66.8
Some post-H.S.,"1,770",66.4,63.6-69.2
College graduate,"2,907",63.5,61.3-65.7
Washington,,,
Less than H.S.,412,53.9,49.2-58.6
H.S. or G.E.D.,"2,143",67.6,65.3-69.9
Some post-H.S.,"2,921",69.9,67.9-71.9
College graduate,"4,031",67.8,66.1-69.4
West Virginia,,,
Less than H.S.,403,70.4,65.3-75.4
H.S. or G.E.D.,"1,626",69.6,67.0-72.1
Some post-H.S.,"1,123",63.7,60.8-66.7
College graduate,"1,244",65.2,62.4-68.0
Wisconsin,,,
Less than H.S.,139,62.4,52.7-72.2
H.S. or G.E.D.,"1,161",70.7,67.2-74.2
Some post-H.S.,"1,110",69.1,65.7-72.5
College graduate,"1,348",64.2,61.3-67.1
Wyoming,,,
Less than H.S.,158,56.0,46.5-65.5
H.S. or G.E.D.,"1,085",68.5,64.7-72.4
Some post-H.S.,"1,249",67.8,64.3-71.4
College graduate,"1,300",66.1,62.8-69.5
Guam,,,
Less than H.S.,67,43.8,31.8-55.7
H.S. or G.E.D.,399,47.5,41.7-53.2
Some post-H.S.,328,53.3,45.6-61.0
College graduate,510,54.2,49.9-58.6
Puerto Rico,,,
Less than H.S.,512,88.1,84.7-91.5
H.S. or G.E.D.,869,71.4,68.0-74.8
Some post-H.S.,829,64.1,60.6-67.5
College graduate,"1,359",65.7,
Virgin Islands,,,
Less than H.S.,167,83.0,73.3-92.6
H.S. or G.E.D.,339,73.9,64.5-83.4
Some post-H.S.,251,69.9,54.7-85.2
College graduate,382,60.8,
