Location,n,Percentage,95% CI
Maryland,,,
Less than H.S.,466,47.7,42.9-52.5
H.S. or G.E.D.,"2,609",63.4,60.9-66.0
Some post-H.S.,"2,569",68.0,65.6-70.4
College graduate,"5,317",66.1,64.5-67.6
Massachusetts,,,
Less than H.S.,316,78.1,72.8-83.5
H.S. or G.E.D.,"1,066",74.8,71.9-77.7
Some post-H.S.,"1,348",73.8,71.2-76.4
College graduate,"2,883",70.9,69.0-72.7
Michigan,,,
Less than H.S.,263,65.1,59.0-71.3
H.S. or G.E.D.,"1,853",71.0,68.7-73.4
Some post-H.S.,"2,000",68.2,65.9-70.5
College graduate,"2,882",68.2,66.3-70.0
Minnesota,,,
Less than H.S.,298,55.6,50.4-60.9
H.S. or G.E.D.,"2,411",69.4,67.4-71.4
Some post-H.S.,"3,538",69.6,68.0-71.2
College graduate,"5,051",64.7,63.4-66.0
Mississippi,,,
Less than H.S.,341,68.1,61.9-74.2
H.S. or G.E.D.,979,68.9,65.4-72.5
Some post-H.S.,907,62.8,59.2-66.4
College graduate,996,63.6,60.3-67.0
Missouri,,,
Less than H.S.,571,58.2,52.9-63.5
H.S. or G.E.D.,"2,976",70.5,68.1-72.9
Some post-H.S.,"2,648",69.8,67.5-72.2
College graduate,"2,796",63.9,61.6-66.2
Montana,,,
Less than H.S.,163,56.1,48.0-64.2
H.S. or G.E.D.,"1,179",69.3,66.4-72.3
Some post-H.S.,"1,384",69.4,66.7-72.1
College graduate,"1,898",71.3,69.1-73.5
Nebraska,,,
Less than H.S.,426,51.8,46.6-56.9
H.S. or G.E.D.,"3,327",68.6,66.4-70.7
Some post-H.S.,"3,396",66.9,65.0-68.9
College graduate,"3,660",60.7,58.8-62.6
Nevada,,,
Less than H.S.,83,46.8,37.0-56.6
H.S. or G.E.D.,518,64.2,59.2-69.1
Some post-H.S.,698,76.3,72.3-80.3
College graduate,729,73.0,68.9-77.1
New Hampshire,,,
Less than H.S.,174,75.4,66.6-84.2
H.S. or G.E.D.,"1,255",73.4,69.9-76.8
Some post-H.S.,"1,326",69.4,66.0-72.8
College graduate,"2,434",70.6,68.3-73.0
New Jersey,,,
Less than H.S.,326,57.4,52.2-62.6
H.S. or G.E.D.,"1,188",68.0,65.1-71.0
Some post-H.S.,"1,213",68.1,65.1-71.0
College graduate,"2,484",65.1,63.0-67.2
New Mexico,,,
Less than H.S.,415,61.9,56.8-67.1
H.S. or G.E.D.,"1,154",65.6,62.4-68.8
Some post-H.S.,"1,190",66.7,63.6-69.8
College graduate,"1,724",74.0,71.5-76.5
New York,,,
Less than H.S.,"1,726",55.7,52.8-58.6
H.S. or G.E.D.,"8,010",66.2,64.5-68.0
Some post-H.S.,"7,517",68.8,67.1-70.6
College graduate,"11,418",70.5,69.2-71.8
North Carolina,,,
Less than H.S.,262,59.0,53.2-64.9
H.S. or G.E.D.,796,66.2,62.7-69.7
Some post-H.S.,941,70.1,67.1-73.2
College graduate,"1,350",64.8,62.3-67.3
North Dakota,,,
Less than H.S.,212,61.3,53.1-69.6
H.S. or G.E.D.,"1,350",71.6,68.5-74.8
Some post-H.S.,"1,527",70.9,68.1-73.8
College graduate,"1,471",63.7,60.9-66.4
Ohio,,,
Less than H.S.,527,59.6,54.1-65.0
H.S. or G.E.D.,"3,414",70.0,68.0-72.1
Some post-H.S.,"2,877",68.5,66.4-70.7
College graduate,"3,566",66.9,65.1-68.8
Oklahoma,,,
Less than H.S.,250,63.9,57.8-70.1
H.S. or G.E.D.,"1,054",67.4,64.2-70.6
Some post-H.S.,"1,203",63.9,60.9-66.9
College graduate,"1,340",65.0,62.2-67.7
Oregon,,,
Less than H.S.,170,62.0,55.0-69.0
H.S. or G.E.D.,751,69.6,66.4-72.8
Some post-H.S.,"1,296",72.2,69.7-74.7
College graduate,"1,597",70.8,68.6-72.9
Pennsylvania,,,
Less than H.S.,181,60.6,52.7-68.6
H.S. or G.E.D.,"1,323",72.8,70.1-75.5
Some post-H.S.,"1,110",72.4,69.6-75.3
College graduate,"1,934",67.4,65.2-69.6
Rhode Island,,,
Less than H.S.,245,60.8,54.2-67.4
H.S. or G.E.D.,846,70.4,67.0-73.9
Some post-H.S.,"1,014",72.6,69.6-75.7
College graduate,"1,896",66.5,64.3-68.8
South Carolina,,,
Less than H.S.,527,63.8,58.8-68.8
H.S. or G.E.D.,"2,025",66.8,63.9-69.7
Some post-H.S.,"2,067",68.6,65.9-71.3
College graduate,"2,992",67.4,65.3-69.5
South Dakota,,,
Less than H.S.,201,53.4,38.7-68.1
H.S. or G.E.D.,"1,563",75.7,71.4-80.0
Some post-H.S.,"1,692",70.6,66.0-75.3
College graduate,"1,805",64.3,60.0-68.6
Tennessee,,,
Less than H.S.,260,70.9,64.3-77.5
H.S. or G.E.D.,919,64.0,60.5-67.5
Some post-H.S.,924,65.2,62.0-68.5
College graduate,"1,198",64.2,61.3-67.0
Texas,,,
Less than H.S.,705,55.8,50.6-61.1
H.S. or G.E.D.,"1,622",59.0,55.4-62.6
Some post-H.S.,"1,983",61.2,58.0-64.5
College graduate,"2,959",64.4,61.9-67.0
Utah,,,
Less than H.S.,257,46.6,41.0-52.1
H.S. or G.E.D.,"1,562",57.5,54.9-60.1
Some post-H.S.,"2,093",60.2,58.0-62.3
College graduate,"2,598",55.2,53.4-57.1
Vermont,,,
Less than H.S.,178,77.1,69.9-84.2
H.S. or G.E.D.,"1,185",75.1,72.1-78.2
Some post-H.S.,"1,158",72.3,69.2-75.5
College graduate,"2,370",69.2,67.0-71.5
Virginia,,,
Less than H.S.,312,60.6,54.2-67.0
H.S. or G.E.D.,"1,613",69.2,66.3-72.0
Some post-H.S.,"1,869",67.7,65.2-70.3
College graduate,"3,456",65.1,63.2-67.0
Washington,,,
Less than H.S.,388,55.6,50.6-60.6
H.S. or G.E.D.,"1,915",66.5,64.0-69.0
Some post-H.S.,"2,940",70.7,68.6-72.7
College graduate,"4,515",67.8,66.2-69.3
West Virginia,,,
Less than H.S.,376,70.7,65.5-75.8
H.S. or G.E.D.,"1,782",68.6,66.2-71.0
Some post-H.S.,"1,267",67.3,64.6-70.1
College graduate,"1,543",64.4,62.1-66.8
Wisconsin,,,
Less than H.S.,152,63.8,53.9-73.6
H.S. or G.E.D.,"1,356",71.1,67.8-74.4
Some post-H.S.,"1,380",73.0,69.8-76.1
College graduate,"1,826",67.1,64.4-69.8
Wyoming,,,
Less than H.S.,83,57.3,45.6-69.0
H.S. or G.E.D.,927,68.3,64.2-72.4
Some post-H.S.,"1,180",68.5,65.0-72.1
College graduate,"1,307",67.1,63.9-70.4
Guam,,,
Less than H.S.,60,51.1,37.9-64.3
H.S. or G.E.D.,328,47.4,40.7-54.0
Some post-H.S.,230,50.3,42.4-58.2
College graduate,386,48.3,41.2-55.3
Puerto Rico,,,
Less than H.S.,487,86.1,82.2-90.0
H.S. or G.E.D.,705,72.4,68.6-76.2
Some post-H.S.,696,63.4,59.1-67.8
College graduate,"1,090",66.3,63.1-69.4
Virgin Islands,,,
Less than H.S.,160,79.3,68.7-89.8
H.S. or G.E.D.,358,77.9,70.8-85.0
Some post-H.S.,183,62.2,50.3-74.1
College graduate,357,66.8,56.4-77.2
Virgin Islands,,,
Less than H.S.,167,83.0,73.3-92.6
H.S. or G.E.D.,339,73.9,64.5-83.4
Some post-H.S.,251,69.9,54.7-85.2
College graduate,382,60.8,
