Location,n,Percentage,95% CI
Some post-H.S.,179,11.7,9.5-13.9
College graduate,180,9.2,7.6-10.9
New York,,,
Less than H.S.,311,15.4,13.2-17.5
H.S. or G.E.D.,775,10.8,9.6-12.0
Some post-H.S.,729,9.9,8.8-11.0
College graduate,"1,353",12.2,11.3-13.2
North Carolina,,,
Less than H.S.,65,13.3,9.4-17.1
H.S. or G.E.D.,110,11.0,8.7-13.2
Some post-H.S.,127,11.4,9.2-13.6
College graduate,238,14.3,12.4-16.1
North Dakota,,,
Less than H.S.,14,8.5,3.7-13.2
H.S. or G.E.D.,85,9.3,7.1-11.5
Some post-H.S.,133,10.8,8.8-12.9
College graduate,201,14.3,12.3-16.4
Ohio,,,
Less than H.S.,61,13.2,9.2-17.2
H.S. or G.E.D.,308,9.1,7.8-10.4
Some post-H.S.,318,10.5,9.1-12.0
College graduate,546,13.8,12.4-15.1
Oklahoma,,,
Less than H.S.,25,8.2,4.7-11.8
H.S. or G.E.D.,106,10.9,8.6-13.2
Some post-H.S.,150,12.2,10.0-14.4
College graduate,200,13.8,11.8-15.9
Oregon,,,
Less than H.S.,27,10.8,6.3-15.4
H.S. or G.E.D.,109,11.4,9.1-13.7
Some post-H.S.,150,9.2,7.6-10.8
College graduate,252,12.3,10.8-13.9
Pennsylvania,,,
Less than H.S.,20,8.9,3.9-13.9
H.S. or G.E.D.,118,8.2,6.5-10.0
Some post-H.S.,123,9.8,7.8-11.7
College graduate,320,13.9,12.2-15.6
Rhode Island,,,
Less than H.S.,36,14.0,8.8-19.1
H.S. or G.E.D.,102,10.8,8.5-13.2
Some post-H.S.,100,9.2,7.2-11.2
College graduate,334,14.7,13.0-16.4
South Carolina,,,
Less than H.S.,57,11.4,8.0-14.9
H.S. or G.E.D.,157,10.3,8.2-12.4
Some post-H.S.,164,10.0,8.2-11.9
College graduate,357,13.4,11.9-15.0
South Dakota,,,
Less than H.S.,34,*,
H.S. or G.E.D.,139,7.4,5.0-9.9
Some post-H.S.,186,8.2,6.0-10.5
College graduate,269,14.3,10.7-17.9
Tennessee,,,
Less than H.S.,22,9.3,5.0-13.6
H.S. or G.E.D.,100,10.2,7.7-12.6
Some post-H.S.,112,9.3,7.4-11.2
College graduate,191,14.0,11.7-16.2
Texas,,,
Less than H.S.,127,14.4,10.6-18.3
H.S. or G.E.D.,272,13.5,11.0-16.0
Some post-H.S.,288,14.4,11.9-16.8
College graduate,431,12.4,10.6-14.2
Utah,,,
Less than H.S.,72,15.8,11.8-19.8
H.S. or G.E.D.,264,13.2,11.4-15.0
Some post-H.S.,344,13.2,11.7-14.8
College graduate,471,13.4,12.1-14.7
Vermont,,,
Less than H.S.,13,*,
H.S. or G.E.D.,125,9.8,7.8-11.8
Some post-H.S.,141,10.4,8.3-12.4
College graduate,368,13.8,12.1-15.5
Virginia,,,
Less than H.S.,32,11.9,7.6-16.2
H.S. or G.E.D.,141,10.6,8.6-12.7
Some post-H.S.,203,11.9,10.0-13.8
College graduate,469,14.0,12.6-15.5
Washington,,,
Less than H.S.,82,16.2,12.5-20.0
H.S. or G.E.D.,225,13.2,11.4-15.1
Some post-H.S.,257,11.0,9.5-12.4
College graduate,577,13.3,12.1-14.4
West Virginia,,,
Less than H.S.,26,7.1,4.2-9.9
H.S. or G.E.D.,167,9.5,8.0-11.0
Some post-H.S.,149,11.8,9.8-13.7
College graduate,238,13.9,12.2-15.7
Wisconsin,,,
Less than H.S.,22,11.1,5.1-17.0
H.S. or G.E.D.,82,7.5,5.4-9.6
Some post-H.S.,136,11.1,8.9-13.4
College graduate,230,13.8,11.8-15.8
Wyoming,,,
Less than H.S.,16,19.3,9.9-28.7
H.S. or G.E.D.,65,9.9,7.3-12.6
Some post-H.S.,73,9.9,7.4-12.3
College graduate,129,12.6,10.3-15.0
Guam,,,
Less than H.S.,12,16.0,6.8-25.1
H.S. or G.E.D.,67,17.7,12.0-23.4
Some post-H.S.,42,14.6,9.3-20.0
College graduate,65,23.7,15.4-31.9
Puerto Rico,,,
Less than H.S.,21,5.5,2.6-8.3
H.S. or G.E.D.,79,10.7,7.9-13.4
Some post-H.S.,98,14.3,11.0-17.6
College graduate,152,12.3,10.1-14.5
Virgin Islands,,,
Less than H.S.,4,*,
H.S. or G.E.D.,25,*,
Some post-H.S.,24,*,
College graduate,33,11.8,
Virgin Islands,,,
Less than H.S.,167,83.0,73.3-92.6
H.S. or G.E.D.,339,73.9,64.5-83.4
Some post-H.S.,251,69.9,54.7-85.2
College graduate,382,60.8,
