Location,n,Percentage,95% CI
Some post-H.S.,231,13.4,10.8-15.9
College graduate,316,15.6,13.3-17.9
Hawaii,,,
Less than H.S.,22,13.1,6.9-19.2
H.S. or G.E.D.,208,11.3,9.6-13.1
Some post-H.S.,178,9.0,7.5-10.6
College graduate,306,12.5,10.9-14.0
Idaho,,,
Less than H.S.,34,12.7,7.5-17.9
H.S. or G.E.D.,160,12.4,10.1-14.7
Some post-H.S.,174,11.1,9.0-13.2
College graduate,205,13.9,11.5-16.2
Illinois,,,
Less than H.S.,6,*,
H.S. or G.E.D.,47,7.4,5.2-9.7
Some post-H.S.,66,10.0,7.4-12.5
College graduate,136,10.7,8.8-12.7
Indiana,,,
Less than H.S.,64,13.1,9.8-16.4
H.S. or G.E.D.,200,10.7,9.1-12.3
Some post-H.S.,200,13.0,11.2-14.9
College graduate,294,13.8,12.2-15.4
Iowa,,,
Less than H.S.,54,11.9,8.5-15.3
H.S. or G.E.D.,248,10.4,9.0-11.7
Some post-H.S.,269,11.6,10.2-13.1
College graduate,382,14.6,13.2-16.1
Kansas,,,
Less than H.S.,43,15.0,10.4-19.6
H.S. or G.E.D.,210,11.0,9.4-12.7
Some post-H.S.,267,11.4,9.9-12.8
College graduate,433,14.1,12.8-15.5
Kentucky,,,
Less than H.S.,16,6.0,2.7-9.2
H.S. or G.E.D.,68,7.6,5.6-9.6
Some post-H.S.,100,12.2,9.7-14.8
College graduate,144,15.8,13.1-18.5
Louisiana,,,
Less than H.S.,24,7.7,4.1-11.3
H.S. or G.E.D.,120,11.0,8.9-13.1
Some post-H.S.,116,12.5,10.1-14.8
College graduate,187,14.7,12.5-16.9
Maine,,,
Less than H.S.,17,*,
H.S. or G.E.D.,153,7.9,6.3-9.5
Some post-H.S.,179,8.0,6.4-9.5
College graduate,331,11.8,10.2-13.4
Maryland,,,
Less than H.S.,112,16.4,13.0-19.9
H.S. or G.E.D.,279,10.4,8.9-12.0
Some post-H.S.,296,12.4,10.5-14.2
College graduate,658,14.3,13.1-15.6
Massachusetts,,,
Less than H.S.,24,7.6,4.3-10.9
H.S. or G.E.D.,114,10.4,8.1-12.6
Some post-H.S.,143,10.0,8.2-11.8
College graduate,368,13.2,11.6-14.7
Michigan,,,
Less than H.S.,20,8.2,4.2-12.3
H.S. or G.E.D.,123,10.4,8.4-12.3
Some post-H.S.,185,12.2,10.3-14.0
College graduate,313,14.2,12.6-15.9
Minnesota,,,
Less than H.S.,95,12.7,9.8-15.5
H.S. or G.E.D.,332,10.7,9.5-11.9
Some post-H.S.,490,12.4,11.2-13.6
College graduate,797,15.4,14.3-16.5
Mississippi,,,
Less than H.S.,34,6.3,3.9-8.7
H.S. or G.E.D.,152,12.2,10.0-14.4
Some post-H.S.,141,10.8,8.9-12.8
College graduate,185,14.5,12.3-16.6
Missouri,,,
Less than H.S.,33,8.8,5.3-12.2
H.S. or G.E.D.,221,11.0,9.4-12.7
Some post-H.S.,207,10.9,9.2-12.6
College graduate,325,13.7,12.1-15.3
Montana,,,
Less than H.S.,24,12.5,7.3-17.7
H.S. or G.E.D.,131,10.7,8.6-12.7
Some post-H.S.,171,12.0,10.0-14.0
College graduate,233,12.2,10.7-13.8
Nebraska,,,
Less than H.S.,107,12.8,9.4-16.2
H.S. or G.E.D.,320,9.6,8.2-11.0
Some post-H.S.,364,11.0,9.4-12.5
College graduate,506,14.4,12.9-16.0
Nevada,,,
Less than H.S.,21,11.0,5.5-16.6
H.S. or G.E.D.,54,8.0,5.5-10.5
Some post-H.S.,91,15.5,11.6-19.3
College graduate,75,11.6,8.1-15.1
New Hampshire,,,
Less than H.S.,8,*,
H.S. or G.E.D.,99,10.4,8.0-12.7
Some post-H.S.,119,10.6,8.4-12.8
College graduate,194,11.9,10.0-13.8
New Jersey,,,
Less than H.S.,68,11.2,8.4-14.1
H.S. or G.E.D.,208,10.4,8.8-12.0
Some post-H.S.,228,10.3,8.8-11.9
College graduate,618,13.9,12.6-15.1
New Mexico,,,
Less than H.S.,63,10.6,6.9-14.3
H.S. or G.E.D.,143,10.0,7.9-12.2
Some post-H.S.,182,12.6,10.1-15.2
College graduate,153,10.3,8.2-12.5
New York,,,
Less than H.S.,109,13.9,10.9-16.9
H.S. or G.E.D.,285,11.7,10.0-13.4
Some post-H.S.,326,11.8,10.3-13.4
College graduate,656,12.3,11.2-13.4
North Carolina,,,
Less than H.S.,72,13.6,10.0-17.2
H.S. or G.E.D.,137,10.3,8.3-12.2
Some post-H.S.,157,11.8,9.8-13.8
College graduate,229,13.3,11.5-15.2
North Dakota,,,
Less than H.S.,12,*,
H.S. or G.E.D.,57,8.1,5.7-10.5
Some post-H.S.,91,10.7,8.2-13.2
College graduate,143,13.4,11.0-15.8
Ohio,,,
Less than H.S.,67,11.6,8.1-15.1
H.S. or G.E.D.,365,10.7,9.3-12.1
Some post-H.S.,318,9.5,8.2-10.9
College graduate,462,12.2,10.9-13.6
Oklahoma,,,
Less than H.S.,53,18.6,13.6-23.6
H.S. or G.E.D.,139,13.1,10.8-15.4
Some post-H.S.,170,13.2,11.0-15.3
College graduate,170,15.0,12.7-17.3
Oregon,,,
Less than H.S.,27,12.3,7.6-17.0
H.S. or G.E.D.,78,7.1,5.4-8.7
Some post-H.S.,121,8.6,7.0-10.2
College graduate,200,11.6,10.0-13.3
Pennsylvania,,,
Less than H.S.,25,11.4,6.7-16.0
H.S. or G.E.D.,119,9.5,7.6-11.4
Some post-H.S.,111,9.9,7.8-12.1
College graduate,278,14.9,13.0-16.9
Rhode Island,,,
Less than H.S.,29,9.5,5.6-13.4
H.S. or G.E.D.,90,10.6,7.7-13.5
Some post-H.S.,106,10.6,8.0-13.2
College graduate,228,12.8,10.8-14.8
South Carolina,,,
Less than H.S.,24,12.0,6.7-17.4
H.S. or G.E.D.,87,10.8,8.3-13.3
Some post-H.S.,90,10.7,8.3-13.1
College graduate,135,13.6,11.0-16.1
South Dakota,,,
Less than H.S.,25,*,
H.S. or G.E.D.,129,11.5,7.6-15.5
Some post-H.S.,192,12.3,9.2-15.4
College graduate,246,11.6,9.0-14.2
Tennessee,,,
Less than H.S.,19,*,
H.S. or G.E.D.,131,10.6,8.4-12.8
Some post-H.S.,113,12.0,9.4-14.6
College graduate,185,13.6,11.3-16.0
Texas,,,
Less than H.S.,165,16.9,12.5-21.3
H.S. or G.E.D.,320,14.3,11.6-17.0
Some post-H.S.,313,12.7,10.4-14.9
College graduate,388,14.3,12.1-16.5
Utah,,,
Less than H.S.,55,15.0,10.7-19.3
H.S. or G.E.D.,269,13.3,11.6-15.0
Some post-H.S.,374,12.9,11.4-14.3
College graduate,478,14.0,12.6-15.3
Vermont,,,
Less than H.S.,11,*,
H.S. or G.E.D.,129,9.1,7.1-11.1
Some post-H.S.,118,9.7,7.6-11.8
College graduate,311,14.2,12.2-16.1
Virginia,,,
Less than H.S.,60,12.9,9.3-16.5
H.S. or G.E.D.,180,10.2,8.3-12.0
Some post-H.S.,187,11.5,9.5-13.6
College graduate,409,14.3,12.7-16.0
Washington,,,
Less than H.S.,85,15.0,11.5-18.4
H.S. or G.E.D.,221,11.1,9.5-12.7
Some post-H.S.,295,10.4,9.1-11.8
College graduate,515,14.1,12.8-15.5
West Virginia,,,
Less than H.S.,29,10.2,6.2-14.2
H.S. or G.E.D.,135,9.5,7.8-11.2
Some post-H.S.,129,11.0,9.0-12.9
College graduate,159,14.0,11.8-16.2
Wisconsin,,,
Less than H.S.,14,*,
H.S. or G.E.D.,105,9.6,7.1-12.0
Some post-H.S.,115,10.3,8.0-12.6
College graduate,202,16.0,13.6-18.3
Wyoming,,,
Less than H.S.,18,15.3,7.9-22.6
H.S. or G.E.D.,71,9.7,7.2-12.3
Some post-H.S.,94,10.6,8.2-13.1
College graduate,140,14.4,11.8-17.0
Guam,,,
Less than H.S.,18,17.0,7.9-26.0
H.S. or G.E.D.,83,12.1,8.6-15.6
Some post-H.S.,63,13.7,9.8-17.6
College graduate,107,17.5,14.1-20.9
Puerto Rico,,,
Less than H.S.,22,3.7,2.0-5.3
H.S. or G.E.D.,116,10.5,8.3-12.7
Some post-H.S.,157,13.5,11.1-16.0
College graduate,197,12.8,10.9-14.7
Virgin Islands,,,
Less than H.S.,167,83.0,73.3-92.6
H.S. or G.E.D.,339,73.9,64.5-83.4
Some post-H.S.,251,69.9,54.7-85.2
College graduate,382,60.8,
