Location,n,Percentage,95% CI
Mississippi,,,
Less than H.S.,37,10.3,6.1-14.4
H.S. or G.E.D.,137,13.3,10.5-16.1
Some post-H.S.,172,17.1,14.3-19.8
College graduate,171,15.4,12.9-17.8
Missouri,,,
Less than H.S.,96,13.8,10.0-17.7
H.S. or G.E.D.,369,12.3,10.5-14.1
Some post-H.S.,360,12.2,10.5-13.9
College graduate,409,13.6,11.8-15.3
Montana,,,
Less than H.S.,35,19.7,12.3-27.0
H.S. or G.E.D.,157,11.8,9.8-13.8
Some post-H.S.,173,11.6,9.7-13.4
College graduate,216,10.8,9.3-12.4
Nebraska,,,
Less than H.S.,93,14.1,10.5-17.8
H.S. or G.E.D.,367,13.6,12.0-15.3
Some post-H.S.,430,12.3,10.9-13.7
College graduate,515,13.1,11.8-14.4
Nevada,,,
Less than H.S.,23,19.2,11.1-27.2
H.S. or G.E.D.,84,14.1,10.1-18.1
Some post-H.S.,67,7.7,5.4-10.0
College graduate,92,11.2,8.3-14.0
New Hampshire,,,
Less than H.S.,16,12.3,5.1-19.5
H.S. or G.E.D.,109,12.9,10.2-15.6
Some post-H.S.,149,14.2,11.6-16.8
College graduate,217,10.9,9.3-12.4
New Jersey,,,
Less than H.S.,96,17.6,13.5-21.7
H.S. or G.E.D.,243,14.8,12.6-17.0
Some post-H.S.,240,15.4,13.0-17.9
College graduate,494,14.3,12.8-15.8
New Mexico,,,
Less than H.S.,79,11.9,8.6-15.2
H.S. or G.E.D.,192,12.3,10.2-14.5
Some post-H.S.,210,13.6,11.3-15.9
College graduate,223,11.6,9.7-13.4
New York,,,
Less than H.S.,324,15.4,13.2-17.5
H.S. or G.E.D.,"1,099",15.3,13.9-16.7
Some post-H.S.,"1,038",15.1,13.7-16.5
College graduate,"1,473",12.6,11.7-13.6
North Carolina,,,
Less than H.S.,67,14.8,10.7-18.9
H.S. or G.E.D.,153,15.2,12.5-18.0
Some post-H.S.,155,12.1,10.0-14.3
College graduate,260,14.1,12.3-16.0
North Dakota,,,
Less than H.S.,24,16.1,9.6-22.6
H.S. or G.E.D.,103,10.8,8.6-13.0
Some post-H.S.,139,10.8,8.8-12.7
College graduate,167,11.5,9.6-13.4
Ohio,,,
Less than H.S.,67,12.4,8.8-16.1
H.S. or G.E.D.,419,12.7,11.1-14.2
Some post-H.S.,434,13.2,11.7-14.8
College graduate,495,12.1,10.8-13.4
Oklahoma,,,
Less than H.S.,33,11.4,7.3-15.6
H.S. or G.E.D.,145,13.7,11.3-16.1
Some post-H.S.,187,14.6,12.4-16.9
College graduate,202,12.9,10.9-14.9
Oregon,,,
Less than H.S.,36,15.7,10.0-21.3
H.S. or G.E.D.,138,12.6,10.4-14.8
Some post-H.S.,204,12.7,10.9-14.6
College graduate,260,12.9,11.2-14.5
Pennsylvania,,,
Less than H.S.,32,13.7,7.8-19.5
H.S. or G.E.D.,200,12.9,10.9-14.9
Some post-H.S.,158,11.7,9.6-13.8
College graduate,320,12.6,11.1-14.2
Rhode Island,,,
Less than H.S.,45,16.4,11.3-21.4
H.S. or G.E.D.,141,14.2,11.4-16.9
Some post-H.S.,145,12.8,10.5-15.1
College graduate,318,14.5,12.8-16.2
South Carolina,,,
Less than H.S.,59,11.1,7.7-14.4
H.S. or G.E.D.,239,15.0,12.7-17.3
Some post-H.S.,277,14.8,12.7-16.9
College graduate,362,13.1,11.5-14.6
South Dakota,,,
Less than H.S.,37,*,
H.S. or G.E.D.,164,9.5,6.6-12.4
Some post-H.S.,193,11.6,8.0-15.2
College graduate,254,11.2,8.6-13.7
Tennessee,,,
Less than H.S.,31,11.3,6.8-15.8
H.S. or G.E.D.,194,18.2,15.4-21.0
Some post-H.S.,197,17.7,14.9-20.4
College graduate,241,15.0,13.0-17.1
Texas,,,
Less than H.S.,130,16.4,12.3-20.4
H.S. or G.E.D.,293,15.8,13.0-18.6
Some post-H.S.,325,14.5,11.8-17.1
College graduate,487,14.6,12.6-16.5
Utah,,,
Less than H.S.,68,17.0,12.4-21.5
H.S. or G.E.D.,330,16.6,14.6-18.6
Some post-H.S.,362,13.1,11.6-14.6
College graduate,444,12.1,10.9-13.4
Vermont,,,
Less than H.S.,17,8.9,4.1-13.7
H.S. or G.E.D.,151,11.5,9.2-13.8
Some post-H.S.,146,11.9,9.5-14.4
College graduate,347,12.2,10.6-13.8
Virginia,,,
Less than H.S.,40,16.0,10.7-21.2
H.S. or G.E.D.,210,13.5,11.4-15.6
Some post-H.S.,281,14.9,12.9-16.8
College graduate,529,15.4,13.9-16.9
Washington,,,
Less than H.S.,76,13.3,9.9-16.7
H.S. or G.E.D.,249,13.6,11.8-15.5
Some post-H.S.,331,12.2,10.7-13.7
College graduate,585,13.7,12.5-14.9
West Virginia,,,
Less than H.S.,47,12.4,8.6-16.2
H.S. or G.E.D.,281,15.7,13.7-17.6
Some post-H.S.,199,14.1,12.0-16.1
College graduate,271,14.8,13.1-16.6
Wisconsin,,,
Less than H.S.,14,*,
H.S. or G.E.D.,156,15.2,12.5-17.9
Some post-H.S.,132,9.8,7.7-11.8
College graduate,217,11.3,9.6-13.1
Wyoming,,,
Less than H.S.,8,*,
H.S. or G.E.D.,80,12.9,9.9-16.0
Some post-H.S.,113,12.4,9.8-14.9
College graduate,128,11.8,9.6-14.1
Guam,,,
Less than H.S.,14,*,
H.S. or G.E.D.,96,20.6,15.0-26.4
Some post-H.S.,64,19.5,13.8-25.3
College graduate,95,20.8,15.7-26.0
Puerto Rico,,,
Less than H.S.,30,6.0,3.6-8.3
H.S. or G.E.D.,120,14.1,11.3-16.9
Some post-H.S.,168,20.1,16.3-23.9
College graduate,245,18.6,16.0-21.3
Virgin Islands,,,
Less than H.S.,17,*,
H.S. or G.E.D.,55,13.4,7.6-19.2
Some post-H.S.,33,14.3,7.2-21.4
College graduate,57,18.6,
Virgin Islands,,,
Less than H.S.,167,83.0,73.3-92.6
H.S. or G.E.D.,339,73.9,64.5-83.4
Some post-H.S.,251,69.9,54.7-85.2
College graduate,382,60.8,
