Location,n,Percentage,95% CI
Less than H.S.,234,32.2,28.0-36.4
H.S. or G.E.D.,"1,712",45.6,43.7-47.5
Some post-H.S.,"2,507",53.1,51.4-54.8
College graduate,"4,165",67.8,66.5-69.1
Mississippi,,,
Less than H.S.,205,29.8,25.5-34.1
H.S. or G.E.D.,868,44.6,41.7-47.4
Some post-H.S.,868,46.1,43.2-49.0
College graduate,"1,134",63.4,60.7-66.2
Missouri,,,
Less than H.S.,215,42.3,36.7-47.9
H.S. or G.E.D.,"1,338",46.9,44.4-49.3
Some post-H.S.,"1,233",48.7,46.2-51.2
College graduate,"1,912",64.8,62.7-67.0
Montana,,,
Less than H.S.,93,33.7,27.1-40.2
H.S. or G.E.D.,798,46.9,44.0-49.8
Some post-H.S.,995,53.8,51.2-56.5
College graduate,"1,557",66.2,64.0-68.4
Nebraska,,,
Less than H.S.,404,43.2,38.3-48.0
H.S. or G.E.D.,"2,250",48.5,46.2-50.7
Some post-H.S.,"2,585",53.0,50.8-55.2
College graduate,"3,276",68.6,66.7-70.5
Nevada,,,
Less than H.S.,87,49.0,39.7-58.4
H.S. or G.E.D.,248,37.3,32.4-42.2
Some post-H.S.,370,47.5,42.6-52.4
College graduate,483,60.4,55.8-65.0
New Hampshire,,,
Less than H.S.,70,32.8,24.7-40.9
H.S. or G.E.D.,773,47.6,44.2-51.0
Some post-H.S.,913,52.1,48.8-55.4
College graduate,"1,775",64.6,62.2-67.0
New Jersey,,,
Less than H.S.,226,40.2,35.4-45.0
H.S. or G.E.D.,"1,095",45.4,42.9-48.0
Some post-H.S.,"1,210",48.0,45.6-50.5
College graduate,"3,214",62.6,60.9-64.2
New Mexico,,,
Less than H.S.,292,46.3,40.6-52.0
H.S. or G.E.D.,853,38.9,35.5-42.3
Some post-H.S.,929,45.6,42.0-49.2
College graduate,"1,373",56.3,53.2-59.5
New York,,,
Less than H.S.,345,38.1,34.2-42.0
H.S. or G.E.D.,"1,426",42.6,40.4-44.9
Some post-H.S.,"1,557",43.5,41.2-45.8
College graduate,"3,558",56.3,54.8-57.9
North Carolina,,,
Less than H.S.,215,42.4,37.0-47.7
H.S. or G.E.D.,647,43.2,40.1-46.3
Some post-H.S.,770,48.2,45.2-51.1
College graduate,"1,343",65.1,62.8-67.5
North Dakota,,,
Less than H.S.,75,38.9,29.2-48.6
H.S. or G.E.D.,563,47.2,43.3-51.1
Some post-H.S.,794,55.0,51.6-58.5
College graduate,"1,086",68.2,65.2-71.3
Ohio,,,
Less than H.S.,276,36.7,32.1-41.4
H.S. or G.E.D.,"2,093",43.9,41.9-45.9
Some post-H.S.,"1,925",47.5,45.3-49.7
College graduate,"2,880",65.3,63.4-67.2
Oklahoma,,,
Less than H.S.,166,48.4,42.3-54.5
H.S. or G.E.D.,666,45.2,42.1-48.3
Some post-H.S.,779,49.6,46.6-52.7
College graduate,964,64.9,62.0-67.7
Oregon,,,
Less than H.S.,116,41.2,34.7-47.8
H.S. or G.E.D.,539,44.1,40.8-47.4
Some post-H.S.,861,49.5,46.8-52.1
College graduate,"1,282",64.4,62.1-66.7
Pennsylvania,,,
Less than H.S.,87,35.1,27.8-42.5
H.S. or G.E.D.,647,44.3,41.2-47.5
Some post-H.S.,596,47.7,44.2-51.2
College graduate,"1,399",64.3,61.9-66.6
Rhode Island,,,
Less than H.S.,128,38.0,31.5-44.4
H.S. or G.E.D.,539,41.2,37.5-44.9
Some post-H.S.,590,44.0,40.1-48.0
College graduate,"1,359",56.5,53.4-59.5
South Carolina,,,
Less than H.S.,114,39.8,33.0-46.5
H.S. or G.E.D.,433,40.9,37.2-44.6
Some post-H.S.,523,49.3,45.6-53.0
College graduate,926,65.2,62.1-68.3
South Dakota,,,
Less than H.S.,96,33.8,23.0-44.7
H.S. or G.E.D.,933,48.2,43.2-53.1
Some post-H.S.,"1,099",55.0,50.5-59.4
College graduate,"1,578",68.4,64.2-72.4
Tennessee,,,
Less than H.S.,135,39.2,32.2-46.3
H.S. or G.E.D.,648,46.5,43.1-49.8
Some post-H.S.,610,52.5,48.8-56.2
College graduate,967,62.0,58.8-65.1
Texas,,,
Less than H.S.,647,47.7,42.1-53.2
H.S. or G.E.D.,"1,223",43.8,40.2-47.4
Some post-H.S.,"1,358",49.4,46.0-52.8
College graduate,"2,174",64.8,62.1-67.6
Utah,,,
Less than H.S.,198,48.0,42.1-53.9
H.S. or G.E.D.,"1,347",45.2,42.8-47.6
Some post-H.S.,"2,284",59.1,57.1-61.2
College graduate,"3,141",74.1,72.4-75.8
Vermont,,,
Less than H.S.,92,38.9,31.0-46.8
H.S. or G.E.D.,841,44.9,41.5-48.3
Some post-H.S.,777,46.2,42.4-50.0
College graduate,"1,782",61.4,58.8-64.1
Virginia,,,
Less than H.S.,221,34.9,30.2-39.6
H.S. or G.E.D.,"1,006",43.8,41.1-46.5
Some post-H.S.,"1,140",50.2,47.4-53.0
College graduate,"2,482",64.5,62.4-66.6
Washington,,,
Less than H.S.,282,40.8,36.2-45.3
H.S. or G.E.D.,"1,277",44.5,42.2-46.9
Some post-H.S.,"1,932",50.9,48.9-53.0
College graduate,"3,362",66.2,64.6-67.8
West Virginia,,,
Less than H.S.,184,39.5,34.4-44.6
H.S. or G.E.D.,"1,008",50.2,47.6-52.9
Some post-H.S.,797,51.5,48.5-54.4
College graduate,"1,013",63.9,61.2-66.6
Wisconsin,,,
Less than H.S.,68,35.8,26.9-44.7
H.S. or G.E.D.,755,50.7,47.2-54.2
Some post-H.S.,716,48.4,44.9-51.8
College graduate,"1,241",65.4,62.6-68.3
Wyoming,,,
Less than H.S.,90,40.1,31.2-49.0
H.S. or G.E.D.,676,49.7,45.9-53.6
Some post-H.S.,863,55.8,52.1-59.4
College graduate,"1,099",69.9,66.7-73.1
Guam,,,
Less than H.S.,47,36.0,24.4-47.5
H.S. or G.E.D.,313,39.0,33.4-44.7
Some post-H.S.,307,54.7,47.0-62.5
College graduate,484,58.7,54.4-63.0
Puerto Rico,,,
Less than H.S.,222,34.4,27.8-41.0
H.S. or G.E.D.,427,32.6,28.8-36.4
Some post-H.S.,472,35.3,31.9-38.6
College graduate,823,43.4,40.6-46.1
