Location,n,Percentage,95% CI
Some post-H.S.,689,55.0,51.8-58.1
College graduate,994,67.1,64.4-69.7
Ohio,,,
Less than H.S.,246,34.9,29.9-39.9
H.S. or G.E.D.,"2,160",41.3,39.3-43.3
Some post-H.S.,"2,209",47.8,45.7-49.8
College graduate,"3,669",65.2,63.5-66.8
Oklahoma,,,
Less than H.S.,178,43.3,37.8-48.8
H.S. or G.E.D.,673,43.9,40.9-46.8
Some post-H.S.,930,50.4,47.8-53.1
College graduate,"1,203",64.4,61.8-66.9
Oregon,,,
Less than H.S.,120,40.2,33.6-46.8
H.S. or G.E.D.,476,41.0,37.7-44.4
Some post-H.S.,790,50.1,47.3-52.9
College graduate,"1,426",63.0,60.7-65.4
Pennsylvania,,,
Less than H.S.,59,40.2,29.6-50.9
H.S. or G.E.D.,505,41.5,37.7-45.3
Some post-H.S.,525,49.0,45.1-53.0
College graduate,"1,065",62.5,59.5-65.5
Rhode Island,,,
Less than H.S.,138,33.4,27.6-39.2
H.S. or G.E.D.,482,38.4,34.7-42.1
Some post-H.S.,630,42.6,39.1-46.1
College graduate,"1,697",59.7,57.3-62.2
South Carolina,,,
Less than H.S.,213,32.0,27.4-36.7
H.S. or G.E.D.,"1,145",42.5,39.9-45.0
Some post-H.S.,"1,372",51.2,48.6-53.8
College graduate,"2,570",63.8,61.8-65.8
South Dakota,,,
Less than H.S.,99,34.9,20.8-48.9
H.S. or G.E.D.,895,45.7,39.4-51.9
Some post-H.S.,"1,209",57.1,50.8-63.3
College graduate,"1,657",63.9,59.2-68.6
Tennessee,,,
Less than H.S.,134,36.5,30.2-42.9
H.S. or G.E.D.,661,47.3,44.0-50.7
Some post-H.S.,688,49.8,46.5-53.1
College graduate,"1,110",63.4,60.6-66.2
Texas,,,
Less than H.S.,530,44.9,40.2-49.6
H.S. or G.E.D.,"1,389",42.5,39.5-45.5
Some post-H.S.,"1,766",51.2,48.2-54.3
College graduate,"3,465",65.1,63.0-67.2
Utah,,,
Less than H.S.,197,42.5,37.0-48.0
H.S. or G.E.D.,"1,196",46.8,44.2-49.4
Some post-H.S.,"1,758",57.9,55.5-60.2
College graduate,"3,047",73.7,71.9-75.5
Vermont,,,
Less than H.S.,86,34.1,26.0-42.2
H.S. or G.E.D.,879,41.7,38.7-44.7
Some post-H.S.,932,44.6,41.6-47.6
College graduate,"3,125",62.4,60.6-64.1
Virginia,,,
Less than H.S.,168,35.0,29.5-40.6
H.S. or G.E.D.,887,40.0,37.2-42.9
Some post-H.S.,"1,282",50.5,47.8-53.2
College graduate,"3,011",65.4,63.5-67.2
Washington,,,
Less than H.S.,452,36.7,33.3-40.2
H.S. or G.E.D.,"2,340",42.3,40.6-43.9
Some post-H.S.,"3,665",49.9,48.4-51.4
College graduate,"7,944",67.2,66.1-68.2
West Virginia,,,
Less than H.S.,128,37.0,31.3-42.7
H.S. or G.E.D.,838,48.3,45.4-51.2
Some post-H.S.,656,49.6,46.2-52.9
College graduate,959,62.4,59.5-65.3
Wisconsin,,,
Less than H.S.,144,33.5,27.7-39.2
H.S. or G.E.D.,"1,293",42.5,40.2-44.9
Some post-H.S.,"1,653",52.9,50.6-55.2
College graduate,"2,699",66.0,64.1-67.8
Wyoming,,,
Less than H.S.,64,39.1,30.2-48.0
H.S. or G.E.D.,518,48.6,44.8-52.4
Some post-H.S.,723,55.1,51.8-58.3
College graduate,987,69.1,66.4-71.8
Guam,,,
Less than H.S.,57,31.9,19.6-44.2
H.S. or G.E.D.,319,40.2,33.9-46.5
Some post-H.S.,297,56.6,48.2-65.0
College graduate,500,63.2,55.5-70.8
Puerto Rico,,,
Less than H.S.,248,27.1,23.3-30.9
H.S. or G.E.D.,481,27.4,24.4-30.3
Some post-H.S.,503,29.9,26.8-32.9
College graduate,880,42.3,39.3-45.4
Virgin Islands,,,
Less than H.S.,83,37.6,24.4-50.8
H.S. or G.E.D.,189,36.3,25.5-47.2
Some post-H.S.,114,27.9,14.3-41.5
College graduate,219,45.9,36.0-55.7
