Location,n,Percentage,95% CI
College graduate,"1,448",61.8,58.7-65.0
Hawaii,,,
Less than H.S.,108,43.2,35.8-50.7
H.S. or G.E.D.,836,43.6,40.8-46.3
Some post-H.S.,977,51.7,48.9-54.5
College graduate,"1,912",63.8,61.7-66.0
Idaho,,,
Less than H.S.,148,46.5,39.1-53.9
H.S. or G.E.D.,713,48.3,44.4-52.1
Some post-H.S.,"1,044",59.4,55.8-63.0
College graduate,"1,227",69.0,65.5-72.4
Illinois,,,
Less than H.S.,177,46.4,40.7-52.1
H.S. or G.E.D.,532,43.3,40.1-46.4
Some post-H.S.,617,45.9,42.9-48.9
College graduate,"1,423",61.9,59.7-64.0
Indiana,,,
Less than H.S.,228,40.6,35.9-45.3
H.S. or G.E.D.,"1,248",44.8,42.5-47.1
Some post-H.S.,"1,134",50.4,47.9-53.0
College graduate,"1,955",68.1,66.0-70.1
Iowa,,,
Less than H.S.,224,41.5,36.7-46.2
H.S. or G.E.D.,"1,516",49.2,47.1-51.3
Some post-H.S.,"1,645",53.2,51.1-55.2
College graduate,"2,117",69.0,67.1-70.9
Kansas,,,
Less than H.S.,158,33.6,28.4-38.7
H.S. or G.E.D.,"1,377",47.7,45.5-49.9
Some post-H.S.,"1,862",53.5,51.5-55.5
College graduate,"2,836",70.2,68.6-71.7
Kentucky,,,
Less than H.S.,265,46.3,40.4-52.1
H.S. or G.E.D.,"1,234",47.4,44.5-50.4
Some post-H.S.,"1,153",50.2,47.0-53.4
College graduate,"1,625",64.6,61.7-67.6
Louisiana,,,
Less than H.S.,133,31.2,26.1-36.3
H.S. or G.E.D.,618,41.7,38.7-44.8
Some post-H.S.,534,46.7,43.3-50.1
College graduate,896,61.5,58.5-64.4
Maine,,,
Less than H.S.,151,31.9,25.0-38.7
H.S. or G.E.D.,"1,497",47.2,44.5-49.8
Some post-H.S.,"1,594",51.2,48.4-54.1
College graduate,"2,638",66.9,64.6-69.1
Maryland,,,
Less than H.S.,324,36.2,31.6-40.7
H.S. or G.E.D.,"1,894",42.4,40.1-44.6
Some post-H.S.,"1,807",43.9,41.6-46.2
College graduate,"4,778",62.8,61.2-64.3
Massachusetts,,,
Less than H.S.,127,30.8,25.5-36.2
H.S. or G.E.D.,600,40.8,37.8-43.8
Some post-H.S.,773,42.3,39.5-45.1
College graduate,"2,223",62.4,60.5-64.3
Michigan,,,
Less than H.S.,113,30.3,24.7-35.9
H.S. or G.E.D.,"1,095",42.9,40.5-45.2
Some post-H.S.,"1,573",49.9,47.7-52.1
College graduate,"2,505",66.4,64.6-68.2
Minnesota,,,
Less than H.S.,233,37.7,33.2-42.2
H.S. or G.E.D.,"1,609",46.0,44.1-48.0
Some post-H.S.,"2,506",52.5,50.8-54.2
College graduate,"4,172",67.4,66.1-68.7
Mississippi,,,
Less than H.S.,175,32.3,27.5-37.2
H.S. or G.E.D.,683,45.8,42.5-49.0
Some post-H.S.,658,44.7,41.4-48.0
College graduate,861,63.2,60.1-66.3
Missouri,,,
Less than H.S.,170,38.5,32.7-44.2
H.S. or G.E.D.,985,45.8,42.9-48.6
Some post-H.S.,957,50.7,47.6-53.7
College graduate,"1,420",66.0,63.5-68.6
Montana,,,
Less than H.S.,114,36.8,30.2-43.3
H.S. or G.E.D.,826,48.3,45.5-51.0
Some post-H.S.,"1,039",51.4,48.8-54.0
College graduate,"1,522",67.9,65.7-70.1
Nebraska,,,
Less than H.S.,440,47.0,42.6-51.3
H.S. or G.E.D.,"2,401",46.7,44.7-48.8
Some post-H.S.,"2,735",53.7,51.6-55.7
College graduate,"3,278",69.3,67.4-71.1
Nevada,,,
Less than H.S.,124,51.6,44.3-58.8
H.S. or G.E.D.,248,38.1,33.2-43.0
Some post-H.S.,382,45.6,41.1-50.1
College graduate,521,62.4,57.9-66.9
New Hampshire,,,
Less than H.S.,82,36.0,27.9-44.2
H.S. or G.E.D.,670,44.3,40.9-47.7
Some post-H.S.,781,53.6,50.1-57.1
College graduate,"1,601",66.5,63.9-69.1
New Mexico,,,
Less than H.S.,295,47.1,41.9-52.2
H.S. or G.E.D.,656,38.2,34.9-41.6
Some post-H.S.,758,44.7,41.4-48.1
College graduate,"1,214",60.6,57.8-63.5
New York,,,
Less than H.S.,364,39.1,35.1-43.0
H.S. or G.E.D.,"1,457",45.0,42.6-47.5
Some post-H.S.,"1,408",41.6,39.2-43.9
College graduate,"3,114",55.9,54.1-57.7
North Carolina,,,
Less than H.S.,146,39.0,33.3-44.7
H.S. or G.E.D.,443,46.4,42.7-50.0
Some post-H.S.,596,48.1,45.0-51.3
College graduate,979,64.8,62.2-67.4
North Dakota,,,
Less than H.S.,82,36.9,27.8-46.0
H.S. or G.E.D.,729,46.8,43.2-50.3
Some post-H.S.,993,54.8,51.5-58.0
College graduate,"1,325",70.7,68.0-73.4
Ohio,,,
Less than H.S.,254,31.5,26.6-36.4
H.S. or G.E.D.,"2,035",45.3,43.0-47.6
Some post-H.S.,"1,696",47.8,45.3-50.3
College graduate,"2,444",66.1,64.0-68.3
Oklahoma,,,
Less than H.S.,199,40.4,35.3-45.5
H.S. or G.E.D.,857,45.9,43.0-48.7
Some post-H.S.,983,51.4,48.6-54.1
College graduate,"1,313",68.9,66.4-71.3
Oregon,,,
Less than H.S.,154,39.4,33.6-45.2
H.S. or G.E.D.,609,43.9,40.9-47.0
Some post-H.S.,934,50.6,47.9-53.2
College graduate,"1,401",64.6,62.3-66.9
Pennsylvania,,,
Less than H.S.,94,37.2,30.4-44.0
H.S. or G.E.D.,795,45.6,42.9-48.3
Some post-H.S.,667,46.5,43.4-49.6
College graduate,"1,653",64.7,62.6-66.8
Rhode Island,,,
Less than H.S.,117,34.7,28.0-41.3
H.S. or G.E.D.,556,39.6,36.1-43.0
Some post-H.S.,603,45.0,41.4-48.7
College graduate,"1,533",59.9,57.2-62.6
South Carolina,,,
Less than H.S.,181,34.5,29.5-39.6
H.S. or G.E.D.,776,43.4,40.4-46.4
Some post-H.S.,938,49.4,46.6-52.2
College graduate,"1,575",65.7,63.3-68.1
South Dakota,,,
Less than H.S.,104,36.3,26.0-46.6
H.S. or G.E.D.,918,48.6,44.1-53.1
Some post-H.S.,"1,104",53.8,49.5-58.1
College graduate,"1,540",68.6,64.9-72.4
Tennessee,,,
Less than H.S.,200,42.6,36.8-48.4
H.S. or G.E.D.,799,45.2,42.0-48.3
Some post-H.S.,782,50.4,47.0-53.7
College graduate,"1,299",66.2,63.4-69.1
Texas,,,
Less than H.S.,609,51.7,46.5-56.9
H.S. or G.E.D.,"1,279",40.9,37.6-44.3
Some post-H.S.,"1,614",50.4,47.3-53.6
College graduate,"2,673",64.9,62.4-67.5
Utah,,,
Less than H.S.,240,44.7,39.5-49.8
H.S. or G.E.D.,"1,462",47.8,45.5-50.2
Some post-H.S.,"2,368",58.6,56.6-60.6
College graduate,"3,571",75.5,73.9-77.0
Vermont,,,
Less than H.S.,94,46.9,38.7-55.2
H.S. or G.E.D.,738,46.1,42.4-49.7
Some post-H.S.,715,45.5,41.8-49.2
College graduate,"1,798",62.0,59.3-64.7
Virginia,,,
Less than H.S.,217,34.9,30.1-39.8
H.S. or G.E.D.,972,42.4,39.6-45.2
Some post-H.S.,"1,244",49.3,46.8-51.9
College graduate,"2,617",66.9,64.9-68.9
Washington,,,
Less than H.S.,310,39.7,35.5-44.0
H.S. or G.E.D.,"1,277",45.3,42.9-47.7
Some post-H.S.,"2,018",51.9,49.8-53.9
College graduate,"3,432",65.3,63.6-66.9
West Virginia,,,
Less than H.S.,196,43.7,38.3-49.2
H.S. or G.E.D.,931,49.5,46.6-52.4
Some post-H.S.,672,49.5,46.1-53.0
College graduate,941,64.7,61.5-67.9
Wisconsin,,,
Less than H.S.,70,39.2,30.6-47.9
H.S. or G.E.D.,732,48.8,45.5-52.1
Some post-H.S.,686,50.3,46.9-53.7
College graduate,"1,184",66.6,63.8-69.4
Wyoming,,,
Less than H.S.,77,40.1,31.2-49.0
H.S. or G.E.D.,601,51.0,47.0-55.0
Some post-H.S.,783,54.0,50.5-57.5
College graduate,"1,044",72.1,69.0-75.2
Guam,,,
Less than H.S.,67,44.2,33.7-54.7
H.S. or G.E.D.,375,38.4,33.8-43.0
Some post-H.S.,331,48.9,43.7-54.0
College graduate,473,57.6,52.9-62.2
Puerto Rico,,,
Less than H.S.,383,35.1,31.7-38.5
H.S. or G.E.D.,587,32.2,29.5-35.0
Some post-H.S.,581,36.9,33.9-39.8
College graduate,852,42.0,39.4-44.6
