Location,n,Percentage,95% CI
Less than H.S.,283,41.5,36.0-46.9
H.S. or G.E.D.,"1,397",46.7,44.4-49.0
Some post-H.S.,"1,522",53.9,51.5-56.3
College graduate,"2,070",67.8,65.7-69.8
Kansas,,,
Less than H.S.,250,40.1,35.5-44.8
H.S. or G.E.D.,"2,105",45.4,43.6-47.2
Some post-H.S.,"2,889",53.0,51.4-54.7
College graduate,"4,789",69.5,68.3-70.8
Kentucky,,,
Less than H.S.,153,42.1,35.7-48.5
H.S. or G.E.D.,733,46.0,42.8-49.2
Some post-H.S.,692,52.3,48.9-55.7
College graduate,962,64.6,61.7-67.6
Louisiana,,,
Less than H.S.,111,29.4,23.8-35.0
H.S. or G.E.D.,607,41.4,38.1-44.6
Some post-H.S.,666,48.9,45.5-52.2
College graduate,"1,074",58.7,55.9-61.5
Maine,,,
Less than H.S.,127,34.4,27.6-41.2
H.S. or G.E.D.,"1,393",45.8,43.3-48.3
Some post-H.S.,"1,702",52.8,50.4-55.2
College graduate,"3,091",65.1,63.3-67.0
Maryland,,,
Less than H.S.,261,32.0,27.7-36.3
H.S. or G.E.D.,"1,512",39.7,37.3-42.0
Some post-H.S.,"1,548",44.4,42.1-46.8
College graduate,"4,554",63.9,62.4-65.4
Massachusetts,,,
Less than H.S.,142,33.8,27.7-39.9
H.S. or G.E.D.,542,40.8,37.4-44.1
Some post-H.S.,729,42.6,39.7-45.4
College graduate,"2,256",61.0,59.1-62.9
Michigan,,,
Less than H.S.,112,35.8,29.8-41.9
H.S. or G.E.D.,977,42.0,39.6-44.4
Some post-H.S.,"1,266",50.7,48.4-53.0
College graduate,"2,359",63.9,62.0-65.7
Minnesota,,,
Less than H.S.,186,36.4,31.4-41.4
H.S. or G.E.D.,"1,412",44.7,42.7-46.8
Some post-H.S.,"2,417",52.1,50.5-53.8
College graduate,"4,671",67.2,65.9-68.4
Mississippi,,,
Less than H.S.,138,35.3,29.6-41.1
H.S. or G.E.D.,566,44.0,40.4-47.5
Some post-H.S.,598,46.5,43.0-49.9
College graduate,804,61.9,58.6-65.1
Missouri,,,
Less than H.S.,312,37.1,32.2-42.0
H.S. or G.E.D.,"1,786",46.2,43.7-48.7
Some post-H.S.,"1,784",50.5,48.0-53.0
College graduate,"2,444",65.4,63.2-67.6
Montana,,,
Less than H.S.,95,32.5,25.2-39.8
H.S. or G.E.D.,739,47.5,44.4-50.5
Some post-H.S.,953,54.5,51.7-57.3
College graduate,"1,533",64.8,62.6-67.1
Nebraska,,,
Less than H.S.,298,41.2,36.2-46.1
H.S. or G.E.D.,"2,199",46.4,44.4-48.6
Some post-H.S.,"2,625",53.6,51.6-55.6
College graduate,"3,558",69.3,67.6-71.0
Nevada,,,
Less than H.S.,53,43.4,33.5-53.2
H.S. or G.E.D.,298,39.4,34.7-44.1
Some post-H.S.,401,47.0,42.3-51.6
College graduate,555,61.2,56.6-65.9
New Hampshire,,,
Less than H.S.,60,31.9,23.4-40.4
H.S. or G.E.D.,689,45.3,41.9-48.8
Some post-H.S.,897,54.0,50.6-57.3
College graduate,"1,956",65.4,63.1-67.8
New Jersey,,,
Less than H.S.,193,33.9,29.0-38.8
H.S. or G.E.D.,671,43.2,40.1-46.3
Some post-H.S.,802,49.6,46.4-52.6
College graduate,"2,183",65.1,63.2-67.1
New Mexico,,,
Less than H.S.,281,40.9,35.9-45.8
H.S. or G.E.D.,710,41.4,38.1-44.6
Some post-H.S.,802,43.6,40.4-46.7
College graduate,"1,284",57.3,54.5-60.0
New York,,,
Less than H.S.,952,36.9,34.1-39.7
H.S. or G.E.D.,"4,424",42.6,40.8-44.4
Some post-H.S.,"4,566",45.9,44.1-47.7
College graduate,"8,323",55.8,54.5-57.2
North Carolina,,,
Less than H.S.,179,39.6,33.7-45.5
H.S. or G.E.D.,499,42.8,39.2-46.3
Some post-H.S.,644,49.3,45.9-52.6
College graduate,"1,274",64.7,62.3-67.2
North Dakota,,,
Less than H.S.,97,36.8,29.1-44.4
H.S. or G.E.D.,805,46.8,43.6-49.8
Some post-H.S.,"1,075",57.0,54.2-59.9
College graduate,"1,335",68.7,66.2-71.3
Ohio,,,
Less than H.S.,232,32.3,27.4-37.2
H.S. or G.E.D.,"2,011",44.1,42.0-46.2
Some post-H.S.,"1,924",48.9,46.8-51.1
College graduate,"3,094",63.4,61.6-65.2
Oklahoma,,,
Less than H.S.,144,39.3,33.3-45.3
H.S. or G.E.D.,673,45.2,42.0-48.4
Some post-H.S.,866,51.0,48.0-54.0
College graduate,"1,246",65.3,62.5-68.0
Oregon,,,
Less than H.S.,106,41.5,34.4-48.5
H.S. or G.E.D.,452,43.6,40.1-47.0
Some post-H.S.,835,50.0,47.2-52.8
College graduate,"1,333",63.6,61.4-65.9
Pennsylvania,,,
Less than H.S.,86,41.7,33.8-49.6
H.S. or G.E.D.,688,43.4,40.6-46.3
Some post-H.S.,640,46.3,43.2-49.4
College graduate,"1,663",65.1,63.0-67.3
Rhode Island,,,
Less than H.S.,115,33.9,27.6-40.1
H.S. or G.E.D.,456,37.9,34.4-41.4
Some post-H.S.,568,42.8,39.5-46.0
College graduate,"1,672",62.0,59.7-64.3
South Carolina,,,
Less than H.S.,227,33.8,29.1-38.4
H.S. or G.E.D.,"1,144",41.7,39.0-44.4
Some post-H.S.,"1,406",52.4,49.7-55.1
College graduate,"2,492",62.9,60.8-65.1
South Dakota,,,
Less than H.S.,107,37.9,23.5-52.2
H.S. or G.E.D.,949,49.8,44.8-54.8
Some post-H.S.,"1,152",53.2,48.6-57.9
College graduate,"1,634",66.7,62.4-71.0
Tennessee,,,
Less than H.S.,111,39.0,32.4-45.7
H.S. or G.E.D.,600,47.9,44.4-51.4
Some post-H.S.,640,49.0,45.6-52.3
College graduate,"1,119",65.2,62.5-68.0
Texas,,,
Less than H.S.,431,46.0,40.8-51.3
H.S. or G.E.D.,"1,077",43.9,40.5-47.4
Some post-H.S.,"1,354",49.5,46.3-52.7
College graduate,"2,598",65.4,63.0-67.8
Utah,,,
Less than H.S.,245,45.8,40.3-51.2
H.S. or G.E.D.,"1,317",45.1,42.6-47.5
Some post-H.S.,"2,034",59.2,57.1-61.3
College graduate,"3,197",74.2,72.5-75.8
Vermont,,,
Less than H.S.,74,30.1,22.5-37.8
H.S. or G.E.D.,718,41.8,38.4-45.2
Some post-H.S.,769,46.4,43.0-49.9
College graduate,"2,039",65.0,62.7-67.3
Virginia,,,
Less than H.S.,138,33.6,27.9-39.3
H.S. or G.E.D.,955,42.9,40.1-45.8
Some post-H.S.,"1,242",48.4,45.7-51.0
College graduate,"2,957",65.2,63.3-67.0
Washington,,,
Less than H.S.,286,41.4,36.6-46.2
H.S. or G.E.D.,"1,194",45.2,42.6-47.7
Some post-H.S.,"1,930",50.3,48.2-52.4
College graduate,"3,798",65.4,63.9-67.0
West Virginia,,,
Less than H.S.,191,40.7,35.6-45.8
H.S. or G.E.D.,"1,156",49.9,47.5-52.3
Some post-H.S.,890,51.3,48.5-54.1
College graduate,"1,345",63.9,61.6-66.3
Wisconsin,,,
Less than H.S.,79,34.9,26.1-43.7
H.S. or G.E.D.,813,44.8,41.5-48.1
Some post-H.S.,969,52.4,49.2-55.7
College graduate,"1,591",67.2,64.6-69.8
Wyoming,,,
Less than H.S.,50,50.1,38.2-61.9
H.S. or G.E.D.,579,50.5,46.4-54.7
Some post-H.S.,762,55.3,51.7-59.0
College graduate,"1,029",67.7,64.6-70.8
Guam,,,
Less than H.S.,38,32.2,20.4-44.1
H.S. or G.E.D.,257,39.3,33.1-45.5
Some post-H.S.,204,51.1,43.1-59.1
College graduate,353,67.0,60.9-73.0
Puerto Rico,,,
Less than H.S.,199,32.4,27.6-37.2
H.S. or G.E.D.,331,32.1,28.2-36.0
Some post-H.S.,387,36.7,32.6-40.7
College graduate,680,44.5,41.2-47.7
Virgin Islands,,,
Less than H.S.,66,27.8,16.8-38.8
H.S. or G.E.D.,158,34.6,22.2-47.0
Some post-H.S.,82,31.0,20.2-41.7
College graduate,213,46.0,35.0-56.9
