Location,n,Percentage,95% CI
College graduate,251,4.3,3.7-4.9
West Virginia,,,
Less than H.S.,62,13.8,10.1-17.5
H.S. or G.E.D.,228,11.2,9.6-12.7
Some post-H.S.,162,10.6,8.8-12.4
College graduate,110,5.7,4.5-6.8
Wisconsin,,,
Less than H.S.,22,14.7,7.7-21.8
H.S. or G.E.D.,87,7.0,5.1-8.9
Some post-H.S.,102,7.4,5.4-9.3
College graduate,96,4.1,3.0-5.3
Wyoming,,,
Less than H.S.,18,19.5,9.9-29.0
H.S. or G.E.D.,96,13.0,10.0-16.1
Some post-H.S.,95,10.3,8.0-12.7
College graduate,61,5.3,3.7-6.9
Guam,,,
Less than H.S.,26,28.7,16.8-40.6
H.S. or G.E.D.,106,15.1,10.9-19.4
Some post-H.S.,45,14.0,6.9-21.1
College graduate,42,5.3,3.1-7.6
Puerto Rico,,,
Less than H.S.,52,10.4,7.1-13.7
H.S. or G.E.D.,75,9.1,6.1-12.2
Some post-H.S.,89,9.6,7.0-12.2
College graduate,102,7.1,5.2-8.9
Virgin Islands,,,
Less than H.S.,40,21.6,10.9-32.4
H.S. or G.E.D.,59,10.6,5.2-16.0
Some post-H.S.,29,8.4,4.2-12.6
College graduate,34,6.2,2.7-9.6
