Location,n,Percentage,95% CI
H.S. or G.E.D.,160,8.4,6.6-10.1
Some post-H.S.,130,5.8,4.5-7.2
College graduate,155,3.5,2.7-4.3
Idaho,,,
Less than H.S.,84,18.3,13.7-22.8
H.S. or G.E.D.,266,14.0,12.0-16.0
Some post-H.S.,223,11.1,9.3-12.9
College graduate,137,6.4,4.9-7.8
Illinois,,,
Less than H.S.,110,21.1,16.5-25.7
H.S. or G.E.D.,146,12.3,9.8-14.8
Some post-H.S.,153,10.9,8.5-13.3
College graduate,155,5.6,4.5-6.7
Indiana,,,
Less than H.S.,109,17.2,13.6-20.7
H.S. or G.E.D.,309,11.2,9.8-12.7
Some post-H.S.,248,10.3,8.8-11.7
College graduate,224,6.3,5.4-7.3
Iowa,,,
Less than H.S.,107,14.7,11.0-18.4
H.S. or G.E.D.,193,7.5,6.2-8.8
Some post-H.S.,189,7.6,6.2-8.9
College graduate,136,4.8,3.8-5.8
Kansas,,,
Less than H.S.,76,19.2,14.3-24.1
H.S. or G.E.D.,263,12.1,10.3-13.8
Some post-H.S.,312,12.9,11.3-14.5
College graduate,205,5.5,4.6-6.3
Louisiana,,,
Less than H.S.,68,18.2,13.1-23.3
H.S. or G.E.D.,166,11.1,9.2-13.1
Some post-H.S.,168,11.5,9.5-13.5
College graduate,132,8.0,6.4-9.6
Maine,,,
Less than H.S.,39,13.3,8.2-18.4
H.S. or G.E.D.,258,10.8,9.1-12.5
Some post-H.S.,224,9.4,7.9-11.0
College graduate,215,4.9,4.0-5.7
Maryland,,,
Less than H.S.,245,27.2,23.2-31.3
H.S. or G.E.D.,406,10.3,8.8-11.8
Some post-H.S.,290,8.4,6.9-9.9
College graduate,402,5.5,4.7-6.3
Massachusetts,,,
Less than H.S.,70,16.5,11.6-21.3
H.S. or G.E.D.,132,7.8,5.9-9.6
Some post-H.S.,175,8.4,6.6-10.2
College graduate,229,3.9,3.2-4.5
Michigan,,,
Less than H.S.,42,11.2,7.5-14.9
H.S. or G.E.D.,228,10.8,9.1-12.5
Some post-H.S.,227,10.2,8.6-11.8
College graduate,208,5.9,4.9-6.9
Minnesota,,,
Less than H.S.,146,21.3,17.3-25.4
H.S. or G.E.D.,305,9.7,8.4-11.1
Some post-H.S.,303,8.3,6.7-9.9
College graduate,367,5.3,4.6-6.0
Mississippi,,,
Less than H.S.,58,22.8,16.2-29.3
H.S. or G.E.D.,155,13.5,11.1-15.9
Some post-H.S.,193,15.9,13.2-18.6
College graduate,110,6.5,4.9-8.1
Missouri,,,
Less than H.S.,86,22.3,16.6-27.9
H.S. or G.E.D.,237,11.6,9.7-13.5
Some post-H.S.,227,12.5,10.5-14.5
College graduate,165,6.9,5.5-8.3
Montana,,,
Less than H.S.,42,15.1,9.4-20.8
H.S. or G.E.D.,183,11.8,9.8-13.8
Some post-H.S.,169,10.1,8.3-12.0
College graduate,149,6.0,4.9-7.1
Nebraska,,,
Less than H.S.,181,20.3,16.8-23.8
H.S. or G.E.D.,332,10.0,8.7-11.4
Some post-H.S.,304,8.9,7.6-10.1
College graduate,199,4.3,3.5-5.0
Nevada,,,
Less than H.S.,23,23.0,12.7-33.2
H.S. or G.E.D.,94,18.8,12.5-25.1
Some post-H.S.,101,13.5,9.8-17.2
College graduate,80,9.1,6.6-11.5
New Hampshire,,,
Less than H.S.,24,13.3,6.9-19.7
H.S. or G.E.D.,102,9.3,7.0-11.5
Some post-H.S.,89,8.4,6.2-10.5
College graduate,90,4.8,3.4-6.1
New Jersey,,,
Less than H.S.,146,28.5,23.6-33.3
H.S. or G.E.D.,226,11.1,9.3-12.8
Some post-H.S.,189,10.3,8.3-12.2
College graduate,292,6.3,5.3-7.3
New Mexico,,,
Less than H.S.,58,19.6,13.8-25.5
H.S. or G.E.D.,104,13.5,10.1-16.8
Some post-H.S.,82,8.3,5.8-10.7
College graduate,63,6.4,3.9-9.0
New York,,,
Less than H.S.,282,18.9,16.2-21.5
H.S. or G.E.D.,408,10.3,8.9-11.6
Some post-H.S.,327,8.6,7.3-10.0
College graduate,539,6.6,5.8-7.5
North Carolina,,,
Less than H.S.,71,17.8,12.6-22.9
H.S. or G.E.D.,130,14.4,11.4-17.4
Some post-H.S.,126,10.5,8.3-12.8
College graduate,101,5.3,3.9-6.7
North Dakota,,,
Less than H.S.,25,18.8,11.4-26.3
H.S. or G.E.D.,110,9.3,7.4-11.2
Some post-H.S.,115,8.4,6.8-10.1
College graduate,88,4.8,3.7-5.9
Ohio,,,
Less than H.S.,76,15.6,11.2-20.1
H.S. or G.E.D.,363,9.7,8.4-11.0
Some post-H.S.,300,10.5,9.0-12.0
College graduate,256,6.1,5.1-7.0
Oklahoma,,,
Less than H.S.,89,22.9,18.3-27.6
H.S. or G.E.D.,214,13.8,11.9-15.7
Some post-H.S.,256,14.1,12.3-15.8
College graduate,159,6.7,5.6-7.9
Oregon,,,
Less than H.S.,62,19.1,14.1-24.0
H.S. or G.E.D.,157,12.4,10.0-14.8
Some post-H.S.,170,10.6,8.6-12.6
College graduate,176,5.8,4.8-6.8
Rhode Island,,,
Less than H.S.,80,19.4,14.1-24.6
H.S. or G.E.D.,112,8.8,6.6-10.9
Some post-H.S.,85,7.9,5.6-10.2
College graduate,109,4.4,3.3-5.4
South Carolina,,,
Less than H.S.,141,24.8,20.2-29.3
H.S. or G.E.D.,304,13.6,11.7-15.5
Some post-H.S.,266,12.8,11.0-14.6
College graduate,232,7.1,5.9-8.3
South Dakota,,,
Less than H.S.,49,13.6,6.1-21.1
H.S. or G.E.D.,156,14.4,10.1-18.7
Some post-H.S.,171,10.2,7.4-12.9
College graduate,83,5.0,2.7-7.2
Tennessee,,,
Less than H.S.,95,29.0,22.3-35.8
H.S. or G.E.D.,272,15.8,13.6-18.0
Some post-H.S.,194,14.5,12.0-16.9
College graduate,170,8.1,6.6-9.7
Texas,,,
Less than H.S.,266,32.9,27.5-38.4
H.S. or G.E.D.,402,20.3,17.2-23.4
Some post-H.S.,430,18.5,15.8-21.2
College graduate,379,8.7,7.4-10.0
Utah,,,
Less than H.S.,121,20.0,16.0-23.9
H.S. or G.E.D.,389,14.6,12.9-16.2
Some post-H.S.,321,11.6,10.1-13.2
College graduate,323,7.2,6.2-8.1
Vermont,,,
Less than H.S.,19,12.5,5.8-19.3
H.S. or G.E.D.,117,8.4,6.2-10.6
Some post-H.S.,104,8.0,6.2-9.7
College graduate,154,4.4,3.5-5.3
Virginia,,,
Less than H.S.,55,21.7,15.7-27.8
H.S. or G.E.D.,115,10.5,8.1-12.9
Some post-H.S.,142,9.8,7.8-11.9
College graduate,131,4.6,3.6-5.7
Washington,,,
Less than H.S.,244,20.1,17.4-22.9
H.S. or G.E.D.,563,11.7,10.6-12.8
Some post-H.S.,656,10.3,9.4-11.2
College graduate,588,5.0,4.5-5.4
West Virginia,,,
Less than H.S.,43,19.2,13.5-24.9
H.S. or G.E.D.,145,13.2,10.9-15.5
Some post-H.S.,114,11.9,9.7-14.1
College graduate,101,7.8,6.2-9.4
Wisconsin,,,
Less than H.S.,78,15.6,11.7-19.5
H.S. or G.E.D.,249,9.7,8.2-11.3
Some post-H.S.,267,8.3,7.1-9.5
College graduate,226,5.4,4.5-6.3
Wyoming,,,
Less than H.S.,26,20.4,12.6-28.2
H.S. or G.E.D.,121,14.7,12.0-17.5
Some post-H.S.,128,11.9,9.7-14.1
College graduate,81,6.8,5.1-8.5
Guam,,,
Less than H.S.,25,32.5,17.9-47.2
H.S. or G.E.D.,106,19.9,14.5-25.3
Some post-H.S.,61,19.0,12.3-25.7
College graduate,42,8.2,4.6-11.8
Puerto Rico,,,
Less than H.S.,39,7.6,4.9-10.4
H.S. or G.E.D.,76,6.6,4.6-8.5
Some post-H.S.,100,9.5,7.1-11.9
College graduate,122,7.8,6.1-9.5
Virgin Islands,,,
Less than H.S.,63,23.9,16.0-31.8
H.S. or G.E.D.,104,21.4,15.8-27.1
Some post-H.S.,54,15.2,9.4-21.0
College graduate,42,5.7,3.1-8.4
