Location,n,Percentage,95% CI
Minnesota,,,
Less than H.S.,107,20.5,16.1-24.9
H.S. or G.E.D.,254,8.3,7.1-9.5
Some post-H.S.,349,7.3,6.4-8.2
College graduate,352,4.4,3.9-4.9
Mississippi,,,
Less than H.S.,95,24.3,19.0-29.7
H.S. or G.E.D.,175,16.6,13.8-19.3
Some post-H.S.,169,11.9,9.8-14.0
College graduate,106,7.5,5.4-9.7
Missouri,,,
Less than H.S.,83,18.6,14.0-23.1
H.S. or G.E.D.,257,12.7,10.8-14.5
Some post-H.S.,271,12.6,10.7-14.5
College graduate,149,5.7,4.5-6.8
Montana,,,
Less than H.S.,44,16.8,11.5-22.0
H.S. or G.E.D.,154,10.7,8.9-12.6
Some post-H.S.,158,9.7,7.9-11.5
College graduate,130,5.8,4.7-7.0
Nebraska,,,
Less than H.S.,99,22.8,17.6-28.0
H.S. or G.E.D.,201,11.6,9.5-13.6
Some post-H.S.,170,10.1,8.2-11.9
College graduate,119,5.3,4.0-6.5
Nevada,,,
Less than H.S.,52,23.6,16.8-30.5
H.S. or G.E.D.,117,16.4,12.7-20.1
Some post-H.S.,123,15.1,11.8-18.5
College graduate,86,8.4,5.9-10.9
New Hampshire,,,
Less than H.S.,19,12.3,5.5-19.1
H.S. or G.E.D.,123,10.4,8.2-12.6
Some post-H.S.,86,8.2,6.1-10.3
College graduate,101,4.2,3.1-5.4
New Jersey,,,
Less than H.S.,138,28.8,23.9-33.7
H.S. or G.E.D.,203,11.6,9.7-13.6
Some post-H.S.,193,9.2,7.5-10.8
College graduate,264,6.1,5.2-7.0
New Mexico,,,
Less than H.S.,68,15.5,11.0-20.0
H.S. or G.E.D.,112,11.3,8.8-13.9
Some post-H.S.,110,8.9,6.9-10.9
College graduate,112,7.4,5.7-9.2
New York,,,
Less than H.S.,281,21.2,18.4-24.1
H.S. or G.E.D.,379,10.1,8.8-11.5
Some post-H.S.,310,8.6,7.3-9.8
College graduate,466,6.4,5.6-7.1
North Carolina,,,
Less than H.S.,94,26.0,19.3-32.8
H.S. or G.E.D.,129,11.2,8.8-13.5
Some post-H.S.,159,12.6,10.3-14.9
College graduate,124,6.3,5.0-7.6
North Dakota,,,
Less than H.S.,16,17.6,9.2-25.9
H.S. or G.E.D.,71,8.7,6.6-10.9
Some post-H.S.,101,9.9,7.9-12.0
College graduate,58,4.7,3.4-5.9
Ohio,,,
Less than H.S.,112,18.8,14.3-23.4
H.S. or G.E.D.,453,11.5,10.1-12.9
Some post-H.S.,393,9.0,7.8-10.3
College graduate,278,5.3,4.5-6.2
Oklahoma,,,
Less than H.S.,97,26.5,21.5-31.5
H.S. or G.E.D.,220,16.2,14.0-18.4
Some post-H.S.,259,14.5,12.7-16.4
College graduate,122,7.2,5.6-8.7
Oregon,,,
Less than H.S.,55,16.0,11.4-20.7
H.S. or G.E.D.,125,10.3,8.3-12.3
Some post-H.S.,158,9.1,7.5-10.6
College graduate,143,6.3,5.0-7.5
Pennsylvania,,,
Less than H.S.,35,23.2,14.0-32.4
H.S. or G.E.D.,118,9.0,7.0-11.1
Some post-H.S.,99,7.1,5.4-8.8
College graduate,115,5.1,3.9-6.3
Rhode Island,,,
Less than H.S.,75,17.3,12.7-22.0
H.S. or G.E.D.,85,7.7,5.5-9.9
Some post-H.S.,109,8.6,6.5-10.7
College graduate,96,3.9,3.0-4.8
South Carolina,,,
Less than H.S.,133,24.0,19.5-28.6
H.S. or G.E.D.,283,13.8,11.9-15.7
Some post-H.S.,276,13.4,11.6-15.2
College graduate,193,6.2,5.1-7.3
South Dakota,,,
Less than H.S.,47,9.1,4.6-13.5
H.S. or G.E.D.,178,9.6,6.4-12.7
Some post-H.S.,175,7.5,3.6-11.4
College graduate,126,4.6,2.4-6.9
Tennessee,,,
Less than H.S.,76,23.9,18.3-29.6
H.S. or G.E.D.,204,13.0,10.9-15.1
Some post-H.S.,176,12.4,10.2-14.6
College graduate,125,7.2,5.7-8.8
Texas,,,
Less than H.S.,336,26.6,22.3-30.8
H.S. or G.E.D.,614,19.4,17.1-21.8
Some post-H.S.,650,17.3,15.2-19.3
College graduate,477,9.0,7.7-10.3
Utah,,,
Less than H.S.,118,26.3,21.5-31.2
H.S. or G.E.D.,276,13.4,11.5-15.2
Some post-H.S.,304,12.5,10.9-14.1
College graduate,239,5.9,5.0-6.8
Vermont,,,
Less than H.S.,21,8.6,3.9-13.3
H.S. or G.E.D.,124,7.2,5.6-8.7
Some post-H.S.,106,6.8,5.3-8.4
College graduate,196,4.9,4.1-5.6
Virginia,,,
Less than H.S.,74,19.9,14.9-24.8
H.S. or G.E.D.,189,10.8,8.8-12.8
Some post-H.S.,237,11.1,9.4-12.8
College graduate,215,4.8,3.9-5.7
Washington,,,
Less than H.S.,227,20.4,17.6-23.3
H.S. or G.E.D.,499,11.4,10.3-12.6
Some post-H.S.,606,10.1,9.2-11.0
College graduate,557,5.2,4.7-5.7
West Virginia,,,
Less than H.S.,63,16.6,12.1-21.2
H.S. or G.E.D.,145,9.2,7.4-10.9
Some post-H.S.,141,12.4,10.2-14.7
College graduate,88,6.0,4.6-7.4
Wisconsin,,,
Less than H.S.,59,16.1,11.4-20.7
H.S. or G.E.D.,225,8.4,7.1-9.7
Some post-H.S.,239,8.1,6.9-9.4
College graduate,187,5.1,4.2-6.1
Wyoming,,,
Less than H.S.,24,17.4,10.4-24.4
H.S. or G.E.D.,115,14.8,11.7-17.8
Some post-H.S.,131,12.4,10.0-14.7
College graduate,76,5.9,4.5-7.4
Guam,,,
Less than H.S.,37,17.7,8.8-26.6
H.S. or G.E.D.,127,17.6,12.4-22.7
Some post-H.S.,86,20.1,11.6-28.5
College graduate,60,6.6,3.8-9.4
Puerto Rico,,,
Less than H.S.,62,11.6,7.9-15.3
H.S. or G.E.D.,100,8.1,6.1-10.2
Some post-H.S.,159,12.1,9.9-14.4
College graduate,148,6.9,5.4-8.4
Virgin Islands,,,
Less than H.S.,40,16.3,7.5-25.1
H.S. or G.E.D.,76,20.3,8.7-31.8
Some post-H.S.,40,*,
College graduate,31,*,
