Location,n,Percentage,95% CI
College graduate,"1,800",78.0,76.0-80.0
Pennsylvania,,,
Less than H.S.,253,74.6,68.4-80.7
H.S. or G.E.D.,"1,570",81.5,79.3-83.7
Some post-H.S.,"1,264",79.6,77.1-82.1
College graduate,"2,283",80.5,78.7-82.3
Rhode Island,,,
Less than H.S.,371,80.7,74.8-86.7
H.S. or G.E.D.,"1,284",79.9,76.5-83.2
Some post-H.S.,"1,296",85.6,82.9-88.2
College graduate,"2,415",86.9,84.8-89.0
South Carolina,,,
Less than H.S.,520,74.0,69.0-79.1
H.S. or G.E.D.,"1,595",77.4,74.7-80.0
Some post-H.S.,"1,643",81.1,78.9-83.4
College graduate,"2,189",83.0,81.0-85.0
South Dakota,,,
Less than H.S.,282,69.9,58.2-81.5
H.S. or G.E.D.,"1,490",73.5,69.3-77.7
Some post-H.S.,"1,634",73.5,69.5-77.6
College graduate,"1,856",78.0,74.5-81.4
Tennessee,,,
Less than H.S.,500,83.0,78.6-87.5
H.S. or G.E.D.,"1,549",77.4,74.6-80.2
Some post-H.S.,"1,340",77.5,74.6-80.5
College graduate,"1,638",78.4,75.9-81.0
Texas,,,
Less than H.S.,"1,054",68.0,62.9-73.0
H.S. or G.E.D.,"2,272",71.5,68.4-74.6
Some post-H.S.,"2,618",74.5,71.7-77.4
College graduate,"3,628",78.7,76.5-80.9
Utah,,,
Less than H.S.,324,62.0,57.0-67.1
H.S. or G.E.D.,"1,906",67.7,65.5-70.0
Some post-H.S.,"2,743",70.6,68.7-72.4
College graduate,"3,458",71.4,69.8-73.0
Vermont,,,
Less than H.S.,189,79.3,72.0-86.7
H.S. or G.E.D.,"1,334",78.3,75.2-81.3
Some post-H.S.,"1,212",71.7,68.0-75.3
College graduate,"2,366",74.4,71.9-76.9
Virginia,,,
Less than H.S.,555,76.6,72.1-81.0
H.S. or G.E.D.,"1,890",77.7,75.3-80.2
Some post-H.S.,"2,181",81.6,79.5-83.7
College graduate,"3,561",81.2,79.5-83.0
Washington,,,
Less than H.S.,496,63.9,59.6-68.2
H.S. or G.E.D.,"2,048",70.3,68.1-72.6
Some post-H.S.,"2,946",72.8,71.0-74.7
College graduate,"4,133",73.4,71.8-74.9
West Virginia,,,
Less than H.S.,434,77.0,71.6-82.3
H.S. or G.E.D.,"1,648",81.0,78.5-83.5
Some post-H.S.,"1,132",79.5,76.5-82.5
College graduate,"1,285",83.0,80.4-85.6
Wisconsin,,,
Less than H.S.,153,67.3,58.7-76.0
H.S. or G.E.D.,"1,216",77.1,74.1-80.0
Some post-H.S.,"1,132",77.2,74.1-80.2
College graduate,"1,497",77.4,74.8-80.0
Wyoming,,,
Less than H.S.,135,55.6,46.4-64.7
H.S. or G.E.D.,903,65.2,61.3-69.1
Some post-H.S.,"1,190",69.7,66.3-73.1
College graduate,"1,255",74.9,71.8-78.0
Guam,,,
Less than H.S.,95,54.4,43.7-65.2
H.S. or G.E.D.,641,74.5,70.3-78.7
Some post-H.S.,493,75.5,70.6-80.5
College graduate,660,81.0,77.2-84.7
Puerto Rico,,,
Less than H.S.,830,85.5,82.6-88.4
H.S. or G.E.D.,"1,335",81.2,78.6-83.8
Some post-H.S.,"1,183",77.1,74.2-80.0
College graduate,"1,615",80.9,78.7-83.1
