Location,n,Percentage,95% CI
H.S. or G.E.D.,"2,378",69.9,67.7-72.1
Some post-H.S.,"3,631",74.0,72.3-75.6
College graduate,"6,133",75.0,73.8-76.2
Mississippi,,,
Less than H.S.,304,77.0,71.6-82.4
H.S. or G.E.D.,861,78.4,75.3-81.4
Some post-H.S.,"1,048",79.9,77.2-82.6
College graduate,"1,174",84.6,82.3-86.9
Missouri,,,
Less than H.S.,352,72.2,66.3-78.2
H.S. or G.E.D.,"1,659",74.1,71.5-76.6
Some post-H.S.,"1,671",76.9,74.4-79.4
College graduate,"2,154",80.3,78.3-82.3
Montana,,,
Less than H.S.,199,62.9,56.0-69.8
H.S. or G.E.D.,"1,326",69.9,67.2-72.5
Some post-H.S.,"1,628",76.0,73.7-78.4
College graduate,"2,171",76.5,74.5-78.5
Nebraska,,,
Less than H.S.,327,65.7,59.8-71.6
H.S. or G.E.D.,"1,718",73.3,70.6-76.0
Some post-H.S.,"1,792",74.8,72.2-77.4
College graduate,"2,002",78.7,76.4-81.0
Nevada,,,
Less than H.S.,130,54.3,46.3-62.4
H.S. or G.E.D.,574,62.4,57.5-67.4
Some post-H.S.,720,74.2,70.1-78.2
College graduate,934,78.1,74.6-81.6
New Hampshire,,,
Less than H.S.,179,70.8,61.9-79.6
H.S. or G.E.D.,"1,251",74.1,70.8-77.5
Some post-H.S.,"1,402",77.8,74.8-80.8
College graduate,"2,721",79.6,77.5-81.6
New Jersey,,,
Less than H.S.,312,72.5,67.4-77.6
H.S. or G.E.D.,"1,249",78.2,75.6-80.8
Some post-H.S.,"1,409",80.1,77.7-82.5
College graduate,"3,355",79.8,78.2-81.3
New Mexico,,,
Less than H.S.,300,62.6,56.5-68.7
H.S. or G.E.D.,820,63.0,59.0-67.1
Some post-H.S.,927,71.3,67.8-74.8
College graduate,"1,465",73.4,70.4-76.3
New York,,,
Less than H.S.,"1,016",74.6,71.4-77.9
H.S. or G.E.D.,"3,332",80.8,79.0-82.6
Some post-H.S.,"3,325",81.4,79.7-83.1
College graduate,"6,698",79.2,77.9-80.5
North Carolina,,,
Less than H.S.,233,67.7,61.1-74.4
H.S. or G.E.D.,749,73.4,69.6-77.2
Some post-H.S.,"1,050",81.2,78.4-84.0
College graduate,"1,483",81.2,78.9-83.4
North Dakota,,,
Less than H.S.,142,78.5,71.2-85.9
H.S. or G.E.D.,796,72.0,68.6-75.4
Some post-H.S.,"1,007",72.1,69.2-75.1
College graduate,"1,291",78.9,76.4-81.3
Ohio,,,
Less than H.S.,575,74.1,69.5-78.8
H.S. or G.E.D.,"4,063",77.3,75.5-79.1
Some post-H.S.,"3,822",78.2,76.4-80.0
College graduate,"4,930",81.7,80.3-83.0
Oklahoma,,,
Less than H.S.,296,66.3,60.9-71.8
H.S. or G.E.D.,"1,141",72.1,69.3-74.9
Some post-H.S.,"1,448",76.3,74.0-78.7
College graduate,"1,525",78.7,76.5-80.9
Oregon,,,
Less than H.S.,209,69.2,63.1-75.4
H.S. or G.E.D.,822,67.3,64.2-70.5
Some post-H.S.,"1,280",74.9,72.4-77.3
College graduate,"1,831",75.2,73.2-77.3
Pennsylvania,,,
Less than H.S.,135,73.5,65.0-82.0
H.S. or G.E.D.,"1,051",79.1,76.1-82.2
Some post-H.S.,941,82.1,79.1-85.0
College graduate,"1,521",80.2,77.8-82.7
Rhode Island,,,
Less than H.S.,348,76.9,71.5-82.2
H.S. or G.E.D.,"1,021",83.9,80.8-87.0
Some post-H.S.,"1,237",84.7,82.0-87.4
College graduate,"2,460",84.3,82.3-86.3
South Carolina,,,
Less than H.S.,515,70.4,65.4-75.4
H.S. or G.E.D.,"2,136",75.8,73.4-78.1
Some post-H.S.,"2,205",79.6,77.4-81.9
College graduate,"3,468",81.7,80.0-83.4
South Dakota,,,
Less than H.S.,253,78.7,67.7-89.7
H.S. or G.E.D.,"1,569",71.4,65.2-77.7
Some post-H.S.,"1,894",75.5,68.4-82.7
College graduate,"2,234",79.9,75.7-84.0
Tennessee,,,
Less than H.S.,300,69.4,63.1-75.6
H.S. or G.E.D.,"1,173",75.5,72.5-78.5
Some post-H.S.,"1,177",78.6,75.9-81.4
College graduate,"1,524",82.3,80.1-84.5
Texas,,,
Less than H.S.,959,66.3,61.7-71.0
H.S. or G.E.D.,"2,467",70.8,67.9-73.8
Some post-H.S.,"2,892",73.8,71.1-76.5
College graduate,"4,498",78.4,76.6-80.3
Utah,,,
Less than H.S.,272,58.1,52.5-63.6
H.S. or G.E.D.,"1,624",68.3,65.8-70.8
Some post-H.S.,"2,124",71.0,68.8-73.2
College graduate,"3,077",72.5,70.7-74.3
Vermont,,,
Less than H.S.,166,72.7,65.1-80.4
H.S. or G.E.D.,"1,423",73.4,70.6-76.1
Some post-H.S.,"1,518",78.8,76.2-81.4
College graduate,"3,811",75.0,73.3-76.6
Virginia,,,
Less than H.S.,447,75.4,69.8-80.9
H.S. or G.E.D.,"1,779",76.8,74.1-79.5
Some post-H.S.,"2,180",80.4,78.2-82.6
College graduate,"4,220",80.1,78.4-81.7
Washington,,,
Less than H.S.,762,62.7,59.1-66.3
H.S. or G.E.D.,"3,729",67.5,65.8-69.1
Some post-H.S.,"5,392",72.2,70.8-73.5
College graduate,"9,280",73.7,72.7-74.7
West Virginia,,,
Less than H.S.,326,79.3,74.1-84.4
H.S. or G.E.D.,"1,440",78.4,75.7-81.0
Some post-H.S.,"1,093",79.8,76.9-82.8
College graduate,"1,350",84.6,82.4-86.8
Wisconsin,,,
Less than H.S.,326,68.6,62.9-74.3
H.S. or G.E.D.,"2,397",73.9,71.6-76.1
Some post-H.S.,"2,724",78.9,77.0-80.8
College graduate,"3,557",77.3,75.5-79.1
Wyoming,,,
Less than H.S.,104,54.9,45.4-64.5
H.S. or G.E.D.,748,64.2,60.4-68.1
Some post-H.S.,"1,051",71.9,68.7-75.0
College graduate,"1,210",75.3,72.7-78.0
Guam,,,
Less than H.S.,95,78.0,68.4-87.5
H.S. or G.E.D.,547,69.0,62.5-75.6
Some post-H.S.,421,78.4,70.5-86.4
College graduate,674,81.1,73.3-88.8
Puerto Rico,,,
Less than H.S.,614,84.9,80.6-89.2
H.S. or G.E.D.,"1,106",79.2,75.9-82.5
Some post-H.S.,"1,148",76.3,73.0-79.6
College graduate,"1,655",77.8,75.0-80.6
Virgin Islands,,,
Less than H.S.,164,85.1,76.9-93.4
H.S. or G.E.D.,358,71.5,61.5-81.4
Some post-H.S.,252,67.9,43.6-92.3
College graduate,409,82.1,73.4-90.7
