Location,n,Percentage,95% CI
Some post-H.S.,"1,606",76.7,74.1-79.3
College graduate,"1,751",79.4,77.1-81.7
Illinois,,,
Less than H.S.,319,75.1,70.0-80.1
H.S. or G.E.D.,869,78.3,75.4-81.3
Some post-H.S.,969,80.0,76.7-83.3
College graduate,"2,011",81.3,79.4-83.2
Indiana,,,
Less than H.S.,502,70.7,66.1-75.4
H.S. or G.E.D.,"2,782",79.2,77.4-81.0
Some post-H.S.,"2,346",80.8,79.0-82.7
College graduate,"3,471",83.1,81.7-84.6
Iowa,,,
Less than H.S.,475,73.3,68.4-78.3
H.S. or G.E.D.,"2,176",76.9,74.8-79.0
Some post-H.S.,"2,084",79.2,77.2-81.3
College graduate,"2,359",79.8,77.9-81.6
Kansas,,,
Less than H.S.,244,67.1,61.0-73.2
H.S. or G.E.D.,"1,851",75.0,72.6-77.3
Some post-H.S.,"2,436",75.6,73.5-77.8
College graduate,"3,300",81.7,80.1-83.3
Louisiana,,,
Less than H.S.,398,82.0,77.5-86.5
H.S. or G.E.D.,"1,315",81.9,79.3-84.4
Some post-H.S.,"1,223",82.3,79.6-85.0
College graduate,"1,552",84.5,82.4-86.6
Maine,,,
Less than H.S.,323,74.7,68.2-81.1
H.S. or G.E.D.,"2,615",78.0,75.7-80.3
Some post-H.S.,"2,816",82.7,80.7-84.8
College graduate,"4,728",84.8,83.3-86.3
Maryland,,,
Less than H.S.,713,72.3,68.1-76.4
H.S. or G.E.D.,"3,466",80.0,77.9-82.1
Some post-H.S.,"3,154",82.6,80.5-84.7
College graduate,"6,991",82.8,81.6-84.1
Massachusetts,,,
Less than H.S.,356,81.9,76.9-86.9
H.S. or G.E.D.,"1,325",81.1,78.3-83.9
Some post-H.S.,"1,738",83.1,80.7-85.6
College graduate,"4,410",82.7,81.3-84.1
Michigan,,,
Less than H.S.,296,78.8,73.2-84.4
H.S. or G.E.D.,"2,043",78.8,76.6-81.1
Some post-H.S.,"2,311",83.7,81.8-85.6
College graduate,"3,695",83.0,81.5-84.5
Minnesota,,,
Less than H.S.,424,64.9,59.8-70.1
H.S. or G.E.D.,"2,657",74.5,72.3-76.7
Some post-H.S.,"3,568",77.0,75.2-78.8
College graduate,"5,913",78.3,76.9-79.6
Mississippi,,,
Less than H.S.,237,81.0,75.1-86.9
H.S. or G.E.D.,851,81.5,78.5-84.5
Some post-H.S.,"1,027",81.4,78.4-84.3
College graduate,"1,218",85.4,83.1-87.7
Missouri,,,
Less than H.S.,349,79.5,74.0-84.9
H.S. or G.E.D.,"1,775",77.2,74.6-79.8
Some post-H.S.,"1,565",77.0,74.4-79.7
College graduate,"2,122",83.5,81.4-85.5
Montana,,,
Less than H.S.,212,66.3,59.1-73.5
H.S. or G.E.D.,"1,260",67.7,64.9-70.6
Some post-H.S.,"1,595",75.8,73.3-78.2
College graduate,"2,374",77.8,75.9-79.6
Nebraska,,,
Less than H.S.,590,66.4,62.1-70.6
H.S. or G.E.D.,"2,800",75.3,73.4-77.3
Some post-H.S.,"2,992",77.0,75.1-78.9
College graduate,"3,690",80.6,79.0-82.2
Nevada,,,
Less than H.S.,78,57.6,45.4-69.8
H.S. or G.E.D.,502,72.6,67.7-77.6
Some post-H.S.,620,77.5,73.2-81.7
College graduate,863,81.9,78.2-85.5
New Hampshire,,,
Less than H.S.,171,76.4,68.0-84.9
H.S. or G.E.D.,"1,368",78.3,75.1-81.5
Some post-H.S.,"1,400",77.5,74.2-80.8
College graduate,"2,968",80.8,78.7-83.0
New Jersey,,,
Less than H.S.,333,66.6,61.2-71.9
H.S. or G.E.D.,"1,563",79.4,76.9-81.8
Some post-H.S.,"1,552",80.2,77.6-82.8
College graduate,"4,002",81.6,80.0-83.2
New Mexico,,,
Less than H.S.,225,69.5,61.9-77.1
H.S. or G.E.D.,573,64.0,58.8-69.2
Some post-H.S.,651,72.3,67.8-76.7
College graduate,945,74.2,70.1-78.4
New York,,,
Less than H.S.,"1,065",77.1,73.9-80.3
H.S. or G.E.D.,"3,077",82.4,80.4-84.4
Some post-H.S.,"3,101",83.2,81.5-84.9
College graduate,"6,774",83.8,82.7-84.9
North Carolina,,,
Less than H.S.,222,72.4,66.1-78.7
H.S. or G.E.D.,688,77.0,73.2-80.7
Some post-H.S.,943,80.7,77.1-84.2
College graduate,"1,494",86.3,84.2-88.3
North Dakota,,,
Less than H.S.,130,72.4,63.7-81.1
H.S. or G.E.D.,"1,131",74.7,71.7-77.6
Some post-H.S.,"1,391",75.5,72.9-78.0
College graduate,"1,875",77.6,75.5-79.7
Ohio,,,
Less than H.S.,494,70.9,65.5-76.3
H.S. or G.E.D.,"3,474",78.0,76.1-79.9
Some post-H.S.,"2,958",81.7,79.8-83.6
College graduate,"4,209",82.4,80.9-83.9
Oklahoma,,,
Less than H.S.,257,65.2,59.5-70.9
H.S. or G.E.D.,"1,352",73.4,70.7-76.0
Some post-H.S.,"1,625",80.1,78.1-82.2
College graduate,"2,121",83.8,82.0-85.7
Oregon,,,
Less than H.S.,210,69.5,62.8-76.1
H.S. or G.E.D.,938,69.1,65.9-72.4
Some post-H.S.,"1,365",77.2,74.7-79.7
College graduate,"2,122",76.6,74.6-78.6
Rhode Island,,,
Less than H.S.,316,76.2,70.5-81.8
H.S. or G.E.D.,"1,050",85.9,83.4-88.4
Some post-H.S.,"1,161",83.0,79.6-86.3
College graduate,"2,488",87.4,85.4-89.5
South Carolina,,,
Less than H.S.,510,73.5,68.7-78.4
H.S. or G.E.D.,"2,190",78.3,75.9-80.8
Some post-H.S.,"2,242",81.8,79.6-84.0
College graduate,"3,513",83.7,82.0-85.3
South Dakota,,,
Less than H.S.,194,79.3,67.2-91.3
H.S. or G.E.D.,"1,176",71.6,66.3-76.9
Some post-H.S.,"1,434",80.9,76.8-84.9
College graduate,"1,898",81.9,78.1-85.7
Tennessee,,,
Less than H.S.,322,74.9,68.3-81.5
H.S. or G.E.D.,"1,309",76.4,73.7-79.2
Some post-H.S.,"1,194",79.1,76.4-81.9
College graduate,"1,698",82.8,80.6-84.9
Texas,,,
Less than H.S.,746,68.9,63.9-73.9
H.S. or G.E.D.,"1,586",68.4,65.1-71.8
Some post-H.S.,"2,020",74.2,71.0-77.3
College graduate,"3,376",79.2,77.1-81.3
Utah,,,
Less than H.S.,360,65.8,60.7-70.9
H.S. or G.E.D.,"1,901",66.6,64.2-69.0
Some post-H.S.,"2,369",73.6,71.4-75.8
College graduate,"3,495",74.2,72.5-75.9
Vermont,,,
Less than H.S.,141,80.1,72.9-87.2
H.S. or G.E.D.,"1,268",75.5,72.1-78.8
Some post-H.S.,"1,294",78.4,75.6-81.3
College graduate,"3,452",78.5,76.8-80.3
Virginia,,,
Less than H.S.,312,70.9,64.0-77.8
H.S. or G.E.D.,"1,259",80.5,77.4-83.6
Some post-H.S.,"1,505",79.5,76.6-82.4
College graduate,"2,776",83.1,81.2-85.0
Washington,,,
Less than H.S.,791,62.3,58.8-65.7
H.S. or G.E.D.,"3,847",67.5,65.8-69.1
Some post-H.S.,"5,502",73.3,71.9-74.6
College graduate,"9,510",75.4,74.5-76.4
West Virginia,,,
Less than H.S.,246,80.0,73.8-86.2
H.S. or G.E.D.,"1,172",79.9,77.2-82.7
Some post-H.S.,998,83.1,80.3-85.8
College graduate,"1,268",81.5,79.1-84.0
Wisconsin,,,
Less than H.S.,420,68.1,62.7-73.4
H.S. or G.E.D.,"2,800",74.7,72.4-76.9
Some post-H.S.,"3,191",80.6,78.8-82.5
College graduate,"4,201",80.9,79.2-82.5
Wyoming,,,
Less than H.S.,109,63.2,54.1-72.2
H.S. or G.E.D.,808,66.5,62.9-70.1
Some post-H.S.,"1,084",70.1,66.9-73.2
College graduate,"1,425",77.5,74.9-80.1
Guam,,,
Less than H.S.,55,60.3,45.5-75.2
H.S. or G.E.D.,394,71.3,65.0-77.7
Some post-H.S.,309,77.0,70.7-83.4
College graduate,444,85.5,81.2-89.8
Puerto Rico,,,
Less than H.S.,453,88.1,84.5-91.7
H.S. or G.E.D.,949,80.3,77.0-83.6
Some post-H.S.,"1,003",78.9,75.6-82.3
College graduate,"1,421",78.9,75.9-81.9
Virgin Islands,,,
Less than H.S.,210,73.2,63.8-82.7
H.S. or G.E.D.,547,80.0,75.1-84.9
Some post-H.S.,313,77.5,69.6-85.3
College graduate,596,87.8,83.6-92.0
