Location,n,Percentage,95% CI
Less than H.S.,632,74.0,69.5-78.5
H.S. or G.E.D.,"1,650",79.7,77.3-82.2
Some post-H.S.,"1,469",77.5,74.8-80.1
College graduate,"1,607",81.3,79.0-83.7
Missouri,,,
Less than H.S.,463,73.5,68.2-78.9
H.S. or G.E.D.,"2,233",72.9,70.7-75.1
Some post-H.S.,"2,048",76.6,74.4-78.7
College graduate,"2,413",75.7,73.7-77.7
Montana,,,
Less than H.S.,210,69.0,62.2-75.9
H.S. or G.E.D.,"1,171",67.4,64.7-70.1
Some post-H.S.,"1,399",71.4,68.9-74.0
College graduate,"1,845",73.2,71.0-75.3
Nebraska,,,
Less than H.S.,644,70.7,66.2-75.3
H.S. or G.E.D.,"3,301",71.2,69.1-73.2
Some post-H.S.,"3,375",72.5,70.5-74.5
College graduate,"3,744",75.4,73.7-77.2
Nevada,,,
Less than H.S.,106,56.4,47.1-65.8
H.S. or G.E.D.,439,66.2,61.2-71.2
Some post-H.S.,589,70.9,66.1-75.7
College graduate,626,73.1,68.9-77.4
New Hampshire,,,
Less than H.S.,187,71.4,63.4-79.4
H.S. or G.E.D.,"1,224",72.6,69.5-75.7
Some post-H.S.,"1,371",75.4,72.4-78.4
College graduate,"2,228",75.7,73.5-78.0
New Jersey,,,
Less than H.S.,467,72.2,67.8-76.7
H.S. or G.E.D.,"2,000",78.0,75.8-80.2
Some post-H.S.,"2,112",79.7,77.8-81.6
College graduate,"4,163",76.2,74.8-77.6
New Mexico,,,
Less than H.S.,495,71.2,65.9-76.4
H.S. or G.E.D.,"1,394",66.8,63.4-70.3
Some post-H.S.,"1,417",69.8,66.3-73.2
College graduate,"1,806",71.9,69.0-74.8
New York,,,
Less than H.S.,803,79.4,76.1-82.7
H.S. or G.E.D.,"2,845",81.4,79.6-83.2
Some post-H.S.,"2,898",80.0,78.2-81.9
College graduate,"5,309",78.3,77.0-79.7
North Carolina,,,
Less than H.S.,384,71.6,66.6-76.5
H.S. or G.E.D.,"1,169",79.8,77.2-82.3
Some post-H.S.,"1,318",80.2,77.8-82.6
College graduate,"1,844",84.0,82.2-85.8
North Dakota,,,
Less than H.S.,148,65.5,55.0-76.1
H.S. or G.E.D.,883,66.9,62.9-70.8
Some post-H.S.,"1,100",71.8,68.5-75.0
College graduate,"1,253",71.2,68.2-74.2
Ohio,,,
Less than H.S.,693,71.4,66.6-76.1
H.S. or G.E.D.,"3,894",77.3,75.5-79.0
Some post-H.S.,"3,218",76.5,74.6-78.4
College graduate,"3,835",78.9,77.2-80.6
Oklahoma,,,
Less than H.S.,270,69.0,62.8-75.3
H.S. or G.E.D.,"1,090",74.5,71.7-77.3
Some post-H.S.,"1,266",77.9,75.2-80.6
College graduate,"1,296",79.5,76.9-82.2
Oregon,,,
Less than H.S.,193,67.2,61.0-73.3
H.S. or G.E.D.,882,72.8,69.8-75.8
Some post-H.S.,"1,327",74.7,72.3-77.0
College graduate,"1,571",74.3,72.2-76.4
Pennsylvania,,,
Less than H.S.,210,75.4,68.2-82.4
H.S. or G.E.D.,"1,244",81.2,78.7-83.6
Some post-H.S.,"1,053",80.9,78.2-83.6
College graduate,"1,864",78.5,76.4-80.6
Rhode Island,,,
Less than H.S.,315,82.0,76.6-87.4
H.S. or G.E.D.,"1,096",83.2,80.2-86.1
Some post-H.S.,"1,123",84.2,80.9-87.4
College graduate,"2,049",84.9,82.6-87.1
South Carolina,,,
Less than H.S.,255,74.1,67.7-80.5
H.S. or G.E.D.,891,78.9,75.7-82.1
Some post-H.S.,908,79.5,76.4-82.6
College graduate,"1,236",81.5,78.7-84.2
South Dakota,,,
Less than H.S.,258,70.8,58.4-83.2
H.S. or G.E.D.,"1,579",77.1,72.9-81.3
Some post-H.S.,"1,679",75.4,71.2-79.5
College graduate,"1,972",78.0,74.3-81.8
Tennessee,,,
Less than H.S.,280,69.3,61.7-77.0
H.S. or G.E.D.,"1,097",74.9,71.8-78.0
Some post-H.S.,924,76.3,73.1-79.6
College graduate,"1,271",78.4,75.7-81.1
Texas,,,
Less than H.S.,"1,063",67.1,61.9-72.4
H.S. or G.E.D.,"1,952",67.1,63.6-70.6
Some post-H.S.,"2,227",77.8,75.0-80.5
College graduate,"2,787",75.7,73.1-78.2
Utah,,,
Less than H.S.,267,58.2,52.3-64.1
H.S. or G.E.D.,"1,856",67.2,64.9-69.4
Some post-H.S.,"2,599",69.7,67.8-71.6
College graduate,"3,060",71.1,69.4-72.9
Vermont,,,
Less than H.S.,189,75.6,68.5-82.7
H.S. or G.E.D.,"1,389",71.6,68.3-74.9
Some post-H.S.,"1,190",71.8,67.9-75.7
College graduate,"2,193",71.4,68.8-73.9
Virginia,,,
Less than H.S.,499,72.4,67.7-77.1
H.S. or G.E.D.,"1,859",75.9,73.5-78.3
Some post-H.S.,"1,957",78.5,76.1-80.8
College graduate,"3,329",78.6,76.8-80.5
Washington,,,
Less than H.S.,468,63.8,59.2-68.4
H.S. or G.E.D.,"2,096",69.9,67.7-72.1
Some post-H.S.,"2,835",70.8,68.9-72.7
College graduate,"4,024",72.4,70.9-74.0
West Virginia,,,
Less than H.S.,430,81.4,77.0-85.8
H.S. or G.E.D.,"1,786",81.5,79.2-83.7
Some post-H.S.,"1,312",82.2,79.8-84.6
College graduate,"1,447",82.8,80.5-85.1
Wisconsin,,,
Less than H.S.,140,71.7,63.2-80.2
H.S. or G.E.D.,"1,191",74.1,70.9-77.4
Some post-H.S.,"1,169",74.8,71.6-77.9
College graduate,"1,488",74.3,71.7-77.0
Wyoming,,,
Less than H.S.,153,61.8,52.6-70.9
H.S. or G.E.D.,973,64.2,60.4-68.0
Some post-H.S.,"1,192",71.0,67.5-74.4
College graduate,"1,292",73.0,69.9-76.2
Guam,,,
Less than H.S.,83,61.2,49.2-73.2
H.S. or G.E.D.,540,74.5,69.6-79.4
Some post-H.S.,420,72.8,64.7-80.8
College graduate,645,76.6,72.9-80.4
Puerto Rico,,,
Less than H.S.,477,84.1,80.4-87.8
H.S. or G.E.D.,855,69.8,65.8-73.9
Some post-H.S.,910,71.2,67.8-74.6
College graduate,"1,464",75.5,73.1-78.0
