Location,n,Percentage,95% CI
College graduate,"2,988",76.0,74.4-77.7
Michigan,,,
Less than H.S.,280,74.6,68.7-80.4
H.S. or G.E.D.,"1,906",76.7,74.6-78.9
Some post-H.S.,"2,086",77.3,75.3-79.2
College graduate,"3,132",78.8,77.3-80.4
Minnesota,,,
Less than H.S.,334,63.3,58.2-68.5
H.S. or G.E.D.,"2,295",68.4,66.4-70.3
Some post-H.S.,"3,438",70.7,69.2-72.2
College graduate,"5,268",70.5,69.2-71.7
Mississippi,,,
Less than H.S.,367,75.8,69.9-81.7
H.S. or G.E.D.,"1,041",78.8,75.7-82.0
Some post-H.S.,"1,051",80.1,77.2-83.0
College graduate,"1,171",82.2,79.5-84.8
Missouri,,,
Less than H.S.,618,68.8,63.8-73.8
H.S. or G.E.D.,"3,001",76.2,74.0-78.3
Some post-H.S.,"2,790",76.9,74.7-79.1
College graduate,"3,200",80.0,78.1-81.9
Montana,,,
Less than H.S.,182,66.0,58.2-73.7
H.S. or G.E.D.,"1,123",69.3,66.4-72.2
Some post-H.S.,"1,352",70.8,68.2-73.3
College graduate,"1,898",73.0,70.9-75.2
Nebraska,,,
Less than H.S.,511,68.7,63.9-73.6
H.S. or G.E.D.,"3,334",73.1,71.1-75.1
Some post-H.S.,"3,464",72.8,71.0-74.6
College graduate,"4,095",75.7,74.1-77.3
Nevada,,,
Less than H.S.,96,62.1,52.6-71.7
H.S. or G.E.D.,519,70.2,65.8-74.7
Some post-H.S.,646,72.9,68.9-77.0
College graduate,739,75.4,71.4-79.5
New Hampshire,,,
Less than H.S.,161,70.1,61.6-78.7
H.S. or G.E.D.,"1,221",75.6,72.5-78.7
Some post-H.S.,"1,348",76.7,73.8-79.7
College graduate,"2,431",74.6,72.4-76.7
New Jersey,,,
Less than H.S.,409,74.3,69.9-78.6
H.S. or G.E.D.,"1,358",76.8,74.0-79.5
Some post-H.S.,"1,379",76.2,73.5-78.9
College graduate,"2,876",77.6,75.8-79.4
New Mexico,,,
Less than H.S.,398,58.5,53.4-63.7
H.S. or G.E.D.,"1,097",62.0,58.7-65.2
Some post-H.S.,"1,125",62.8,59.6-66.0
College graduate,"1,590",67.0,64.4-69.6
New York,,,
Less than H.S.,"2,101",77.4,75.0-79.8
H.S. or G.E.D.,"8,725",80.1,78.6-81.5
Some post-H.S.,"8,267",80.1,78.6-81.6
College graduate,"12,436",77.7,76.5-78.9
North Carolina,,,
Less than H.S.,317,72.2,66.9-77.4
H.S. or G.E.D.,900,76.8,73.6-80.1
Some post-H.S.,"1,086",82.2,79.6-84.8
College graduate,"1,635",81.3,79.2-83.3
North Dakota,,,
Less than H.S.,191,66.2,58.3-74.1
H.S. or G.E.D.,"1,254",69.4,66.4-72.5
Some post-H.S.,"1,479",72.5,69.8-75.3
College graduate,"1,615",76.4,74.0-78.7
Ohio,,,
Less than H.S.,546,69.2,64.1-74.2
H.S. or G.E.D.,"3,603",77.0,75.2-78.8
Some post-H.S.,"3,211",78.0,76.0-79.9
College graduate,"4,079",78.7,77.2-80.3
Oklahoma,,,
Less than H.S.,234,61.6,55.3-68.0
H.S. or G.E.D.,"1,041",72.0,68.9-75.0
Some post-H.S.,"1,300",76.0,73.3-78.7
College graduate,"1,534",78.7,76.3-81.2
Oregon,,,
Less than H.S.,151,55.2,48.2-62.3
H.S. or G.E.D.,710,66.7,63.4-70.0
Some post-H.S.,"1,222",69.4,66.8-72.0
College graduate,"1,537",69.3,67.1-71.5
Pennsylvania,,,
Less than H.S.,203,72.9,66.0-79.8
H.S. or G.E.D.,"1,429",79.6,77.2-82.0
Some post-H.S.,"1,181",77.0,74.3-79.6
College graduate,"2,139",75.6,73.6-77.6
Rhode Island,,,
Less than H.S.,273,76.3,70.8-81.8
H.S. or G.E.D.,975,81.3,78.2-84.4
Some post-H.S.,"1,116",79.2,76.1-82.3
College graduate,"2,295",83.9,82.2-85.7
South Carolina,,,
Less than H.S.,590,76.8,72.2-81.4
H.S. or G.E.D.,"2,127",75.1,72.5-77.8
Some post-H.S.,"2,217",78.8,76.5-81.1
College graduate,"3,369",81.2,79.4-83.0
South Dakota,,,
Less than H.S.,238,68.0,53.1-83.0
H.S. or G.E.D.,"1,578",77.5,73.5-81.5
Some post-H.S.,"1,802",74.2,69.7-78.7
College graduate,"2,070",77.2,73.4-81.1
Tennessee,,,
Less than H.S.,268,80.1,74.6-85.6
H.S. or G.E.D.,"1,047",78.3,75.3-81.2
Some post-H.S.,"1,062",78.5,75.6-81.3
College graduate,"1,390",78.1,75.7-80.6
Texas,,,
Less than H.S.,757,58.0,52.7-63.2
H.S. or G.E.D.,"1,758",68.8,65.6-72.1
Some post-H.S.,"2,125",70.5,67.5-73.5
College graduate,"3,300",75.7,73.5-77.9
Utah,,,
Less than H.S.,315,59.6,54.1-65.2
H.S. or G.E.D.,"1,746",67.6,65.2-70.0
Some post-H.S.,"2,389",70.7,68.7-72.7
College graduate,"3,148",71.8,70.1-73.5
Vermont,,,
Less than H.S.,157,65.1,56.0-74.2
H.S. or G.E.D.,"1,150",71.4,68.0-74.8
Some post-H.S.,"1,156",72.8,69.6-76.0
College graduate,"2,439",72.7,70.5-74.8
Virginia,,,
Less than H.S.,345,77.9,72.5-83.3
H.S. or G.E.D.,"1,687",73.9,71.2-76.7
Some post-H.S.,"2,030",77.2,74.9-79.6
College graduate,"3,804",77.7,76.0-79.3
Washington,,,
Less than H.S.,431,62.8,57.9-67.7
H.S. or G.E.D.,"1,809",66.9,64.5-69.3
Some post-H.S.,"2,724",68.2,66.2-70.2
College graduate,"4,225",66.0,64.4-67.5
West Virginia,,,
Less than H.S.,399,78.7,74.0-83.4
H.S. or G.E.D.,"1,956",79.5,77.4-81.6
Some post-H.S.,"1,402",78.4,75.9-80.8
College graduate,"1,812",80.0,77.9-82.1
Wisconsin,,,
Less than H.S.,162,70.9,61.4-80.4
H.S. or G.E.D.,"1,322",73.4,70.2-76.4
Some post-H.S.,"1,389",73.8,70.8-76.9
College graduate,"1,921",74.2,71.8-76.6
Wyoming,,,
Less than H.S.,83,51.2,39.3-63.2
H.S. or G.E.D.,825,64.2,60.1-68.3
Some post-H.S.,"1,095",69.4,66.0-72.8
College graduate,"1,308",75.9,73.0-78.8
Guam,,,
Less than H.S.,65,62.5,48.9-76.2
H.S. or G.E.D.,415,67.3,60.7-73.9
Some post-H.S.,271,63.7,55.1-72.2
College graduate,466,74.5,67.6-81.5
Puerto Rico,,,
Less than H.S.,453,80.9,76.3-85.5
H.S. or G.E.D.,721,76.1,72.5-79.8
Some post-H.S.,738,71.5,67.5-75.5
College graduate,"1,174",74.4,71.5-77.3
Virgin Islands,,,
Less than H.S.,143,81.0,72.3-89.7
H.S. or G.E.D.,339,63.2,49.5-76.9
Some post-H.S.,182,74.2,63.3-85.1
College graduate,369,78.4,69.5-87.3
