Location,n,Percentage,95% CI
H.S. or G.E.D.,559,84.3,80.7-87.9
Some post-H.S.,726,91.1,88.5-93.8
College graduate,797,91.8,88.9-94.7
New Hampshire,,,
Less than H.S.,214,85.3,78.9-91.7
H.S. or G.E.D.,"1,443",87.6,85.3-89.9
Some post-H.S.,"1,641",93.3,91.6-95.0
College graduate,"2,731",97.1,96.2-98.0
New Jersey,,,
Less than H.S.,407,62.7,58.0-67.3
H.S. or G.E.D.,"2,173",87.5,86.0-89.0
Some post-H.S.,"2,406",90.8,89.4-92.1
College graduate,"5,159",95.1,94.4-95.8
New Mexico,,,
Less than H.S.,540,72.8,67.3-78.4
H.S. or G.E.D.,"1,762",87.3,84.9-89.7
Some post-H.S.,"1,826",92.4,90.4-94.3
College graduate,"2,332",95.3,93.9-96.8
New York,,,
Less than H.S.,740,71.8,68.3-75.2
H.S. or G.E.D.,"3,065",88.0,86.4-89.6
Some post-H.S.,"3,264",91.6,90.3-93.0
College graduate,"6,346",95.8,95.2-96.5
North Carolina,,,
Less than H.S.,328,61.8,56.6-67.0
H.S. or G.E.D.,"1,204",82.2,79.9-84.6
Some post-H.S.,"1,425",88.4,86.5-90.3
College graduate,"2,073",95.0,94.0-96.1
North Dakota,,,
Less than H.S.,163,74.0,63.9-84.2
H.S. or G.E.D.,"1,082",87.7,84.7-90.7
Some post-H.S.,"1,374",94.0,92.2-95.8
College graduate,"1,606",96.5,95.3-97.8
Ohio,,,
Less than H.S.,751,79.2,75.0-83.3
H.S. or G.E.D.,"4,413",88.2,86.8-89.6
Some post-H.S.,"3,769",92.9,91.8-94.1
College graduate,"4,527",95.9,95.1-96.7
Oklahoma,,,
Less than H.S.,282,69.8,64.0-75.6
H.S. or G.E.D.,"1,235",80.3,77.6-82.9
Some post-H.S.,"1,425",87.6,85.5-89.7
College graduate,"1,489",93.1,91.3-94.8
Oregon,,,
Less than H.S.,219,73.2,67.4-79.0
H.S. or G.E.D.,"1,101",89.4,87.4-91.4
Some post-H.S.,"1,649",93.0,91.6-94.3
College graduate,"2,006",95.8,94.8-96.8
Pennsylvania,,,
Less than H.S.,225,81.1,75.2-87.0
H.S. or G.E.D.,"1,395",89.4,87.2-91.7
Some post-H.S.,"1,218",94.2,92.7-95.6
College graduate,"2,291",96.3,95.3-97.4
Rhode Island,,,
Less than H.S.,317,81.1,75.7-86.5
H.S. or G.E.D.,"1,180",90.4,88.1-92.8
Some post-H.S.,"1,240",95.6,94.1-97.2
College graduate,"2,314",97.4,96.2-98.6
South Carolina,,,
Less than H.S.,254,72.8,66.4-79.2
H.S. or G.E.D.,932,81.9,78.7-85.0
Some post-H.S.,999,88.0,85.4-90.6
College graduate,"1,395",94.5,92.6-96.3
South Dakota,,,
Less than H.S.,273,80.0,69.0-91.1
H.S. or G.E.D.,"1,797",87.7,84.3-91.0
Some post-H.S.,"1,984",89.5,86.3-92.6
College graduate,"2,344",97.0,95.7-98.4
Tennessee,,,
Less than H.S.,289,73.2,66.2-80.2
H.S. or G.E.D.,"1,218",83.5,80.9-86.1
Some post-H.S.,"1,058",89.7,87.5-92.0
College graduate,"1,507",94.3,92.8-95.8
Texas,,,
Less than H.S.,889,51.3,45.8-56.8
H.S. or G.E.D.,"2,001",70.5,67.1-73.8
Some post-H.S.,"2,315",79.0,76.2-81.9
College graduate,"3,306",91.6,89.9-93.3
Utah,,,
Less than H.S.,285,60.9,55.0-66.8
H.S. or G.E.D.,"2,304",84.8,83.1-86.6
Some post-H.S.,"3,313",90.7,89.4-91.9
College graduate,"4,008",95.6,94.8-96.4
Vermont,,,
Less than H.S.,215,85.9,80.3-91.4
H.S. or G.E.D.,"1,662",88.7,86.3-91.1
Some post-H.S.,"1,458",95.1,93.6-96.6
College graduate,"2,853",97.9,97.1-98.6
Virginia,,,
Less than H.S.,475,65.3,60.3-70.2
H.S. or G.E.D.,"2,070",85.2,83.1-87.4
Some post-H.S.,"2,251",91.6,90.0-93.3
College graduate,"3,938",96.5,95.7-97.2
Washington,,,
Less than H.S.,474,66.3,62.0-70.7
H.S. or G.E.D.,"2,579",88.6,87.1-90.2
Some post-H.S.,"3,607",93.0,91.9-94.0
College graduate,"5,255",96.6,95.9-97.2
West Virginia,,,
Less than H.S.,475,90.3,87.1-93.5
H.S. or G.E.D.,"1,934",89.5,87.6-91.3
Some post-H.S.,"1,459",93.4,91.9-94.9
College graduate,"1,626",95.9,94.6-97.1
Wisconsin,,,
Less than H.S.,152,76.0,67.7-84.3
H.S. or G.E.D.,"1,376",89.9,87.7-92.2
Some post-H.S.,"1,387",94.1,92.5-95.6
College graduate,"1,856",98.0,97.3-98.8
Wyoming,,,
Less than H.S.,170,64.6,55.5-73.7
H.S. or G.E.D.,"1,182",80.6,77.3-83.8
Some post-H.S.,"1,438",88.0,85.5-90.6
College graduate,"1,603",93.9,92.0-95.7
Guam,,,
Less than H.S.,91,71.6,61.3-81.9
H.S. or G.E.D.,569,76.7,71.4-81.9
Some post-H.S.,448,81.5,75.2-87.9
College graduate,718,88.2,85.3-91.0
Puerto Rico,,,
Less than H.S.,552,95.4,93.4-97.6
H.S. or G.E.D.,"1,094",91.6,89.7-93.6
Some post-H.S.,"1,146",90.7,88.5-92.9
College graduate,"1,809",93.8,92.5-95.2
