Location,n,Percentage,95% CI
Some post-H.S.,"4,361",85.6,83.4-87.8
College graduate,"4,837",90.8,88.8-92.8
Georgia,,,
Less than H.S.,550,54.3,49.0-59.7
H.S. or G.E.D.,"1,570",79.4,76.5-82.4
Some post-H.S.,"1,698",84.4,81.7-87.2
College graduate,"2,351",93.1,91.3-94.8
Hawaii,,,
Less than H.S.,261,86.0,80.9-91.1
H.S. or G.E.D.,"1,822",90.1,88.5-91.8
Some post-H.S.,"1,983",94.9,93.7-96.1
College graduate,"3,111",95.6,94.6-96.6
Idaho,,,
Less than H.S.,268,67.4,60.0-74.8
H.S. or G.E.D.,"1,213",78.4,74.9-81.9
Some post-H.S.,"1,618",86.9,84.0-89.7
College graduate,"1,668",93.3,91.3-95.2
Illinois,,,
Less than H.S.,227,59.8,54.4-65.3
H.S. or G.E.D.,"1,048",84.9,82.6-87.1
Some post-H.S.,"1,271",90.0,88.1-91.8
College graduate,"2,342",96.0,95.1-96.9
Indiana,,,
Less than H.S.,521,77.2,73.0-81.5
H.S. or G.E.D.,"2,541",86.8,85.1-88.5
Some post-H.S.,"2,116",91.3,89.8-92.8
College graduate,"2,924",96.1,95.2-96.9
Iowa,,,
Less than H.S.,387,71.1,66.6-75.6
H.S. or G.E.D.,"2,787",91.2,90.0-92.4
Some post-H.S.,"2,864",94.3,93.4-95.3
College graduate,"3,066",97.7,97.1-98.3
Kansas,,,
Less than H.S.,384,75.4,70.5-80.4
H.S. or G.E.D.,"2,544",83.6,81.8-85.3
Some post-H.S.,"3,171",87.4,86.0-88.9
College graduate,"4,152",95.7,95.0-96.4
Kentucky,,,
Less than H.S.,615,88.7,84.8-92.5
H.S. or G.E.D.,"2,277",90.3,88.3-92.2
Some post-H.S.,"2,115",91.7,89.8-93.7
College graduate,"2,488",95.8,94.5-97.1
Louisiana,,,
Less than H.S.,403,82.6,78.4-86.8
H.S. or G.E.D.,"1,300",84.9,82.2-87.6
Some post-H.S.,"1,104",90.0,88.0-92.1
College graduate,"1,443",94.5,93.0-96.0
Maine,,,
Less than H.S.,452,79.3,73.1-85.4
H.S. or G.E.D.,"2,995",85.6,83.4-87.8
Some post-H.S.,"2,882",90.9,89.3-92.4
College graduate,"4,166",95.6,94.6-96.7
Maryland,,,
Less than H.S.,758,64.0,59.3-68.6
H.S. or G.E.D.,"4,045",89.4,87.9-90.9
Some post-H.S.,"3,736",93.7,92.5-94.9
College graduate,"7,785",96.9,96.3-97.5
Massachusetts,,,
Less than H.S.,332,80.6,75.6-85.6
H.S. or G.E.D.,"1,417",91.3,89.6-92.9
Some post-H.S.,"1,730",95.8,94.8-96.8
College graduate,"3,756",97.6,97.0-98.2
Michigan,,,
Less than H.S.,343,80.5,75.7-85.2
H.S. or G.E.D.,"2,449",89.5,87.9-91.0
Some post-H.S.,"3,058",92.2,90.9-93.4
College graduate,"3,933",95.5,94.6-96.3
Minnesota,,,
Less than H.S.,455,74.4,70.6-78.2
H.S. or G.E.D.,"3,138",88.7,87.4-89.9
Some post-H.S.,"4,526",93.6,92.8-94.4
College graduate,"6,229",96.7,96.2-97.2
Mississippi,,,
Less than H.S.,538,74.7,69.7-79.6
H.S. or G.E.D.,"1,301",79.0,76.1-81.9
Some post-H.S.,"1,265",83.6,80.8-86.4
College graduate,"1,348",92.0,90.2-93.8
Missouri,,,
Less than H.S.,416,68.3,62.5-74.1
H.S. or G.E.D.,"2,095",83.5,81.3-85.8
Some post-H.S.,"1,841",89.5,87.7-91.4
College graduate,"2,246",95.2,94.0-96.4
Montana,,,
Less than H.S.,269,80.5,74.9-86.1
H.S. or G.E.D.,"1,573",86.3,84.3-88.4
Some post-H.S.,"1,881",91.8,90.3-93.3
College graduate,"2,267",95.8,94.7-96.8
Nebraska,,,
Less than H.S.,598,56.6,52.2-61.0
H.S. or G.E.D.,"4,318",83.6,82.0-85.2
Some post-H.S.,"4,523",89.3,88.0-90.6
College graduate,"4,672",95.0,94.1-95.9
Nevada,,,
Less than H.S.,177,59.5,52.3-66.7
H.S. or G.E.D.,569,83.2,79.4-87.1
Some post-H.S.,793,88.0,84.8-91.1
College graduate,894,94.4,92.3-96.4
New Hampshire,,,
Less than H.S.,213,81.2,73.6-88.7
H.S. or G.E.D.,"1,399",87.9,85.5-90.4
Some post-H.S.,"1,418",92.1,89.9-94.4
College graduate,"2,456",97.1,96.3-98.0
New Mexico,,,
Less than H.S.,522,76.4,72.0-80.9
H.S. or G.E.D.,"1,386",86.9,84.3-89.4
Some post-H.S.,"1,513",91.4,89.4-93.5
College graduate,"2,029",95.5,94.3-96.7
New York,,,
Less than H.S.,811,70.6,66.9-74.3
H.S. or G.E.D.,"3,158",86.6,84.7-88.5
Some post-H.S.,"3,232",92.4,91.2-93.7
College graduate,"5,729",95.0,94.2-95.8
North Carolina,,,
Less than H.S.,240,63.4,58.1-68.7
H.S. or G.E.D.,822,80.6,77.6-83.5
Some post-H.S.,"1,138",88.5,86.4-90.6
College graduate,"1,516",95.8,94.6-96.9
North Dakota,,,
Less than H.S.,210,82.9,75.3-90.4
H.S. or G.E.D.,"1,397",90.1,87.8-92.4
Some post-H.S.,"1,675",93.2,91.4-95.0
College graduate,"1,945",96.5,95.3-97.8
Ohio,,,
Less than H.S.,769,81.0,76.4-85.7
H.S. or G.E.D.,"4,371",88.1,86.5-89.8
Some post-H.S.,"3,485",92.1,90.5-93.6
College graduate,"3,992",96.6,95.6-97.6
Oklahoma,,,
Less than H.S.,363,64.7,59.5-69.8
H.S. or G.E.D.,"1,587",83.3,81.0-85.5
Some post-H.S.,"1,718",87.4,85.5-89.2
College graduate,"1,938",94.5,93.3-95.8
Oregon,,,
Less than H.S.,274,71.6,66.5-76.7
H.S. or G.E.D.,"1,246",87.1,85.1-89.0
Some post-H.S.,"1,760",91.2,89.7-92.8
College graduate,"2,207",95.3,94.2-96.3
Pennsylvania,,,
Less than H.S.,264,79.3,73.5-85.0
H.S. or G.E.D.,"1,732",91.4,90.0-92.9
Some post-H.S.,"1,449",92.2,90.5-93.8
College graduate,"2,692",96.5,95.7-97.3
Rhode Island,,,
Less than H.S.,367,77.2,71.0-83.5
H.S. or G.E.D.,"1,371",90.1,87.6-92.6
Some post-H.S.,"1,402",93.4,91.4-95.5
College graduate,"2,635",97.5,96.6-98.4
South Carolina,,,
Less than H.S.,502,69.2,64.0-74.4
H.S. or G.E.D.,"1,655",83.4,81.1-85.6
Some post-H.S.,"1,770",88.6,86.7-90.4
College graduate,"2,462",96.1,95.2-97.1
South Dakota,,,
Less than H.S.,285,72.4,61.8-83.1
H.S. or G.E.D.,"1,639",84.0,80.3-87.6
Some post-H.S.,"1,887",90.8,88.1-93.5
College graduate,"2,185",94.7,92.8-96.7
Tennessee,,,
Less than H.S.,478,75.0,69.6-80.5
H.S. or G.E.D.,"1,648",83.1,80.7-85.6
Some post-H.S.,"1,457",86.6,84.3-89.0
College graduate,"1,906",93.6,92.0-95.1
Texas,,,
Less than H.S.,854,51.8,46.6-57.1
H.S. or G.E.D.,"2,306",70.3,67.1-73.5
Some post-H.S.,"2,809",82.0,79.5-84.5
College graduate,"4,137",91.3,89.8-92.9
Utah,,,
Less than H.S.,300,55.9,50.8-61.0
H.S. or G.E.D.,"2,323",83.8,82.1-85.6
Some post-H.S.,"3,426",90.8,89.6-91.9
College graduate,"4,511",95.5,94.8-96.2
Vermont,,,
Less than H.S.,205,87.7,81.8-93.7
H.S. or G.E.D.,"1,528",92.6,90.8-94.3
Some post-H.S.,"1,458",94.5,92.9-96.1
College graduate,"2,929",97.3,96.3-98.2
Virginia,,,
Less than H.S.,517,67.5,62.7-72.4
H.S. or G.E.D.,"2,062",86.5,84.3-88.6
Some post-H.S.,"2,424",92.0,90.5-93.4
College graduate,"4,125",96.4,95.6-97.2
Washington,,,
Less than H.S.,523,68.7,64.8-72.7
H.S. or G.E.D.,"2,506",87.6,86.0-89.1
Some post-H.S.,"3,666",92.5,91.4-93.6
College graduate,"5,267",96.5,95.9-97.2
West Virginia,,,
Less than H.S.,488,91.9,88.9-94.9
H.S. or G.E.D.,"1,764",88.8,86.8-90.8
Some post-H.S.,"1,263",92.4,90.4-94.4
College graduate,"1,423",94.8,93.3-96.3
Wisconsin,,,
Less than H.S.,164,71.8,63.0-80.5
H.S. or G.E.D.,"1,372",88.4,86.0-90.9
Some post-H.S.,"1,297",93.3,91.5-95.0
College graduate,"1,791",97.1,96.0-98.1
Wyoming,,,
Less than H.S.,162,67.7,59.0-76.5
H.S. or G.E.D.,"1,069",80.5,77.2-83.9
Some post-H.S.,"1,422",85.1,82.4-87.8
College graduate,"1,514",93.9,92.1-95.6
Guam,,,
Less than H.S.,112,68.6,58.5-78.6
H.S. or G.E.D.,674,77.9,73.9-81.9
Some post-H.S.,519,82.8,79.1-86.5
College graduate,722,87.4,83.9-91.0
Puerto Rico,,,
Less than H.S.,906,93.4,91.3-95.4
H.S. or G.E.D.,"1,495",91.3,89.2-93.4
Some post-H.S.,"1,365",90.2,88.2-92.2
College graduate,"1,832",92.6,91.1-94.0
