Location,n,Percentage,95% CI
Some post-H.S.,"2,107",93.8,92.3-95.3
College graduate,"2,342",97.4,96.6-98.3
Nevada,,,
Less than H.S.,142,61.1,53.1-69.0
H.S. or G.E.D.,695,87.7,84.4-91.0
Some post-H.S.,857,92.4,90.1-94.7
College graduate,"1,105",94.6,92.5-96.7
New Hampshire,,,
Less than H.S.,179,83.5,75.8-91.1
H.S. or G.E.D.,"1,406",92.6,90.6-94.7
Some post-H.S.,"1,583",96.1,94.6-97.5
College graduate,"3,150",98.3,97.6-99.0
New Jersey,,,
Less than H.S.,259,65.7,60.3-71.1
H.S. or G.E.D.,"1,374",91.3,89.6-92.9
Some post-H.S.,"1,572",94.4,93.1-95.8
College graduate,"3,989",97.8,97.4-98.3
New Mexico,,,
Less than H.S.,347,78.2,72.9-83.5
H.S. or G.E.D.,"1,045",90.0,87.6-92.5
Some post-H.S.,"1,171",95.1,93.4-96.7
College graduate,"1,804",96.4,95.1-97.6
New York,,,
Less than H.S.,956,79.2,76.4-82.1
H.S. or G.E.D.,"3,508",92.8,91.6-94.0
Some post-H.S.,"3,644",96.4,95.6-97.1
College graduate,"7,753",97.6,97.0-98.1
North Carolina,,,
Less than H.S.,207,65.3,58.6-72.0
H.S. or G.E.D.,850,86.9,84.3-89.5
Some post-H.S.,"1,181",94.3,92.8-95.9
College graduate,"1,750",97.7,97.0-98.4
North Dakota,,,
Less than H.S.,157,91.8,86.0-97.6
H.S. or G.E.D.,999,96.1,94.7-97.5
Some post-H.S.,"1,225",94.8,93.3-96.4
College graduate,"1,548",98.2,97.4-99.0
Ohio,,,
Less than H.S.,631,85.1,81.0-89.1
H.S. or G.E.D.,"4,504",93.2,92.1-94.4
Some post-H.S.,"4,353",95.2,94.2-96.1
College graduate,"5,659",98.0,97.5-98.4
Oklahoma,,,
Less than H.S.,299,67.2,61.8-72.7
H.S. or G.E.D.,"1,374",89.6,87.8-91.5
Some post-H.S.,"1,731",93.0,91.6-94.4
College graduate,"1,827",96.2,95.1-97.2
Oregon,,,
Less than H.S.,230,78.0,72.6-83.4
H.S. or G.E.D.,"1,101",92.4,90.5-94.4
Some post-H.S.,"1,631",96.4,95.3-97.4
College graduate,"2,365",98.4,97.9-98.9
Pennsylvania,,,
Less than H.S.,152,83.0,75.3-90.7
H.S. or G.E.D.,"1,218",94.5,92.8-96.3
Some post-H.S.,"1,071",96.0,94.3-97.8
College graduate,"1,804",98.2,97.6-98.8
Rhode Island,,,
Less than H.S.,326,80.8,75.9-85.7
H.S. or G.E.D.,"1,040",93.9,91.9-95.9
Some post-H.S.,"1,305",97.6,96.7-98.5
College graduate,"2,690",98.7,98.2-99.2
South Carolina,,,
Less than H.S.,453,69.0,63.6-74.3
H.S. or G.E.D.,"2,158",86.0,83.9-88.0
Some post-H.S.,"2,341",91.8,90.4-93.3
College graduate,"3,829",97.2,96.5-98.0
South Dakota,,,
Less than H.S.,282,84.4,72.6-96.1
H.S. or G.E.D.,"1,817",90.7,87.2-94.3
Some post-H.S.,"2,172",95.2,91.4-99.0
College graduate,"2,603",97.1,94.9-99.2
Tennessee,,,
Less than H.S.,313,80.1,74.5-85.7
H.S. or G.E.D.,"1,240",84.9,82.3-87.5
Some post-H.S.,"1,299",91.3,89.5-93.2
College graduate,"1,730",96.7,95.6-97.7
Texas,,,
Less than H.S.,786,59.6,54.7-64.4
H.S. or G.E.D.,"2,556",79.0,76.5-81.5
Some post-H.S.,"3,167",85.5,83.2-87.7
College graduate,"5,096",93.3,92.2-94.5
Utah,,,
Less than H.S.,264,60.2,54.7-65.7
H.S. or G.E.D.,"1,976",90.1,88.4-91.8
Some post-H.S.,"2,614",93.6,92.3-94.9
College graduate,"3,876",96.9,96.2-97.7
Vermont,,,
Less than H.S.,186,86.3,79.7-93.0
H.S. or G.E.D.,"1,658",94.1,92.7-95.6
Some post-H.S.,"1,740",96.5,95.4-97.5
College graduate,"4,643",98.2,97.7-98.7
Virginia,,,
Less than H.S.,420,68.3,62.4-74.3
H.S. or G.E.D.,"1,966",91.6,89.7-93.5
Some post-H.S.,"2,442",95.5,94.1-96.9
College graduate,"4,862",98.3,97.9-98.8
Washington,,,
Less than H.S.,815,73.6,70.3-76.8
H.S. or G.E.D.,"4,607",91.4,90.4-92.4
Some post-H.S.,"6,694",95.8,95.2-96.5
College graduate,"11,829",98.4,98.1-98.7
West Virginia,,,
Less than H.S.,336,91.6,87.9-95.3
H.S. or G.E.D.,"1,596",93.8,92.1-95.5
Some post-H.S.,"1,208",95.2,93.7-96.7
College graduate,"1,516",97.8,96.7-98.9
Wisconsin,,,
Less than H.S.,348,76.4,71.1-81.6
H.S. or G.E.D.,"2,766",94.4,93.2-95.6
Some post-H.S.,"3,171",96.8,96.0-97.6
College graduate,"4,186",98.2,97.7-98.8
Wyoming,,,
Less than H.S.,116,70.1,61.0-79.2
H.S. or G.E.D.,906,85.7,82.6-88.8
Some post-H.S.,"1,239",91.7,89.7-93.7
College graduate,"1,469",95.4,94.0-96.7
Guam,,,
Less than H.S.,114,79.3,68.5-90.1
H.S. or G.E.D.,645,80.9,74.7-87.1
Some post-H.S.,472,89.7,85.1-94.3
College graduate,758,93.8,90.9-96.8
Puerto Rico,,,
Less than H.S.,680,96.5,94.3-98.6
H.S. or G.E.D.,"1,287",96.3,94.8-97.8
Some post-H.S.,"1,365",95.2,93.6-96.9
College graduate,"1,963",97.1,95.9-98.2
Virgin Islands,,,
Less than H.S.,150,83.3,74.5-92.1
H.S. or G.E.D.,365,80.1,71.4-88.7
Some post-H.S.,254,68.0,42.8-93.2
College graduate,449,90.8,86.0-95.6
