Location,n,Percentage,95% CI
H.S. or G.E.D.,641,39.5,36.2-42.8
Some post-H.S.,911,50.6,47.5-53.8
College graduate,"2,217",74.8,72.7-76.9
Maryland,,,
Less than H.S.,89,18.0,13.5-22.4
H.S. or G.E.D.,"1,187",49.4,46.7-52.1
Some post-H.S.,"1,431",60.7,58.1-63.4
College graduate,"4,331",87.3,86.2-88.4
Massachusetts,,,
Less than H.S.,25,21.2,12.6-29.8
H.S. or G.E.D.,406,50.7,46.6-54.7
Some post-H.S.,729,60.5,57.1-63.8
College graduate,"2,372",84.1,82.5-85.8
Michigan,,,
Less than H.S.,28,18.4,11.3-25.4
H.S. or G.E.D.,445,37.8,34.7-41.0
Some post-H.S.,827,51.4,48.5-54.2
College graduate,"2,025",79.6,77.8-81.5
Minnesota,,,
Less than H.S.,86,23.7,18.5-28.8
H.S. or G.E.D.,"1,181",45.7,43.5-47.8
Some post-H.S.,"2,202",59.4,57.6-61.1
College graduate,"4,432",81.7,80.5-82.8
Mississippi,,,
Less than H.S.,47,13.6,9.4-17.8
H.S. or G.E.D.,313,26.6,23.6-29.6
Some post-H.S.,545,43.9,40.6-47.2
College graduate,986,69.4,66.5-72.3
Missouri,,,
Less than H.S.,64,18.4,13.1-23.8
H.S. or G.E.D.,686,35.8,33.1-38.5
Some post-H.S.,954,53.1,50.3-55.8
College graduate,"1,888",77.3,75.4-79.3
Montana,,,
Less than H.S.,46,25.9,18.8-32.9
H.S. or G.E.D.,543,41.3,38.2-44.4
Some post-H.S.,725,47.1,44.2-50.0
College graduate,"1,487",72.1,69.9-74.3
Nebraska,,,
Less than H.S.,108,19.6,14.6-24.6
H.S. or G.E.D.,"1,357",43.4,41.0-45.9
Some post-H.S.,"1,951",55.5,53.2-57.8
College graduate,"3,231",79.2,77.5-80.8
Nevada,,,
Less than H.S.,30,18.3,10.6-26.1
H.S. or G.E.D.,203,37.9,32.3-43.6
Some post-H.S.,356,56.4,51.1-61.7
College graduate,536,78.1,73.9-82.3
New Hampshire,,,
Less than H.S.,32,28.5,18.4-38.6
H.S. or G.E.D.,490,52.0,48.1-55.9
Some post-H.S.,732,65.1,61.7-68.5
College graduate,"1,719",82.8,80.9-84.8
New Jersey,,,
Less than H.S.,47,13.2,9.0-17.5
H.S. or G.E.D.,824,52.4,49.3-55.4
Some post-H.S.,"1,180",65.0,62.4-67.5
College graduate,"3,467",86.6,85.4-87.8
New Mexico,,,
Less than H.S.,37,6.5,3.8-9.1
H.S. or G.E.D.,441,31.1,27.5-34.7
Some post-H.S.,630,42.2,38.3-46.0
College graduate,"1,346",67.1,63.8-70.4
New York,,,
Less than H.S.,76,12.4,9.2-15.7
H.S. or G.E.D.,854,38.7,36.0-41.4
Some post-H.S.,"1,353",53.9,51.3-56.4
College graduate,"4,090",81.2,79.9-82.5
North Carolina,,,
Less than H.S.,35,12.1,7.7-16.5
H.S. or G.E.D.,326,34.1,30.6-37.6
Some post-H.S.,563,48.4,45.2-51.7
College graduate,"1,325",78.1,76.0-80.2
North Dakota,,,
Less than H.S.,27,26.3,15.1-37.5
H.S. or G.E.D.,371,48.5,44.0-53.0
Some post-H.S.,655,60.0,56.3-63.8
College graduate,"1,049",78.0,75.2-80.8
Ohio,,,
Less than H.S.,94,22.1,17.0-27.3
H.S. or G.E.D.,"1,158",36.8,34.5-39.0
Some post-H.S.,"1,467",52.0,49.6-54.4
College graduate,"2,841",77.9,76.1-79.6
Oklahoma,,,
Less than H.S.,23,9.7,5.5-13.9
H.S. or G.E.D.,312,33.8,30.3-37.3
Some post-H.S.,501,43.4,40.0-46.8
College graduate,915,71.2,68.2-74.1
Oregon,,,
Less than H.S.,40,24.8,17.5-32.1
H.S. or G.E.D.,300,37.5,33.6-41.4
Some post-H.S.,611,52.4,49.3-55.6
College graduate,"1,153",75.8,73.5-78.1
Pennsylvania,,,
Less than H.S.,55,35.1,26.2-44.0
H.S. or G.E.D.,443,43.7,40.0-47.3
Some post-H.S.,576,59.3,55.7-63.0
College graduate,"1,551",82.5,80.6-84.5
Rhode Island,,,
Less than H.S.,33,15.7,9.3-22.2
H.S. or G.E.D.,347,39.7,35.3-44.2
Some post-H.S.,500,57.3,52.8-61.9
College graduate,"1,537",82.1,79.7-84.5
South Carolina,,,
Less than H.S.,30,15.8,10.0-21.7
H.S. or G.E.D.,245,31.7,27.8-35.7
Some post-H.S.,411,49.6,45.5-53.7
College graduate,920,77.5,74.5-80.6
South Dakota,,,
Less than H.S.,42,21.7,10.5-33.0
H.S. or G.E.D.,474,38.6,32.9-44.2
Some post-H.S.,774,55.9,51.1-60.7
College graduate,"1,427",73.6,69.5-77.7
Tennessee,,,
Less than H.S.,24,10.8,5.3-16.3
H.S. or G.E.D.,338,34.1,30.4-37.8
Some post-H.S.,424,50.0,45.9-54.2
College graduate,975,76.2,73.3-79.1
Texas,,,
Less than H.S.,109,18.9,13.3-24.5
H.S. or G.E.D.,624,36.0,32.0-40.0
Some post-H.S.,"1,030",51.8,48.0-55.5
College graduate,"2,155",79.1,76.7-81.4
Utah,,,
Less than H.S.,75,29.9,23.1-36.7
H.S. or G.E.D.,960,50.7,48.0-53.3
Some post-H.S.,"1,761",64.2,62.1-66.3
College graduate,"2,909",81.9,80.4-83.4
Vermont,,,
Less than H.S.,30,21.3,12.9-29.7
H.S. or G.E.D.,543,43.0,39.0-47.0
Some post-H.S.,636,53.4,49.0-57.9
College graduate,"1,765",76.1,73.6-78.6
Virginia,,,
Less than H.S.,61,17.7,12.6-22.8
H.S. or G.E.D.,706,44.8,41.7-47.9
Some post-H.S.,992,56.9,53.8-59.9
College graduate,"2,725",84.1,82.5-85.7
Washington,,,
Less than H.S.,91,26.4,21.2-31.6
H.S. or G.E.D.,893,47.0,44.3-49.7
Some post-H.S.,"1,626",57.8,55.5-60.0
College graduate,"3,554",83.6,82.4-84.9
West Virginia,,,
Less than H.S.,42,12.3,8.4-16.1
H.S. or G.E.D.,442,31.0,28.2-33.8
Some post-H.S.,543,45.6,42.4-48.8
College graduate,"1,011",69.5,66.8-72.2
Wisconsin,,,
Less than H.S.,32,22.1,13.1-31.0
H.S. or G.E.D.,505,49.3,45.5-53.1
Some post-H.S.,621,56.4,52.8-60.1
College graduate,"1,293",81.7,79.4-84.0
Wyoming,,,
Less than H.S.,38,29.4,19.9-39.0
H.S. or G.E.D.,427,47.1,42.8-51.4
Some post-H.S.,650,54.4,50.5-58.3
College graduate,"1,041",75.2,71.9-78.6
Guam,,,
Less than H.S.,9,*,
H.S. or G.E.D.,156,23.7,19.1-28.4
Some post-H.S.,183,40.9,32.8-49.0
College graduate,470,65.7,61.5-69.9
Puerto Rico,,,
Less than H.S.,2,*,
H.S. or G.E.D.,27,3.5,2.0-5.1
Some post-H.S.,62,5.9,4.2-7.5
College graduate,407,24.7,22.2-27.2
