Location,n,Percentage,95% CI
College graduate,185,7.4,5.9-8.9
Indiana,,,
Less than H.S.,55,13.1,9.3-16.9
H.S. or G.E.D.,427,16.6,14.9-18.4
Some post-H.S.,381,16.3,14.4-18.1
College graduate,323,7.7,6.8-8.7
Iowa,,,
Less than H.S.,143,31.4,25.1-37.7
H.S. or G.E.D.,536,22.9,20.6-25.1
Some post-H.S.,426,17.5,15.5-19.4
College graduate,279,9.0,7.7-10.3
Kansas,,,
Less than H.S.,57,23.1,16.8-29.4
H.S. or G.E.D.,459,23.2,20.6-25.7
Some post-H.S.,536,19.4,17.5-21.4
College graduate,359,8.6,7.5-9.8
Louisiana,,,
Less than H.S.,42,13.6,8.8-18.3
H.S. or G.E.D.,238,20.3,17.4-23.2
Some post-H.S.,229,20.3,17.3-23.2
College graduate,179,9.8,8.1-11.5
Maine,,,
Less than H.S.,54,17.7,11.9-23.5
H.S. or G.E.D.,457,19.3,17.1-21.5
Some post-H.S.,424,14.0,12.2-15.8
College graduate,574,10.0,8.8-11.2
Maryland,,,
Less than H.S.,97,15.0,11.3-18.7
H.S. or G.E.D.,491,13.5,11.6-15.3
Some post-H.S.,422,13.1,11.0-15.2
College graduate,421,4.8,4.0-5.5
Massachusetts,,,
Less than H.S.,46,20.1,13.3-27.0
H.S. or G.E.D.,180,13.9,11.2-16.6
Some post-H.S.,214,13.5,10.9-16.0
College graduate,290,6.0,5.1-7.0
Michigan,,,
Less than H.S.,36,13.4,8.2-18.7
H.S. or G.E.D.,353,18.6,16.2-21.1
Some post-H.S.,363,14.6,12.7-16.5
College graduate,335,8.4,7.2-9.6
Minnesota,,,
Less than H.S.,67,13.5,9.5-17.6
H.S. or G.E.D.,459,17.0,14.9-19.1
Some post-H.S.,552,13.8,12.2-15.4
College graduate,576,7.5,6.6-8.4
Mississippi,,,
Less than H.S.,37,17.2,11.3-23.0
H.S. or G.E.D.,175,22.0,18.3-25.6
Some post-H.S.,187,17.6,14.9-20.4
College graduate,172,13.1,10.7-15.5
Missouri,,,
Less than H.S.,47,17.9,11.9-23.8
H.S. or G.E.D.,319,21.7,18.9-24.6
Some post-H.S.,298,17.6,15.1-20.1
College graduate,239,9.3,7.7-10.8
Montana,,,
Less than H.S.,45,22.4,15.0-29.8
H.S. or G.E.D.,296,20.6,18.0-23.1
Some post-H.S.,322,17.9,15.5-20.2
College graduate,366,12.1,10.6-13.6
Nebraska,,,
Less than H.S.,187,25.1,21.0-29.1
H.S. or G.E.D.,750,24.5,22.3-26.6
Some post-H.S.,645,18.6,16.8-20.3
College graduate,461,8.9,7.8-9.9
Nevada,,,
Less than H.S.,15,25.5,11.5-39.5
H.S. or G.E.D.,102,21.3,16.0-26.6
Some post-H.S.,103,16.1,12.2-20.0
College graduate,74,6.8,4.3-9.2
New Hampshire,,,
Less than H.S.,16,9.3,3.9-14.6
H.S. or G.E.D.,218,16.1,13.2-19.0
Some post-H.S.,182,9.7,7.5-11.9
College graduate,244,6.5,5.3-7.8
New Jersey,,,
Less than H.S.,37,9.5,6.0-13.0
H.S. or G.E.D.,200,14.9,12.3-17.5
Some post-H.S.,192,11.2,8.8-13.6
College graduate,229,4.5,3.7-5.4
New Mexico,,,
Less than H.S.,42,18.9,12.3-25.5
H.S. or G.E.D.,149,20.8,16.3-25.2
Some post-H.S.,151,16.0,12.4-19.6
College graduate,150,13.7,10.8-16.6
New York,,,
Less than H.S.,82,8.6,6.3-11.0
H.S. or G.E.D.,444,14.3,12.3-16.3
Some post-H.S.,439,14.2,12.2-16.2
College graduate,512,6.9,6.0-7.9
North Carolina,,,
Less than H.S.,48,20.3,13.2-27.5
H.S. or G.E.D.,124,18.9,15.0-22.9
Some post-H.S.,165,18.7,15.3-22.2
College graduate,153,9.2,7.2-11.2
North Dakota,,,
Less than H.S.,25,14.0,7.4-20.6
H.S. or G.E.D.,193,15.6,13.0-18.1
Some post-H.S.,240,14.7,12.6-16.8
College graduate,168,7.1,5.8-8.4
Ohio,,,
Less than H.S.,65,12.5,8.5-16.4
H.S. or G.E.D.,564,16.9,15.1-18.7
Some post-H.S.,459,15.5,13.7-17.4
College graduate,416,7.8,6.8-8.8
Oklahoma,,,
Less than H.S.,57,21.0,15.6-26.4
H.S. or G.E.D.,326,23.4,20.8-26.0
Some post-H.S.,330,19.3,17.2-21.5
College graduate,256,11.5,10.0-13.1
Oregon,,,
Less than H.S.,30,13.9,8.2-19.6
H.S. or G.E.D.,174,16.4,13.5-19.3
Some post-H.S.,229,16.3,13.8-18.9
College graduate,234,8.4,7.0-9.7
Rhode Island,,,
Less than H.S.,39,17.1,10.0-24.2
H.S. or G.E.D.,138,15.4,11.9-18.8
Some post-H.S.,143,11.6,9.1-14.1
College graduate,171,6.6,5.3-7.9
South Carolina,,,
Less than H.S.,48,9.0,5.7-12.3
H.S. or G.E.D.,352,17.7,15.3-20.1
Some post-H.S.,328,14.8,12.8-16.8
College graduate,350,9.3,7.9-10.7
South Dakota,,,
Less than H.S.,27,*,
H.S. or G.E.D.,213,20.9,15.5-26.4
Some post-H.S.,275,13.9,10.7-17.0
College graduate,201,9.6,6.2-13.0
Tennessee,,,
Less than H.S.,46,18.6,12.2-25.0
H.S. or G.E.D.,259,20.4,17.5-23.3
Some post-H.S.,252,19.6,16.7-22.6
College graduate,187,10.6,8.7-12.4
Texas,,,
Less than H.S.,83,14.3,10.0-18.6
H.S. or G.E.D.,290,17.7,14.7-20.8
Some post-H.S.,331,13.6,11.4-15.9
College graduate,316,7.0,5.7-8.3
Utah,,,
Less than H.S.,62,18.1,13.0-23.2
H.S. or G.E.D.,312,13.2,11.4-15.1
Some post-H.S.,318,11.1,9.5-12.7
College graduate,251,5.1,4.2-6.0
Vermont,,,
Less than H.S.,26,15.4,8.1-22.7
H.S. or G.E.D.,196,15.3,12.6-18.0
Some post-H.S.,190,14.3,11.7-16.8
College graduate,320,8.0,6.9-9.1
Virginia,,,
Less than H.S.,23,7.7,3.8-11.7
H.S. or G.E.D.,183,14.9,12.1-17.7
Some post-H.S.,258,16.3,13.6-19.0
College graduate,245,7.2,5.9-8.6
Washington,,,
Less than H.S.,145,16.1,13.0-19.2
H.S. or G.E.D.,677,14.5,13.1-15.9
Some post-H.S.,815,12.7,11.6-13.8
College graduate,761,5.3,4.9-5.8
West Virginia,,,
Less than H.S.,37,19.0,12.6-25.3
H.S. or G.E.D.,259,23.6,20.7-26.5
Some post-H.S.,191,19.4,16.5-22.2
College graduate,142,9.7,8.0-11.5
Wisconsin,,,
Less than H.S.,73,20.4,15.0-25.9
H.S. or G.E.D.,492,17.0,15.1-18.8
Some post-H.S.,550,16.3,14.6-18.0
College graduate,426,7.9,6.9-9.0
Wyoming,,,
Less than H.S.,15,9.9,4.2-15.6
H.S. or G.E.D.,156,16.6,13.6-19.5
Some post-H.S.,212,14.9,12.6-17.3
College graduate,179,9.2,7.6-10.9
Guam,,,
Less than H.S.,9,*,
H.S. or G.E.D.,87,17.0,12.1-21.9
Some post-H.S.,64,15.2,9.4-21.0
College graduate,69,12.5,8.4-16.5
Puerto Rico,,,
Less than H.S.,14,*,
H.S. or G.E.D.,85,12.4,9.4-15.4
Some post-H.S.,154,15.2,12.4-18.1
College graduate,291,21.9,19.2-24.6
Virgin Islands,,,
Less than H.S.,31,16.2,8.4-24.0
H.S. or G.E.D.,129,24.8,18.7-31.0
Some post-H.S.,61,21.2,12.3-30.2
College graduate,82,13.1,
