Location,n,Percentage,95% CI
H.S. or G.E.D.,235,10.8,9.2-12.4
Some post-H.S.,117,6.0,4.7-7.3
College graduate,63,2.2,1.5-2.9
Iowa,,,
Less than H.S.,77,19.5,14.9-24.0
H.S. or G.E.D.,206,8.7,7.3-10.1
Some post-H.S.,156,6.4,5.3-7.5
College graduate,58,2.1,1.4-2.7
Kansas,,,
Less than H.S.,63,18.6,13.8-23.6
H.S. or G.E.D.,181,8.4,6.9-9.8
Some post-H.S.,164,5.8,4.7-6.8
College graduate,70,1.7,1.2-2.1
Kentucky,,,
Less than H.S.,97,31.4,24.7-38.1
H.S. or G.E.D.,134,13.4,10.7-16.1
Some post-H.S.,85,7.3,5.4-9.1
College graduate,31,2.3,1.3-3.4
Louisiana,,,
Less than H.S.,102,34.1,27.0-41.2
H.S. or G.E.D.,160,12.5,10.2-14.9
Some post-H.S.,103,9.8,7.6-12.0
College graduate,61,4.1,2.8-5.4
Maine,,,
Less than H.S.,92,27.2,19.8-34.7
H.S. or G.E.D.,236,7.8,6.3-9.4
Some post-H.S.,175,5.6,4.3-6.8
College graduate,89,2.1,1.4-2.8
Maryland,,,
Less than H.S.,184,21.6,17.7-25.5
H.S. or G.E.D.,287,6.4,5.3-7.5
Some post-H.S.,171,6.2,4.9-7.5
College graduate,99,1.4,1.0-1.8
Massachusetts,,,
Less than H.S.,39,23.3,15.6-31.0
H.S. or G.E.D.,95,7.5,5.6-9.4
Some post-H.S.,84,6.1,4.4-7.9
College graduate,60,2.0,1.4-2.6
Michigan,,,
Less than H.S.,60,24.6,18.0-31.2
H.S. or G.E.D.,156,9.7,8.0-11.4
Some post-H.S.,118,6.1,4.8-7.5
College graduate,53,1.8,1.2-2.3
Minnesota,,,
Less than H.S.,134,21.5,17.6-25.4
H.S. or G.E.D.,275,7.7,6.6-8.8
Some post-H.S.,218,4.0,3.3-4.6
College graduate,107,1.4,1.0-1.7
Mississippi,,,
Less than H.S.,186,29.0,24.2-33.8
H.S. or G.E.D.,245,13.5,11.4-15.6
Some post-H.S.,151,9.0,7.3-10.8
College graduate,51,3.4,2.3-4.4
Missouri,,,
Less than H.S.,126,24.7,19.2-30.2
H.S. or G.E.D.,286,10.2,8.7-11.7
Some post-H.S.,174,7.2,5.8-8.5
College graduate,65,1.6,1.1-2.1
Montana,,,
Less than H.S.,46,21.5,14.8-28.2
H.S. or G.E.D.,139,9.2,7.4-11.0
Some post-H.S.,130,8.1,6.4-9.7
College graduate,74,3.1,2.3-4.0
Nebraska,,,
Less than H.S.,175,22.8,18.0-27.6
H.S. or G.E.D.,350,8.7,7.4-10.1
Some post-H.S.,246,5.9,4.8-7.0
College graduate,95,1.6,1.2-2.1
Nevada,,,
Less than H.S.,26,15.8,8.6-23.1
H.S. or G.E.D.,60,11.9,8.1-15.6
Some post-H.S.,47,6.0,3.8-8.1
College graduate,19,2.3,1.0-3.7
New Hampshire,,,
Less than H.S.,54,25.0,17.1-33.0
H.S. or G.E.D.,125,6.4,4.7-8.0
Some post-H.S.,82,4.2,3.0-5.5
College graduate,43,1.2,0.7-1.6
New Jersey,,,
Less than H.S.,137,32.6,26.8-38.4
H.S. or G.E.D.,170,7.5,6.1-8.9
Some post-H.S.,107,4.0,3.1-4.9
College graduate,78,1.4,1.0-1.7
New Mexico,,,
Less than H.S.,168,28.0,22.4-33.6
H.S. or G.E.D.,247,14.4,11.6-17.1
Some post-H.S.,144,7.9,5.8-9.9
College graduate,83,3.6,2.4-4.8
New York,,,
Less than H.S.,220,30.9,26.6-35.2
H.S. or G.E.D.,361,11.8,10.1-13.4
Some post-H.S.,215,7.1,5.6-8.5
College graduate,153,2.4,1.9-2.9
North Carolina,,,
Less than H.S.,121,27.8,21.9-33.8
H.S. or G.E.D.,143,10.8,8.6-13.0
Some post-H.S.,107,8.0,6.1-10.0
College graduate,35,1.8,1.1-2.4
North Dakota,,,
Less than H.S.,31,17.6,9.1-26.2
H.S. or G.E.D.,83,10.0,7.2-12.9
Some post-H.S.,67,5.7,3.7-7.7
College graduate,29,1.8,0.8-2.8
Ohio,,,
Less than H.S.,194,21.4,17.1-25.6
H.S. or G.E.D.,461,9.5,8.2-10.7
Some post-H.S.,290,6.9,5.8-8.1
College graduate,103,1.9,1.4-2.5
Oklahoma,,,
Less than H.S.,75,24.5,18.6-30.4
H.S. or G.E.D.,144,12.0,9.7-14.3
Some post-H.S.,96,7.4,5.6-9.1
College graduate,44,3.2,2.0-4.3
Oregon,,,
Less than H.S.,45,23.2,16.2-30.2
H.S. or G.E.D.,70,7.7,5.7-9.7
Some post-H.S.,79,5.9,4.5-7.3
College graduate,47,2.3,1.6-3.0
Pennsylvania,,,
Less than H.S.,53,20.9,13.7-28.2
H.S. or G.E.D.,143,8.7,6.9-10.5
Some post-H.S.,79,6.0,4.4-7.7
College graduate,43,1.3,0.9-1.8
Rhode Island,,,
Less than H.S.,87,26.8,20.6-33.0
H.S. or G.E.D.,114,10.4,7.6-13.2
Some post-H.S.,69,4.8,3.3-6.3
College graduate,42,1.3,0.8-1.9
South Carolina,,,
Less than H.S.,74,22.3,16.3-28.4
H.S. or G.E.D.,141,14.3,11.4-17.2
Some post-H.S.,86,8.5,6.2-10.8
College graduate,27,1.9,1.1-2.8
South Dakota,,,
Less than H.S.,66,20.8,10.8-30.8
H.S. or G.E.D.,138,6.1,3.9-8.3
Some post-H.S.,134,3.5,2.2-4.8
College graduate,44,*,
Tennessee,,,
Less than H.S.,107,33.3,25.2-41.3
H.S. or G.E.D.,164,13.4,10.8-16.1
Some post-H.S.,78,6.7,4.8-8.7
College graduate,46,2.8,1.5-4.1
Texas,,,
Less than H.S.,383,24.4,19.1-29.7
H.S. or G.E.D.,388,12.8,10.2-15.5
Some post-H.S.,232,7.0,5.3-8.8
College graduate,96,2.2,1.3-3.1
Utah,,,
Less than H.S.,45,11.4,7.4-15.4
H.S. or G.E.D.,139,6.4,5.1-7.6
Some post-H.S.,149,4.6,3.7-5.5
College graduate,58,1.6,1.1-2.2
Vermont,,,
Less than H.S.,47,21.2,13.1-29.3
H.S. or G.E.D.,166,10.0,8.0-12.0
Some post-H.S.,75,6.7,4.1-9.2
College graduate,51,1.4,0.9-2.0
Virginia,,,
Less than H.S.,154,26.1,21.4-30.8
H.S. or G.E.D.,187,8.7,7.0-10.3
Some post-H.S.,132,6.1,4.5-7.7
College graduate,58,1.4,0.9-1.9
Washington,,,
Less than H.S.,109,18.3,14.3-22.2
H.S. or G.E.D.,220,7.2,6.0-8.4
Some post-H.S.,241,6.2,5.2-7.2
College graduate,119,1.9,1.4-2.4
West Virginia,,,
Less than H.S.,144,30.8,25.6-36.0
H.S. or G.E.D.,206,10.6,8.8-12.4
Some post-H.S.,92,6.5,5.0-8.0
College graduate,38,2.1,1.2-2.9
Wisconsin,,,
Less than H.S.,38,22.6,13.6-31.6
H.S. or G.E.D.,99,5.9,4.2-7.5
Some post-H.S.,82,5.0,3.5-6.4
College graduate,28,1.5,0.8-2.3
Wyoming,,,
Less than H.S.,28,16.5,8.9-24.1
H.S. or G.E.D.,65,7.2,4.9-9.4
Some post-H.S.,62,6.5,4.3-8.6
College graduate,27,3.2,1.6-4.9
Guam,,,
Less than H.S.,32,34.2,20.8-47.6
H.S. or G.E.D.,114,17.8,13.1-22.5
Some post-H.S.,42,*,
College graduate,41,4.1,2.6-5.6
Puerto Rico,,,
Less than H.S.,321,76.4,69.4-83.4
H.S. or G.E.D.,472,53.2,48.6-57.9
Some post-H.S.,375,37.1,33.3-41.0
College graduate,258,16.6,14.3-18.8
