Location,n,Percentage,95% CI
H.S. or G.E.D.,185,14.3,11.9-16.7
Some post-H.S.,188,12.9,10.7-15.2
College graduate,211,6.1,5.0-7.2
New Mexico,,,
Less than H.S.,45,11.8,7.4-16.3
H.S. or G.E.D.,228,15.4,12.9-17.9
Some post-H.S.,277,18.0,15.4-20.7
College graduate,241,10.1,8.4-11.8
New York,,,
Less than H.S.,230,12.5,10.0-15.0
H.S. or G.E.D.,"1,369",16.8,15.2-18.5
Some post-H.S.,"1,281",14.6,13.2-16.0
College graduate,"1,197",7.9,7.0-8.7
North Carolina,,,
Less than H.S.,43,17.5,11.9-23.1
H.S. or G.E.D.,130,15.2,12.2-18.2
Some post-H.S.,162,14.4,11.8-17.0
College graduate,188,11.0,9.3-12.7
North Dakota,,,
Less than H.S.,33,13.0,7.7-18.3
H.S. or G.E.D.,260,20.0,17.2-22.9
Some post-H.S.,245,14.2,12.0-16.4
College graduate,184,9.1,7.4-10.8
Ohio,,,
Less than H.S.,83,17.2,12.6-21.8
H.S. or G.E.D.,624,16.7,15.0-18.4
Some post-H.S.,527,14.7,13.0-16.3
College graduate,461,9.3,8.2-10.5
Oklahoma,,,
Less than H.S.,31,12.4,7.6-17.2
H.S. or G.E.D.,178,17.2,14.4-20.0
Some post-H.S.,244,17.9,15.3-20.4
College graduate,201,11.2,9.4-13.1
Oregon,,,
Less than H.S.,12,8.1,3.6-12.7
H.S. or G.E.D.,128,16.6,13.6-19.7
Some post-H.S.,230,17.8,15.4-20.2
College graduate,272,15.2,13.2-17.2
Pennsylvania,,,
Less than H.S.,24,13.8,7.7-20.0
H.S. or G.E.D.,237,17.9,15.4-20.4
Some post-H.S.,190,14.2,11.9-16.5
College graduate,211,7.9,6.6-9.2
Rhode Island,,,
Less than H.S.,32,11.7,6.8-16.6
H.S. or G.E.D.,143,16.8,13.6-20.1
Some post-H.S.,175,16.9,13.9-19.9
College graduate,134,5.9,4.7-7.1
South Carolina,,,
Less than H.S.,56,13.4,9.2-17.6
H.S. or G.E.D.,350,18.4,15.8-21.1
Some post-H.S.,363,16.9,14.6-19.2
College graduate,386,12.4,10.8-14.0
South Dakota,,,
Less than H.S.,33,*,
H.S. or G.E.D.,278,17.2,13.2-21.1
Some post-H.S.,297,15.2,11.4-19.0
College graduate,301,13.3,9.9-16.6
Tennessee,,,
Less than H.S.,32,16.2,10.1-22.2
H.S. or G.E.D.,178,17.5,14.6-20.4
Some post-H.S.,202,17.3,14.5-20.1
College graduate,174,10.5,8.7-12.3
Texas,,,
Less than H.S.,86,13.6,9.0-18.2
H.S. or G.E.D.,285,14.6,11.8-17.5
Some post-H.S.,375,13.9,11.7-16.2
College graduate,350,8.2,6.7-9.7
Utah,,,
Less than H.S.,45,15.0,10.2-19.8
H.S. or G.E.D.,309,16.4,14.2-18.5
Some post-H.S.,379,13.2,11.6-14.7
College graduate,276,6.3,5.4-7.2
Vermont,,,
Less than H.S.,17,*,
H.S. or G.E.D.,218,18.2,14.8-21.6
Some post-H.S.,211,15.5,12.8-18.1
College graduate,324,10.1,8.7-11.6
Virginia,,,
Less than H.S.,33,10.2,5.6-14.7
H.S. or G.E.D.,280,15.5,13.3-17.7
Some post-H.S.,339,14.9,13.0-16.8
College graduate,320,6.4,5.4-7.4
Washington,,,
Less than H.S.,74,14.9,10.9-18.9
H.S. or G.E.D.,362,15.4,13.5-17.4
Some post-H.S.,501,14.9,13.2-16.5
College graduate,467,6.8,6.0-7.6
West Virginia,,,
Less than H.S.,40,10.4,6.9-13.8
H.S. or G.E.D.,351,18.7,16.6-20.8
Some post-H.S.,271,17.8,15.5-20.1
College graduate,271,13.6,11.9-15.4
Wisconsin,,,
Less than H.S.,27,13.5,6.5-20.5
H.S. or G.E.D.,256,17.9,15.0-20.8
Some post-H.S.,263,16.1,13.6-18.6
College graduate,233,9.0,7.4-10.6
Wyoming,,,
Less than H.S.,10,*,
H.S. or G.E.D.,165,15.4,12.1-18.7
Some post-H.S.,227,17.9,14.8-21.0
College graduate,178,11.4,9.2-13.7
Guam,,,
Less than H.S.,8,*,
H.S. or G.E.D.,81,18.3,13.0-23.6
Some post-H.S.,58,17.7,12.1-23.3
College graduate,70,11.9,7.9-16.0
Puerto Rico,,,
Less than H.S.,7,*,
H.S. or G.E.D.,32,5.0,3.0-7.0
Some post-H.S.,67,9.7,7.0-12.5
College graduate,241,20.2,17.2-23.2
Virgin Islands,,,
Less than H.S.,15,*,
H.S. or G.E.D.,58,16.2,7.9-24.5
Some post-H.S.,48,21.4,11.6-31.2
College graduate,79,21.0,13.0-29.0
