Location,n,Percentage,95% CI
College graduate,682,34.0,31.2-36.8
Illinois,,,
Less than H.S.,33,16.1,9.9-22.3
H.S. or G.E.D.,233,29.6,25.8-33.4
Some post-H.S.,335,35.1,31.3-39.0
College graduate,636,27.3,24.8-29.8
Indiana,,,
Less than H.S.,59,18.6,13.7-23.5
H.S. or G.E.D.,663,31.1,28.8-33.5
Some post-H.S.,739,35.2,32.8-37.7
College graduate,"1,201",34.8,32.9-36.7
Iowa,,,
Less than H.S.,96,21.7,16.3-27.1
H.S. or G.E.D.,715,31.4,29.0-33.9
Some post-H.S.,816,37.3,34.7-39.9
College graduate,920,32.8,30.6-35.0
Kansas,,,
Less than H.S.,60,21.0,15.2-26.8
H.S. or G.E.D.,646,37.2,34.3-40.1
Some post-H.S.,928,36.8,34.4-39.3
College graduate,"1,237",33.3,31.4-35.3
Louisiana,,,
Less than H.S.,37,12.5,7.6-17.4
H.S. or G.E.D.,286,26.3,23.1-29.5
Some post-H.S.,332,30.9,27.4-34.5
College graduate,537,32.9,30.0-35.8
Maine,,,
Less than H.S.,33,18.8,11.6-26.1
H.S. or G.E.D.,635,29.8,27.1-32.4
Some post-H.S.,884,38.3,35.6-41.0
College graduate,"1,680",33.1,31.2-35.0
Maryland,,,
Less than H.S.,72,14.6,10.2-19.0
H.S. or G.E.D.,879,29.5,26.8-32.3
Some post-H.S.,994,33.8,31.0-36.7
College graduate,"1,954",25.6,24.0-27.2
Massachusetts,,,
Less than H.S.,34,12.3,7.0-17.7
H.S. or G.E.D.,296,26.3,22.8-29.7
Some post-H.S.,477,30.3,27.0-33.5
College graduate,"1,132",23.9,22.1-25.6
Michigan,,,
Less than H.S.,37,15.9,10.3-21.4
H.S. or G.E.D.,481,28.0,25.3-30.8
Some post-H.S.,690,33.4,30.8-36.0
College graduate,"1,257",32.7,30.7-34.6
Minnesota,,,
Less than H.S.,52,14.3,9.6-19.0
H.S. or G.E.D.,764,31.6,29.0-34.2
Some post-H.S.,"1,303",36.3,33.9-38.7
College graduate,"2,126",32.1,30.5-33.6
Mississippi,,,
Less than H.S.,24,12.0,6.6-17.4
H.S. or G.E.D.,186,24.2,20.6-27.9
Some post-H.S.,351,35.5,32.0-39.1
College graduate,459,37.1,33.7-40.5
Missouri,,,
Less than H.S.,46,17.6,11.4-23.8
H.S. or G.E.D.,430,29.3,26.3-32.4
Some post-H.S.,543,35.7,32.4-38.9
College graduate,746,34.9,32.2-37.7
Montana,,,
Less than H.S.,44,22.7,15.7-29.8
H.S. or G.E.D.,394,29.8,26.8-32.8
Some post-H.S.,610,37.4,34.5-40.4
College graduate,"1,019",36.4,34.2-38.6
Nebraska,,,
Less than H.S.,87,16.3,12.1-20.4
H.S. or G.E.D.,941,33.2,30.8-35.5
Some post-H.S.,"1,234",37.5,35.2-39.7
College graduate,"1,489",33.6,31.7-35.5
Nevada,,,
Less than H.S.,17,28.1,13.4-42.9
H.S. or G.E.D.,166,31.2,23.6-38.8
Some post-H.S.,203,31.5,26.1-36.9
College graduate,295,33.0,28.0-38.0
New Hampshire,,,
Less than H.S.,19,17.0,8.0-25.9
H.S. or G.E.D.,349,30.5,26.7-34.3
Some post-H.S.,494,38.0,34.1-41.8
College graduate,"1,028",30.0,27.6-32.5
New Jersey,,,
Less than H.S.,38,14.9,9.2-20.7
H.S. or G.E.D.,413,27.9,24.8-31.0
Some post-H.S.,534,32.0,28.6-35.3
College graduate,"1,041",24.1,22.1-26.0
New Mexico,,,
Less than H.S.,27,18.0,10.0-26.0
H.S. or G.E.D.,168,28.7,23.6-33.8
Some post-H.S.,230,36.5,31.0-42.1
College graduate,398,35.9,31.5-40.3
New York,,,
Less than H.S.,74,11.1,8.0-14.3
H.S. or G.E.D.,696,25.1,22.6-27.5
Some post-H.S.,887,29.0,26.7-31.4
College graduate,"2,006",27.9,26.3-29.4
North Carolina,,,
Less than H.S.,20,13.7,6.4-20.9
H.S. or G.E.D.,175,31.7,26.3-37.0
Some post-H.S.,290,34.4,30.1-38.6
College graduate,486,30.8,27.8-33.7
North Dakota,,,
Less than H.S.,30,27.5,17.8-37.2
H.S. or G.E.D.,338,31.6,28.2-35.0
Some post-H.S.,495,35.4,32.3-38.4
College graduate,689,35.5,33.0-38.1
Ohio,,,
Less than H.S.,67,17.3,12.4-22.1
H.S. or G.E.D.,905,29.6,27.3-31.9
Some post-H.S.,950,33.3,31.0-35.7
College graduate,"1,420",32.5,30.6-34.4
Oklahoma,,,
Less than H.S.,37,13.9,9.0-18.7
H.S. or G.E.D.,420,32.9,29.8-35.9
Some post-H.S.,572,34.3,31.7-36.9
College graduate,765,34.3,32.0-36.6
Oregon,,,
Less than H.S.,34,16.8,10.8-22.9
H.S. or G.E.D.,312,33.0,29.3-36.7
Some post-H.S.,472,33.4,30.3-36.6
College graduate,792,31.1,28.8-33.5
Rhode Island,,,
Less than H.S.,30,10.5,6.2-14.8
H.S. or G.E.D.,278,28.9,25.1-32.6
Some post-H.S.,355,33.6,29.6-37.6
College graduate,709,30.2,27.6-32.9
South Carolina,,,
Less than H.S.,44,14.3,9.3-19.4
H.S. or G.E.D.,487,28.1,25.3-31.0
Some post-H.S.,715,36.4,33.6-39.2
College graduate,"1,140",33.1,31.0-35.2
South Dakota,,,
Less than H.S.,30,*,
H.S. or G.E.D.,360,31.6,25.7-37.6
Some post-H.S.,509,44.2,38.3-50.1
College graduate,729,36.8,31.8-41.8
Tennessee,,,
Less than H.S.,33,15.3,9.3-21.2
H.S. or G.E.D.,316,28.0,24.5-31.4
Some post-H.S.,406,34.2,30.7-37.7
College graduate,589,32.7,29.8-35.5
Texas,,,
Less than H.S.,50,10.9,6.5-15.2
H.S. or G.E.D.,416,25.5,21.8-29.2
Some post-H.S.,676,34.4,30.7-38.2
College graduate,"1,022",28.0,25.3-30.7
Utah,,,
Less than H.S.,61,19.1,13.3-25.0
H.S. or G.E.D.,632,35.3,32.6-38.1
Some post-H.S.,884,38.0,35.4-40.5
College graduate,"1,283",31.6,29.7-33.4
Vermont,,,
Less than H.S.,23,18.2,10.6-25.8
H.S. or G.E.D.,387,33.7,29.9-37.4
Some post-H.S.,495,37.2,33.7-40.7
College graduate,"1,261",34.6,32.6-36.7
Virginia,,,
Less than H.S.,28,17.0,9.6-24.4
H.S. or G.E.D.,303,31.0,27.1-34.9
Some post-H.S.,480,34.8,31.2-38.4
College graduate,851,25.6,23.4-27.8
Washington,,,
Less than H.S.,142,14.4,11.8-17.0
H.S. or G.E.D.,"1,347",33.2,31.4-35.0
Some post-H.S.,"2,129",35.3,33.8-36.9
College graduate,"3,163",26.6,25.6-27.7
West Virginia,,,
Less than H.S.,20,11.7,6.5-16.9
H.S. or G.E.D.,282,26.4,23.5-29.3
Some post-H.S.,365,38.7,35.2-42.2
College graduate,542,40.5,37.5-43.6
Wisconsin,,,
Less than H.S.,46,13.2,8.8-17.5
H.S. or G.E.D.,736,32.2,29.6-34.7
Some post-H.S.,"1,030",36.0,33.6-38.3
College graduate,"1,486",33.0,31.0-34.9
Wyoming,,,
Less than H.S.,20,20.6,12.2-29.0
H.S. or G.E.D.,255,31.3,27.5-35.2
Some post-H.S.,392,35.6,32.2-39.1
College graduate,577,36.6,33.5-39.6
Guam,,,
Less than H.S.,12,28.1,11.8-44.4
H.S. or G.E.D.,115,33.2,25.8-40.6
Some post-H.S.,124,41.1,33.2-49.0
College graduate,166,39.7,33.1-46.3
Puerto Rico,,,
Less than H.S.,3,*,
H.S. or G.E.D.,28,3.7,1.9-5.5
Some post-H.S.,90,9.5,7.2-11.8
College graduate,319,25.6,22.4-28.8
Virgin Islands,,,
Less than H.S.,21,*,
H.S. or G.E.D.,124,24.9,18.7-31.0
Some post-H.S.,122,35.6,26.2-44.9
College graduate,272,42.5,
