Location,n,Percentage,95% CI
H.S. or G.E.D.,22,1.5,0.8-2.3
Some post-H.S.,47,2.7,1.9-3.6
College graduate,279,10.8,9.5-12.1
Iowa,,,
Less than H.S.,1,*,
H.S. or G.E.D.,34,2.1,1.3-2.9
Some post-H.S.,57,3.4,2.4-4.5
College graduate,238,11.4,9.8-12.9
Kansas,,,
Less than H.S.,2,*,
H.S. or G.E.D.,23,1.3,0.7-2.0
Some post-H.S.,52,2.3,1.5-3.1
College graduate,311,11.5,10.0-12.9
Kentucky,,,
Less than H.S.,1,*,
H.S. or G.E.D.,20,2.5,1.2-3.9
Some post-H.S.,27,3.7,1.9-5.4
College graduate,81,9.7,7.1-12.4
Louisiana,,,
Less than H.S.,1,*,
H.S. or G.E.D.,24,*,
Some post-H.S.,46,4.5,3.1-5.9
College graduate,185,13.9,11.7-16.1
Maine,,,
Less than H.S.,0,***,
H.S. or G.E.D.,20,1.2,0.5-1.8
Some post-H.S.,39,1.7,1.0-2.4
College graduate,279,10.6,9.2-12.1
Maryland,,,
Less than H.S.,5,*,
H.S. or G.E.D.,74,4.3,2.6-5.9
Some post-H.S.,95,5.1,3.7-6.5
College graduate,"1,036",21.7,20.1-23.4
Massachusetts,,,
Less than H.S.,2,*,
H.S. or G.E.D.,43,4.2,2.5-5.8
Some post-H.S.,102,7.5,5.9-9.2
College graduate,856,22.0,20.4-23.6
Michigan,,,
Less than H.S.,3,*,
H.S. or G.E.D.,25,2.1,1.2-3.0
Some post-H.S.,48,2.6,1.8-3.5
College graduate,366,12.1,10.7-13.4
Minnesota,,,
Less than H.S.,17,6.2,3.0-9.5
H.S. or G.E.D.,83,4.1,3.0-5.2
Some post-H.S.,132,3.7,3.0-4.5
College graduate,909,15.3,14.2-16.4
Mississippi,,,
Less than H.S.,1,*,
H.S. or G.E.D.,10,*,
Some post-H.S.,25,2.8,1.5-4.0
College graduate,78,8.1,5.7-10.4
Missouri,,,
Less than H.S.,3,*,
H.S. or G.E.D.,31,2.5,1.2-3.8
Some post-H.S.,60,4.6,3.2-5.9
College graduate,218,12.8,10.8-14.8
Montana,,,
Less than H.S.,5,*,
H.S. or G.E.D.,31,2.8,1.6-4.1
Some post-H.S.,45,3.2,2.1-4.2
College graduate,178,9.0,7.6-10.4
Nebraska,,,
Less than H.S.,3,*,
H.S. or G.E.D.,24,1.5,0.7-2.2
Some post-H.S.,33,2.0,1.1-2.9
College graduate,166,10.9,9.0-12.8
Nevada,,,
Less than H.S.,3,*,
H.S. or G.E.D.,12,*,
Some post-H.S.,23,4.2,2.2-6.2
College graduate,130,18.1,14.3-21.9
New Hampshire,,,
Less than H.S.,2,*,
H.S. or G.E.D.,20,3.3,1.7-4.8
Some post-H.S.,38,5.3,3.2-7.3
College graduate,299,16.1,14.0-18.3
New Jersey,,,
Less than H.S.,3,*,
H.S. or G.E.D.,44,4.0,2.7-5.4
Some post-H.S.,88,8.0,6.0-10.0
College graduate,690,23.5,21.6-25.4
New Mexico,,,
Less than H.S.,2,*,
H.S. or G.E.D.,10,*,
Some post-H.S.,19,2.9,1.3-4.4
College graduate,89,6.7,5.0-8.5
New York,,,
Less than H.S.,6,*,
H.S. or G.E.D.,60,2.8,1.9-3.7
Some post-H.S.,106,5.3,4.0-6.6
College graduate,967,18.9,17.6-20.3
North Carolina,,,
Less than H.S.,2,*,
H.S. or G.E.D.,12,*,
Some post-H.S.,36,4.5,2.8-6.2
College graduate,207,16.3,14.0-18.7
North Dakota,,,
Less than H.S.,2,*,
H.S. or G.E.D.,16,1.9,0.9-2.9
Some post-H.S.,43,5.2,3.5-6.8
College graduate,106,9.2,7.4-11.0
Ohio,,,
Less than H.S.,10,*,
H.S. or G.E.D.,59,1.9,1.2-2.7
Some post-H.S.,123,4.7,3.6-5.9
College graduate,477,11.6,10.3-12.8
Oklahoma,,,
Less than H.S.,1,*,
H.S. or G.E.D.,24,2.2,1.2-3.2
Some post-H.S.,31,2.1,1.3-2.9
College graduate,123,8.7,7.1-10.2
Oregon,,,
Less than H.S.,1,*,
H.S. or G.E.D.,21,2.6,1.4-3.7
Some post-H.S.,34,2.7,1.7-3.7
College graduate,246,13.3,11.6-15.0
Pennsylvania,,,
Less than H.S.,0,***,
H.S. or G.E.D.,10,*,
Some post-H.S.,28,3.6,1.7-5.4
College graduate,198,17.4,14.4-20.3
Rhode Island,,,
Less than H.S.,0,***,
H.S. or G.E.D.,17,2.5,1.1-3.8
Some post-H.S.,31,3.4,1.9-4.9
College graduate,323,15.2,13.2-17.2
South Carolina,,,
Less than H.S.,5,*,
H.S. or G.E.D.,24,1.7,0.9-2.4
Some post-H.S.,36,2.5,1.5-3.4
College graduate,307,11.2,9.8-12.7
South Dakota,,,
Less than H.S.,5,*,
H.S. or G.E.D.,25,*,
Some post-H.S.,51,1.4,0.8-2.1
College graduate,190,8.5,6.0-10.9
Tennessee,,,
Less than H.S.,0,***,
H.S. or G.E.D.,19,2.0,0.9-3.2
Some post-H.S.,18,1.7,0.8-2.6
College graduate,161,12.1,10.0-14.3
Texas,,,
Less than H.S.,16,*,
H.S. or G.E.D.,72,3.9,2.5-5.4
Some post-H.S.,106,5.6,3.8-7.4
College graduate,630,17.0,15.1-19.0
Utah,,,
Less than H.S.,2,*,
H.S. or G.E.D.,54,5.1,3.2-6.9
Some post-H.S.,106,5.7,4.5-6.9
College graduate,381,12.7,11.2-14.2
Vermont,,,
Less than H.S.,0,***,
H.S. or G.E.D.,22,1.9,0.8-3.0
Some post-H.S.,45,3.6,2.1-5.0
College graduate,363,10.1,8.9-11.3
Virginia,,,
Less than H.S.,9,*,
H.S. or G.E.D.,35,2.8,1.6-4.0
Some post-H.S.,75,5.1,3.7-6.5
College graduate,595,21.2,19.2-23.2
Washington,,,
Less than H.S.,8,*,
H.S. or G.E.D.,109,3.6,2.9-4.4
Some post-H.S.,237,5.8,4.9-6.6
College graduate,"1,515",19.6,18.5-20.6
West Virginia,,,
Less than H.S.,0,***,
H.S. or G.E.D.,12,*,
Some post-H.S.,20,2.3,1.2-3.3
College graduate,100,7.5,5.9-9.0
Wisconsin,,,
Less than H.S.,5,*,
H.S. or G.E.D.,42,2.4,1.5-3.3
Some post-H.S.,67,3.5,2.5-4.5
College graduate,318,12.0,10.4-13.6
Wyoming,,,
Less than H.S.,2,*,
H.S. or G.E.D.,16,2.6,1.2-4.1
Some post-H.S.,25,2.6,1.5-3.7
College graduate,79,6.4,4.9-7.9
Guam,,,
Less than H.S.,4,*,
H.S. or G.E.D.,10,*,
Some post-H.S.,13,*,
College graduate,39,3.9,2.2-5.5
Puerto Rico,,,
Less than H.S.,0,***,
H.S. or G.E.D.,1,*,
Some post-H.S.,1,*,
College graduate,30,1.9,1.1-2.7
Virgin Islands,,,
Less than H.S.,0,***,
H.S. or G.E.D.,9,*,
Some post-H.S.,4,*,
College graduate,25,*,
