Location,n,Percentage,95% CI
Less than H.S.,30,16.4,10.1-22.7
H.S. or G.E.D.,417,46.6,42.9-50.2
Some post-H.S.,719,59.0,55.7-62.3
College graduate,"2,388",83.0,81.5-84.6
Michigan,,,
Less than H.S.,41,17.1,11.6-22.7
H.S. or G.E.D.,667,36.5,33.8-39.1
Some post-H.S.,"1,254",53.2,50.8-55.5
College graduate,"2,634",79.4,77.8-81.0
Minnesota,,,
Less than H.S.,97,26.5,21.4-31.6
H.S. or G.E.D.,"1,109",46.5,44.2-48.7
Some post-H.S.,"2,145",57.1,55.3-58.8
College graduate,"4,391",82.6,81.6-83.7
Mississippi,,,
Less than H.S.,30,10.6,6.2-14.9
H.S. or G.E.D.,259,27.7,24.3-31.2
Some post-H.S.,399,38.7,35.0-42.4
College graduate,759,67.8,64.7-70.9
Missouri,,,
Less than H.S.,53,18.3,12.6-23.9
H.S. or G.E.D.,494,35.1,32.0-38.3
Some post-H.S.,724,50.2,46.9-53.5
College graduate,"1,388",75.1,72.7-77.6
Montana,,,
Less than H.S.,38,16.9,11.1-22.6
H.S. or G.E.D.,481,37.0,34.1-40.0
Some post-H.S.,752,47.0,44.2-49.9
College graduate,"1,368",69.1,66.8-71.4
Nebraska,,,
Less than H.S.,111,18.2,14.0-22.4
H.S. or G.E.D.,"1,255",36.1,33.8-38.3
Some post-H.S.,"1,937",50.8,48.7-52.9
College graduate,"3,155",77.8,76.3-79.4
Nevada,,,
Less than H.S.,42,21.0,14.0-28.0
H.S. or G.E.D.,180,36.7,31.0-42.3
Some post-H.S.,364,53.7,48.8-58.6
College graduate,611,78.2,74.4-82.0
New Hampshire,,,
Less than H.S.,32,29.9,19.6-40.1
H.S. or G.E.D.,405,45.8,41.8-49.8
Some post-H.S.,600,61.8,58.1-65.4
College graduate,"1,572",83.3,81.1-85.4
New Mexico,,,
Less than H.S.,44,8.5,5.4-11.6
H.S. or G.E.D.,324,23.7,20.5-27.0
Some post-H.S.,519,40.4,36.8-44.0
College graduate,"1,198",69.8,67.0-72.6
New York,,,
Less than H.S.,59,8.7,6.0-11.4
H.S. or G.E.D.,748,37.6,34.7-40.6
Some post-H.S.,"1,283",54.4,51.7-57.1
College graduate,"3,619",79.6,78.1-81.2
North Carolina,,,
Less than H.S.,28,16.3,10.3-22.4
H.S. or G.E.D.,188,31.2,27.2-35.3
Some post-H.S.,435,49.1,45.5-52.6
College graduate,983,78.1,75.7-80.5
North Dakota,,,
Less than H.S.,42,35.6,24.9-46.3
H.S. or G.E.D.,484,45.0,41.1-49.0
Some post-H.S.,819,59.1,55.7-62.5
College graduate,"1,317",80.7,78.3-83.1
Ohio,,,
Less than H.S.,63,17.5,11.9-23.2
H.S. or G.E.D.,985,35.3,32.8-37.9
Some post-H.S.,"1,202",46.9,44.2-49.7
College graduate,"2,444",76.2,74.2-78.2
Oklahoma,,,
Less than H.S.,36,13.0,8.6-17.5
H.S. or G.E.D.,446,33.8,30.7-37.0
Some post-H.S.,678,47.1,44.1-50.1
College graduate,"1,245",74.6,72.2-77.0
Oregon,,,
Less than H.S.,30,14.6,9.2-20.1
H.S. or G.E.D.,381,39.5,36.0-42.9
Some post-H.S.,719,49.9,46.9-52.8
College graduate,"1,319",75.1,73.0-77.3
Pennsylvania,,,
Less than H.S.,51,33.5,25.3-41.6
H.S. or G.E.D.,542,41.0,38.0-44.0
Some post-H.S.,637,54.9,51.6-58.2
College graduate,"1,881",81.1,79.4-82.8
Rhode Island,,,
Less than H.S.,31,12.2,6.8-17.6
H.S. or G.E.D.,370,41.7,37.6-45.9
Some post-H.S.,525,55.6,51.5-59.7
College graduate,"1,696",82.0,79.8-84.2
South Carolina,,,
Less than H.S.,44,13.2,8.8-17.5
H.S. or G.E.D.,387,33.3,29.9-36.6
Some post-H.S.,757,54.0,50.9-57.1
College graduate,"1,610",77.8,75.6-79.9
South Dakota,,,
Less than H.S.,34,26.3,12.7-39.9
H.S. or G.E.D.,472,44.5,39.3-49.8
Some post-H.S.,772,53.2,48.4-58.0
College graduate,"1,315",71.3,67.5-75.1
Tennessee,,,
Less than H.S.,42,14.4,8.5-20.2
H.S. or G.E.D.,361,33.3,29.8-36.9
Some post-H.S.,541,46.9,43.2-50.6
College graduate,"1,229",75.8,73.1-78.6
Texas,,,
Less than H.S.,90,12.6,8.0-17.3
H.S. or G.E.D.,683,36.0,32.1-39.8
Some post-H.S.,"1,200",52.9,49.5-56.3
College graduate,"2,690",79.3,77.1-81.4
Utah,,,
Less than H.S.,68,19.8,14.9-24.7
H.S. or G.E.D.,994,53.9,51.3-56.5
Some post-H.S.,"1,833",61.6,59.5-63.7
College graduate,"3,287",82.7,81.4-84.0
Vermont,,,
Less than H.S.,24,16.5,9.2-23.8
H.S. or G.E.D.,449,38.9,35.0-42.8
Some post-H.S.,590,55.1,51.0-59.2
College graduate,"1,811",75.0,72.3-77.8
Virginia,,,
Less than H.S.,42,13.1,8.4-17.7
H.S. or G.E.D.,598,40.4,37.2-43.7
Some post-H.S.,"1,091",57.3,54.5-60.1
College graduate,"2,845",83.5,82.0-85.0
Washington,,,
Less than H.S.,113,24.8,20.1-29.5
H.S. or G.E.D.,874,46.1,43.4-48.8
Some post-H.S.,"1,669",58.4,56.2-60.5
College graduate,"3,449",80.3,78.9-81.8
West Virginia,,,
Less than H.S.,29,9.8,5.6-14.0
H.S. or G.E.D.,369,28.9,25.9-31.9
Some post-H.S.,467,43.2,39.6-46.9
College graduate,900,70.2,67.1-73.3
Wisconsin,,,
Less than H.S.,29,24.3,15.5-33.2
H.S. or G.E.D.,424,42.3,38.6-45.9
Some post-H.S.,597,57.1,53.5-60.7
College graduate,"1,201",79.5,77.1-81.9
Wyoming,,,
Less than H.S.,37,34.4,24.2-44.6
H.S. or G.E.D.,389,47.1,42.7-51.5
Some post-H.S.,587,51.7,47.9-55.5
College graduate,979,76.5,73.4-79.6
Guam,,,
Less than H.S.,6,*,
H.S. or G.E.D.,186,24.7,20.7-28.8
Some post-H.S.,206,37.2,32.0-42.4
College graduate,468,65.2,60.3-70.0
Puerto Rico,,,
Less than H.S.,2,*,
H.S. or G.E.D.,26,3.3,1.8-4.7
Some post-H.S.,63,5.5,4.0-7.1
College graduate,330,20.7,18.3-23.0
