Location,n,Percentage,95% CI
Some post-H.S.,98,4.6,3.4-5.8
College graduate,46,1.8,1.0-2.5
South Dakota,,,
Less than H.S.,43,16.9,7.3-26.5
H.S. or G.E.D.,95,4.7,3.1-6.2
Some post-H.S.,81,5.8,2.5-9.1
College graduate,34,1.0,0.4-1.6
Tennessee,,,
Less than H.S.,72,18.3,12.9-23.8
H.S. or G.E.D.,134,8.6,6.4-10.8
Some post-H.S.,78,5.8,4.1-7.6
College graduate,32,1.4,0.8-2.1
Texas,,,
Less than H.S.,194,21.4,16.5-26.4
H.S. or G.E.D.,172,7.2,5.4-9.0
Some post-H.S.,141,5.4,3.9-6.8
College graduate,72,1.5,1.0-2.0
Utah,,,
Less than H.S.,43,9.2,6.2-12.3
H.S. or G.E.D.,95,3.5,2.5-4.4
Some post-H.S.,85,3.0,2.1-3.8
College graduate,62,1.2,0.8-1.5
Vermont,,,
Less than H.S.,24,21.0,10.8-31.2
H.S. or G.E.D.,95,7.4,5.4-9.4
Some post-H.S.,65,4.1,2.9-5.3
College graduate,39,1.5,0.7-2.2
Virginia,,,
Less than H.S.,57,17.1,10.9-23.4
H.S. or G.E.D.,87,5.4,3.8-7.0
Some post-H.S.,63,4.8,3.0-6.6
College graduate,34,0.8,0.5-1.1
Washington,,,
Less than H.S.,152,15.1,12.2-17.9
H.S. or G.E.D.,305,6.3,5.3-7.2
Some post-H.S.,268,4.0,3.3-4.7
College graduate,149,1.2,1.0-1.5
West Virginia,,,
Less than H.S.,67,26.9,20.3-33.5
H.S. or G.E.D.,100,6.5,4.9-8.1
Some post-H.S.,60,4.7,3.3-6.0
College graduate,27,1.6,0.9-2.3
Wisconsin,,,
Less than H.S.,78,14.2,10.2-18.2
H.S. or G.E.D.,179,5.7,4.5-6.9
Some post-H.S.,158,4.2,3.4-5.1
College graduate,93,2.0,1.4-2.6
Wyoming,,,
Less than H.S.,18,12.1,5.9-18.4
H.S. or G.E.D.,60,6.3,4.5-8.2
Some post-H.S.,63,4.9,3.4-6.5
College graduate,25,1.4,0.7-2.1
Guam,,,
Less than H.S.,23,21.4,10.4-32.4
H.S. or G.E.D.,47,6.3,3.7-8.9
Some post-H.S.,17,*,
College graduate,9,*,
Puerto Rico,,,
Less than H.S.,265,69.9,64.0-75.9
H.S. or G.E.D.,366,38.3,34.1-42.5
Some post-H.S.,262,26.7,22.5-30.9
College graduate,131,8.1,6.3-9.8
Virgin Islands,,,
Less than H.S.,35,19.6,10.6-28.7
H.S. or G.E.D.,63,12.7,7.2-18.2
Some post-H.S.,23,*,
College graduate,11,*,
