Location,n,Percentage,95% CI
H.S. or G.E.D.,289,14.0,11.6-16.3
Some post-H.S.,171,8.9,7.0-10.8
College graduate,90,3.0,1.8-4.2
Hawaii,,,
Less than H.S.,37,17.3,9.7-24.8
H.S. or G.E.D.,149,7.5,5.7-9.3
Some post-H.S.,160,5.9,4.7-7.2
College graduate,92,1.7,1.2-2.2
Idaho,,,
Less than H.S.,66,20.7,15.0-26.4
H.S. or G.E.D.,234,12.6,10.5-14.6
Some post-H.S.,165,8.0,6.4-9.6
College graduate,91,2.8,2.0-3.7
Illinois,,,
Less than H.S.,82,20.4,14.9-25.9
H.S. or G.E.D.,127,11.1,8.5-13.6
Some post-H.S.,96,6.0,4.6-7.4
College graduate,72,2.1,1.5-2.8
Indiana,,,
Less than H.S.,138,23.8,19.4-28.2
H.S. or G.E.D.,409,12.1,10.7-13.5
Some post-H.S.,217,7.7,6.4-8.9
College graduate,129,2.9,2.2-3.5
Iowa,,,
Less than H.S.,91,13.3,9.5-17.1
H.S. or G.E.D.,258,9.4,8.0-10.9
Some post-H.S.,195,6.7,5.5-7.9
College graduate,82,2.4,1.7-3.1
Kansas,,,
Less than H.S.,57,19.1,13.6-24.6
H.S. or G.E.D.,206,8.6,7.0-10.2
Some post-H.S.,182,5.6,4.5-6.6
College graduate,78,1.6,1.1-2.1
Louisiana,,,
Less than H.S.,75,18.5,13.7-23.4
H.S. or G.E.D.,178,13.2,10.9-15.5
Some post-H.S.,121,7.9,6.2-9.6
College graduate,44,2.4,1.6-3.2
Maine,,,
Less than H.S.,73,18.5,13.4-23.6
H.S. or G.E.D.,429,12.2,10.7-13.8
Some post-H.S.,306,8.2,7.0-9.4
College graduate,197,3.0,2.3-3.7
Maryland,,,
Less than H.S.,198,26.4,21.8-31.0
H.S. or G.E.D.,486,12.8,10.7-14.8
Some post-H.S.,238,5.2,4.2-6.3
College graduate,169,1.9,1.4-2.4
Massachusetts,,,
Less than H.S.,68,21.9,15.3-28.6
H.S. or G.E.D.,177,12.4,9.8-15.0
Some post-H.S.,143,7.1,5.5-8.7
College graduate,129,1.8,1.4-2.2
Michigan,,,
Less than H.S.,73,25.6,19.1-32.1
H.S. or G.E.D.,333,14.1,12.2-16.0
Some post-H.S.,232,8.9,7.5-10.4
College graduate,112,2.3,1.7-2.8
Minnesota,,,
Less than H.S.,115,20.1,15.6-24.6
H.S. or G.E.D.,344,10.5,8.8-12.1
Some post-H.S.,302,6.9,5.7-8.2
College graduate,209,2.0,1.6-2.3
Mississippi,,,
Less than H.S.,45,21.4,13.7-29.1
H.S. or G.E.D.,121,14.3,10.6-18.1
Some post-H.S.,98,8.5,6.4-10.5
College graduate,43,3.5,1.9-5.0
Missouri,,,
Less than H.S.,60,15.6,10.7-20.5
H.S. or G.E.D.,270,12.4,10.2-14.5
Some post-H.S.,166,8.2,6.6-9.9
College graduate,98,3.7,2.7-4.6
Montana,,,
Less than H.S.,45,12.6,8.1-17.1
H.S. or G.E.D.,191,9.9,8.1-11.7
Some post-H.S.,147,6.8,5.3-8.2
College graduate,93,2.7,2.0-3.4
Nebraska,,,
Less than H.S.,128,17.4,13.7-21.2
H.S. or G.E.D.,359,9.0,7.8-10.2
Some post-H.S.,271,6.5,5.5-7.6
College graduate,101,1.7,1.3-2.2
Nevada,,,
Less than H.S.,18,15.4,6.4-24.3
H.S. or G.E.D.,64,12.3,7.8-16.8
Some post-H.S.,63,8.3,4.5-12.1
College graduate,33,3.2,1.9-4.6
New Hampshire,,,
Less than H.S.,47,23.8,15.4-32.3
H.S. or G.E.D.,171,8.6,6.6-10.5
Some post-H.S.,99,4.8,3.3-6.3
College graduate,64,2.1,1.3-3.0
New Jersey,,,
Less than H.S.,102,27.8,21.9-33.6
H.S. or G.E.D.,235,13.2,11.1-15.3
Some post-H.S.,111,6.0,4.4-7.7
College graduate,113,2.4,1.7-3.1
New Mexico,,,
Less than H.S.,55,22.5,14.9-30.2
H.S. or G.E.D.,110,13.7,10.2-17.2
Some post-H.S.,88,10.6,7.4-13.8
College graduate,39,3.4,1.5-5.3
New York,,,
Less than H.S.,313,31.0,27.1-34.9
H.S. or G.E.D.,531,15.8,13.9-17.7
Some post-H.S.,333,9.2,7.7-10.6
College graduate,245,2.8,2.2-3.3
North Carolina,,,
Less than H.S.,53,24.6,14.8-34.5
H.S. or G.E.D.,94,10.9,7.8-14.0
Some post-H.S.,79,7.1,5.1-9.2
College graduate,52,3.8,2.2-5.3
North Dakota,,,
Less than H.S.,27,18.6,11.0-26.2
H.S. or G.E.D.,122,9.7,7.6-11.8
Some post-H.S.,116,7.8,6.1-9.5
College graduate,44,2.5,1.6-3.3
Ohio,,,
Less than H.S.,124,22.5,17.2-27.8
H.S. or G.E.D.,521,13.2,11.5-14.9
Some post-H.S.,294,7.9,6.6-9.2
College graduate,139,2.8,2.1-3.5
Oklahoma,,,
Less than H.S.,50,18.1,13.0-23.3
H.S. or G.E.D.,163,9.8,8.1-11.5
Some post-H.S.,142,7.7,6.2-9.1
College graduate,76,3.4,2.5-4.3
Oregon,,,
Less than H.S.,63,25.9,19.0-32.8
H.S. or G.E.D.,135,9.9,7.8-12.0
Some post-H.S.,122,8.1,6.2-10.0
College graduate,79,2.3,1.6-3.0
Rhode Island,,,
Less than H.S.,84,28.2,21.1-35.3
H.S. or G.E.D.,163,18.3,14.6-22.1
Some post-H.S.,114,7.7,5.7-9.6
College graduate,73,3.3,2.1-4.4
South Carolina,,,
Less than H.S.,152,33.4,27.5-39.2
H.S. or G.E.D.,381,15.1,13.1-17.1
Some post-H.S.,225,8.7,7.2-10.2
College graduate,114,2.6,2.0-3.3
South Dakota,,,
Less than H.S.,37,*,
H.S. or G.E.D.,168,11.8,7.8-15.8
Some post-H.S.,143,6.0,3.9-8.1
College graduate,91,2.0,1.3-2.7
Tennessee,,,
Less than H.S.,87,25.8,19.2-32.3
H.S. or G.E.D.,214,12.9,10.6-15.2
Some post-H.S.,120,7.8,5.9-9.7
College graduate,48,2.5,1.4-3.5
Texas,,,
Less than H.S.,222,33.0,26.6-39.4
H.S. or G.E.D.,272,13.4,10.7-16.1
Some post-H.S.,244,8.6,6.8-10.3
College graduate,132,3.5,2.5-4.5
Utah,,,
Less than H.S.,61,14.6,10.5-18.8
H.S. or G.E.D.,186,6.7,5.5-7.9
Some post-H.S.,146,5.0,3.9-6.2
College graduate,82,1.4,1.0-1.7
Vermont,,,
Less than H.S.,31,21.5,11.8-31.2
H.S. or G.E.D.,160,9.7,7.4-11.9
Some post-H.S.,104,6.9,5.1-8.6
College graduate,123,2.9,2.2-3.6
Virginia,,,
Less than H.S.,87,28.7,21.7-35.8
H.S. or G.E.D.,190,15.8,12.6-19.0
Some post-H.S.,133,6.8,5.0-8.6
College graduate,80,1.9,1.2-2.5
Washington,,,
Less than H.S.,224,21.2,18.1-24.3
H.S. or G.E.D.,452,8.9,7.8-9.9
Some post-H.S.,492,7.2,6.3-8.0
College graduate,263,1.9,1.6-2.2
West Virginia,,,
Less than H.S.,60,22.5,16.5-28.6
H.S. or G.E.D.,187,13.3,11.2-15.4
Some post-H.S.,87,6.5,4.9-8.1
College graduate,57,3.0,2.1-3.8
Wisconsin,,,
Less than H.S.,112,20.6,16.0-25.3
H.S. or G.E.D.,395,12.2,10.5-13.9
Some post-H.S.,295,7.5,6.4-8.7
College graduate,167,3.0,2.3-3.6
Wyoming,,,
Less than H.S.,37,24.6,16.5-32.7
H.S. or G.E.D.,126,10.3,8.1-12.5
Some post-H.S.,113,9.7,7.5-11.8
College graduate,47,3.2,2.0-4.4
Guam,,,
Less than H.S.,10,*,
H.S. or G.E.D.,76,14.3,9.2-19.4
Some post-H.S.,37,6.1,3.5-8.7
College graduate,20,*,
Puerto Rico,,,
Less than H.S.,78,20.5,15.4-25.7
H.S. or G.E.D.,273,31.0,27.1-34.8
Some post-H.S.,298,28.1,24.2-32.0
College graduate,259,16.1,13.9-18.4
Virgin Islands,,,
Less than H.S.,31,14.7,7.6-21.8
H.S. or G.E.D.,62,12.3,7.6-17.0
Some post-H.S.,30,8.8,4.2-13.5
College graduate,20,*,
